NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
47,인천광역시 연수구 송도동,149,149,0,롯데캐슬캠퍼스타운,전세,101.3056,202605,30,"50,000",0,44,2016,송도과학로27번길 55,202607~202807,신규,-,,,아파트,아파트,2026-05
48,서울특별시 강남구 도곡동,948-4,948,4,삼경하이빌1,월세,95.24,202605,30,"42,000",12,5,2000,도곡로2길 46,202606~202806,신규,-,,,아파트,아파트,2026-05
49,경기도 구리시 갈매동,640,640,0,구리갈매푸르지오,전세,99.5986,202605,30,"62,000",0,17,2017,갈매중앙로 16,202606~202806,갱신,-,"52,000",0.0,아파트,아파트,2026-05
50,경기도 과천시 갈현동,826,826,0,과천르센토데시앙,월세,99.892,202605,30,"10,000",370,15,2023,과천대로8길 35,202608~202808,신규,-,,,아파트,아파트,2026-05
51,경기도 수원시 영통구 매탄동,1274,1274,0,우남퍼스트빌,전세,101.945,202605,30,"50,400",0,12,2002,매탄로 82,202608~202708,갱신,사용,"48,000",0.0,아파트,아파트,2026-05
52,대전광역시 서구 둔산동,1388,1388,0,한마루아파트,전세,101.94,202605,30,"65,000",0,6,1992,둔산북로 160,202608~202808,신규,-,,,아파트,아파트,2026-05
53,서울특별시 서초구 내곡동,411,411,0,서초더샵포레,월세,101.34,202605,30,"10,000",330,2,2014,헌릉로8길 58,202606~202803,갱신,사용,"10,000",320.0,아파트,아파트,2026-05
54,경기도 안산시 상록구 사동,1512,1512,0,안산고잔6차푸르지오,월세,100.207,202605,30,"4,000",140,16,2005,해양1로 11,202606~202806,신규,-,,,아파트,아파트,2026-05
55,경기도 수원시 영통구 하동,1021,1021,0,힐스테이트광교,전세,97.406,202605,30,"105,000",0,4,2018,센트럴파크로 6,202610~202810,신규,-,,,아파트,아파트,2026-05
56,경기도 화성시 병점구 반월동,868,868,0,신영통현대2차,전세,101.85,202605,30,"36,000",0,17,2002,영통로27번길 53,202606~202806,갱신,사용,"35,000",0.0,아파트,아파트,2026-05
57,경기도 고양시 일산서구 탄현동,1640,1640,0,일산두산위브더제니스,전세,95.5001,202605,30,"45,000",0,4,2013,일현로 97-11,202607~202807,갱신,사용,"43,000",0.0,아파트,아파트,2026-05
58,경기도 성남시 수정구 창곡동,515,515,0,위례호반써밋에비뉴,월세,98.95,202605,30,"53,500",80,8,2016,위례중앙로 216,202606~202806,갱신,-,"50,000",80.0,아파트,아파트,2026-05
59,경기도 평택시 용이동,650,650,0,평택비전센트럴푸르지오,전세,91.286,202605,30,"31,500",0,1,2018,용죽2로 24,202605~202805,갱신,사용,"30,000",0.0,아파트,아파트,2026-05
60,경기도 부천시 소사구 범박동,152-2,152,2,부천범박힐스테이트4단지,전세,99.61,202605,30,"47,000",0,22,2003,범안로96번길 23,202606~202806,갱신,-,"49,000",0.0,아파트,아파트,2026-05
61,경기도 성남시 분당구 이매동,111,111,0,이매촌(진흥),월세,101.89,202605,30,"31,500",189,19,1993,양현로 138,202606~202806,갱신,사용,"30,000",180.0,아파트,아파트,2026-05
62,대전광역시 서구 월평동,222,222,0,한아름,전세,101.91,202605,30,"35,000",0,15,1994,청사서로 65,202609~202809,신규,-,,,아파트,아파트,2026-05
63,서울특별시 강남구 압구정동,513,513,0,한양5,전세,100.5,202605,30,"80,000",0,8,1979,압구정로 401,202606~202806,갱신,-,"75,000",0.0,아파트,아파트,2026-05
64,서울특별시 동대문구 휘경동,49-5,49,5,서울가든,전세,85.92,202605,30,"31,000",0,2,1985,겸재로 24,202605~202805,갱신,-,"25,000",0.0,아파트,아파트,2026-05
65,경기도 의왕시 포일동,649,649,0,인덕원숲속마을5단지,전세,101.04,202605,30,"63,000",0,5,2012,포일세거리로 96,202608~202808,갱신,사용,"60,000",0.0,아파트,아파트,2026-05
66,경기도 수원시 팔달구 지동,349-1,349,1,수원성중흥S-클래스,전세,99.5638,202605,30,"52,000",0,5,2025,세지로 293,202609~202809,신규,-,,,아파트,아파트,2026-05
67,인천광역시 미추홀구 용현동,627-457,627,457,윤성,월세,88.28,202605,30,"10,000",35,14,1993,매소홀로 143,202605~202704,갱신,-,"10,000",35.0,아파트,아파트,2026-05
68,대구광역시 달서구 감삼동,726,726,0,죽전역해링턴플레이스더스카이,전세,94.6081,202605,30,"38,000",0,39,2025,장기로 230,202606~202806,신규,-,,,아파트,아파트,2026-05
69,경기도 화성시 동탄구 반송동,140,140,0,솔빛마을서해그랑블,전세,100.705,202605,30,"59,850",0,16,2007,동탄문화센터로 38,202608~202808,갱신,사용,"57,000",0.0,아파트,아파트,2026-05
70,경기도 용인시 수지구 상현동,859,859,0,만현마을1단지롯데캐슬,전세,101.96,202605,30,"67,000",0,6,2002,만현로 25,202608~202808,신규,-,,,아파트,아파트,2026-05
71,경기도 안양시 동안구 호계동,1121,1121,0,샘마을대우,전세,101.94,202605,30,"55,000",0,6,1994,흥안대로223번길 47,202606~202702,갱신,-,"53,000",0.0,아파트,아파트,2026-05
72,전북특별자치도 익산시 마동,389,389,0,힐스테이트익산,전세,99.795,202605,30,"40,000",0,6,2024,선화로22길 15,202608~202808,신규,-,,,아파트,아파트,2026-05
73,강원특별자치도 원주시 명륜동,856,856,0,더샵원주센트럴파크2단지,전세,101.8617,202605,30,"38,000",0,16,2021,서원대로 290,202606~202905,신규,-,,,아파트,아파트,2026-05
74,경기도 남양주시 다산동,6025,6025,0,다산유승한내들골든뷰,월세,91.6064,202605,30,"10,000",189,12,2018,다산순환로 135,202608~202808,갱신,사용,"10,000",180.0,아파트,아파트,2026-05
75,경기도 안산시 상록구 사동,1639,1639,0,그랑시티자이2차,월세,101.9886,202605,30,"5,000",210,48,2020,해양5로 17,202608~202808,신규,-,,,아파트,아파트,2026-05
76,경기도 안양시 동안구 평촌동,933-7,933,7,꿈마을건영3차,전세,102.0,202605,30,"66,000",0,8,1994,귀인로 294,202606~202806,갱신,사용,"64,000",0.0,아파트,아파트,2026-05
77,인천광역시 연수구 송도동,190-4,190,4,송도더샵센트럴시티,전세,101.99,202605,30,"70,000",0,24,2018,송도국제대로 261,202607~202807,신규,-,,,아파트,아파트,2026-05
78,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,전세,94.2875,202605,30,"170,000",0,31,2019,삼성로 11,202609~202809,신규,-,,,아파트,아파트,2026-05
79,경기도 화성시 동탄구 여울동,1023,1023,0,동탄역헤리엇,월세,97.3043,202605,30,"10,000",210,11,2023,동탄역로 54,202606~202806,신규,-,,,아파트,아파트,2026-05
80,경기도 화성시 동탄구 신동,874,874,0,제일풍경채퍼스티어,전세,101.9777,202605,30,"50,000",0,3,2024,동탄신리천로 618,202609~202809,신규,-,,,아파트,아파트,2026-05
81,경기도 화성시 동탄구 목동,494,494,0,호반베르디움센트럴포레,월세,98.1497,202605,30,"5,000",195,1,2017,동탄신리천로1길 74,202608~202808,신규,-,,,아파트,아파트,2026-05
82,경기도 화성시 효행구 봉담읍 와우리,590,590,0,봉담아이파크,전세,101.7229,202605,30,"31,000",0,8,2009,와우로34번길 11,202606~202806,갱신,-,"27,300",0.0,아파트,아파트,2026-05
83,경기도 화성시 만세구 새솔동,27,27,0,모아미래도에듀포레,전세,99.9937,202605,30,"40,000",0,5,2020,수노을중앙로 293,202608~202808,신규,-,,,아파트,아파트,2026-05
84,경기도 성남시 수정구 창곡동,528,528,0,래미안위례,월세,101.19,202605,30,"50,000",166,15,2015,위례순환로 150,202606~202806,갱신,사용,"60,000",120.0,아파트,아파트,2026-05
85,경기도 성남시 수정구 창곡동,515,515,0,위례호반써밋에비뉴,전세,98.88,202605,30,"88,000",0,23,2016,위례중앙로 216,202608~202808,신규,-,,,아파트,아파트,2026-05
86,경기도 성남시 수정구 창곡동,515,515,0,위례호반써밋에비뉴,월세,98.95,202605,30,"50,000",150,5,2016,위례중앙로 216,202607~202807,신규,-,,,아파트,아파트,2026-05
87,세종특별자치시  다정동,953,953,0,가온마을2단지,월세,98.7065,202605,30,"3,000",120,12,2018,다정북로 110,202607~202807,신규,-,,,아파트,아파트,2026-05
88,대전광역시 서구 둔산동,1510,1510,0,목련,전세,101.83,202605,30,"65,000",0,7,1993,둔산남로 127,-,-,-,,,아파트,아파트,2026-05
89,인천광역시 연수구 송도동,149,149,0,롯데캐슬캠퍼스타운,전세,101.3056,202605,30,"50,000",0,44,2016,송도과학로27번길 55,202607~202807,신규,-,,,아파트,아파트,2026-05
90,대구광역시 동구 신천동,1503,1503,0,신천자이,월세,101.2838,202605,30,"2,000",120,3,2013,신암로16길 25,202606~202806,신규,-,,,아파트,아파트,2026-05
91,서울특별시 강남구 일원동,718,718,0,샘터마을,월세,101.97,202605,30,"70,000",200,9,1994,일원로 120,202608~202808,신규,-,,,아파트,아파트,2026-05
92,서울특별시 은평구 진관동,15,15,0,상림마을7단지아이파크(713~718동)BL1-11,전세,101.61,202605,30,"65,000",0,10,2008,진관4로 48-8,-,-,-,,,아파트,아파트,2026-05
93,경기도 하남시 학암동,673,673,0,위례그린파크푸르지오,전세,101.9378,202605,30,"90,000",0,10,2016,위례순환로 270,202608~202808,신규,-,,,아파트,아파트,2026-05
94,경기도 안산시 상록구 사동,1639-7,1639,7,그랑시티자이,전세,101.3888,202605,30,"47,000",0,3,2020,해양4로 31,202607~202807,갱신,사용,"45,000",0.0,아파트,아파트,2026-05
95,경기도 성남시 수정구 창곡동,519,519,0,위례센트럴푸르지오,전세,101.965,202605,30,"83,000",0,11,2016,위례순환로 211,202605~202805,갱신,-,"73,000",0.0,아파트,아파트,2026-05
96,경기도 수원시 장안구 이목동,918,918,0,장안STX칸1단지,전세,101.922,202605,30,"38,500",0,3,2013,장안로 395,202606~202806,갱신,-,"36,000",0.0,아파트,아파트,2026-05
97,인천광역시 연수구 송도동,18-6,18,6,더샵그린워크1차,전세,101.9294,202605,30,"62,000",0,6,2014,아트센터대로97번길 30,202606~202805,갱신,-,"60,000",0.0,아파트,아파트,2026-05
98,부산광역시 강서구 명지동,3404,3404,0,더힐시그니처,전세,91.6395,202605,30,"42,500",0,12,2019,명지국제7로 110,202606~202806,갱신,사용,"42,000",0.0,아파트,아파트,2026-05
99,서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,전세,100.82,202605,30,"83,500",0,8,1988,양재대로 1218,202606~202806,갱신,-,"73,500",0.0,아파트,아파트,2026-05
100,서울특별시 강남구 삼성동,11,11,0,롯데캐슬프레미어,전세,101.81,202605,30,"60,000",0,16,2007,선릉로126길 22,202605~202805,신규,-,,,아파트,아파트,2026-05
101,강원특별자치도 원주시 반곡동,1833,1833,0,유승한내들더스카이,월세,95.7334,202605,30,"3,000",110,3,2025,배울로 10,202608~202808,신규,-,,,아파트,아파트,2026-05
102,경상남도 양산시 물금읍 가촌리,1282,1282,0,양산물금양우내안애3차센트럴아파트,전세,100.3943,202605,30,"37,000",0,16,2016,야리로 89,202607~202807,신규,-,,,아파트,아파트,2026-05
103,충청남도 천안시 서북구 불당동,1846,1846,0,불당호반써밋플레이스센터시티,전세,98.2067,202605,30,"55,000",0,21,2017,불당25로 8,202607~202807,신규,-,,,아파트,아파트,2026-05
104,경기도 화성시 동탄구 청계동,556,556,0,동탄역 더 힐,전세,85.203,202605,30,"50,000",0,11,2017,동탄순환대로22길 46,202608~202808,신규,-,,,아파트,아파트,2026-05
105,경기도 화성시 효행구 봉담읍 상리,666,666,0,중흥에스클래스에듀포레,전세,99.385,202605,30,"40,000",0,5,2023,상리1길 167,202607~202807,신규,-,,,아파트,아파트,2026-05
106,경기도 김포시 장기동,1865-4,1865,4,호반베르디움더퍼스트,전세,101.953,202605,30,"35,000",0,15,2020,김포한강2로 361,202607~202807,갱신,사용,"35,000",0.0,아파트,아파트,2026-05
107,경기도 하남시 학암동,663,663,0,위례신도시신안인스빌아스트로,전세,96.943,202605,30,"95,000",0,4,2017,위례광장로 285,202608~202808,신규,-,,,아파트,아파트,2026-05
108,경기도 하남시 학암동,651,651,0,힐스테이트센트럴위례,전세,92.4367,202605,30,"80,000",0,8,2021,위례대로6길 15,202608~202808,신규,-,,,아파트,아파트,2026-05
109,경기도 하남시 학암동,635,635,0,위례포레자이,월세,101.8115,202605,30,"30,000",210,13,2021,위례대로6길 95,202607~202807,신규,-,,,아파트,아파트,2026-05
110,경기도 하남시 선동,427,427,0,미사강변더샵리버포레,월세,89.92,202605,30,"65,100",40,24,2016,미사강변북로 65,202607~202807,갱신,-,"65,000",0.0,아파트,아파트,2026-05
111,경기도 하남시 풍산동,627,627,0,하남힐즈파크푸르지오3단지,전세,98.9628,202605,30,"70,000",0,18,2018,세미로1길 30,202608~202808,신규,-,,,아파트,아파트,2026-05
112,경기도 고양시 일산동구 풍동,1268,1268,0,숲속마을(6단지두산위브),전세,101.954,202605,30,"40,000",0,15,2006,숲속마을로 68,202607~202807,신규,-,,,아파트,아파트,2026-05
113,경기도 고양시 덕양구 덕은동,679,679,0,DMC한강자이더헤리티지,전세,99.6734,202605,30,"80,000",0,20,2022,대덕산로 20,202608~202808,신규,-,,,아파트,아파트,2026-05
114,경기도 동두천시 송내동,664-4,664,4,아이파크,전세,101.6795,202605,30,"20,000",0,9,2005,강변로 160,202607~202807,신규,-,,,아파트,아파트,2026-05
115,경기도 부천시 소사구 옥길동,776-1,776,1,부천옥길자이,전세,90.5684,202605,30,"55,000",0,25,2018,범안로219번길 19,202607~202807,신규,-,,,아파트,아파트,2026-05
116,경기도 수원시 영통구 영통동,988-2,988,2,살구골마을진덕서광성지동아,전세,101.25,202605,30,"51,000",0,3,1998,봉영로 1526,202607~202807,갱신,사용,"49,000",0.0,아파트,아파트,2026-05
117,경기도 수원시 영통구 하동,1021,1021,0,힐스테이트광교,전세,97.5548,202605,30,"93,000",0,34,2018,센트럴파크로 6,202607~202807,갱신,-,"87,000",0.0,아파트,아파트,2026-05
118,대전광역시 서구 둔산동,1510,1510,0,목련,전세,101.83,202605,30,"65,000",0,7,1993,둔산남로 127,202607~202807,신규,-,,,아파트,아파트,2026-05
119,인천광역시 남동구 논현동,66-24,66,24,유호엔시티101-103동,전세,96.3747,202605,30,"30,000",0,27,2013,포구로 35,202608~202808,신규,-,,,아파트,아파트,2026-05
120,인천광역시 남동구 구월동,342-1,342,1,신세계,전세,85.44,202605,30,"17,000",0,10,1980,호구포로 858,202609~202809,신규,-,,,아파트,아파트,2026-05
121,인천광역시 연수구 송도동,397-2,397,2,힐스테이트레이크송도4차,전세,99.99,202605,30,"50,000",0,5,2025,아카데미로312번길 31,202607~202807,신규,-,,,아파트,아파트,2026-05
122,대구광역시 달서구 감삼동,560-1,560,1,죽전역해링턴플레이스더원,월세,101.69,202605,30,"34,000",33,19,2023,와룡로31길 16,202607~202807,신규,-,,,아파트,아파트,2026-05
123,부산광역시 강서구 명지동,3595-3,3595,3,더샵명지퍼스트월드3단지,전세,99.9247,202605,30,"40,000",0,15,2020,명지국제2로 41,202607~202807,신규,-,,,아파트,아파트,2026-05
124,부산광역시 해운대구 중동,1818,1818,0,해운대힐스테이트위브,전세,98.1948,202605,30,"35,000",0,10,2015,좌동순환로433번길 30,202607~202807,신규,-,,,아파트,아파트,2026-05
125,부산광역시 서구 암남동,775,775,0,힐스테이트이진베이시티아파트,전세,92.759,202605,30,"50,000",0,59,2022,송도해변로 192,202607~202807,신규,-,,,아파트,아파트,2026-05
126,서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌3단지,전세,100.31,202605,30,"92,400",0,3,1988,양재대로 1218,202607~202807,갱신,사용,"88,000",0.0,아파트,아파트,2026-05
127,서울특별시 송파구 장지동,895,895,0,송파와이즈더샵,전세,96.7642,202605,30,"95,000",0,18,2016,위례광장로 270,202608~202808,신규,-,,,아파트,아파트,2026-05
128,서울특별시 강남구 대치동,974,974,0,대치현대,월세,101.6,202605,30,"9,000",470,2,1999,삼성로64길 5,202608~202808,신규,-,,,아파트,아파트,2026-05
129,서울특별시 서초구 잠원동,73,73,0,신반포2,월세,92.2,202605,30,"50,000",50,11,1978,신반포로23길 41,202607~202807,신규,-,,,아파트,아파트,2026-05
130,서울특별시 영등포구 여의도동,30-2,30,2,삼부,전세,92.13,202605,30,"67,000",0,15,1975,국제금융로7길 27,202609~202809,신규,-,,,아파트,아파트,2026-05
131,서울특별시 양천구 목동,904,904,0,목동신시가지4,월세,95.34,202605,30,"45,000",150,9,1986,목동서로 130,202608~202808,신규,-,,,아파트,아파트,2026-05
132,서울특별시 양천구 신정동,1323,1323,0,목동힐스테이트,전세,100.84,202605,30,"120,000",0,21,2016,중앙로36길 15,202608~202808,신규,-,,,아파트,아파트,2026-05
133,서울특별시 노원구 공릉동,106,106,0,공릉해링턴플레이스,전세,99.917,202605,30,"63,000",0,4,2000,노원로 62,202609~202809,신규,-,,,아파트,아파트,2026-05
134,서울특별시 중랑구 신내동,654,654,0,진로아파트,전세,101.86,202605,30,"54,000",0,10,1995,신내로17길 41,202606~202806,갱신,사용,"52,000",0.0,아파트,아파트,2026-05
135,서울특별시 동대문구 답십리동,10,10,0,동아,전세,101.94,202605,30,"65,000",0,5,2001,한천로11길 10-1,202607~202808,신규,-,,,아파트,아파트,2026-05
136,서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,월세,100.32,202605,30,"10,000",440,20,2007,아차산로 262,202607~202807,신규,-,,,아파트,아파트,2026-05
137,서울특별시 강동구 강일동,72,72,0,힐스테이트리슈빌강일,전세,101.8406,202605,30,"70,000",0,27,2023,아리수로93다길 80,202607~202807,신규,-,,,아파트,아파트,2026-05
138,부산광역시 강서구 명지동,3595-3,3595,3,더샵명지퍼스트월드3단지,전세,99.9247,202605,30,"40,000",0,15,2020,명지국제2로 41,202607~202807,신규,-,,,아파트,아파트,2026-05
139,경기도 시흥시 은행동,644,644,0,시흥은계호반써밋플레이스,전세,101.0068,202605,30,"48,000",0,7,2019,은계남로 12,202606~202806,신규,-,,,아파트,아파트,2026-05
140,충청북도 청주시 흥덕구 복대동,3379,3379,0,신영지웰시티1차,전세,99.126,202605,30,"52,500",0,37,2010,대농로 17,202607~202807,갱신,사용,"50,000",0.0,아파트,아파트,2026-05
141,경기도 수원시 영통구 영통동,988-2,988,2,살구골마을진덕서광성지동아,월세,101.25,202605,30,"25,000",109,4,1998,봉영로 1526,202605~202805,갱신,사용,"25,000",100.0,아파트,아파트,2026-05
142,경기도 수원시 영통구 영통동,988-2,988,2,살구골마을진덕서광성지동아,전세,101.25,202605,30,"56,700",0,8,1998,봉영로 1526,202606~202806,갱신,사용,"54,000",0.0,아파트,아파트,2026-05
143,인천광역시 연수구 송도동,312-1,312,1,호반써밋송도,월세,101.9864,202605,30,"45,000",25,9,2023,랜드마크로 20,202607~202807,신규,-,,,아파트,아파트,2026-05
