NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
15,서울특별시 성동구 옥수동,466,466,0,한남하이츠빌라,월세,99.34,202606,27,"50,000",100,1,1987,독서당로39길 22,-,-,-,,,연립다세대,연립다세대,2026-06
16,서울특별시 금천구 시흥동,793-13,793,13,삼천리빌라B동,전세,90.29,202606,27,"26,000",0,4,1993,독산로44길 43,202607~202807,갱신,사용,"25,500",0.0,연립다세대,연립다세대,2026-06
17,서울특별시 송파구 방이동,153-3,153,3,방이성두빌라나(153-3),월세,91.16,202606,26,"5,000",90,-1,1992,위례성대로6길 24-13,202609~202809,신규,-,,,연립다세대,연립다세대,2026-06
18,경기도 구리시 교문동,765,765,0,대명,전세,94.27,202606,26,"38,000",0,2,1993,이문안로 25,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
19,서울특별시 관악구 남현동,602-325,602,325,이화힐빌라트,전세,97.23,202606,26,"29,400",0,4,1998,승방3길 36,202610~202810,갱신,사용,"29,400",0.0,연립다세대,연립다세대,2026-06
20,경기도 평택시 신장동,603-8,603,8,나래빌리지,월세,98.0,202606,26,400,100,3,2009,남산로65번길 15-21,202606~202706,신규,-,,,연립다세대,연립다세대,2026-06
21,경기도 안산시 상록구 본오동,880-5,880,5,현창빌딩,전세,91.06,202606,25,"12,000",0,5,2002,샘골로 135,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
22,경기도 안산시 상록구 본오동,960-4,960,4,(960-4),월세,85.8,202606,25,"11,500",15,4,2002,이호로 12,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
23,제주특별자치도 제주시 노형동,1274-5,1274,5,삼오빌라(나동),월세,88.84,202606,24,500,54,1,1990,다랑곶6길 26,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
24,서울특별시 광진구 광장동,394-1,394,1,동부빌라,전세,100.6,202606,24,"32,000",0,3,1985,광장로1나길 4,202607~202907,갱신,-,"32,000",0.0,연립다세대,연립다세대,2026-06
25,서울특별시 노원구 하계동,252-4,252,4,코오롱마들102,전세,92.11,202606,24,"50,000",0,3,1996,공릉로62길 40,202610~202810,신규,-,,,연립다세대,연립다세대,2026-06
26,서울특별시 금천구 독산동,180-31,180,31,그린빌라(180-31),월세,96.29,202606,23,"3,000",90,3,1996,독산로82길 35,202609~202809,신규,-,,,연립다세대,연립다세대,2026-06
27,서울특별시 송파구 방이동,131-14,131,14,빅토리아코트(VictoriaCourt),전세,94.2,202606,23,"51,500",0,4,2003,가락로36길 15-13,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
28,서울특별시 송파구 석촌동,56-15,56,15,봄날햇살,월세,97.63,202606,23,"15,000",200,4,2001,석촌호수로18길 20-16,202609~202809,신규,-,,,연립다세대,연립다세대,2026-06
29,서울특별시 영등포구 신길동,450-37,450,37,(450-37),월세,99.38,202606,23,"20,000",7,3,2009,여의대방로55길 17,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
30,서울특별시 용산구 용문동,38-94,38,94,대성타워빌라,전세,100.62,202606,23,"50,000",0,4,2000,효창원로37마길 15,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
31,서울특별시 송파구 방이동,131-14,131,14,빅토리아코트(VictoriaCourt),전세,94.2,202606,23,"52,000",0,4,2003,가락로36길 15-13,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
32,서울특별시 용산구 서계동,240-22,240,22,(240-22),월세,100.43,202606,22,"9,000",40,3,2001,만리재로26가길 7,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
33,전북특별자치도 익산시 마동,347-6,347,6,(347-6),월세,97.74,202606,22,"1,000",35,3,1990,서동로5길 47-3,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
34,서울특별시 서초구 반포동,106-4,106,4,서원빌,전세,90.67,202606,22,"60,000",0,2,2003,사평대로22길 10,202608~202610,갱신,-,"60,000",0.0,연립다세대,연립다세대,2026-06
35,서울특별시 광진구 구의동,35-13,35,13,대농주택(나동),월세,98.08,202606,22,"29,000",30,2,1982,자양로44다길 25,202608~202808,갱신,사용,"28,000",25.0,연립다세대,연립다세대,2026-06
36,경기도 광주시 곤지암읍 만선리,255-12,255,12,금호빌라,전세,92.43,202606,22,"9,000",0,1,2001,만선로59번길 11-3,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
37,서울특별시 중구 장충동1가,47-7,47,7,동인하이츠빌라,월세,93.0,202606,22,"5,000",170,3,1992,장충단로6가길 36,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
38,서울특별시 강남구 대치동,925-4,925,4,(925-4),월세,101.88,202606,21,"10,000",157,4,2002,삼성로63길 48-43,202608~202708,신규,-,,,연립다세대,연립다세대,2026-06
39,전북특별자치도 전주시 덕진구 송천동1가,464-10,464,10,송천동1가464-10공동주택(유한회사리안),전세,96.9511,202606,20,"22,000",0,5,2022,송천3길 15,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
40,경기도 부천시 원미구 심곡동,459-2,459,2,(459-2),월세,86.45,202606,20,300,40,2,1992,부일로 430-11,202607~202806,신규,-,,,연립다세대,연립다세대,2026-06
41,경기도 과천시 과천동,149-1,149,1,(149-1),전세,96.16,202606,20,"14,000",0,3,2007,광창로 57,202607~202807,갱신,사용,"14,000",0.0,연립다세대,연립다세대,2026-06
42,서울특별시 양천구 목동,229-11,229,11,화신주택,월세,92.42,202606,20,"11,000",40,2,1985,목동중앙로7길 74,202606~202806,갱신,-,"10,000",40.0,연립다세대,연립다세대,2026-06
43,경기도 고양시 덕양구 원흥동,375-12,375,12,HUNHOUSE,전세,99.84,202606,20,"33,500",0,3,2023,서오릉로716번길 64-11,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
44,경기도 성남시 분당구 야탑동,480-7,480,7,에이스2빌라트,월세,101.9,202606,20,"20,000",30,3,2003,판교로572번길 8,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
45,서울특별시 광진구 구의동,250-5,250,5,(250-5),월세,89.05,202606,20,"7,000",70,2,2004,자양로26길 21,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
46,대전광역시 중구 문화동,569-12,569,12,열매빌라,전세,85.56,202606,20,"12,000",0,4,2016,보문산로177번안길 22-6,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
47,서울특별시 강북구 수유동,486-669,486,669,여흥빌라,전세,98.52,202606,20,"18,000",0,1,1987,인수봉로 109,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
48,서울특별시 노원구 하계동,252-4,252,4,코오롱마들102,전세,92.11,202606,20,"30,000",0,1,1996,공릉로62길 40,202607~202807,갱신,사용,"30,000",0.0,연립다세대,연립다세대,2026-06
49,서울특별시 은평구 갈현동,327-110,327,110,육성주택,월세,100.26,202606,20,"5,000",90,3,1990,서오릉로 228-10,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
50,서울특별시 송파구 석촌동,250-12,250,12,COZYOOM(250-12),월세,95.85,202606,19,500,45,4,2003,가락로5길 4-7,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
51,서울특별시 동작구 상도동,2-15,2,15,위너스빌리지,월세,94.11,202606,19,"34,000",50,1,1997,만양로2길 50,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
52,서울특별시 은평구 불광동,95,95,0,전원빌라(95),전세,88.07,202606,19,"20,000",0,3,1998,연서로41길 13-7,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
53,서울특별시 성북구 안암동5가,101-16,101,16,왕림(汪林)빌딩,전세,97.13,202606,19,"50,000",0,3,2004,개운사길 15,202606~202806,갱신,-,"45,000",0.0,연립다세대,연립다세대,2026-06
54,서울특별시 구로구 궁동,188-1,188,1,골든프라자,월세,92.72,202606,19,"16,000",55,3,1997,부일로15길 20,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
55,경기도 안성시 양성면 동항리,379-5,379,5,금강빌라,월세,99.22,202606,19,500,87,4,2004,사복길 17,202607~202610,신규,-,,,연립다세대,연립다세대,2026-06
56,서울특별시 강남구 세곡동,541,541,0,강남효성해링턴코트,월세,95.8969,202606,19,"60,000",330,4,2016,자곡로 36,202609~202809,신규,-,,,연립다세대,연립다세대,2026-06
57,서울특별시 은평구 증산동,221-5,221,5,(221-5),월세,88.16,202606,18,"2,000",75,2,1983,증산서길 14-11,202607~202707,신규,-,,,연립다세대,연립다세대,2026-06
58,서울특별시 은평구 증산동,221-5,221,5,(221-5),월세,88.16,202606,18,"2,000",75,2,1983,증산서길 14-11,202607~202707,신규,-,,,연립다세대,연립다세대,2026-06
59,경기도 안산시 상록구 사동,1245-8,1245,8,(1245-8),월세,89.34,202606,18,"2,000",80,3,2001,이화3길 34-17,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
60,제주특별자치도 제주시 조천읍 선흘리,2883,2883,0,레스트타운,월세,99.64,202606,18,"2,000",100,1,2017,선흘서4길 63-7,202608~202708,신규,-,,,연립다세대,연립다세대,2026-06
61,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,96.5618,202606,18,"31,500",68,4,2018,동탄순환대로1길 99,202606~202806,갱신,-,"31,500",62.0,연립다세대,연립다세대,2026-06
62,경상북도 구미시 형곡동,152-13,152,13,(152-13),월세,93.965,202606,17,"5,500",30,3,1994,형곡로 96,-,-,-,,,연립다세대,연립다세대,2026-06
63,서울특별시 서대문구 북가좌동,5-132,5,132,정원하이츠빌,월세,101.31,202606,17,"5,000",60,4,2002,증가로24길 29-28,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
64,서울특별시 마포구 중동,254,254,0,(254-0),전세,92.6,202606,17,"30,380",0,4,1998,성암로3길 34,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
65,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.3282,202606,17,"28,500",62,4,2018,동탄순환대로1길 64,202608~202808,갱신,-,"28,500",58.0,연립다세대,연립다세대,2026-06
66,서울특별시 동작구 상도동,238-13,238,13,(238-13),전세,93.55,202606,17,"12,000",0,1,1980,성대로21길 57,202609~202809,신규,-,,,연립다세대,연립다세대,2026-06
67,경기도 평택시 용이동,603-5,603,5,서울MKVill,월세,88.4,202606,16,"13,000",42,4,2018,현촌5길 16-62,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
68,서울특별시 은평구 갈현동,391-12,391,12,(391-12),전세,85.62,202606,16,"29,000",0,1,1978,통일로89길 2,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
69,서울특별시 송파구 잠실동,235-1,235,1,(235-1),월세,90.32,202606,15,"40,000",15,5,2002,삼전로7길 29,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
70,서울특별시 종로구 창신동,640-60,640,60,(640-60),전세,85.37,202606,15,"7,000",0,3,2002,창신7가길 14-2,202606~202806,갱신,-,"6,000",0.0,연립다세대,연립다세대,2026-06
71,서울특별시 송파구 잠실동,235-1,235,1,(235-1),월세,90.32,202606,15,"40,000",15,5,2002,삼전로7길 29,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
72,경기도 성남시 중원구 상대원동,2992-35,2992,35,삼정빌라,전세,97.21,202606,15,"12,700",0,5,2002,희망로392번길 13,202606~202806,갱신,-,"2,000",38.0,연립다세대,연립다세대,2026-06
73,제주특별자치도 제주시 이도이동,1015-7,1015,7,금광빌라,월세,97.83,202606,14,"1,000",83,1,1997,고산동산서길 8-4,202607~202806,신규,-,,,연립다세대,연립다세대,2026-06
74,경기도 성남시 중원구 성남동,4214,4214,0,모란시장,월세,93.58,202606,14,"14,000",50,2,1971,둔촌대로69번길 8,202606~202806,갱신,-,"14,000",35.0,연립다세대,연립다세대,2026-06
75,서울특별시 서대문구 충정로3가,3-1,3,1,(3-1),월세,95.35,202606,14,"35,000",10,2,1996,경기대로7길 27,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
76,서울특별시 광진구 중곡동,147-137,147,137,(147-137),전세,97.75,202606,14,"36,000",0,2,2006,용마산로8라길 11,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
77,서울특별시 관악구 신림동,110-72,110,72,주영빌딩,전세,86.85,202606,13,"19,000",0,3,2003,신림로26길 16-8,202606~202806,갱신,-,"18,000",0.0,연립다세대,연립다세대,2026-06
78,경기도 부천시 원미구 심곡동,135-5,135,5,지천스위트빌,월세,97.74,202606,13,"5,000",73,5,2002,부흥로424번길 29,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
79,서울특별시 성북구 성북동,130-11,130,11,(130-11),월세,85.26,202606,13,"5,500",120,4,2024,창경궁로35다길 112,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
80,서울특별시 서초구 서초동,1608-2,1608,2,서초아트빌라,전세,97.92,202606,13,"52,000",0,1,1988,효령로67길 46,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
81,서울특별시 동대문구 이문동,264-290,264,290,(264-290),월세,88.97,202606,13,"1,000",65,4,2002,천장산로7길 46-7,202608~202807,신규,-,,,연립다세대,연립다세대,2026-06
82,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202606,12,"31,000",67,3,2018,동탄순환대로1길 64,202608~202808,갱신,-,"31,000",61.0,연립다세대,연립다세대,2026-06
83,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202606,12,"31,000",67,3,2018,동탄순환대로1길 64,202608~202808,갱신,-,"31,000",61.0,연립다세대,연립다세대,2026-06
84,서울특별시 강남구 청담동,22-5,22,5,성익빌라B동,전세,97.98,202606,12,"60,000",0,1,1992,선릉로148길 12-1,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
85,서울특별시 서초구 방배동,877-20,877,20,정우빌라,월세,97.35,202606,12,"40,000",120,2,1991,서초대로29길 11,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
86,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,97.7313,202606,11,"34,500",77,4,2018,동탄순환대로1길 64,202608~202808,갱신,-,"34,500",71.0,연립다세대,연립다세대,2026-06
87,경기도 부천시 원미구 심곡동,135-5,135,5,지천스위트빌,월세,97.74,202606,11,300,35,5,2002,부흥로424번길 29,202606~202706,신규,-,,,연립다세대,연립다세대,2026-06
88,서울특별시 양천구 목동,523-15,523,15,(523-15),전세,92.62,202606,11,"23,000",0,2,1984,목동중앙북로22길 16,202607~202807,갱신,-,"22,000",0.0,연립다세대,연립다세대,2026-06
89,전남광주통합특별시 서구 쌍촌동,984-2,984,2,호남리치빌,월세,87.36,202606,10,"2,000",70,4,2003,상무대로916번길 10-3,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
90,인천광역시 서해구 신현동,289-20,289,20,리베하임빌딩,월세,99.7427,202606,10,"2,000",120,4,2023,염곡로 352,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
91,대전광역시 유성구 도룡동,380-51,380,51,도룡빌라,전세,90.45,202606,10,"28,000",0,2,1992,대덕대로649번길 26,202610~202810,신규,-,,,연립다세대,연립다세대,2026-06
92,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202606,10,"31,000",67,3,2018,동탄순환대로1길 64,202608~202808,갱신,-,"31,000",61.0,연립다세대,연립다세대,2026-06
93,서울특별시 중랑구 상봉동,304-3,304,3,흥일연립,전세,85.46,202606,9,"18,000",0,3,1983,봉화산로26가길 29,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
94,서울특별시 서초구 잠원동,49-12,49,12,리버빌라,전세,89.1,202606,9,"67,500",0,1,1997,잠원로 213-26,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
95,서울특별시 광진구 중곡동,121-39,121,39,리안빌,월세,88.86,202606,9,"5,000",80,2,2004,천호대로121길 27,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
96,서울특별시 서초구 방배동,764-15,764,15,엠하우스,전세,94.67,202606,9,"72,870",0,4,2013,동광로1길 93-1,202606~202806,갱신,-,"69,400",0.0,연립다세대,연립다세대,2026-06
97,서울특별시 구로구 오류동,148-18,148,18,우림빌라맨숀,월세,95.45,202606,9,"20,000",10,1,1985,오류로8라길 51,202609~202909,신규,-,,,연립다세대,연립다세대,2026-06
98,부산광역시 수영구 망미동,831-13,831,13,망미새상가시장,월세,92.56,202606,8,"5,000",25,3,1977,연수로263번길 12-32,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
99,서울특별시 송파구 마천동,307-18,307,18,(307-18),전세,87.4,202606,8,"33,500",0,4,2001,마천로61나길 19,202606~202806,갱신,사용,"31,950",0.0,연립다세대,연립다세대,2026-06
100,서울특별시 종로구 내수동,110-18,110,18,경희궁빌,전세,90.68,202606,8,"63,000",0,1,1995,경희궁2길 5-3,202610~202810,신규,-,,,연립다세대,연립다세대,2026-06
101,경기도 수원시 팔달구 매산로2가,81-30,81,30,다솔빌2,월세,87.03,202606,8,300,30,4,2006,갓매산로25번길 46-7,202606~202706,신규,-,,,연립다세대,연립다세대,2026-06
102,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,99.134,202606,8,"1,000",135,2,2023,연명로 145,202608~202706,신규,-,,,연립다세대,연립다세대,2026-06
103,경기도 파주시 와동동,1411,1411,0,해솔마을8단지운정아이파크더테라스,월세,101.679,202606,8,"57,700",32,4,2022,가온로 200,202608~202808,갱신,사용,"57,700",20.0,연립다세대,연립다세대,2026-06
104,서울특별시 종로구 숭인동,460,460,0,본동타운,월세,89.86,202606,8,300,39,3,2004,숭인동2길 16,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
105,서울특별시 용산구 용문동,38-126,38,126,해피썬빌,월세,101.95,202606,8,"3,000",110,-1,2016,효창원로25나길 2-9,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
106,서울특별시 용산구 청파동1가,1-38,1,38,가음빌라,월세,85.95,202606,7,"20,000",65,-1,2008,청파로71가길 60-6,202608~202808,갱신,사용,"20,000",60.0,연립다세대,연립다세대,2026-06
107,서울특별시 서대문구 창천동,70-26,70,26,(70-26),월세,89.4,202606,6,"1,000",63,2,2004,신촌로9길 53-10,202607~202708,신규,-,,,연립다세대,연립다세대,2026-06
108,경기도 평택시 팽성읍 원정리,81-10,81,10,리버뷰빌리지,월세,90.11,202606,6,"3,000",60,4,2014,팽성북로 45-10,202606~202706,신규,-,,,연립다세대,연립다세대,2026-06
109,경기도 고양시 덕양구 원흥동,375-12,375,12,HUNHOUSE,전세,98.26,202606,6,"33,000",0,3,2023,서오릉로716번길 64-11,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
110,서울특별시 서초구 서초동,1566-13,1566,13,동우하이츠,월세,98.44,202606,6,"10,000",220,1,1988,서초대로48길 73,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
111,서울특별시 광진구 광장동,396-13,396,13,현대아피스,월세,86.02,202606,6,"44,700",30,2,2000,천호대로 796,202606~202706,갱신,-,"44,700",30.0,연립다세대,연립다세대,2026-06
112,서울특별시 용산구 한강로3가,40-882,40,882,용산파크맨션2차,전세,94.84,202606,6,"32,000",0,3,1982,이촌로29길 8-17,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
113,서울특별시 서대문구 홍제동,321-8,321,8,제일하이츠빌라,전세,93.75,202606,6,"35,000",0,2,1994,모래내로24길 17,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
114,서울특별시 양천구 목동,760-10,760,10,(760-10),전세,91.02,202606,5,"34,900",0,2,2003,목동중앙로5길 43-4,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
115,서울특별시 용산구 한남동,657-168,657,168,(657-168),월세,95.31,202606,5,"3,000",680,4,2003,대사관로11길 46,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
116,경기도 성남시 중원구 은행동,781,781,0,종문빌라,전세,100.61,202606,5,"25,000",0,4,1991,은이로31번길 22,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
117,경기도 군포시 속달동,269-2,269,2,운곡빌라A동,전세,97.74,202606,5,"37,000",0,3,2020,속달로 286-7,202606~202806,갱신,-,"37,000",0.0,연립다세대,연립다세대,2026-06
118,서울특별시 서초구 반포동,94-9,94,9,글로리하우스,월세,85.26,202606,5,"50,000",60,4,2004,서래로7길 6,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
119,서울특별시 성동구 성수동1가,685-196,685,196,하나빌,전세,98.8,202606,5,"45,000",0,3,2003,서울숲4길 9,202607~202807,갱신,-,"43,000",0.0,연립다세대,연립다세대,2026-06
120,서울특별시 양천구 목동,804-33,804,33,용진빌라,월세,89.94,202606,5,"23,100",4,3,1994,목동중앙서로6길 37,202606~202806,갱신,-,"23,100",0.0,연립다세대,연립다세대,2026-06
121,서울특별시 마포구 용강동,117-1,117,1,(117-1),월세,87.12,202606,5,"3,000",120,1,1980,마포대로1길 53,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
122,충청남도 당진시 읍내동,30-18,30,18,신성빌라A동,월세,99.9,202606,5,"1,000",50,3,1991,당진중앙2로 162-116,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
123,서울특별시 용산구 한남동,657-168,657,168,(657-168),월세,95.31,202606,5,"3,000",680,4,2003,대사관로11길 46,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
124,서울특별시 중구 중림동,398-7,398,7,(398-7),월세,89.69,202606,4,600,55,5,1989,서소문로 12-1,202606~202706,신규,-,,,연립다세대,연립다세대,2026-06
125,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,99.5746,202606,4,"1,500",142,2,2023,연명로 145,202607~202707,신규,-,,,연립다세대,연립다세대,2026-06
126,서울특별시 송파구 석촌동,215-15,215,15,해당빌딩,전세,96.45,202606,4,"42,000",0,5,2004,삼학사로10길 17,202606~202806,갱신,-,"40,000",0.0,연립다세대,연립다세대,2026-06
127,제주특별자치도 서귀포시 법환동,460-3,460,3,경한빌라(가동),전세,86.81,202606,4,"9,000",0,2,1994,법환상로23번길 13,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
128,서울특별시 은평구 신사동,300,300,0,삼익빌라(300-0),전세,88.96,202606,4,"13,500",0,2,1984,은평터널로7가길 20,202606~202705,신규,-,,,연립다세대,연립다세대,2026-06
129,경기도 안산시 상록구 일동,653-21,653,21,(653-21),월세,87.22,202606,3,"3,000",70,4,2002,실록1길 40,202607~202807,신규,-,,,연립다세대,연립다세대,2026-06
130,서울특별시 동대문구 전농동,582-4,582,4,(582-4),월세,88.47,202606,3,"3,000",65,-1,1997,서울시립대로 116-1,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
131,제주특별자치도 서귀포시 안덕면 사계리,1516,1516,0,산방산코아루아이비타운,전세,99.7397,202606,2,"27,000",0,1,2019,사계북로 137,202606~202702,신규,-,,,연립다세대,연립다세대,2026-06
132,서울특별시 광진구 자양동,663-26,663,26,금당빌딩,전세,92.22,202606,2,"25,000",0,3,2004,자양로5길 51-4,202606~202806,갱신,-,"24,000",0.0,연립다세대,연립다세대,2026-06
133,서울특별시 송파구 석촌동,17-20,17,20,(17-20),전세,99.38,202606,2,"36,330",0,3,2005,삼학사로14길 23-1,202606~202806,갱신,-,"34,600",0.0,연립다세대,연립다세대,2026-06
134,서울특별시 광진구 자양동,663-26,663,26,금당빌딩,전세,92.22,202606,2,"25,000",0,4,2004,자양로5길 51-4,202606~202806,갱신,-,"24,000",0.0,연립다세대,연립다세대,2026-06
135,서울특별시 송파구 삼전동,129-3,129,3,호복빌라(129-3),월세,98.08,202606,2,"5,000",170,2,2002,백제고분로31길 40-12,202606~202807,신규,-,,,연립다세대,연립다세대,2026-06
136,제주특별자치도 서귀포시 대정읍 보성리,421,421,0,대경엘리시아3차,월세,99.0,202606,2,"2,000",158,4,2019,중산간서로 2432-2,202607~202707,신규,-,,,연립다세대,연립다세대,2026-06
137,전북특별자치도 전주시 덕진구 금암동,751-6,751,6,비사벌,월세,90.72,202606,2,"1,200",60,3,1981,떡전3길 17,202606~202806,신규,-,,,연립다세대,연립다세대,2026-06
138,서울특별시 강북구 수유동,323-2,323,2,장미원빌라,전세,88.04,202606,1,"14,500",0,3,1985,삼양로124길 7-12,202606~202803,갱신,사용,"14,000",0.0,연립다세대,연립다세대,2026-06
139,서울특별시 중랑구 망우동,516-19,516,19,동웅빌딩,전세,89.59,202606,1,"26,000",0,3,2002,봉우재로 191,202606~202706,갱신,-,"25,000",0.0,연립다세대,연립다세대,2026-06
140,서울특별시 중구 장충동1가,47-7,47,7,동인하이츠빌라,월세,94.39,202606,1,"300,000",50,1,1992,장충단로6가길 36,202608~202808,신규,-,,,연립다세대,연립다세대,2026-06
