NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
21,부산광역시 북구 덕천동,4**,8m미만,95.37,월세,202605,30,200,30,2009.0,만덕대로102번가길,202605~202705,신규,-,,,단독다가구,단독다가구,2026-05
22,서울특별시 강서구 방화동,5**,8m미만,92.2,월세,202605,30,"2,000",80,1996.0,금낭화로9길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
23,경기도 고양시 덕양구 향동동,4**,12m미만,89.4,월세,202605,30,"12,000",95,2022.0,꽃내음1길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
24,경기도 광명시 철산동,3**,25m이상,89.46,전세,202605,30,"41,000",0,,철망산로,202607~202807,갱신,사용,"40,000",0.0,단독다가구,단독다가구,2026-05
25,경기도 성남시 중원구 성남동,3***,8m미만,94.62,월세,202605,30,"15,000",110,1990.0,광명로82번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
26,충청북도 충주시 칠금동,6**,12m미만,93.48,월세,202605,30,"1,000",60,1996.0,칠금15길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
27,경상북도 경주시 동천동,9**,8m미만,95.0,월세,202605,30,300,70,2008.0,초당길47번길,202606~202611,신규,-,,,단독다가구,단독다가구,2026-05
28,전북특별자치도 전주시 완산구 교동,5*,12m미만,91.56,월세,202605,30,500,55,1997.0,오목대길,202607~202806,신규,-,,,단독다가구,단독다가구,2026-05
29,서울특별시 은평구 신사동,3**,8m미만,87.95,월세,202605,30,"5,000",80,1992.0,증산로15길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
30,강원특별자치도 강릉시 연곡면 방내리,9*,8m미만,98.69,월세,202605,30,"6,000",50,2023.0,성안길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
31,경기도 광명시 하안동,6**,8m미만,99.27,전세,202605,30,"27,000",0,1991.0,안재로6번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
32,서울특별시 은평구 응암동,8*,8m미만,95.9,전세,202605,30,"23,000",0,1998.0,은평로14길,202606~202702,갱신,사용,"23,000",0.0,단독다가구,단독다가구,2026-05
33,경기도 성남시 분당구 이매동,6*,8m미만,95.0,전세,202605,30,"48,000",0,2004.0,방아로46번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
34,대구광역시 북구 읍내동,1***,8m미만,95.94,전세,202605,30,"12,500",0,1994.0,관음동로32길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
35,경기도 광주시 신현동,1**,8m미만,98.46,월세,202605,30,"2,000",150,2019.0,문형산길157번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
36,경기도 부천시 원미구 상동,5**,12m미만,93.9,전세,202605,30,"20,000",0,2003.0,상이로75번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
37,경기도 이천시 창전동,4**,25m미만,95.0,월세,202605,30,500,65,1993.0,이섭대천로,202605~202705,신규,-,,,단독다가구,단독다가구,2026-05
38,경기도 안양시 만안구 석수동,6*,12m미만,97.57,월세,202605,30,"10,000",50,2017.0,삼막로39번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
39,경기도 안산시 상록구 본오동,7**,25m미만,99.0,월세,202605,30,"2,000",80,1998.0,본이로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
40,대전광역시 유성구 구암동,5**,8m미만,91.78,전세,202605,29,"9,000",0,1989.0,계룡로32번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
41,제주특별자치도 제주시 노형동,3***,25m미만,90.0,월세,202605,29,"1,500",125,2015.0,노형1길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
42,서울특별시 강남구 청담동,1**,8m미만,100.72,월세,202605,29,"5,000",130,1997.0,압구정로79길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
43,경기도 안산시 상록구 본오동,8**,25m미만,89.0,월세,202605,29,"1,000",110,2000.0,본원로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
44,강원특별자치도 춘천시 퇴계동,9**,8m미만,101.13,월세,202605,29,"2,000",55,1995.0,행촌로32번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
45,전남광주통합특별시 북구 일곡동,8**,12m미만,95.29,월세,202605,29,"13,000",20,2016.0,일곡택지로99번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
46,울산광역시 북구 어물동,5*,8m미만,91.72,월세,202605,29,"2,000",80,2012.0,아름1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
47,대구광역시 달서구 신당동,1***,12m미만,87.68,월세,202605,29,400,40,1995.0,성서서로75길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
48,경기도 남양주시 이패동,2**,8m미만,88.08,월세,202605,29,"3,000",60,1995.0,양정로219번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
49,강원특별자치도 속초시 노학동,1***,8m미만,99.06,월세,202605,29,"3,000",80,2015.0,바람꽃마을1길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-05
50,울산광역시 남구 삼산동,1***,12m미만,89.25,전세,202605,29,"10,000",0,2002.0,월평로191번길,202606~202906,신규,-,,,단독다가구,단독다가구,2026-05
51,서울특별시 강동구 길동,3**,12m미만,86.26,월세,202605,29,"9,500",74,1989.0,양재대로124길,202605~202805,갱신,사용,"9,500",59.0,단독다가구,단독다가구,2026-05
52,대전광역시 서구 도마동,1**,25m미만,86.1,월세,202605,29,500,40,1989.0,제비네1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
53,경기도 남양주시 퇴계원읍 퇴계원리,5*,8m미만,94.44,월세,202605,29,"5,000",80,,퇴계원로119번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
54,울산광역시 남구 신정동,1**,12m미만,95.58,월세,202605,29,"2,000",60,1987.0,돋질로145번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
55,서울특별시 관악구 남현동,1***,8m미만,85.86,월세,202605,29,"37,000",60,,남현4길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
56,제주특별자치도 제주시 애월읍 신엄리,8**,8m미만,95.11,월세,202605,29,"1,000",83,2018.0,중엄3길,202608~202708,신규,-,,,단독다가구,단독다가구,2026-05
57,경기도 성남시 수정구 창곡동,5**,12m미만,101.21,월세,202605,29,"70,000",30,2021.0,위례한빛로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
58,경기도 평택시 신장동,2**,25m미만,97.69,월세,202605,29,"1,000",95,2013.0,탄현1로,202606~202705,신규,-,,,단독다가구,단독다가구,2026-05
59,부산광역시 금정구 남산동,4*,8m미만,96.25,월세,202605,29,200,33,2018.0,범어천로38번길,202605~202705,신규,-,,,단독다가구,단독다가구,2026-05
60,경상남도 진주시 호탄동,9**,12m미만,100.0,전세,202605,29,"17,500",0,2011.0,강변길10번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
61,대구광역시 수성구 범어동,2**,12m미만,93.51,월세,202605,29,"2,000",60,1988.0,범어로20길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
62,대구광역시 서구 중리동,7**,8m미만,93.31,월세,202605,29,"2,000",30,1984.0,당산로53길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
63,서울특별시 관악구 신림동,2**,8m미만,93.15,월세,202605,29,"11,000",55,1992.0,대학21길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
64,서울특별시 영등포구 신길동,1**,8m미만,89.26,전세,202605,29,"20,000",0,1993.0,도신로47길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
65,서울특별시 광진구 자양동,6**,12m미만,97.6,전세,202605,29,"33,600",0,1994.0,뚝섬로55길,202605~202805,갱신,사용,"32,000",0.0,단독다가구,단독다가구,2026-05
66,경기도 성남시 수정구 단대동,6*,8m미만,97.35,월세,202605,29,"13,000",20,1986.0,논골로7번길,202605~202805,갱신,-,"16,500",0.0,단독다가구,단독다가구,2026-05
67,경기도 과천시 과천동,3**,12m미만,96.68,전세,202605,29,"60,000",0,2017.0,뒷골로,202608~202808,갱신,-,"57,300",0.0,단독다가구,단독다가구,2026-05
68,경기도 양평군 서종면 문호리,9*,8m미만,99.17,전세,202605,29,"22,000",0,2008.0,마진배2길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
69,전북특별자치도 익산시 부송동,7**,8m미만,99.5,월세,202605,29,"9,000",6,2012.0,무왕로24길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
70,충청남도 서산시 팔봉면 양길리,1***,8m미만,99.48,월세,202605,29,"1,000",100,2017.0,한재무두리1길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-05
71,제주특별자치도 서귀포시 서호동,1***,8m미만,99.82,월세,202605,29,"1,000",83,1996.0,신동로27번길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
72,대전광역시 유성구 원내동,1**,25m미만,99.18,월세,202605,29,"1,000",60,2003.0,진잠로,202607~202806,신규,-,,,단독다가구,단독다가구,2026-05
73,경기도 안산시 상록구 본오동,8**,25m미만,89.0,월세,202605,29,"1,000",110,2000.0,본원로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
74,제주특별자치도 제주시 조천읍 북촌리,1***,8m미만,93.9,월세,202605,29,500,96,2014.0,북촌서길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
75,서울특별시 강동구 상일동,2**,8m미만,94.3,월세,202605,28,"24,000",30,1986.0,상일로3길,202607~202807,갱신,-,"25,000",10.0,단독다가구,단독다가구,2026-05
76,서울특별시 강동구 상일동,2**,8m미만,94.3,월세,202605,28,"25,000",30,,상일로3길,202607~202807,갱신,-,"25,000",10.0,단독다가구,단독다가구,2026-05
77,경기도 양평군 용문면 다문리,5**,8m미만,99.17,월세,202605,28,"1,000",55,2001.0,다문점말4길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
78,경기도 시흥시 하중동,8**,12m미만,85.5,월세,202605,28,"1,000",65,2014.0,하중로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
79,울산광역시 남구 신정동,1**,12m미만,92.7,월세,202605,28,"10,000",42,2022.0,번영로201번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
80,대구광역시 남구 대명동,2***,25m이상,101.48,월세,202605,28,"1,000",50,1997.0,양지남길,202606~202906,신규,-,,,단독다가구,단독다가구,2026-05
81,전남광주통합특별시 여수시 소라면 죽림리,5**,8m미만,85.65,전세,202605,28,"7,000",0,1999.0,덕양로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
82,충청북도 청주시 흥덕구 봉명동,8**,8m미만,94.66,월세,202605,28,"2,000",45,1985.0,봉명로233번길,202606~203006,신규,-,,,단독다가구,단독다가구,2026-05
83,경기도 여주시 오금동,2**,12m미만,96.61,월세,202605,28,500,50,,여양로,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
84,경상남도 진주시 하대동,3**,8m미만,90.08,월세,202605,28,"3,000",50,2010.0,도동로223번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
85,제주특별자치도 서귀포시 대정읍 구억리,6**,8m미만,92.54,월세,202605,28,"1,000",150,2018.0,중산간서로2262번길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
86,경상남도 창원시 마산합포구 월영동,4**,8m미만,99.54,월세,202605,28,"1,000",40,1998.0,월영북6길,202606~202805,신규,-,,,단독다가구,단독다가구,2026-05
87,충청북도 제천시 화산동,6**,12m미만,90.0,월세,202605,28,"2,000",80,2011.0,의림대로4길,202606~202612,신규,-,,,단독다가구,단독다가구,2026-05
88,제주특별자치도 제주시 조천읍 신촌리,2***,25m미만,89.96,월세,202605,28,"1,000",79,1995.0,신촌3길,202606~202705,신규,-,,,단독다가구,단독다가구,2026-05
89,제주특별자치도 제주시 아라일동,2***,8m미만,96.48,월세,202605,28,500,108,2015.0,구산로6길,202606~202705,신규,-,,,단독다가구,단독다가구,2026-05
90,경기도 수원시 팔달구 매산로3가,8*,8m미만,93.99,월세,202605,28,"2,000",85,2017.0,세류로83번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
91,서울특별시 마포구 합정동,4**,25m미만,85.83,월세,202605,28,"3,200",35,1991.0,희우정로,202605~202805,갱신,-,"32,000",15.0,단독다가구,단독다가구,2026-05
92,부산광역시 금정구 구서동,1***,12m미만,89.89,전세,202605,28,"11,000",0,1992.0,두실로37번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
93,경기도 부천시 오정구 오정동,7**,12m미만,100.3,전세,202605,28,"15,000",0,2010.0,산업로120번길,202605~202803,신규,-,,,단독다가구,단독다가구,2026-05
94,충청남도 천안시 서북구 성정동,6**,12m미만,90.0,전세,202605,28,"11,000",0,2005.0,서부19길,202607~202806,신규,-,,,단독다가구,단독다가구,2026-05
95,제주특별자치도 서귀포시 성산읍 신풍리,7**,8m미만,98.68,월세,202605,28,"1,000",117,2018.0,풍천로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
96,서울특별시 강동구 상일동,2**,8m미만,94.3,월세,202605,28,"24,000",30,1986.0,상일로3길,202607~202807,갱신,-,"25,000",10.0,단독다가구,단독다가구,2026-05
97,경기도 부천시 원미구 중동,1***,12m미만,93.91,전세,202605,28,"23,000",0,1995.0,부흥로296번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
98,강원특별자치도 원주시 반곡동,1***,25m미만,100.0,월세,202605,28,"1,000",80,2018.0,웅비1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
99,부산광역시 강서구 명지동,3***,12m미만,92.38,전세,202605,28,"17,000",0,2016.0,명지오션시티8로6번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
100,서울특별시 마포구 성산동,2**,8m미만,91.95,월세,202605,28,"31,343",7,1997.0,성미산로5길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
101,대구광역시 달성군 유가읍 금리,1***,12m미만,95.0,월세,202605,28,"2,000",60,2023.0,테크노중앙대로1길,202605~202705,신규,-,,,단독다가구,단독다가구,2026-05
102,경기도 시흥시 하중동,8**,12m미만,85.5,월세,202605,28,"1,000",65,2014.0,하중로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
103,강원특별자치도 원주시 단구동,1***,12m미만,96.0,월세,202605,28,500,67,2007.0,토지길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
104,울산광역시 동구 전하동,7**,12m미만,86.5,월세,202605,28,"1,000",50,1995.0,산록6길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
105,경기도 평택시 팽성읍 두리,7*,8m미만,99.29,월세,202605,28,"1,000",50,1998.0,머래길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
106,부산광역시 기장군 정관읍 달산리,9**,12m미만,95.0,월세,202605,28,"3,000",70,2023.0,달산4길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
107,경상남도 거제시 아주동,1***,12m미만,99.0,월세,202605,28,"1,000",63,2015.0,아주1로1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
108,제주특별자치도 제주시 조천읍 와흘리,1***,8m미만,90.82,월세,202605,28,"1,000",117,2017.0,와흘남길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
109,충청남도 보령시 남포면 창동리,7*,8m미만,99.46,월세,202605,28,"1,000",70,2009.0,창동1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
110,대전광역시 서구 도안동,1***,12m미만,88.99,전세,202605,28,"23,000",0,2021.0,용소로,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
111,전남광주통합특별시 무안군 삼향읍 남악리,2***,25m미만,100.32,월세,202605,27,"1,000",70,2012.0,남악5로26번길,202608~202807,신규,-,,,단독다가구,단독다가구,2026-05
112,경기도 평택시 신장동,6**,8m미만,97.35,월세,202605,27,500,80,2023.0,서밀월로41번길,202607~203107,신규,-,,,단독다가구,단독다가구,2026-05
113,전북특별자치도 전주시 덕진구 인후동1가,9**,8m미만,100.94,월세,202605,27,"1,500",75,2014.0,무삼지6길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-05
114,서울특별시 강서구 등촌동,5**,8m미만,93.6,월세,202605,27,"11,000",70,1991.0,공항대로58가길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
115,경기도 파주시 탄현면 법흥리,1***,12m미만,97.98,월세,202605,27,"1,000",65,2009.0,참매미길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
116,전남광주통합특별시 광산구 장덕동,1***,12m미만,99.0,월세,202605,27,"5,000",100,2013.0,장신로20번안길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
117,전남광주통합특별시 남구 방림동,5**,8m미만,86.13,월세,202605,27,250,48,,용대로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
118,인천광역시 제물포구 송림동,3*,8m미만,91.68,월세,202605,27,"1,000",60,1988.0,샛골로184번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
119,충청북도 청주시 흥덕구 운천동,6**,25m이상,92.95,월세,202605,27,"1,500",40,1993.0,흥덕로151번길,202606~202805,신규,-,,,단독다가구,단독다가구,2026-05
120,경기도 광주시 역동,1**,8m미만,87.26,월세,202605,27,"2,000",70,2007.0,역동로93번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
121,전북특별자치도 전주시 덕진구 인후동1가,9**,8m미만,100.94,월세,202605,27,"1,500",75,2014.0,무삼지6길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-05
122,경기도 안산시 상록구 이동,6**,12m미만,100.0,월세,202605,27,"2,000",120,2003.0,송호1길,202606~202805,신규,-,,,단독다가구,단독다가구,2026-05
123,대구광역시 수성구 범어동,4**,25m미만,91.15,월세,202605,27,"2,000",70,2019.0,상록로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
124,경기도 동두천시 상패동,1*,8m미만,89.19,월세,202605,27,200,15,,상패로,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
125,서울특별시 영등포구 대림동,8**,12m미만,96.0,전세,202605,27,"23,000",0,2004.0,디지털로66길,202605~202704,갱신,사용,"23,000",0.0,단독다가구,단독다가구,2026-05
126,경기도 평택시 서정동,6**,8m미만,101.44,월세,202605,27,500,80,2009.0,서정로,202605~202705,신규,-,,,단독다가구,단독다가구,2026-05
127,경기도 양주시 광사동,2**,8m미만,101.0,월세,202605,27,"2,000",60,1998.0,부흥로1907번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
128,대전광역시 동구 용전동,1**,12m미만,85.82,월세,202605,27,"3,000",48,2004.0,계족로450번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
129,경상남도 김해시 진영읍 방동리,2**,12m미만,90.39,월세,202605,27,"1,000",35,1992.0,하계로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
130,대구광역시 남구 대명동,1***,8m미만,99.26,월세,202605,27,500,60,2001.0,안지랑로11길,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
131,경상남도 진주시 이현동,1**,25m미만,91.82,월세,202605,27,"3,000",50,2003.0,평거로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
132,대구광역시 남구 대명동,4**,8m미만,87.55,월세,202605,27,"2,000",70,2021.0,큰골8길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
133,경기도 용인시 수지구 동천동,4**,8m미만,92.0,월세,202605,27,"25,000",45,2022.0,동천로178번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
134,충청남도 아산시 배방읍 회룡리,4**,8m미만,93.24,월세,202605,27,"1,000",90,2018.0,솔치로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
135,서울특별시 강남구 논현동,1**,8m미만,87.68,월세,202605,27,"3,000",220,2003.0,강남대로128길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
136,경기도 부천시 오정구 작동,3*,12m미만,97.78,전세,202605,27,"20,000",0,1992.0,삼작로517번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-05
137,서울특별시 송파구 잠실동,3**,8m미만,85.56,월세,202605,27,"20,000",70,1991.0,백제고분로20길,202606~202706,갱신,-,"20,000",70.0,단독다가구,단독다가구,2026-05
138,서울특별시 성북구 장위동,2**,25m미만,92.52,전세,202605,27,"15,000",0,1984.0,장월로,202605~202805,갱신,-,"12,000",0.0,단독다가구,단독다가구,2026-05
139,경상남도 진주시 신안동,4**,25m미만,87.0,월세,202605,27,"5,000",30,1995.0,신안들말길,-,-,-,,,단독다가구,단독다가구,2026-05
140,대전광역시 서구 복수동,5**,12m미만,95.0,월세,202605,27,"12,000",35,2010.0,복수동로52번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
141,경기도 성남시 수정구 심곡동,3**,25m미만,100.0,월세,202605,27,"5,000",100,2001.0,심곡로,202606~202711,갱신,-,"5,000",100.0,단독다가구,단독다가구,2026-05
142,강원특별자치도 강릉시 포남동,1***,12m미만,94.8,전세,202605,27,"5,000",0,1996.0,강변북길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
143,전북특별자치도 전주시 완산구 효자동3가,1***,25m미만,98.93,월세,202605,27,"13,000",20,2011.0,서곡4길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
144,충청남도 태안군 남면 신온리,8**,8m미만,96.0,월세,202605,27,100,50,2015.0,곰섬로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
145,경상남도 진주시 망경동,4**,8m미만,88.4,월세,202605,27,"2,000",40,1988.0,망경남길24번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
146,경상남도 함안군 칠원읍 예곡리,6**,8m미만,97.08,월세,202605,27,"3,000",21,1995.0,야촌1길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
147,경기도 과천시 갈현동,8**,12m미만,92.44,월세,202605,27,"4,800",160,2025.0,과천대로7바길,202606~202806,갱신,-,"4,800",160.0,단독다가구,단독다가구,2026-05
148,서울특별시 강서구 등촌동,5**,8m미만,87.84,전세,202605,27,"5,000",0,1991.0,등촌로39라길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
149,경기도 안양시 만안구 석수동,3**,8m미만,92.8,전세,202605,27,"20,000",0,1978.0,석수로16번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
150,제주특별자치도 제주시 도련일동,2***,8m미만,99.96,전세,202605,27,"20,000",0,2014.0,도련6길,202607~202806,신규,-,,,단독다가구,단독다가구,2026-05
151,제주특별자치도 제주시 조천읍 선흘리,1***,8m미만,93.92,월세,202605,27,"2,500",42,2017.0,번영로,202606~202706,신규,-,,,단독다가구,단독다가구,2026-05
152,경기도 하남시 덕풍동,7**,12m미만,100.3,전세,202605,27,"30,000",0,2012.0,덕풍북로105번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
153,서울특별시 관악구 봉천동,8**,25m미만,99.48,월세,202605,27,"10,000",100,2004.0,양녕로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-05
154,서울특별시 마포구 망원동,4**,12m미만,93.9,월세,202605,27,"6,000",140,1996.0,망원로4길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
155,경기도 고양시 일산동구 마두동,8**,8m미만,99.0,월세,202605,27,"2,000",80,2000.0,경의로,202606~202806,갱신,-,"3,500",65.0,단독다가구,단독다가구,2026-05
156,경기도 파주시 동패동,1***,12m미만,98.91,월세,202605,27,"5,000",102,2019.0,동패로51번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
157,강원특별자치도 원주시 반곡동,2***,12m미만,98.12,월세,202605,27,"2,000",100,2020.0,봉황5길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-05
158,서울특별시 은평구 녹번동,*,8m미만,90.0,월세,202605,26,"2,000",60,,진흥로16길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
159,서울특별시 강남구 일원동,6**,8m미만,96.3,전세,202605,26,"58,000",0,1986.0,양재대로39길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-05
