NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
11,경기도 성남시 수정구 신흥동,83-4,83,4,삼성시티빌101동,전세,87.03,202603,28,"16,000",0,1,2003,수정로257번길 13,202605~202804,신규,-,,,연립다세대,연립다세대,2026-03
12,경기도 남양주시 오남읍 오남리,396-3,396,3,신화그린빌C동,전세,85.12,202603,28,"16,000",0,2,2017,진건오남로 538-23,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
13,서울특별시 노원구 공릉동,208-26,208,26,현대가든빌라가동,월세,93.85,202603,28,"5,000",90,1,1986,공릉로48길 9,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
14,대구광역시 중구 동인동2가,61-8,61,8,종각힐,월세,93.78,202603,27,"2,000",41,4,2003,경상감영길 298-8,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
15,대전광역시 서구 변동,254-229,254,229,(254-229),전세,98.74,202603,27,"8,000",0,2,1989,변동서로28번길 51,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
16,서울특별시 광진구 구의동,252-64,252,64,동진그린빌,전세,98.64,202603,27,"33,500",0,5,2002,아차산로51길 51-6,202603~202803,갱신,사용,"32,000",0.0,연립다세대,연립다세대,2026-03
17,서울특별시 송파구 방이동,176,176,0,광동주택6,전세,87.24,202603,27,"35,000",0,3,1990,백제고분로50길 11-28,202604~202704,신규,-,,,연립다세대,연립다세대,2026-03
18,제주특별자치도 서귀포시 대정읍 구억리,865,865,0,휴온아델리브더테라스,전세,99.095,202603,27,"56,000",0,1,2024,중산간서로 2312,202603~203003,신규,-,,,연립다세대,연립다세대,2026-03
19,서울특별시 마포구 용강동,117-1,117,1,(117-1),전세,96.66,202603,27,"34,000",0,2,1980,마포대로1길 53,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
20,서울특별시 용산구 후암동,244-79,244,79,하남리치빌,월세,96.89,202603,27,"3,000",130,3,1997,후암로28길 38,202603~202703,갱신,-,"3,000",126.0,연립다세대,연립다세대,2026-03
21,제주특별자치도 제주시 해안동,35-91,35,91,더도무스인제주(은하수빌라),월세,85.7434,202603,26,"1,000",158,3,2017,주르레남길 31,202603~202703,신규,-,,,연립다세대,연립다세대,2026-03
22,서울특별시 송파구 풍납동,290-8,290,8,송풍빌라,전세,90.67,202603,26,"30,500",0,3,1989,한가람로12길 14,202604~202804,갱신,사용,"30,500",0.0,연립다세대,연립다세대,2026-03
23,서울특별시 마포구 성산동,274-1,274,1,가나안,월세,95.47,202603,26,"15,000",48,2,1980,성미산로1길 108,202604~202804,갱신,-,"15,000",45.0,연립다세대,연립다세대,2026-03
24,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,96.5618,202603,26,"34,500",76,4,2018,동탄순환대로1길 99,202605~202805,갱신,-,"34,500",70.0,연립다세대,연립다세대,2026-03
25,전남광주통합특별시 완도군 고금면 덕암리,833,833,0,대성빌라,전세,101.09,202603,25,"5,000",0,3,1998,고금로 667-20,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
26,서울특별시 송파구 방이동,145,145,0,하신빌라트,월세,89.96,202603,25,"35,000",50,5,2002,오금로19길 36,202606~202806,신규,-,,,연립다세대,연립다세대,2026-03
27,경기도 구리시 수택동,454,454,0,삼화454,전세,95.39,202603,25,"12,000",0,1,1984,검배로60번길 75,202603~202803,갱신,-,"11,000",0.0,연립다세대,연립다세대,2026-03
28,경기도 남양주시 수동면 외방리,169,169,0,(169-0),월세,99.41,202603,25,"2,000",80,1,2023,외방로172번길 33,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
29,서울특별시 성북구 정릉동,914-1,914,1,정원빌라(914-1),월세,89.72,202603,25,500,72,2,1984,정릉로10라길 8,202604~202703,신규,-,,,연립다세대,연립다세대,2026-03
30,울산광역시 중구 반구동,290-13,290,13,현대그랜드맨션상가호,전세,90.09,202603,25,"9,000",0,3,1992,반구정9길 23,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
31,서울특별시 금천구 시흥동,793-12,793,12,삼천리빌라A동,월세,90.29,202603,24,"19,800",65,3,1993,독산로44길 43-1,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
32,전북특별자치도 전주시 완산구 평화동1가,434-50,434,50,모란주택,월세,85.26,202603,24,"7,000",10,2,1981,장승배기로 276,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
33,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,96.5618,202603,24,"31,500",68,4,2018,동탄순환대로1길 99,202605~202805,갱신,-,"31,500",62.0,연립다세대,연립다세대,2026-03
34,서울특별시 송파구 잠실동,199-6,199,6,동일하이빌,전세,87.06,202603,24,"45,000",0,5,2003,올림픽로8길 33,202606~202806,신규,-,,,연립다세대,연립다세대,2026-03
35,경상남도 거제시 덕포동,114-4,114,4,라온채빌,월세,93.9345,202603,24,500,50,4,2014,옥포대첩로 401,202604~202704,신규,-,,,연립다세대,연립다세대,2026-03
36,서울특별시 마포구 성산동,141-42,141,42,연희맨숀가동,전세,95.68,202603,23,"30,000",0,2,1984,모래내로7길 82,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
37,서울특별시 종로구 효자동,45,45,0,(45-0),월세,97.96,202603,23,"5,000",158,1,2009,자하문로24길 54-4,202603~202706,갱신,-,"5,000",150.0,연립다세대,연립다세대,2026-03
38,서울특별시 마포구 서교동,469-2,469,2,아인하우스,월세,85.33,202603,23,"2,000",70,2,1998,월드컵로16길 58,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
39,서울특별시 용산구 후암동,402-40,402,40,금성하이츠빌라(B),전세,92.33,202603,23,"40,050",0,2,1985,두텁바위로58길 64,202604~202804,갱신,사용,"40,000",0.0,연립다세대,연립다세대,2026-03
40,서울특별시 서초구 반포동,549-14,549,14,청원빌라,전세,94.91,202603,23,"32,500",0,2,1989,반포대로39길 56-4,202604~202804,갱신,-,"31,000",0.0,연립다세대,연립다세대,2026-03
41,서울특별시 관악구 봉천동,100-266,100,266,(100-266),월세,90.0,202603,23,"4,000",135,3,2002,행운길 67,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
42,경기도 안성시 공도읍 진사리,115-1,115,1,명삼빌,월세,93.395,202603,22,500,84,4,2017,진건중길 102,202603~202703,신규,-,,,연립다세대,연립다세대,2026-03
43,경기도 고양시 일산동구 백석동,1191,1191,0,흰돌마을7(건영),월세,99.93,202603,21,"10,000",105,2,1996,강송로125번길 16,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
44,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,98.9514,202603,21,"1,000",133,2,2023,연명로 145,202606~202706,신규,-,,,연립다세대,연립다세대,2026-03
45,제주특별자치도 제주시 노형동,3845,3845,0,더샵노형포레,전세,98.1454,202603,21,"50,000",0,2,2023,1100로 3097,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
46,경기도 고양시 일산동구 백석동,1191,1191,0,흰돌마을7(건영),월세,99.93,202603,21,"10,000",105,2,1996,강송로125번길 16,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
47,전북특별자치도 전주시 덕진구 우아동2가,894-3,894,3,행복이가득한집,월세,101.99,202603,21,"2,000",65,4,2004,아중7길 17-6,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
48,서울특별시 용산구 이태원동,212-27,212,27,남산그린빌리지,월세,99.36,202603,21,"3,000",132,1,1995,회나무로28길 6,202604~202703,신규,-,,,연립다세대,연립다세대,2026-03
49,전북특별자치도 전주시 덕진구 우아동2가,894-3,894,3,행복이가득한집,월세,101.99,202603,21,"2,000",65,4,2004,아중7길 17-6,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
50,서울특별시 용산구 이태원동,212-27,212,27,남산그린빌리지,월세,99.36,202603,21,"3,000",132,1,1995,회나무로28길 6,-,-,-,,,연립다세대,연립다세대,2026-03
51,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,96.5618,202603,20,"26,500",106,4,2018,동탄순환대로1길 99,202605~202805,갱신,-,"26,500",100.0,연립다세대,연립다세대,2026-03
52,경기도 평택시 팽성읍 근내리,221-3,221,3,세븐캐슬G동,월세,92.73,202603,20,500,90,1,2011,근내길 111-85,202604~202703,신규,-,,,연립다세대,연립다세대,2026-03
53,강원특별자치도 홍천군 북방면 중화계리,51,51,0,형제빌라,월세,100.6,202603,20,0,40,1,1990,중화계로 104,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
54,경기도 구리시 교문동,765,765,0,대명,월세,94.27,202603,20,"37,000",20,3,1993,이문안로 25,202603~202803,갱신,-,"27,000",30.0,연립다세대,연립다세대,2026-03
55,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202603,20,"30,000",61,1,2018,동탄순환대로1길 64,202606~202806,갱신,-,"30,000",56.0,연립다세대,연립다세대,2026-03
56,서울특별시 송파구 삼전동,14-5,14,5,GoodPeople,월세,97.09,202603,20,"5,000",105,4,2009,삼전로10길 15,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
57,경상남도 김해시 삼계동,1484-5,1484,5,라비앙로즈,월세,87.8447,202603,20,"3,000",60,1,2012,삼계로 125,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
58,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.3282,202603,20,"28,500",62,4,2018,동탄순환대로1길 64,202605~202805,갱신,-,"28,500",57.0,연립다세대,연립다세대,2026-03
59,경기도 김포시 사우동,255-1,255,1,"칠성가,나동",월세,85.65,202603,20,"2,000",75,1,1985,돌문로 63,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
60,경기도 안산시 상록구 사동,1194-12,1194,12,(1194-12),월세,88.72,202603,20,"1,000",75,4,2002,석호공원로2길 7,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
61,서울특별시 용산구 이태원동,193-46,193,46,(193-46),월세,96.03,202603,19,"41,000",75,3,2002,녹사평대로46가길 35-6,202606~202806,신규,-,,,연립다세대,연립다세대,2026-03
62,서울특별시 광진구 중곡동,120-13,120,13,(120-13),월세,86.27,202603,19,"5,000",150,2,2003,천호대로121길 13,202603~202803,갱신,-,"5,000",135.0,연립다세대,연립다세대,2026-03
63,서울특별시 송파구 석촌동,155-15,155,15,금관아트빌,월세,89.15,202603,19,"32,900",6,4,2004,석촌호수로18길 15-13,202603~202703,갱신,-,"32,900",0.0,연립다세대,연립다세대,2026-03
64,서울특별시 강북구 미아동,455-1,455,1,대도맨션,전세,87.42,202603,19,"27,000",0,2,1997,솔샘로64길 38,202606~202806,갱신,사용,"27,000",0.0,연립다세대,연립다세대,2026-03
65,서울특별시 마포구 서교동,459-12,459,12,양성빌라,월세,91.58,202603,18,"5,000",180,3,1997,동교로17길 13,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
66,제주특별자치도 제주시 애월읍 고성리,1594,1594,0,테라시티더숨,월세,99.38,202603,18,"2,500",258,1,2021,고성남길 51,202603~202703,신규,-,,,연립다세대,연립다세대,2026-03
67,경기도 평택시 죽백동,766,766,0,평택소사벌해링턴코트,전세,93.84,202603,18,"31,500",0,1,2019,죽백8길 37,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
68,제주특별자치도 제주시 이호일동,1768-2,1768,2,파클리프,월세,93.7722,202603,18,"3,000",120,4,2018,현사안길 27,202604~202803,신규,-,,,연립다세대,연립다세대,2026-03
69,서울특별시 강서구 화곡동,1030-21,1030,21,수정하이빌,월세,95.59,202603,18,"10,000",96,2,2003,화곡로31길 63-6,202605~202805,갱신,사용,"10,000",90.0,연립다세대,연립다세대,2026-03
70,서울특별시 송파구 오금동,23-5,23,5,오륜아트빌라(6차),월세,97.6,202603,17,500,35,3,1990,마천로 79-11,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
71,경기도 김포시 통진읍 서암리,714-37,714,37,은하빌라B동,월세,100.85,202603,17,"1,000",70,1,1991,조강로44번길 30,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
72,경상북도 영덕군 영덕읍 덕곡리,216-10,216,10,서희예다움,전세,96.6537,202603,17,"19,000",0,4,2014,강변길 38,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
73,서울특별시 관악구 신림동,750-15,750,15,신화아트빌,월세,85.56,202603,17,"10,000",80,5,2003,난곡로43길 27,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
74,서울특별시 용산구 한남동,657-131,657,131,킹스톤빌,월세,97.25,202603,17,0,550,4,2003,대사관로11길 9-10,202604~202703,갱신,-,0,550.0,연립다세대,연립다세대,2026-03
75,경기도 가평군 설악면 송산리,697,697,0,청아빌라,전세,87.33,202603,17,"5,610",0,4,2004,미사리로 238-50,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
76,경기도 파주시 와동동,1411,1411,0,해솔마을8단지운정아이파크더테라스,전세,101.679,202603,17,"46,000",0,4,2022,가온로 200,202605~202805,갱신,-,"45,500",0.0,연립다세대,연립다세대,2026-03
77,서울특별시 동대문구 장안동,452-4,452,4,로얄빌라트(452-4),전세,88.96,202603,17,"26,000",0,2,2003,천호대로91길 19,202607~202807,신규,-,,,연립다세대,연립다세대,2026-03
78,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,98.7637,202603,17,"22,000",92,1,2018,동탄순환대로1길 99,202605~202805,갱신,-,"22,000",87.0,연립다세대,연립다세대,2026-03
79,인천광역시 계양구 병방동,92-5,92,5,양떼맨션,월세,89.41,202603,17,"1,000",60,-1,1996,장제로946번길 6-1,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
80,서울특별시 강남구 역삼동,663-30,663,30,SUITE9912,월세,96.807,202603,16,"2,000",110,1,2014,언주로99길 12,202604~202704,갱신,-,"3,000",105.0,연립다세대,연립다세대,2026-03
81,부산광역시 해운대구 중동,967-6,967,6,로즈빌라,전세,100.89,202603,16,"22,000",0,3,1993,달맞이길62번길 5-52,202604~202804,갱신,사용,"22,000",0.0,연립다세대,연립다세대,2026-03
82,서울특별시 강서구 화곡동,354-67,354,67,한사랑빌라(354-67),전세,87.99,202603,16,"24,000",0,3,2002,강서로17라길 7-23,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
83,경상남도 거제시 덕포동,114-4,114,4,라온채빌,월세,93.9345,202603,16,"1,000",50,1,2014,옥포대첩로 401,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
84,서울특별시 마포구 성산동,165-79,165,79,무지개빌라,전세,89.1,202603,16,"10,000",0,1,1977,새터산11길 16,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
85,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202603,16,"33,500",74,4,2018,동탄순환대로1길 64,202606~202805,갱신,-,"33,500",68.0,연립다세대,연립다세대,2026-03
86,강원특별자치도 철원군 동송읍 이평리,855-23,855,23,"동주연립(라,마동)",월세,86.26,202603,15,500,20,1,1983,이평로88번길 5,202603~202903,신규,-,,,연립다세대,연립다세대,2026-03
87,서울특별시 송파구 방이동,93-16,93,16,SG아트빌,월세,100.67,202603,15,"29,000",55,5,2002,올림픽로32길 36-9,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
88,서울특별시 성북구 동소문동1가,140-44,140,44,경덕하이츠빌라,전세,87.33,202603,15,"28,900",0,1,1993,성북로4길 27-6,202603~202803,갱신,-,"31,000",0.0,연립다세대,연립다세대,2026-03
89,서울특별시 성북구 동소문동1가,140-44,140,44,경덕하이츠빌라,전세,87.33,202603,15,"28,900",0,1,1993,성북로4길 27-6,202603~202803,갱신,-,"31,000",0.0,연립다세대,연립다세대,2026-03
90,서울특별시 송파구 송파동,116-1,116,1,성산빌라,월세,101.73,202603,15,"50,000",65,5,2003,가락로21길 63,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
91,전남광주통합특별시 광산구 수완동,328,328,0,수완한국아델리움57트리니티1단지,월세,91.39,202603,14,"2,000",140,2,2022,하완길 86,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
92,서울특별시 광진구 중곡동,18-147,18,147,대원빌라나동,전세,91.0,202603,14,"28,000",0,3,1985,용마산로28길 26,202608~202808,갱신,사용,"28,000",0.0,연립다세대,연립다세대,2026-03
93,제주특별자치도 서귀포시 대정읍 보성리,421,421,0,대경엘리시아3차,전세,99.0,202603,14,"27,000",0,2,2019,중산간서로 2432-2,202606~202806,신규,-,,,연립다세대,연립다세대,2026-03
94,인천광역시 강화군 하점면 창후리,557,557,0,창후빌라,전세,98.7,202603,14,"4,500",0,1,2002,창후로 162-14,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
95,서울특별시 송파구 잠실동,298-14,298,14,(298-14),전세,101.86,202603,14,"41,580",0,3,2002,도곡로64길 17,202605~202805,갱신,사용,"39,600",0.0,연립다세대,연립다세대,2026-03
96,경상남도 창원시 성산구 성주동,157,157,0,효성해링턴코트,전세,100.41,202603,14,"36,000",0,4,2013,삼정자로 78,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
97,경기도 과천시 갈현동,7-2,7,2,갈현동7-2공동주택,전세,101.08,202603,14,"51,500",0,2,2015,찬우물로 24-10,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
98,서울특별시 서대문구 충정로3가,3-1,3,1,(3-1),전세,93.83,202603,14,"29,000",0,4,1996,경기대로7길 27,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
99,서울특별시 강남구 역삼동,674-43,674,43,신성아트,월세,97.83,202603,14,"5,000",230,2,1988,테헤란로39길 31,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
100,전남광주통합특별시 완도군 고금면 덕암리,833,833,0,대성빌라,월세,101.09,202603,13,500,50,3,1998,고금로 667-20,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
101,서울특별시 서대문구 연희동,76-22,76,22,(76-22),월세,97.86,202603,13,"5,000",144,6,2005,연희로 192,202603~202801,신규,-,,,연립다세대,연립다세대,2026-03
102,경기도 평택시 팽성읍 안정리,83-179,83,179,센트럴빌리지파크,월세,101.27,202603,13,500,80,3,2009,팽성대교길 37-5,202603~202703,신규,-,,,연립다세대,연립다세대,2026-03
103,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.3282,202603,13,"31,500",68,4,2018,동탄순환대로1길 64,202605~202805,갱신,-,"31,500",62.0,연립다세대,연립다세대,2026-03
104,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202603,13,"31,500",68,4,2018,동탄순환대로1길 64,202605~202805,갱신,-,"31,500",62.0,연립다세대,연립다세대,2026-03
105,경기도 화성시 동탄구 영천동,895,895,0,동탄역플라쎄더테라스,전세,94.1617,202603,13,"72,680",0,4,2024,동탄순환대로30길 24,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
106,서울특별시 종로구 평창동,553-4,553,4,(553-4),월세,86.44,202603,13,"5,000",140,-1,1999,평창16길 12,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
107,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,98.7637,202603,12,"33,000",70,1,2018,동탄순환대로1길 99,202605~202805,갱신,-,"33,000",65.0,연립다세대,연립다세대,2026-03
108,제주특별자치도 제주시 용담일동,2816-6,2816,6,대도빌라,월세,87.94,202603,12,500,67,4,2000,서광로3길 35,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
109,서울특별시 강동구 천호동,53-11,53,11,(53-11),월세,94.2,202603,12,"17,000",49,3,2002,천중로39길 19-6,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
110,서울특별시 강남구 논현동,14-3,14,3,베르사이유Ⅲ,전세,94.01,202603,12,"80,000",0,2,2003,학동로11길 52,202606~202806,갱신,-,"68,250",0.0,연립다세대,연립다세대,2026-03
111,서울특별시 성북구 성북동,168-43,168,43,이스트파크,전세,97.18,202603,12,"46,000",0,4,2005,성북로8다길 8,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
112,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202603,12,"29,000",60,3,2018,동탄순환대로1길 64,202605~202805,갱신,-,"29,000",55.0,연립다세대,연립다세대,2026-03
113,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,97.8796,202603,12,"34,500",76,4,2018,동탄순환대로1길 64,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
114,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,97.7313,202603,12,"29,000",60,3,2018,동탄순환대로1길 64,202605~202805,갱신,-,"29,000",55.0,연립다세대,연립다세대,2026-03
115,경기도 성남시 수정구 신촌동,230-1,230,1,(230-1),월세,92.36,202603,12,"4,000",160,2,2007,신촌로 36,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
116,서울특별시 광진구 구의동,250-5,250,5,(250-5),월세,89.05,202603,12,"2,000",95,3,2004,자양로26길 21,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
117,경기도 용인시 기흥구 상하동,218,218,0,신영그린빌라트(101동),전세,90.89,202603,11,"16,000",0,3,1998,중부대로747번길 28,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
118,서울특별시 송파구 잠실동,313-17,313,17,재영에코빌(313-17),월세,85.44,202603,11,"15,000",98,4,2003,백제고분로12길 3-15,202605~202805,신규,-,,,연립다세대,연립다세대,2026-03
119,경기도 고양시 일산동구 백석동,1191,1191,0,흰돌마을7(건영),전세,99.87,202603,11,"35,500",0,2,1996,강송로125번길 16,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
120,경기도 고양시 일산동구 백석동,1191,1191,0,흰돌마을7(건영),전세,99.87,202603,11,"35,500",0,2,1996,강송로125번길 16,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
121,서울특별시 금천구 독산동,149-75,149,75,(149-75),월세,95.12,202603,11,300,25,4,2003,시흥대로147길 27,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
122,서울특별시 양천구 신월동,445-23,445,23,성도2차,전세,90.56,202603,11,"14,000",0,2,1983,오목로9길 13,202603~202803,갱신,-,"14,000",0.0,연립다세대,연립다세대,2026-03
123,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202603,11,"31,000",66,3,2018,동탄순환대로1길 64,-,-,-,,,연립다세대,연립다세대,2026-03
124,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202603,11,"32,000",68,1,2018,동탄순환대로1길 64,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
125,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,99.5746,202603,11,"1,000",125,2,2023,연명로 145,202604~202707,신규,-,,,연립다세대,연립다세대,2026-03
126,서울특별시 강북구 미아동,403-77,403,77,청운빌라13차,전세,92.32,202603,10,"22,000",0,4,2001,솔샘로60길 13-5,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
127,서울특별시 서대문구 연희동,51-129,51,129,연희그린빌,전세,99.22,202603,10,"42,000",0,5,2005,연희로14길 62-33,202604~202804,갱신,-,"34,000",0.0,연립다세대,연립다세대,2026-03
128,서울특별시 구로구 고척동,49-22,49,22,(49-22),전세,87.18,202603,10,"24,500",0,3,2002,중앙로14나길 6-27,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
129,제주특별자치도 서귀포시 강정동,177,177,0,대림한숲빌라,월세,95.64,202603,10,"1,000",100,2,1995,신서귀로97번길 87,202604~202704,신규,-,,,연립다세대,연립다세대,2026-03
130,서울특별시 구로구 고척동,49-22,49,22,(49-22),전세,87.18,202603,10,"24,500",0,3,2002,중앙로14나길 6-27,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
131,대전광역시 대덕구 비래동,128-2,128,2,한지붕하우스(3층),월세,92.35,202603,10,"2,000",50,3,1994,비래동로31번길 21,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
132,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,98.7637,202603,10,"33,000",66,1,2018,동탄순환대로1길 99,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
133,서울특별시 용산구 청파동3가,132-10,132,10,백산빌라트B,월세,101.41,202603,9,"20,000",150,1,1993,백범로79길 91,202603~202803,신규,-,,,연립다세대,연립다세대,2026-03
134,서울특별시 송파구 삼전동,64-2,64,2,하림빌리지,월세,89.28,202603,9,"15,000",27,4,2003,백제고분로28길 19-12,202604~202804,신규,-,,,연립다세대,연립다세대,2026-03
135,제주특별자치도 서귀포시 강정동,177,177,0,대림한숲빌라,월세,95.64,202603,9,"1,000",100,2,1995,신서귀로97번길 87,202604~202704,신규,-,,,연립다세대,연립다세대,2026-03
136,서울특별시 종로구 누상동,166-132,166,132,우경하이츠빌라,전세,93.63,202603,8,"34,500",0,-1,1997,옥인6길 18,202604~202804,갱신,-,"31,500",0.0,연립다세대,연립다세대,2026-03
137,서울특별시 광진구 중곡동,693-7,693,7,(693-7),월세,94.13,202603,8,"37,000",20,3,2005,동일로76길 51-16,202606~202806,신규,-,,,연립다세대,연립다세대,2026-03
