NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
141,인천광역시 남동구 만수동,892-3,892,3,삼화빌라3차,월세,90.98,202602,3,"4,000",83,4,2002,구월말로100번길 22,202602~202802,신규,-,,,연립다세대,연립다세대,2026-02
142,서울특별시 서대문구 홍제동,167-26,167,26,삼우빌라,월세,97.52,202602,3,"5,000",64,2,1984,통일로37가길 35,202602~202802,신규,-,,,연립다세대,연립다세대,2026-02
143,서울특별시 관악구 신림동,10-584,10,584,(10-584),월세,91.05,202602,3,"1,000",53,3,2006,남부순환로194길 10,202602~202802,신규,-,,,연립다세대,연립다세대,2026-02
144,서울특별시 송파구 석촌동,237-5,237,5,(237-5),월세,97.01,202602,3,"4,000",60,4,2003,백제고분로34길 3-59,202602~202802,신규,-,,,연립다세대,연립다세대,2026-02
145,서울특별시 용산구 청파동3가,132-10,132,10,백산빌라트B,전세,101.41,202602,3,"41,580",0,2,1993,백범로79길 91,202603~202803,갱신,-,"39,600",0.0,연립다세대,연립다세대,2026-02
146,인천광역시 강화군 강화읍 갑곳리,387,387,0,보경빌라(B동),월세,93.9,202602,3,"1,500",45,3,1992,갑룡길74번길 5-1,202602~202802,신규,-,,,연립다세대,연립다세대,2026-02
147,서울특별시 서초구 방배동,858-24,858,24,다솔주택,전세,87.66,202602,3,"45,000",0,1,2002,방배중앙로15길 7-19,202603~202803,신규,-,,,연립다세대,연립다세대,2026-02
148,서울특별시 성동구 행당동,1-72,1,72,(1-72),월세,89.98,202602,2,"1,000",56,3,2004,마조로9길 8-3,202602~202802,신규,-,,,연립다세대,연립다세대,2026-02
149,서울특별시 성북구 정릉동,670-14,670,14,고려맨션,월세,99.3,202602,2,300,50,1,1982,정릉로15길 17,202602~202702,신규,-,,,연립다세대,연립다세대,2026-02
150,서울특별시 강남구 신사동,608-4,608,4,청실맨션1차(608-4),월세,91.74,202602,2,"10,000",200,1,1983,압구정로32길 31,202602~202802,신규,-,,,연립다세대,연립다세대,2026-02
151,경상남도 양산시 남부동,471-32,471,32,대청빌라,월세,86.36,202602,2,500,40,3,2002,옥곡6길 11,202603~202803,신규,-,,,연립다세대,연립다세대,2026-02
152,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,99.5746,202602,2,"2,000",125,2,2023,연명로 145,202602~202702,신규,-,,,연립다세대,연립다세대,2026-02
153,서울특별시 송파구 석촌동,212-8,212,8,(212-8),월세,91.26,202602,2,"35,000",37,4,2003,백제고분로34길 14-20,202604~202804,갱신,-,"35,000",30.0,연립다세대,연립다세대,2026-02
154,서울특별시 송파구 석촌동,16-2,16,2,세종월드하우스,전세,93.08,202602,2,"45,100",0,4,2000,백제고분로33길 4-11,202602~202802,갱신,사용,"45,400",0.0,연립다세대,연립다세대,2026-02
155,서울특별시 관악구 봉천동,480-131,480,131,대원현대빌라,전세,89.01,202602,1,"50,000",0,2,1985,은천로23길 23,202604~202804,신규,-,,,연립다세대,연립다세대,2026-02
