NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
26,부산광역시 해운대구 반여동,1***,8m미만,100.35,월세,202607,30,"2,000",15,1992.0,재반로196번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
27,부산광역시 남구 문현동,1**,8m미만,95.9,월세,202607,30,"3,300",15,1977.0,고동골로18번길,202607~202807,갱신,-,"5,500",0.0,단독다가구,단독다가구,2026-07
28,경기도 고양시 일산동구 산황동,7**,8m미만,98.72,전세,202607,30,"15,000",0,1998.0,고일로252번길,202607~202807,갱신,-,"12,500",0.0,단독다가구,단독다가구,2026-07
29,경기도 수원시 장안구 정자동,2*,8m미만,91.34,월세,202607,30,"17,500",3,2003.0,송정로,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
30,제주특별자치도 제주시 조천읍 와산리,1***,12m미만,95.56,전세,202607,30,"21,500",0,2024.0,미래로,202608~202808,갱신,-,"21,500",0.0,단독다가구,단독다가구,2026-07
31,제주특별자치도 서귀포시 성산읍 고성리,1***,8m미만,92.26,월세,202607,30,300,58,,일출로15번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
32,경기도 시흥시 장현동,6**,12m미만,100.0,월세,202607,30,"10,000",110,2024.0,시청전원마을길,202610~202810,신규,-,,,단독다가구,단독다가구,2026-07
33,제주특별자치도 제주시 애월읍 광령리,1***,8m미만,99.95,월세,202607,30,"1,000",158,2005.0,광령평화9길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
34,경기도 안산시 상록구 사동,1***,8m미만,90.99,전세,202607,30,"13,000",0,2007.0,석호로,202608~202808,갱신,-,"10,000",0.0,단독다가구,단독다가구,2026-07
35,경기도 용인시 처인구 모현읍 오산리,3*,8m미만,99.17,전세,202607,30,"18,000",0,2019.0,오산로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
36,경기도 양평군 지평면 지평리,3**,12m미만,93.48,월세,202607,30,500,40,2018.0,지평향교마을길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
37,경기도 이천시 갈산동,4**,8m미만,99.17,전세,202607,30,"7,500",0,1995.0,갈산로133번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
38,서울특별시 종로구 동숭동,1**,8m미만,95.0,전세,202607,30,"7,000",0,1995.0,낙산1길,202607~202807,갱신,-,"6,000",0.0,단독다가구,단독다가구,2026-07
39,서울특별시 송파구 방이동,1**,8m미만,99.73,전세,202607,30,"42,000",0,1997.0,백제고분로48길,202607~202805,갱신,사용,"40,000",0.0,단독다가구,단독다가구,2026-07
40,경기도 남양주시 와부읍 도곡리,5**,8m미만,98.25,전세,202607,30,"30,000",0,1989.0,궁촌로24번길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
41,서울특별시 영등포구 영등포동,6**,12m미만,98.95,전세,202607,30,"15,000",0,2002.0,영신로9길,202608~202808,갱신,-,"15,000",0.0,단독다가구,단독다가구,2026-07
42,경상남도 창원시 마산회원구 회원동,6*,12m미만,97.5,월세,202607,29,500,35,1978.0,회원동25길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
43,서울특별시 도봉구 방학동,6**,8m미만,95.64,전세,202607,29,"17,000",0,1996.0,도당로25길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
44,경기도 오산시 오산동,5**,8m미만,85.05,월세,202607,29,"1,000",74,1993.0,오산천로182번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
45,제주특별자치도 제주시 한경면 고산리,3***,12m미만,99.9,월세,202607,29,500,92,2017.0,용고로,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
46,경기도 부천시 오정구 작동,2*,12m미만,94.3,월세,202607,29,"5,000",70,1990.0,삼작로537번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
47,경기도 평택시 신장동,5**,12m미만,95.0,월세,202607,29,500,112,2015.0,남산로65번길,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
48,서울특별시 관악구 신림동,2**,8m미만,86.58,월세,202607,29,"4,000",90,2008.0,대학14길,202608~202808,갱신,-,"6,000",79.0,단독다가구,단독다가구,2026-07
49,전남광주통합특별시 여수시 봉계동,7**,8m미만,98.64,월세,202607,29,300,50,2002.0,봉계4길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
50,인천광역시 영종구 운북동,7**,8m미만,101.25,월세,202607,29,"3,000",100,2008.0,젓개로,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
51,전북특별자치도 완주군 이서면 상개리,4**,8m미만,99.95,월세,202607,29,"5,000",120,2014.0,개태길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
52,인천광역시 남동구 논현동,6**,12m미만,94.56,월세,202607,29,"5,000",90,2011.0,논현남로26번길,202608~202807,신규,-,,,단독다가구,단독다가구,2026-07
53,충청남도 서산시 읍내동,3**,8m미만,99.0,월세,202607,29,500,35,1990.0,양유정2길,202607~202808,신규,-,,,단독다가구,단독다가구,2026-07
54,서울특별시 용산구 갈월동,*,8m미만,87.09,월세,202607,29,"2,000",90,1982.0,한강대로102가길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
55,서울특별시 서초구 잠원동,3*,8m미만,96.57,월세,202607,29,"5,000",75,2000.0,강남대로93길,202609~202809,갱신,-,"5,000",70.0,단독다가구,단독다가구,2026-07
56,경기도 남양주시 별내동,1***,12m미만,99.49,월세,202607,29,"15,000",150,2021.0,식송1로,202610~202810,신규,-,,,단독다가구,단독다가구,2026-07
57,경기도 양평군 옥천면 옥천리,6**,8m미만,85.5,전세,202607,29,"15,000",0,1995.0,들꽃마을길57번길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
58,경기도 과천시 별양동,3*,8m미만,102.0,전세,202607,29,"60,000",0,1987.0,향촌4길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
59,부산광역시 남구 대연동,9**,8m미만,89.81,전세,202607,29,"11,000",0,1987.0,유엔로,202607~202807,갱신,-,"10,000",10.0,단독다가구,단독다가구,2026-07
60,대구광역시 남구 봉덕동,1***,25m미만,99.73,월세,202607,29,"1,000",45,1984.0,효성로,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
61,경기도 고양시 일산서구 구산동,1***,8m미만,91.26,전세,202607,29,"9,000",0,2000.0,곳산길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
62,대전광역시 유성구 신성동,1**,25m미만,90.0,월세,202607,29,"1,000",80,1996.0,신성로,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
63,제주특별자치도 제주시 애월읍 상가리,1***,8m미만,101.51,월세,202607,29,700,125,1997.0,상가로8길,202608~202712,신규,-,,,단독다가구,단독다가구,2026-07
64,전북특별자치도 익산시 영등동,3**,12m미만,87.08,월세,202607,29,"3,000",55,1979.0,동서로39길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
65,전남광주통합특별시 광양시 중동,1***,25m미만,90.0,월세,202607,29,"1,000",60,2003.0,사동로,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
66,충청북도 괴산군 문광면 송평리,4*,8m미만,97.44,전세,202607,28,"7,000",0,2022.0,괴산로송평1길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
67,부산광역시 해운대구 우동,3**,12m미만,97.87,월세,202607,28,0,25,1985.0,우동1로85번길,202609~202808,신규,-,,,단독다가구,단독다가구,2026-07
68,경기도 남양주시 다산동,6**,12m미만,87.77,전세,202607,28,"35,000",0,2012.0,가운로3길,202610~202810,신규,-,,,단독다가구,단독다가구,2026-07
69,전북특별자치도 순창군 순창읍 남계리,5**,12m미만,97.04,전세,202607,28,"1,500",0,2019.0,순창8길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
70,경상북도 경주시 성건동,7**,8m미만,94.8,월세,202607,28,100,50,1997.0,한빛길6번길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
71,충청북도 청주시 상당구 용암동,3***,12m미만,93.84,월세,202607,28,"1,000",95,2021.0,중고개로125번길,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
72,서울특별시 용산구 후암동,1**,8m미만,99.96,전세,202607,28,"15,000",0,2006.0,두텁바위로13길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
73,인천광역시 미추홀구 주안동,2**,8m미만,101.29,월세,202607,28,"3,000",90,2018.0,주안중로16번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
74,경기도 파주시 조리읍 봉일천리,1**,8m미만,98.55,전세,202607,28,"11,000",0,1980.0,순비골길,202608~202808,갱신,-,"10,000",0.0,단독다가구,단독다가구,2026-07
75,서울특별시 서초구 내곡동,4**,8m미만,99.75,월세,202607,28,"25,000",180,2017.0,홍씨마을길,202608~202808,갱신,-,"15,000",225.0,단독다가구,단독다가구,2026-07
76,제주특별자치도 제주시 애월읍 유수암리,2***,8m미만,99.83,월세,202607,28,"1,000",167,2016.0,광상로,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
77,충청남도 천안시 동남구 신방동,1***,12m미만,85.87,월세,202607,28,500,70,2016.0,통정6로,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
78,경기도 평택시 팽성읍 안정리,1**,8m미만,97.49,월세,202607,28,500,90,2005.0,안정로58번길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
79,서울특별시 강서구 공항동,1***,12m미만,87.72,월세,202607,28,"3,000",105,2002.0,방화대로6다길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
80,경기도 고양시 덕양구 도내동,1***,25m미만,91.61,월세,202607,28,"26,000",50,2014.0,도래울2로,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
81,충청북도 청주시 서원구 사창동,2**,12m미만,88.18,월세,202607,28,"4,000",25,2003.0,사직대로176번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
82,부산광역시 사상구 모라동,1***,12m미만,92.61,월세,202607,28,"2,000",50,1991.0,백양대로950번나길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
83,충청북도 청주시 흥덕구 가경동,1***,12m미만,99.18,월세,202607,28,"1,000",65,1993.0,가경로161번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
84,인천광역시 부평구 십정동,4**,8m미만,85.19,월세,202607,28,"1,000",50,1979.0,동암남로19번길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
85,전남광주통합특별시 장성군 삼서면 두월리,3**,8m미만,90.5,전세,202607,28,"1,000",0,1993.0,두월남계길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
86,전남광주통합특별시 서구 쌍촌동,1***,12m미만,100.7,월세,202607,28,"1,000",80,1994.0,운천로113번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
87,경상남도 김해시 무계동,3**,12m미만,99.98,월세,202607,28,"2,000",63,2022.0,장유로316번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
88,인천광역시 남동구 논현동,6**,12m미만,89.0,월세,202607,28,"1,000",130,2008.0,소래역서로2번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
89,경상남도 창원시 진해구 용원동,1***,12m미만,100.0,월세,202607,27,"2,000",47,2003.0,용재로29번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
90,충청북도 청주시 청원구 오창읍 양청리,7**,25m미만,99.0,월세,202607,27,"2,000",89,,양청1길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
91,서울특별시 마포구 대흥동,2*,8m미만,97.44,월세,202607,27,500,55,1994.0,고산16길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
92,대구광역시 달서구 신당동,1***,25m미만,95.12,월세,202607,27,500,47,1995.0,서당로,202608~202807,신규,-,,,단독다가구,단독다가구,2026-07
93,경상남도 양산시 동면 금산리,1***,12m미만,86.0,월세,202607,27,"3,000",70,2013.0,금오5길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
94,서울특별시 강서구 공항동,1***,12m미만,100.74,월세,202607,27,"15,000",30,2002.0,남부순환로11가길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
95,경기도 가평군 설악면 선촌리,2**,8m미만,95.0,월세,202607,27,400,45,2004.0,자잠로,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
96,서울특별시 마포구 상암동,1*,8m미만,86.0,월세,202607,27,"12,000",60,2004.0,매봉산로2안길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
97,부산광역시 북구 구포동,9**,12m미만,99.75,월세,202607,27,200,37,2010.0,백양대로1050번가길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
98,전남광주통합특별시 여수시 소호동,1***,12m미만,97.17,월세,202607,27,"4,000",35,2004.0,소호2길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
99,대구광역시 동구 방촌동,8**,12m미만,85.11,월세,202607,27,500,55,2003.0,방촌로15길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
100,경기도 양평군 양서면 부용리,4**,8m미만,98.46,월세,202607,27,"1,000",70,2018.0,월계골길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
101,서울특별시 동작구 상도동,2**,8m미만,90.0,월세,202607,27,"1,000",40,1991.0,성대로5길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
102,서울특별시 도봉구 방학동,6**,8m미만,94.7,월세,202607,27,500,28,1993.0,방학로2가길,202607~202807,갱신,-,"4,700",0.0,단독다가구,단독다가구,2026-07
103,제주특별자치도 제주시 조천읍 와산리,1***,8m미만,99.55,월세,202607,27,"2,000",183,2016.0,대흘10길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
104,경기도 부천시 원미구 중동,1***,25m미만,92.12,월세,202607,27,"1,000",90,1996.0,계남로,202607~202807,갱신,-,"2,000",80.0,단독다가구,단독다가구,2026-07
105,충청남도 천안시 서북구 신당동,2**,8m미만,89.0,전세,202607,27,"19,000",0,2024.0,공대길,202608~202812,신규,-,,,단독다가구,단독다가구,2026-07
106,제주특별자치도 제주시 애월읍 봉성리,1***,8m미만,91.8,월세,202607,27,"1,000",125,2021.0,녹근로,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
107,전남광주통합특별시 순천시 조례동,1***,12m미만,100.86,월세,202607,27,"1,500",75,2009.0,연동남1길,202609~202809,갱신,-,"1,500",70.0,단독다가구,단독다가구,2026-07
108,경기도 평택시 고덕동,2***,12m미만,97.87,월세,202607,27,"1,000",240,2023.0,고덕여염14길,202608~202707,신규,-,,,단독다가구,단독다가구,2026-07
109,충청북도 충주시 문화동,2***,8m미만,86.58,월세,202607,27,"1,000",80,2011.0,사직산11길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
110,경기도 화성시 만세구 남양읍 남양리,2***,12m미만,89.0,월세,202607,27,"1,000",85,2013.0,역골로49번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
111,경기도 부천시 원미구 중동,1***,12m미만,85.53,전세,202607,27,"25,500",0,1996.0,계남로242번길,202610~202810,갱신,-,"20,500",20.0,단독다가구,단독다가구,2026-07
112,경상남도 고성군 동해면 양촌리,1***,8m미만,96.72,월세,202607,26,20,25,2014.0,양촌1길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
113,서울특별시 용산구 동자동,1*,8m미만,99.95,월세,202607,26,500,60,1942.0,한강대로104마길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
114,서울특별시 강동구 길동,3**,8m미만,88.82,월세,202607,26,"3,000",126,1990.0,천중로48길,202608~202807,갱신,사용,"5,000",110.0,단독다가구,단독다가구,2026-07
115,대구광역시 달성군 논공읍 남리,1***,12m미만,88.56,월세,202607,26,500,40,1986.0,논공로7길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
116,전북특별자치도 장수군 장계면 장계리,2**,8m미만,92.54,전세,202607,26,"2,000",0,1988.0,서동2길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
117,경기도 용인시 수지구 성복동,5**,8m미만,88.51,월세,202607,26,"15,400",3,2015.0,성복1로291번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
118,제주특별자치도 제주시 조천읍 와흘리,2***,8m미만,87.0,월세,202607,26,0,70,2017.0,종인내길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
119,경기도 과천시 부림동,3*,8m미만,86.58,월세,202607,25,"50,000",40,1986.0,부림로,202610~202810,신규,-,,,단독다가구,단독다가구,2026-07
120,인천광역시 서해구 검암동,6**,12m미만,89.28,월세,202607,25,"2,000",80,2010.0,승학로506번길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
121,경상남도 양산시 명동,7**,12m미만,90.0,전세,202607,25,"8,000",0,2017.0,외홈2길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
122,전남광주통합특별시 영광군 영광읍 도동리,1**,12m미만,90.24,월세,202607,25,"1,000",50,,중앙로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
123,서울특별시 강북구 수유동,3**,8m미만,87.41,월세,202607,25,"5,000",100,1970.0,삼양로123길,202610~202810,신규,-,,,단독다가구,단독다가구,2026-07
124,충청북도 증평군 증평읍 초중리,5**,12m미만,94.05,전세,202607,25,"5,000",0,2012.0,초중10길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
125,경기도 평택시 서정동,7**,12m미만,89.1,월세,202607,25,500,60,2006.0,지장로47번길,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
126,인천광역시 제물포구 도원동,2*,8m미만,88.84,월세,202607,25,200,23,1984.0,도원로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
127,대구광역시 중구 남산동,2***,12m미만,92.82,월세,202607,25,"8,000",8,2001.0,남산로4길,202607~202705,갱신,사용,"8,000",10.0,단독다가구,단독다가구,2026-07
128,울산광역시 남구 무거동,2**,25m미만,94.26,전세,202607,25,"11,000",0,2004.0,북부순환도로13번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
129,경상북도 구미시 인의동,6**,25m미만,92.4,월세,202607,25,700,65,2008.0,인동15길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
130,서울특별시 도봉구 창동,5**,12m미만,93.17,월세,202607,25,"15,000",38,2003.0,우이천로4라길,202609~202809,갱신,-,"15,000",35.0,단독다가구,단독다가구,2026-07
131,경기도 안양시 동안구 관양동,1***,25m미만,99.63,월세,202607,25,"35,000",28,2013.0,동편로49번길,202607~202807,갱신,사용,"35,000",20.0,단독다가구,단독다가구,2026-07
132,대구광역시 달성군 구지면 응암리,1***,12m미만,98.82,월세,202607,25,500,45,2012.0,과학마을로5길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
133,대전광역시 유성구 죽동,6**,25m미만,98.9,월세,202607,25,"10,000",50,2011.0,은구비로,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
134,서울특별시 종로구 창신동,5**,8m미만,98.08,전세,202607,25,"23,000",0,1991.0,창신8길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
135,서울특별시 노원구 상계동,1***,8m미만,88.07,전세,202607,25,"24,000",0,2002.0,동일로241나길,202607~202807,갱신,-,"23,000",0.0,단독다가구,단독다가구,2026-07
136,대전광역시 대덕구 오정동,2**,8m미만,87.71,월세,202607,25,"1,000",40,1991.0,한밭대로988번길,202609~202808,신규,-,,,단독다가구,단독다가구,2026-07
137,경기도 평택시 고덕동,2***,12m미만,96.67,월세,202607,25,500,180,2022.0,고덕여염12길,202607~202702,신규,-,,,단독다가구,단독다가구,2026-07
138,경기도 과천시 과천동,5**,25m이상,90.0,월세,202607,25,"10,000",140,2001.0,중앙로,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
139,경상북도 성주군 성주읍 백전리,6**,8m미만,92.0,월세,202607,24,"4,000",60,2015.0,성주순환로1길,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
140,경기도 여주시 점동면 청안리,1**,8m미만,99.0,전세,202607,24,"3,000",0,,청안리길,202607~202807,갱신,-,"3,000",0.0,단독다가구,단독다가구,2026-07
141,전북특별자치도 군산시 소룡동,1***,8m미만,97.83,월세,202607,24,500,40,1982.0,설림안3길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
142,대구광역시 동구 각산동,1***,12m미만,100.0,월세,202607,24,"2,000",80,2015.0,이노밸리로46길,202609~202709,신규,-,,,단독다가구,단독다가구,2026-07
143,대구광역시 동구 각산동,1***,12m미만,100.0,월세,202607,24,"2,000",80,2015.0,이노밸리로46길,202609~202709,신규,-,,,단독다가구,단독다가구,2026-07
144,충청남도 아산시 온천동,2***,25m미만,100.78,월세,202607,24,"1,000",70,,용화로,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
145,인천광역시 남동구 구월동,1***,12m미만,100.68,월세,202607,24,"2,000",70,1990.0,구월말로27번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
146,서울특별시 강남구 대치동,8**,12m미만,92.0,전세,202607,24,"58,000",0,2004.0,선릉로76길,202607~202807,갱신,-,"55,000",0.0,단독다가구,단독다가구,2026-07
147,대구광역시 수성구 지산동,4**,8m미만,99.12,월세,202607,24,"3,000",100,2017.0,지범로27길,202608~202706,신규,-,,,단독다가구,단독다가구,2026-07
148,서울특별시 종로구 가회동,3*,8m미만,91.9,월세,202607,24,"10,000",150,1996.0,북촌로11나길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
149,서울특별시 성북구 정릉동,3**,8m미만,100.33,전세,202607,24,"25,000",0,1974.0,정릉로21길,202609~202809,신규,-,,,단독다가구,단독다가구,2026-07
150,대구광역시 동구 율하동,9**,12m미만,88.8,전세,202607,24,"14,000",0,2018.0,율하동로21길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
151,경기도 광주시 송정동,6**,12m미만,96.53,월세,202607,24,"5,000",100,2023.0,송정6길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
152,경기도 구리시 아천동,3**,12m미만,99.18,전세,202607,24,"47,000",0,1996.0,아치울길,202608~202808,갱신,사용,"45,000",0.0,단독다가구,단독다가구,2026-07
153,충청북도 청주시 흥덕구 복대동,9**,8m미만,92.56,월세,202607,24,"1,000",45,2006.0,충대로14번길,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
154,전북특별자치도 군산시 소룡동,1***,8m미만,97.83,월세,202607,24,500,40,1982.0,설림안3길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-07
155,경기도 부천시 원미구 심곡동,4**,12m미만,95.85,전세,202607,23,"12,000",0,1996.0,부일로432번길,202608~202808,신규,-,,,단독다가구,단독다가구,2026-07
156,경기도 용인시 처인구 원삼면 좌항리,3*,8m미만,97.98,월세,202607,23,"10,000",100,1994.0,좌찬로86번길,202608~202802,신규,-,,,단독다가구,단독다가구,2026-07
157,경기도 김포시 양촌읍 석모리,9**,8m미만,98.23,월세,202607,23,0,60,2025.0,석모로5번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-07
158,제주특별자치도 제주시 도남동,8*,12m미만,99.34,월세,202607,23,"1,000",83,2012.0,신성로8길,202608~202708,신규,-,,,단독다가구,단독다가구,2026-07
