NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
140,서울특별시 성동구 금호동4가,1457,1457,0,부영,전세,89.67,202604,10,"18,000",0,6,2004,장터2길 4,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
141,경기도 안산시 상록구 사동,1204-2,1204,2,녹색공간,월세,96.28,202604,10,100,37,4,2002,석호공원로 75-13,202604~202704,신규,-,,,연립다세대,연립다세대,2026-04
142,부산광역시 수영구 광안동,105-5,105,5,예닮빌라,전세,97.32,202604,10,"20,000",0,1,2002,수영로646번길 64,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
143,서울특별시 송파구 송파동,88-9,88,9,(88-9),월세,87.06,202604,10,"1,000",55,3,2017,백제고분로42길 18-30,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
144,경기도 구리시 교문동,765,765,0,대명,월세,94.27,202604,10,"32,000",32,4,1993,이문안로 25,202604~202804,갱신,사용,"32,000",25.0,연립다세대,연립다세대,2026-04
145,서울특별시 광진구 구의동,35-50,35,50,대농주택(가동),전세,85.59,202604,10,"23,000",0,1,1982,자양로44다길 23,202604~202804,갱신,-,"18,000",0.0,연립다세대,연립다세대,2026-04
146,대구광역시 수성구 신매동,131-1,131,1,우일,전세,89.46,202604,10,"13,000",0,3,1997,달구벌대로650길 41-2,202605~202805,갱신,사용,"13,000",0.0,연립다세대,연립다세대,2026-04
147,서울특별시 송파구 마천동,5-15,5,15,이화빌리지(가동),전세,89.19,202604,10,"20,000",0,3,1991,성내천로 179-2,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
148,서울특별시 강동구 천호동,397-419,397,419,유천천호빌라,전세,92.2,202604,10,"24,000",0,1,1986,구천면로 244-10,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
149,서울특별시 송파구 석촌동,269-1,269,1,(269-1),전세,92.59,202604,10,"43,000",0,4,2001,가락로11길 12-8,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
150,서울특별시 동대문구 전농동,221-6,221,6,(221-6),전세,95.35,202604,10,"27,300",0,5,1991,전농로23길 76,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
151,서울특별시 마포구 상수동,353-3,353,3,예인아트빌,전세,87.93,202604,10,"35,700",0,4,2009,토정로 127-7,202604~202804,갱신,사용,"34,000",0.0,연립다세대,연립다세대,2026-04
152,서울특별시 마포구 성산동,40-8,40,8,노블레스빌,월세,85.86,202604,9,"3,000",42,3,2002,성미산로 65-5,202604~202704,신규,-,,,연립다세대,연립다세대,2026-04
153,서울특별시 서대문구 연희동,170-135,170,135,(170-135),전세,87.58,202604,9,"23,000",0,3,2003,홍제천로 170-9,202604~202804,갱신,사용,"23,000",0.0,연립다세대,연립다세대,2026-04
154,서울특별시 마포구 상수동,353-3,353,3,예인아트빌,전세,85.09,202604,9,"40,000",0,3,2009,토정로 127-7,202604~202804,갱신,사용,"39,000",0.0,연립다세대,연립다세대,2026-04
155,서울특별시 마포구 상수동,353-3,353,3,예인아트빌,전세,87.93,202604,9,"35,700",0,4,2009,토정로 127-7,202604~202804,갱신,사용,"34,000",0.0,연립다세대,연립다세대,2026-04
156,서울특별시 성동구 행당동,19-70,19,70,(19-70),월세,86.1,202604,8,500,65,3,2004,마조로3나길 18,202604~202802,신규,-,,,연립다세대,연립다세대,2026-04
157,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202604,8,"32,000",67,1,2018,동탄순환대로1길 64,202606~202806,갱신,-,"32,000",62.0,연립다세대,연립다세대,2026-04
158,서울특별시 은평구 불광동,74-2,74,2,대원빌라,월세,91.81,202604,8,"10,000",65,3,1983,연서로43길 9-16,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
159,서울특별시 은평구 불광동,74-2,74,2,대원빌라,월세,91.81,202604,8,"10,000",65,3,1983,연서로43길 9-16,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
160,서울특별시 은평구 불광동,74-2,74,2,대원빌라,월세,91.81,202604,8,"10,000",65,3,1983,연서로43길 9-16,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
161,서울특별시 은평구 구산동,211-13,211,13,구산맨션,월세,97.29,202604,8,"24,000",36,4,1993,갈현로 163,202605~202805,갱신,사용,"24,000",30.0,연립다세대,연립다세대,2026-04
162,서울특별시 송파구 문정동,35-10,35,10,레제스빌,전세,93.55,202604,8,"47,250",0,5,2002,동남로6길 35-15,202605~202805,갱신,-,"45,000",0.0,연립다세대,연립다세대,2026-04
163,제주특별자치도 서귀포시 중문동,1519,1519,0,백구주택(백구빌라),전세,90.48,202604,8,"8,000",0,4,1995,중문로41번길 9,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
164,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.3282,202604,7,"26,000",53,3,2018,동탄순환대로1길 64,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
165,대구광역시 수성구 지산동,580-1,580,1,우일하이츠,전세,91.2,202604,7,"10,000",0,3,1997,지산로14길 37,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
166,강원특별자치도 춘천시 동내면 신촌리,45-70,45,70,위드빌,전세,93.81,202604,7,"16,000",0,3,2015,금촌로 84-44,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
167,대전광역시 유성구 도룡동,380-51,380,51,도룡빌라,월세,90.45,202604,7,"10,000",80,1,1992,대덕대로649번길 26,202606~202901,신규,-,,,연립다세대,연립다세대,2026-04
168,경기도 파주시 와동동,1411,1411,0,해솔마을8단지운정아이파크더테라스,월세,101.679,202604,7,"5,000",195,4,2022,가온로 200,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
169,서울특별시 구로구 온수동,45-32,45,32,성원빌라,전세,91.52,202604,7,"12,000",0,1,1985,경인로 15-7,202604~202804,갱신,-,"11,500",0.0,연립다세대,연립다세대,2026-04
170,서울특별시 종로구 명륜1가,5-11,5,11,세레노,전세,101.15,202604,6,"35,000",0,5,2001,성균관로 83,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
171,인천광역시 부평구 산곡동,311-5,311,5,함백빌라,월세,96.33,202604,6,"4,800",10,4,1994,마장로168번길 20-5,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
172,서울특별시 서대문구 창천동,62-55,62,55,골든빌라,전세,92.4,202604,6,"14,000",0,3,1985,연세로5나길 53,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
173,경기도 성남시 수정구 태평동,4344-2,4344,2,부광맨션,전세,88.33,202604,6,"28,000",0,4,1996,남문로31번길 18,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
174,서울특별시 송파구 삼전동,122,122,0,삼전레이크빌라트(122-0),전세,97.64,202604,6,"43,000",0,5,1997,백제고분로31길 16-4,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
175,서울특별시 송파구 방이동,100-7,100,7,석촌빌라,월세,98.82,202604,5,"20,000",125,1,1992,위례성대로2길 56,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
176,서울특별시 송파구 방이동,100-7,100,7,석촌빌라,월세,98.82,202604,5,"20,000",125,1,1992,위례성대로2길 56,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
177,서울특별시 은평구 구산동,16-53,16,53,연희8차빌라,월세,90.47,202604,5,"3,000",52,3,1984,갈현로 130,202605~202705,신규,-,,,연립다세대,연립다세대,2026-04
178,서울특별시 강남구 논현동,103-10,103,10,103-10,월세,85.71,202604,5,"6,000",154,1,2018,도산대로54길 48-10,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
179,경기도 부천시 오정구 작동,72-6,72,6,가현하이빌,월세,89.21,202604,4,"3,000",80,4,2011,삼작로396번길 117-1,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
180,경기도 부천시 원미구 약대동,75-1,75,1,건영빌라,전세,94.11,202604,4,"16,200",0,2,2003,약대로 42,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
181,서울특별시 송파구 잠실동,330-10,330,10,(330-10),전세,88.16,202604,4,"50,000",0,5,2004,백제고분로18길 23-13,202604~202804,갱신,-,"49,000",0.0,연립다세대,연립다세대,2026-04
182,서울특별시 금천구 독산동,904-24,904,24,월드아트빌3차,전세,94.38,202604,4,"23,500",0,5,2002,남부순환로130길 62-1,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
183,서울특별시 금천구 독산동,904-24,904,24,월드아트빌3차,전세,94.38,202604,4,"23,500",0,5,2002,남부순환로130길 62-1,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
184,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,99.0914,202604,4,"1,000",133,2,2023,연명로 145,202604~202704,신규,-,,,연립다세대,연립다세대,2026-04
185,서울특별시 송파구 거여동,258-98,258,98,(258-98),월세,98.39,202604,4,"33,000",20,2,2004,오금로64라길 10,202606~202806,갱신,-,"33,000",20.0,연립다세대,연립다세대,2026-04
186,서울특별시 강남구 신사동,608-4,608,4,청실맨션1차(608-4),전세,89.84,202604,4,"72,000",0,3,1983,압구정로32길 31,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
187,서울특별시 송파구 방이동,162,162,0,왕천시티빌딩,전세,91.53,202604,4,"46,100",0,4,2002,가락로42길 14,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
188,서울특별시 강동구 성내동,434-24,434,24,(434-24),월세,97.08,202604,4,500,30,3,2006,성내로17길 8,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
189,서울특별시 성북구 성북동,145-90,145,90,두원빌라11차,전세,88.72,202604,4,"34,000",0,3,2002,성북로14길 68,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
190,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,98.7637,202604,3,"33,000",70,1,2018,동탄순환대로1길 99,202606~202806,갱신,-,"33,000",65.0,연립다세대,연립다세대,2026-04
191,경상남도 창원시 성산구 성주동,157,157,0,효성해링턴코트,전세,100.41,202604,3,"38,000",0,3,2013,삼정자로 78,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
192,충청남도 논산시 연무읍 안심리,77-44,77,44,중부빌라(1동),월세,87.81,202604,3,"1,000",40,1,1992,연무로166번길 74-4,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
193,서울특별시 강북구 우이동,180-41,180,41,대창그린빌,전세,92.21,202604,3,"23,000",0,2,2003,삼양로173다길 4,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
194,서울특별시 송파구 방이동,100-3,100,3,(100-3),전세,88.46,202604,3,"50,000",0,4,2002,위례성대로2길 64,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
195,서울특별시 도봉구 쌍문동,531-18,531,18,백운빌라맨션(나동),전세,90.63,202604,2,"20,000",0,3,1983,해등로36길 26,202604~202804,갱신,-,"15,000",0.0,연립다세대,연립다세대,2026-04
196,경기도 성남시 분당구 구미동,111,111,0,하얀그랜드(삼부),월세,99.75,202604,1,"25,000",120,1,1995,미금로 114,202604~202704,갱신,-,"25,000",100.0,연립다세대,연립다세대,2026-04
197,서울특별시 은평구 불광동,382-25,382,25,성모빌라,전세,93.57,202604,1,"15,900",0,4,2008,통일로88길 24,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
198,서울특별시 종로구 신영동,10-7,10,7,목화빌,전세,99.41,202604,1,"39,000",0,2,2002,진흥로 497-3,202604~202803,갱신,-,"36,000",0.0,연립다세대,연립다세대,2026-04
199,서울특별시 동작구 흑석동,204-9,204,9,중앙하이츠B동,월세,89.27,202604,1,"2,000",53,3,1993,흑석로3길 23,202604~202702,신규,-,,,연립다세대,연립다세대,2026-04
200,서울특별시 송파구 잠실동,295-7,295,7,(295-7),월세,85.98,202604,1,"10,000",50,4,2004,백제고분로12길 8-18,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
