NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
18,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202604,29,"29,000",60,3,2018,동탄순환대로1길 64,202606~202806,갱신,-,"29,000",55.0,연립다세대,연립다세대,2026-04
19,서울특별시 양천구 목동,781-15,781,15,청원쉐르빌1동,전세,86.74,202604,29,"65,000",0,4,2003,목동중앙서로7길 49,202604~203004,신규,-,,,연립다세대,연립다세대,2026-04
20,제주특별자치도 서귀포시 대정읍 보성리,2549,2549,0,보성리라임힐,월세,97.8153,202604,28,"4,000",233,3,2019,영어도시로 77-6,202607~202707,갱신,-,"4,000",267.0,연립다세대,연립다세대,2026-04
21,제주특별자치도 제주시 한경면 저지리,2877,2877,0,곶자왈아이파크,월세,96.2924,202604,28,"1,000",150,-1,2020,녹차분재로 609,202606~202706,신규,-,,,연립다세대,연립다세대,2026-04
22,서울특별시 서대문구 연희동,46-2,46,2,장성빌,월세,87.58,202604,28,"32,000",70,5,2004,연희로14길 32,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
23,서울특별시 용산구 서계동,240-22,240,22,(240-22),월세,100.43,202604,28,"5,000",65,3,2001,만리재로26가길 7,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
24,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202604,28,"32,000",68,1,2018,동탄순환대로1길 64,202606~202806,갱신,-,"32,000",62.0,연립다세대,연립다세대,2026-04
25,서울특별시 중랑구 중화동,140-1,140,1,신흥,전세,92.1,202604,28,"9,000",0,3,1982,봉화산로24길 9-3,202604~202804,갱신,-,"9,000",0.0,연립다세대,연립다세대,2026-04
26,경기도 포천시 선단동,642,642,0,동아주택,월세,96.48,202604,27,"1,000",42,4,1992,삼육사로2158번길 9-1,202605~202702,신규,-,,,연립다세대,연립다세대,2026-04
27,서울특별시 송파구 삼전동,93-11,93,11,(93-11),월세,90.28,202604,27,"10,000",180,4,2003,백제고분로27길 23-14,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
28,경기도 고양시 일산동구 사리현동,186-11,186,11,쉬느빌A동-G동,월세,89.84,202604,27,"3,000",50,2,2015,성현로659번길 148-29,202606~202805,신규,-,,,연립다세대,연립다세대,2026-04
29,경기도 시흥시 신천동,872-7,872,7,"롯데그린맨션1,2동",월세,96.29,202604,27,"2,000",75,4,1996,두문로 32,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
30,서울특별시 관악구 봉천동,1626-7,1626,7,(1626-7),월세,96.31,202604,27,500,30,1,1977,관악로14나길 7-9,202604~202704,신규,-,,,연립다세대,연립다세대,2026-04
31,서울특별시 송파구 잠실동,216-16,216,16,(216-16),전세,99.63,202604,27,"11,000",0,4,2012,백제고분로13길 12,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
32,서울특별시 용산구 청파동1가,200-12,200,12,(200-12),월세,94.75,202604,26,500,50,1,1979,효창원로94가길 24-6,202606~202806,갱신,-,500,50.0,연립다세대,연립다세대,2026-04
33,경기도 가평군 청평면 상천리,115-12,115,12,수양빌라,월세,92.37,202604,26,500,25,2,2007,상천고갯길 172-48,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
34,경기도 과천시 문원동,115-419,115,419,나인캐슬,월세,88.73,202604,25,"25,000",75,1,2003,문원청계8길 58,202607~202812,신규,-,,,연립다세대,연립다세대,2026-04
35,전남광주통합특별시 서구 화정동,368-21,368,21,주택,월세,92.54,202604,25,300,20,1,1980,화정로161번길 18-5,202604~202704,신규,-,,,연립다세대,연립다세대,2026-04
36,경기도 구리시 교문동,765,765,0,대명,전세,94.27,202604,25,"50,000",0,2,1993,이문안로 25,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
37,강원특별자치도 동해시 천곡동,970-4,970,4,천호원룸,월세,87.41,202604,25,700,55,4,2004,감추1길 34,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
38,경기도 시흥시 정왕동,2771-14,2771,14,(2771-14),월세,85.93,202604,25,"2,500",126,4,2021,시화호수전원2길 22-44,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
39,경기도 과천시 문원동,115-419,115,419,나인캐슬,월세,88.73,202604,25,"25,000",75,1,2003,문원청계8길 58,202607~202812,신규,-,,,연립다세대,연립다세대,2026-04
40,경기도 구리시 교문동,765,765,0,대명,전세,94.27,202604,25,"50,000",0,2,1993,이문안로 25,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
41,부산광역시 연제구 거제동,747-39,747,39,벽송빌라,전세,96.62,202604,25,"15,000",0,4,1998,거제천로23번길 7,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
42,부산광역시 해운대구 우동,1072-16,1072,16,노아센텀빌,전세,93.9,202604,25,"17,000",0,2,2005,해운대로469번길 150,202604~202804,갱신,-,"15,000",0.0,연립다세대,연립다세대,2026-04
43,경기도 고양시 덕양구 고양동,388-7,388,7,"고양빌라A,B동",월세,92.1,202604,25,400,40,3,2006,읍내로 87-38,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
44,경기도 평택시 용이동,748-4,748,4,(748-4),월세,98.93,202604,25,"9,000",57,4,2024,신흥1로2길 13,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
45,서울특별시 서대문구 홍제동,167-26,167,26,삼우빌라,전세,97.52,202604,25,"20,837",0,1,1984,통일로37가길 35,202604~202804,갱신,-,"19,845",0.0,연립다세대,연립다세대,2026-04
46,경기도 평택시 용이동,748-4,748,4,(748-4),월세,98.93,202604,25,"9,000",57,4,2024,신흥1로2길 13,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
47,경기도 과천시 문원동,15-50,15,50,힐탑빌,전세,95.13,202604,25,"21,000",0,-1,2010,공원마을6길 33,202605~202805,갱신,사용,"25,000",0.0,연립다세대,연립다세대,2026-04
48,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202604,24,"30,000",62,1,2018,동탄순환대로1길 64,202606~202806,갱신,-,"30,000",51.0,연립다세대,연립다세대,2026-04
49,제주특별자치도 제주시 노형동,71-2,71,2,삼화원룸,월세,101.515,202604,24,500,72,4,2003,1100로 3214,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
50,서울특별시 강북구 미아동,791-1747,791,1747,한솔주택,월세,86.4,202604,24,"4,500",95,2,1992,솔매로 1-8,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
51,서울특별시 용산구 이태원동,223-21,223,21,(223-21),월세,98.34,202604,24,0,255,2,2003,회나무로12나길 2,202607~202707,갱신,-,0,255.0,연립다세대,연립다세대,2026-04
52,제주특별자치도 서귀포시 안덕면 사계리,1516,1516,0,산방산코아루아이비타운,전세,99.7397,202604,24,"25,000",0,1,2019,사계북로 137,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
53,서울특별시 강남구 대치동,917-31,917,31,다솜빌,전세,93.28,202604,24,"69,000",0,3,2003,역삼로70길 19-14,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
54,경기도 안산시 상록구 부곡동,544-9,544,9,정은타운,월세,87.32,202604,24,"3,000",130,4,2024,부곡로4길 27-1,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
55,서울특별시 구로구 개봉동,170-45,170,45,개봉그린맨션(170-45),전세,100.32,202604,24,"29,000",0,2,1995,경인로38길 25,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
56,서울특별시 구로구 개봉동,170-45,170,45,개봉그린맨션(170-45),전세,100.32,202604,24,"19,000",0,2,1995,경인로38길 25,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
57,서울특별시 구로구 개봉동,170-45,170,45,개봉그린맨션(170-45),전세,100.32,202604,24,"10,000",0,2,1995,경인로38길 25,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
58,서울특별시 중랑구 면목동,181-135,181,135,금성빌라,월세,100.71,202604,24,"3,000",80,4,2001,동일로101길 36,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
59,경기도 안산시 상록구 일동,659-12,659,12,(659-12),월세,92.61,202604,24,"7,000",60,4,2012,매화로 45,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
60,서울특별시 광진구 구의동,245-2,245,2,선보맨션,월세,91.93,202604,24,"1,000",50,-1,1997,아차산로 440-3,202604~202804,갱신,-,"1,000",50.0,연립다세대,연립다세대,2026-04
61,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202604,23,"32,000",69,3,2018,동탄순환대로1길 64,-,-,-,,,연립다세대,연립다세대,2026-04
62,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202604,23,"31,000",66,3,2018,동탄순환대로1길 64,202606~202806,갱신,-,"31,000",61.0,연립다세대,연립다세대,2026-04
63,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202604,23,"29,000",60,3,2018,동탄순환대로1길 64,202606~202806,갱신,-,"29,000",55.0,연립다세대,연립다세대,2026-04
64,서울특별시 노원구 공릉동,208-26,208,26,현대가든빌라가동,월세,93.85,202604,23,"8,000",100,1,1986,공릉로48길 9,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
65,경기도 안산시 상록구 일동,666-13,666,13,(666-13),월세,100.72,202604,23,"4,000",100,4,2002,매화로3길 45-1,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
66,제주특별자치도 서귀포시 대정읍 보성리,2549,2549,0,보성리라임힐,월세,97.8153,202604,23,"3,000",292,4,2019,영어도시로 77-6,202606~202706,갱신,-,"3,000",300.0,연립다세대,연립다세대,2026-04
67,전남광주통합특별시 북구 두암동,383-1,383,1,(383-1),월세,97.68,202604,22,500,58,2,1985,참판로 140,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
68,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,97.7313,202604,22,"29,000",60,3,2018,동탄순환대로1길 64,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
69,대전광역시 중구 중촌동,12-2,12,2,중도쇼핑,월세,91.46,202604,22,"1,000",40,4,1989,목중로26번길 45,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
70,경기도 구리시 수택동,454,454,0,삼화454,월세,95.39,202604,22,"5,000",70,1,1984,검배로60번길 75,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
71,경기도 광주시 역동,139-60,139,60,승현빌라,월세,95.44,202604,22,"16,200",20,3,1999,역동로81번길 7,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
72,경기도 고양시 일산동구 풍동,1127-89,1127,89,씨티뷰101동,월세,90.67,202604,22,"2,000",110,-1,2017,애니골길 15-30,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
73,경기도 남양주시 진접읍 장현리,415-21,415,21,삼우주택,전세,90.68,202604,22,"2,000",0,3,2016,장현천로 107-1,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
74,경기도 구리시 교문동,765,765,0,대명,전세,94.27,202604,22,"40,000",0,4,1993,이문안로 25,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
75,서울특별시 송파구 석촌동,22-9,22,9,(22-9),전세,100.54,202604,22,"60,000",0,4,2006,백제고분로36나길 29,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
76,서울특별시 중랑구 면목동,178-51,178,51,대성맨션(다동),전세,91.3,202604,22,"25,000",0,2,1984,동일로101길 33,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
77,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,98.7637,202604,21,"30,000",62,1,2018,동탄순환대로1길 99,202607~202806,갱신,-,"30,000",57.0,연립다세대,연립다세대,2026-04
78,서울특별시 강남구 삼성동,29,29,0,(29),월세,101.08,202604,21,"5,000",300,4,2007,선릉로120길 34,202605~202705,신규,-,,,연립다세대,연립다세대,2026-04
79,서울특별시 용산구 후암동,244-79,244,79,하남리치빌,월세,92.93,202604,21,"3,000",139,3,1997,후암로28길 38,202604~202804,갱신,-,"3,000",132.0,연립다세대,연립다세대,2026-04
80,전북특별자치도 군산시 나운동,741-12,741,12,해양빌라,월세,96.3,202604,21,"8,000",14,2,1992,상나운로 116,202605~202804,신규,-,,,연립다세대,연립다세대,2026-04
81,경기도 과천시 과천동,149-1,149,1,(149-1),월세,87.25,202604,21,"35,000",6,4,2007,광창로 57,202605~202805,갱신,-,"35,000",0.0,연립다세대,연립다세대,2026-04
82,서울특별시 송파구 석촌동,245-31,245,31,스카이힐,전세,92.81,202604,21,"53,000",0,4,2003,가락로5길 23-14,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
83,서울특별시 강남구 삼성동,25-14,25,14,연우빌라,월세,97.33,202604,21,"10,000",420,4,2001,삼성로115길 30-9,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
84,서울특별시 송파구 석촌동,288-21,288,21,COZYOOM,전세,87.33,202604,21,"34,900",0,3,2004,백제고분로40길 13-19,202605~202805,갱신,-,"33,400",0.0,연립다세대,연립다세대,2026-04
85,서울특별시 강남구 삼성동,84-2,84,2,삼성villige,전세,86.99,202604,21,"55,000",0,1,1989,영동대로122길 45,202604~202611,신규,-,,,연립다세대,연립다세대,2026-04
86,서울특별시 강남구 논현동,107-41,107,41,강남하이츠,월세,93.2,202604,20,"30,000",180,3,2000,언주로140길 24,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
87,서울특별시 강남구 논현동,107-41,107,41,강남하이츠,월세,93.2,202604,20,"30,000",180,3,2000,언주로140길 24,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
88,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,100.6847,202604,20,"32,000",69,2,2018,동탄순환대로1길 64,202606~202806,갱신,-,"32,000",63.0,연립다세대,연립다세대,2026-04
89,부산광역시 연제구 거제동,603-21,603,21,선우,월세,100.53,202604,20,"2,000",60,1,1979,거제시장로21번길 6,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
90,서울특별시 강남구 세곡동,541,541,0,강남효성해링턴코트,월세,92.9619,202604,20,"90,000",72,3,2016,자곡로 36,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
91,제주특별자치도 제주시 한림읍 대림리,1923,1923,0,(1923-0),월세,87.8301,202604,20,"1,000",100,4,2019,한림상로 261,202604~202610,신규,-,,,연립다세대,연립다세대,2026-04
92,부산광역시 해운대구 반여동,975,975,0,호성하이츠A동,전세,89.92,202604,20,"11,000",0,1,1997,반여로155번다길 52-28,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
93,경기도 고양시 일산서구 일산동,637-13,637,13,명훈빌라,월세,88.95,202604,20,"6,000",45,3,1996,고양대로685번길 19,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
94,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,97.7313,202604,20,"31,500",68,4,2018,동탄순환대로1길 64,202606~202806,갱신,-,"31,500",62.0,연립다세대,연립다세대,2026-04
95,서울특별시 송파구 잠실동,223-13,223,13,(223-13),월세,94.9,202604,19,"30,000",37,5,2001,백제고분로11길 8-14,202606~202806,갱신,-,"30,000",30.0,연립다세대,연립다세대,2026-04
96,서울특별시 서초구 방배동,766-14,766,14,대신주택,전세,93.76,202604,18,"72,000",0,2,2003,동광로1길 64,202605~202805,갱신,사용,"72,000",0.0,연립다세대,연립다세대,2026-04
97,서울특별시 송파구 오금동,47-9,47,9,(47-9),월세,95.22,202604,18,"1,000",50,3,2016,중대로27길 6,202605~202804,신규,-,,,연립다세대,연립다세대,2026-04
98,서울특별시 서초구 방배동,920-16,920,16,(920-16),전세,85.78,202604,18,"50,000",0,1,1992,효령로23길 54-8,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
99,서울특별시 마포구 성산동,274-30,274,30,혜성파크빌,전세,95.76,202604,18,"40,000",0,5,2002,성미산로1길 104,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
100,서울특별시 광진구 구의동,241-64,241,64,(241-64),월세,99.12,202604,18,"20,000",46,3,2003,자양로22길 73-7,202605~202805,갱신,-,"20,000",40.0,연립다세대,연립다세대,2026-04
101,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202604,17,"29,000",56,3,2018,동탄순환대로1길 64,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
102,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,98.7637,202604,17,"30,000",62,1,2018,동탄순환대로1길 99,202606~202806,갱신,-,"30,000",57.0,연립다세대,연립다세대,2026-04
103,서울특별시 종로구 신영동,188,188,0,진안빌라,월세,93.57,202604,17,"5,000",120,3,1990,세검정로 259,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
104,서울특별시 마포구 서교동,375-14,375,14,(375-14),월세,98.33,202604,17,"1,000",140,1,1979,동교로22길 33,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
105,충청남도 천안시 동남구 구성동,293-79,293,79,동방주택(나),월세,98.31,202604,16,"1,000",50,2,1987,충절로 295-19,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
106,경기도 광주시 태전동,245-75,245,75,라데팡스2차(201동),월세,87.36,202604,16,"5,000",50,-1,2012,태봉로42번길 47-1,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
107,서울특별시 광진구 광장동,247-13,247,13,워커힐빌라(247-13),월세,92.31,202604,16,"10,000",100,4,1992,아차산로75길 41,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
108,제주특별자치도 제주시 연동,313-56,313,56,춘강빌라,월세,86.45,202604,16,"1,500",125,3,2005,문송2길 19,202604~202704,신규,-,,,연립다세대,연립다세대,2026-04
109,서울특별시 광진구 광장동,247-13,247,13,워커힐빌라(247-13),월세,92.31,202604,16,"10,000",100,4,1992,아차산로75길 41,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
110,서울특별시 서초구 서초동,1495-3,1495,3,라포레서리풀,월세,94.37,202604,16,"1,000",50,4,2017,명달로17길 28,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
111,서울특별시 강남구 역삼동,794-8,794,8,(794-8),월세,86.06,202604,15,"25,000",105,4,2010,도곡로17길 26,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
112,서울특별시 강남구 삼성동,145-10,145,10,삼성빌리지(145-10),월세,85.02,202604,15,"42,000",32,1,1998,봉은사로82길 8,202606~202806,갱신,사용,"42,000",23.0,연립다세대,연립다세대,2026-04
113,제주특별자치도 서귀포시 대정읍 보성리,2549,2549,0,보성리라임힐,월세,97.8153,202604,15,"2,000",208,3,2019,영어도시로 77-6,202607~202706,신규,-,,,연립다세대,연립다세대,2026-04
114,전북특별자치도 전주시 완산구 효자동2가,1168-8,1168,8,(1168-8),월세,95.67,202604,15,"13,000",50,2,2012,범안1길 30-4,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
115,서울특별시 송파구 마천동,343-11,343,11,(343-11),전세,88.92,202604,15,"14,700",0,2,1980,성내천로29길 22,202605~202805,갱신,-,"14,000",0.0,연립다세대,연립다세대,2026-04
116,경기도 평택시 팽성읍 원정리,81-10,81,10,리버뷰빌리지,월세,90.11,202604,14,"1,000",85,1,2014,팽성북로 45-10,202604~202704,신규,-,,,연립다세대,연립다세대,2026-04
117,서울특별시 영등포구 대림동,895-4,895,4,그린빌라(895-4),월세,93.44,202604,14,"30,000",20,1,1999,디지털로71길 4-20,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
118,강원특별자치도 삼척시 남양동,24-4,24,4,건풍타운,월세,95.61,202604,14,"1,000",50,7,2000,척주로 9-24,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
119,서울특별시 중랑구 면목동,172-15,172,15,솔원그린타운,전세,88.41,202604,14,"30,000",0,1,1996,동일로91가길 25,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
120,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,98.7637,202604,14,"30,000",61,1,2018,동탄순환대로1길 99,202606~202806,갱신,-,"30,000",56.0,연립다세대,연립다세대,2026-04
121,서울특별시 종로구 명륜1가,43,43,0,명륜동나산빌라,전세,89.09,202604,14,"45,000",0,3,1994,혜화로5길 19,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
122,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.3282,202604,14,"28,500",62,4,2018,동탄순환대로1길 64,202606~202806,갱신,-,"28,500",57.0,연립다세대,연립다세대,2026-04
123,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.3282,202604,14,"26,000",55,3,2018,동탄순환대로1길 64,202606~202806,갱신,-,"26,000",50.0,연립다세대,연립다세대,2026-04
124,서울특별시 강남구 대치동,923-32,923,32,허니하우스,전세,100.84,202604,14,"60,500",0,5,2004,선릉로64길 15-11,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
125,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,98.9514,202604,14,"2,000",125,2,2023,연명로 145,202605~202704,신규,-,,,연립다세대,연립다세대,2026-04
126,대전광역시 동구 홍도동,5-3,5,3,(5-3),월세,85.45,202604,14,"1,000",50,1,1979,계족로417번길 9,202604~202804,신규,-,,,연립다세대,연립다세대,2026-04
127,서울특별시 동작구 신대방동,599-32,599,32,상우빌,월세,95.16,202604,14,"20,000",48,5,2003,신대방16가길 44,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
128,서울특별시 영등포구 대림동,895-4,895,4,그린빌라(895-4),전세,93.44,202604,14,"30,000",0,1,1999,디지털로71길 4-20,202606~202806,신규,-,,,연립다세대,연립다세대,2026-04
129,서울특별시 서초구 서초동,1514-4,1514,4,진흥골드빌라,전세,91.65,202604,14,"60,000",0,2,1985,명달로20길 33,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
130,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,96.5618,202604,13,"31,000",66,3,2018,동탄순환대로1길 64,202606~202806,갱신,-,"31,000",61.0,연립다세대,연립다세대,2026-04
131,경기도 포천시 선단동,485-1,485,1,하이츠빌라(나동),월세,99.53,202604,13,"1,000",60,3,1991,건너말길 19,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
132,서울특별시 송파구 삼전동,30-10,30,10,로얄빌라,월세,94.72,202604,13,"36,000",5,5,2004,삼전로6길 9-1,202605~202805,갱신,-,"36,000",5.0,연립다세대,연립다세대,2026-04
133,전북특별자치도 전주시 덕진구 인후동1가,880-9,880,9,퀸즈빌,전세,98.1,202604,13,"9,500",0,3,2002,가재미3길 5-2,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
134,제주특별자치도 제주시 노형동,3845,3845,0,더샵노형포레,전세,98.1454,202604,13,"55,000",0,4,2023,1100로 3097,202604~202704,갱신,-,"55,000",0.0,연립다세대,연립다세대,2026-04
135,제주특별자치도 제주시 노형동,3845,3845,0,더샵노형포레,전세,98.1454,202604,13,"55,000",0,4,2023,1100로 3097,202604~202704,갱신,-,"55,000",0.0,연립다세대,연립다세대,2026-04
136,서울특별시 성북구 성북동,213-10,213,10,(213-10),전세,93.49,202604,13,"34,000",0,-1,1991,성북로27길 50,202605~202805,신규,-,,,연립다세대,연립다세대,2026-04
137,경기도 평택시 신장동,599-5,599,5,C,월세,96.96,202604,12,"1,000",75,3,2023,남산로65번길 62,202605~202704,신규,-,,,연립다세대,연립다세대,2026-04
138,경기도 광주시 목현동,169,169,0,우진타운,전세,93.29,202604,12,"9,000",0,3,1999,용샘길 60,202607~202807,신규,-,,,연립다세대,연립다세대,2026-04
139,서울특별시 용산구 주성동,1-7,1,7,양지맨션,월세,92.1,202604,11,"25,000",30,1,1976,서빙고로91나길 48,202605~202805,갱신,-,"25,000",25.0,연립다세대,연립다세대,2026-04
