NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
29,충청북도 청주시 흥덕구 복대동,2***,25m미만,101.86,전세,202603,31,"10,000",0,2000.0,진재로9번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
30,경기도 성남시 수정구 상적동,1*,8m미만,92.68,전세,202603,31,"25,000",0,2011.0,적푸리로23번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
31,제주특별자치도 제주시 한림읍 동명리,3**,8m미만,98.77,월세,202603,31,50,40,2014.0,드르밧길,202604~202703,신규,-,,,단독다가구,단독다가구,2026-03
32,전남광주통합특별시 목포시 산정동,1***,12m미만,99.35,월세,202603,31,100,22,1989.0,죽교천로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
33,경기도 안양시 동안구 호계동,1***,8m미만,100.1,전세,202603,31,"34,500",0,1997.0,갈산로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
34,부산광역시 기장군 정관읍 매학리,7**,25m미만,88.99,월세,202603,31,"1,000",55,2004.0,구연로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
35,경기도 고양시 덕양구 대장동,1**,8m미만,94.7,월세,202603,31,"10,000",30,1994.0,호국로627번길,202604~202804,갱신,-,"11,000",0.0,단독다가구,단독다가구,2026-03
36,전남광주통합특별시 여수시 덕충동,1***,8m미만,85.8,월세,202603,31,500,35,,덕충2길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
37,대전광역시 유성구 구암동,5**,12m미만,95.37,월세,202603,31,"3,000",50,1988.0,유성대로694번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
38,경상남도 창원시 의창구 소답동,1**,8m미만,99.84,월세,202603,31,500,45,1997.0,읍성로,202604~202803,신규,-,,,단독다가구,단독다가구,2026-03
39,서울특별시 동대문구 제기동,7**,25m이상,97.47,월세,202603,31,"3,000",160,1991.0,경동시장로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
40,전남광주통합특별시 북구 용봉동,1***,8m미만,86.4,월세,202603,31,200,30,1999.0,용주로30번길,202603~202701,신규,-,,,단독다가구,단독다가구,2026-03
41,대구광역시 수성구 상동,6**,8m미만,88.74,전세,202603,31,"12,000",0,1979.0,수성로1길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
42,경기도 수원시 장안구 율전동,2**,8m미만,96.3,전세,202603,31,"15,000",0,2004.0,화산로,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
43,경기도 성남시 분당구 분당동,1**,12m미만,87.12,월세,202603,30,"8,000",133,1996.0,서현로478번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
44,경기도 양평군 양서면 목왕리,3**,8m미만,94.25,전세,202603,30,"20,000",0,2015.0,목왕로617번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
45,서울특별시 성북구 정릉동,1*,8m미만,102.0,월세,202603,30,"1,000",30,1989.0,정릉로38다길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
46,대전광역시 중구 산성동,1**,25m이상,95.74,월세,202603,30,"2,000",120,,대둔산로,202604~202803,신규,-,,,단독다가구,단독다가구,2026-03
47,경기도 부천시 원미구 중동,1***,12m미만,86.28,전세,202603,30,"22,000",0,1994.0,계남로242번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
48,경기도 안양시 만안구 박달동,9**,25m미만,89.31,전세,202603,30,"40,000",0,2019.0,오리로34번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
49,전남광주통합특별시 강진군 군동면 호계리,1***,12m미만,97.28,월세,202603,30,"3,000",40,1998.0,문화마을길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
50,경기도 부천시 원미구 중동,1***,12m미만,98.61,월세,202603,30,"2,000",110,1994.0,계남로242번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
51,제주특별자치도 제주시 애월읍 고내리,8**,8m미만,89.96,월세,202603,30,0,125,2020.0,고내봉길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
52,경기도 평택시 팽성읍 신궁리,1**,8m미만,97.5,월세,202603,30,300,40,1993.0,신궁2길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
53,경기도 성남시 분당구 수내동,1**,12m미만,94.25,월세,202603,30,"3,000",135,2000.0,발이봉북로49번길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
54,전남광주통합특별시 북구 두암동,3**,8m미만,100.89,월세,202603,30,"1,000",40,,군왕로46번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
55,경기도 성남시 분당구 정자동,2**,8m미만,97.71,전세,202603,30,"35,000",0,1997.0,불곡북로37번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
56,부산광역시 중구 영주동,1*,12m미만,100.15,월세,202603,30,"1,000",70,1990.0,중동길,202603~203003,신규,-,,,단독다가구,단독다가구,2026-03
57,서울특별시 동작구 노량진동,2**,8m미만,87.6,전세,202603,30,"30,000",0,1994.0,장승배기로24나길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
58,충청북도 청주시 흥덕구 봉명동,1***,25m미만,99.0,월세,202603,30,"2,000",70,1994.0,백봉로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-03
59,경상남도 진주시 상대동,3**,8m미만,96.97,월세,202603,30,500,90,2013.0,대신로243번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
60,충청북도 청주시 청원구 내수읍 마산리,1**,12m미만,92.4,월세,202603,30,500,30,2013.0,마산1길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
61,제주특별자치도 서귀포시 남원읍 남원리,2***,8m미만,91.99,월세,202603,30,300,48,1983.0,태위로,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
62,경기도 성남시 분당구 서현동,3**,8m미만,88.29,월세,202603,30,"10,000",120,1998.0,불정로436번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
63,울산광역시 울주군 청량읍 상남리,5**,12m미만,90.07,월세,202603,30,"2,000",40,2011.0,덕하장터2길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
64,경기도 부천시 오정구 작동,4**,12m미만,95.43,전세,202603,30,"30,000",0,2008.0,까치로20번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
65,부산광역시 금정구 서동,8*,8m미만,93.56,전세,202603,30,"8,000",0,1994.0,서금로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
66,서울특별시 중랑구 면목동,2*,25m이상,99.84,월세,202603,30,"5,000",100,1989.0,겸재로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
67,강원특별자치도 춘천시 서면 월송리,1**,8m미만,99.14,전세,202603,30,"15,000",0,2017.0,월송길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
68,경기도 양평군 양평읍 양근리,1**,12m미만,86.25,월세,202603,30,"3,000",50,2015.0,관문길18번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
69,경기도 가평군 설악면 선촌리,1**,8m미만,99.09,월세,202603,30,100,45,,미사리로,202603~202903,신규,-,,,단독다가구,단독다가구,2026-03
70,부산광역시 금정구 금사동,3**,8m미만,92.34,월세,202603,30,300,30,1994.0,금사로85번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
71,경상남도 거제시 아주동,1***,12m미만,99.73,월세,202603,30,300,55,2015.0,아주1로1길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
72,강원특별자치도 횡성군 갑천면 구방리,1**,8m미만,86.5,월세,202603,30,"3,000",38,2023.0,,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
73,경상북도 경주시 동천동,7**,12m미만,99.17,월세,202603,30,500,60,2015.0,북천길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
74,경기도 안산시 상록구 부곡동,6**,25m미만,94.34,월세,202603,30,"5,000",30,1995.0,부곡로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
75,제주특별자치도 제주시 아라일동,6***,12m미만,97.38,월세,202603,30,"1,700",142,2025.0,아란15길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
76,인천광역시 미추홀구 문학동,3**,25m이상,87.03,월세,202603,30,"1,500",74,,매소홀로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
77,서울특별시 동대문구 답십리동,*,8m미만,101.56,전세,202603,30,"26,000",0,1995.0,한천로37길,202603~202803,갱신,-,"26,000",0.0,단독다가구,단독다가구,2026-03
78,대구광역시 수성구 만촌동,2**,8m미만,98.12,월세,202603,30,"1,000",20,1985.0,화랑로38길,202604~202703,갱신,-,"4,500",0.0,단독다가구,단독다가구,2026-03
79,경기도 광주시 초월읍 지월리,7**,8m미만,94.07,월세,202603,30,"1,000",70,2012.0,설월길23번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
80,강원특별자치도 춘천시 조양동,2*,25m미만,99.0,월세,202603,30,"1,000",20,,시청길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
81,경기도 평택시 서정동,8**,8m미만,90.87,월세,202603,30,500,80,1991.0,송일로17번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
82,강원특별자치도 원주시 단계동,9**,12m미만,94.0,월세,202603,30,"1,000",70,2012.0,이화1길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
83,경기도 성남시 분당구 수내동,1**,8m미만,101.0,전세,202603,30,"32,000",0,1996.0,발이봉남로12번길,202603~202803,갱신,-,"32,000",0.0,단독다가구,단독다가구,2026-03
84,전북특별자치도 군산시 조촌동,8**,12m미만,90.0,월세,202603,30,"2,000",80,2023.0,조촌2길,202604~202803,신규,-,,,단독다가구,단독다가구,2026-03
85,경기도 광명시 하안동,6**,8m미만,86.32,월세,202603,30,"3,000",90,1991.0,안재로2번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
86,충청남도 당진시 용연동,8**,8m미만,99.37,월세,202603,30,"1,000",40,1997.0,용연로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
87,경기도 성남시 수정구 수진동,9**,8m미만,88.5,전세,202603,30,"25,000",0,1997.0,수정남로64번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
88,경기도 성남시 중원구 여수동,4**,25m미만,90.0,전세,202603,30,"55,000",0,2012.0,여수울로15번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
89,대구광역시 수성구 범어동,1**,12m미만,93.12,월세,202603,30,"2,000",50,1989.0,범어로19길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
90,경기도 부천시 원미구 중동,1***,12m미만,92.29,월세,202603,30,"5,000",70,1997.0,부흥로272번길,202604~202703,갱신,-,"10,000",30.0,단독다가구,단독다가구,2026-03
91,충청북도 제천시 화산동,9**,12m미만,85.59,월세,202603,30,300,30,1991.0,내토로44길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
92,경상남도 창원시 의창구 소계동,7**,12m미만,94.6,월세,202603,30,"10,000",30,2014.0,소계로106번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
93,충청북도 청주시 서원구 사직동,5**,8m미만,88.79,전세,202603,30,"6,000",0,1985.0,사직대로209번길,202603~202803,갱신,-,"5,000",0.0,단독다가구,단독다가구,2026-03
94,인천광역시 서해구 석남동,4**,12m미만,92.1,전세,202603,30,"2,500",0,1990.0,서달로149번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
95,경기도 성남시 분당구 분당동,1**,12m미만,87.12,월세,202603,30,"8,000",133,1996.0,서현로478번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
96,경상남도 창원시 성산구 신월동,8*,25m미만,92.56,월세,202603,30,"8,000",30,1999.0,신사로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
97,서울특별시 성북구 종암동,1*,8m미만,99.02,월세,202603,30,"5,000",130,1992.0,종암로14길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
98,경상남도 창원시 의창구 동읍 용정리,1**,8m미만,88.36,월세,202603,29,"1,000",45,1993.0,자여로115번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
99,전남광주통합특별시 목포시 상동,9**,12m미만,99.0,월세,202603,29,500,30,1996.0,하당로44번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
100,강원특별자치도 양구군 국토정중앙면 야촌리,4**,8m미만,89.95,월세,202603,29,"2,000",35,2008.0,정중앙로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
101,서울특별시 강서구 방화동,6**,12m미만,90.88,월세,202603,29,"11,000",75,2007.0,개화동로27가길,202604~202804,갱신,-,"7,000",65.0,단독다가구,단독다가구,2026-03
102,경기도 평택시 진위면 하북리,2**,12m미만,93.0,월세,202603,29,300,60,1996.0,하북2길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
103,인천광역시 서해구 신현동,2**,8m미만,95.0,월세,202603,29,"2,000",70,2003.0,율도로65번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
104,경상북도 경주시 동부동,8*,8m미만,94.66,월세,202603,29,"2,000",85,1989.0,중앙로,202604~203203,신규,-,,,단독다가구,단독다가구,2026-03
105,경기도 평택시 안중읍 안중리,4**,12m미만,101.95,전세,202603,29,"16,000",0,2022.0,송담9길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
106,제주특별자치도 제주시 이도이동,2***,25m미만,89.24,월세,202603,29,"1,000",92,2016.0,구남동2길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
107,전남광주통합특별시 북구 두암동,8**,12m미만,96.9,월세,202603,29,"3,000",55,2013.0,금녕길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
108,경기도 고양시 일산서구 가좌동,5**,8m미만,87.54,월세,202603,29,"2,000",60,2007.0,덕산로173번길,202603~202803,갱신,-,"2,000",50.0,단독다가구,단독다가구,2026-03
109,경기도 여주시 대신면 율촌리,2**,8m미만,99.15,월세,202603,29,500,70,2011.0,배미길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
110,경기도 평택시 안중읍 안중리,4**,12m미만,101.95,전세,202603,29,"14,480",0,,송담9길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
111,경기도 수원시 권선구 고색동,8*,8m미만,94.88,전세,202603,29,"13,000",0,1996.0,고색로66번길,202603~202803,갱신,-,"11,000",0.0,단독다가구,단독다가구,2026-03
112,대전광역시 대덕구 송촌동,4**,12m미만,95.28,월세,202603,29,"1,000",55,2000.0,동춘당로48번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
113,서울특별시 송파구 가락동,1**,8m미만,99.33,월세,202603,29,"5,000",46,2007.0,동남로13길,202605~202805,갱신,-,"5,000",43.0,단독다가구,단독다가구,2026-03
114,경상북도 구미시 구포동,6**,8m미만,89.26,월세,202603,29,"1,000",30,2016.0,옥계2공단로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-03
115,경기도 고양시 덕양구 내곡동,4*,8m미만,96.46,전세,202603,29,"22,000",0,2009.0,내곡길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
116,경상북도 경주시 동부동,8*,8m미만,94.66,월세,202603,29,"2,000",85,1989.0,중앙로,202604~203203,신규,-,,,단독다가구,단독다가구,2026-03
117,울산광역시 중구 학산동,1*,12m미만,95.0,월세,202603,29,500,80,2016.0,옥교로,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
118,서울특별시 강남구 도곡동,9**,8m미만,90.88,월세,202603,29,"1,000",60,2002.0,강남대로44길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
119,전남광주통합특별시 광산구 장덕동,1***,12m미만,101.64,월세,202603,29,"2,000",90,2013.0,장신로20번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
120,울산광역시 중구 약사동,6**,25m미만,95.36,월세,202603,29,"1,000",20,2004.0,평산로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
121,경기도 김포시 마산동,6**,12m미만,99.12,월세,202603,28,"2,500",130,2020.0,김포한강8로194번길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-03
122,경기도 남양주시 다산동,6***,12m미만,95.0,전세,202603,28,"30,000",0,2019.0,다산중앙로82번안길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
123,경기도 남양주시 다산동,4***,8m미만,95.94,전세,202603,28,"8,600",0,1993.0,도농로중촌2길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
124,경기도 남양주시 다산동,6***,12m미만,95.0,전세,202603,28,"30,000",0,2019.0,다산중앙로82번안길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
125,부산광역시 동래구 명장동,5**,8m미만,101.01,월세,202603,28,"2,000",55,1988.0,시실로167번길,202603~202803,갱신,-,"4,000",55.0,단독다가구,단독다가구,2026-03
126,충청남도 논산시 연무읍 동산리,8**,8m미만,99.1,월세,202603,28,300,40,2015.0,동안로887번길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
127,강원특별자치도 원주시 문막읍 포진리,3**,12m미만,90.91,월세,202603,28,"2,000",55,1996.0,개나루길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
128,경기도 광주시 남한산성면 하번천리,3*,8m미만,99.32,월세,202603,28,"2,000",45,1998.0,박진이길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
129,경기도 이천시 마장면 관리,8**,8m미만,96.57,전세,202603,28,"18,000",0,2016.0,마도로248번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
130,경기도 파주시 조리읍 대원리,7**,8m미만,91.2,월세,202603,28,500,40,,대원안길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
131,경기도 평택시 팽성읍 남산리,1**,8m미만,98.98,전세,202603,28,"9,000",0,2004.0,송화택지로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
132,대전광역시 서구 괴정동,5*,12m미만,102.0,전세,202603,28,"13,000",0,2010.0,도산로341번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
133,대전광역시 서구 월평동,1***,12m미만,85.9,월세,202603,28,"1,000",50,1994.0,월평서로25번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
134,전남광주통합특별시 서구 화정동,1***,8m미만,97.01,월세,202603,28,"1,500",10,1985.0,군분로147번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
135,대전광역시 유성구 죽동,6**,25m미만,100.0,월세,202603,28,"1,000",80,2018.0,은구비로155번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
136,경상남도 사천시 용현면 통양리,2**,8m미만,99.0,월세,202603,28,"2,000",80,2009.0,통양2길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
137,인천광역시 서해구 가정동,6**,25m미만,100.95,월세,202603,28,"2,500",130,2016.0,염곡로498번길,202603~202703,갱신,사용,"3,000",125.0,단독다가구,단독다가구,2026-03
138,전남광주통합특별시 나주시 왕곡면 장산리,6**,8m미만,88.07,월세,202603,28,300,35,1999.0,장산길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
139,울산광역시 남구 무거동,1***,8m미만,87.99,월세,202603,28,"3,000",50,1993.0,어은로22번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
140,대구광역시 동구 신암동,6**,12m미만,90.0,월세,202603,28,"1,000",51,2006.0,평화로,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
141,울산광역시 남구 무거동,1***,8m미만,87.99,월세,202603,28,"3,000",50,1993.0,어은로22번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
142,경기도 안산시 상록구 사동,1***,25m미만,96.34,월세,202603,28,"5,000",62,2017.0,장화로,202604~202804,갱신,사용,"5,000",59.0,단독다가구,단독다가구,2026-03
143,서울특별시 강북구 미아동,8**,8m미만,98.0,월세,202603,28,"4,000",45,2004.0,솔샘로,202604~202804,갱신,사용,"4,000",35.0,단독다가구,단독다가구,2026-03
144,서울특별시 강남구 일원동,6**,12m미만,91.04,월세,202603,28,"50,000",40,1985.0,개포로116길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
145,강원특별자치도 강릉시 임당동,1*,25m미만,99.63,월세,202603,28,"1,000",70,2015.0,토성로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
146,서울특별시 은평구 응암동,9*,25m미만,87.18,전세,202603,28,"29,000",0,,백련산로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-03
147,경기도 부천시 소사구 소사본동,2**,8m미만,89.08,월세,202603,28,"1,000",42,1985.0,소사로126번길,202604~202804,갱신,-,"1,000",42.0,단독다가구,단독다가구,2026-03
148,경상북도 경주시 안강읍 두류리,1***,12m미만,96.0,전세,202603,28,"15,000",0,2011.0,두류두동길,-,-,-,,,단독다가구,단독다가구,2026-03
149,서울특별시 강남구 대치동,8**,8m미만,96.56,월세,202603,28,"10,000",160,1996.0,역삼로63길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-03
150,경기도 부천시 소사구 심곡본동,5**,8m미만,89.07,월세,202603,28,500,30,1995.0,하우로282번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
151,서울특별시 강서구 화곡동,8**,8m미만,101.16,월세,202603,28,"5,000",100,1994.0,강서로5라길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
152,서울특별시 강서구 화곡동,8**,8m미만,97.74,월세,202603,28,300,55,2002.0,등촌로13다길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
153,경상남도 김해시 내동,1***,12m미만,89.55,월세,202603,28,"2,000",60,1997.0,우암로63번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
154,인천광역시 부평구 일신동,5*,8m미만,89.0,월세,202603,28,"1,000",50,1997.0,일신로39번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
155,경상남도 진주시 하대동,3**,12m미만,98.72,월세,202603,28,"1,500",45,1984.0,모덕로233번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
156,경상남도 진주시 상대동,2**,8m미만,99.33,월세,202603,28,500,65,2005.0,솔밭로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-03
157,경상남도 진주시 상대동,2**,8m미만,99.0,월세,202603,28,500,65,2005.0,솔밭로,-,-,-,,,단독다가구,단독다가구,2026-03
158,경기도 평택시 신장동,5**,12m미만,95.0,월세,202603,28,500,112,2015.0,남산로65번길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-03
159,서울특별시 동작구 상도동,1**,12m미만,85.96,월세,202603,28,300,42,2014.0,상도로19길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-03
160,부산광역시 북구 구포동,9**,12m미만,93.78,월세,202603,28,500,40,1988.0,백양대로1048번가길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-03
