NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
17,서울특별시 강동구 성내동,4**,12m미만,99.59,월세,202602,28,"20,000",100,1991.0,강동대로51길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
18,경기도 부천시 소사구 심곡본동,6**,12m미만,94.42,월세,202602,28,300,40,1991.0,경인로194번길,202603~202802,신규,-,,,단독다가구,단독다가구,2026-02
19,서울특별시 은평구 응암동,5**,8m미만,85.67,전세,202602,28,"25,000",0,2003.0,응암로9길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
20,대전광역시 중구 선화동,4**,8m미만,95.13,월세,202602,28,"1,500",80,2015.0,선화로82번길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
21,서울특별시 강동구 암사동,2**,8m미만,99.93,전세,202602,28,"29,760",0,2016.0,아리수로25길,202603~202803,갱신,사용,"28,350",0.0,단독다가구,단독다가구,2026-02
22,울산광역시 중구 다운동,5**,12m미만,97.17,월세,202602,28,"5,000",50,1992.0,구루미2길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
23,강원특별자치도 춘천시 온의동,2**,25m미만,90.72,월세,202602,28,"2,000",100,2021.0,온의로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
24,강원특별자치도 횡성군 강림면 강림리,1**,8m미만,98.45,월세,202602,28,500,50,2014.0,강림북1길,202602~202703,신규,-,,,단독다가구,단독다가구,2026-02
25,경상북도 포항시 북구 대신동,7*,12m미만,95.0,월세,202602,28,"1,000",48,2011.0,대신로17번길,202602~202902,신규,-,,,단독다가구,단독다가구,2026-02
26,서울특별시 은평구 녹번동,7*,8m미만,99.0,전세,202602,28,"25,000",0,1993.0,은평로21길,202602~202802,갱신,-,"23,000",0.0,단독다가구,단독다가구,2026-02
27,경상남도 진주시 상평동,1**,12m미만,91.56,월세,202602,28,"4,000",71,2018.0,대신로183번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
28,서울특별시 서대문구 연희동,3**,8m미만,100.0,전세,202602,28,"50,000",0,1995.0,연희로12길,-,-,-,,,단독다가구,단독다가구,2026-02
29,제주특별자치도 서귀포시 성산읍 온평리,1***,12m미만,95.16,월세,202602,28,200,45,2017.0,난고로,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
30,경기도 부천시 원미구 약대동,5*,8m미만,89.62,전세,202602,28,"14,000",0,1997.0,약대로19번길,202602~202802,갱신,-,"14,000",0.0,단독다가구,단독다가구,2026-02
31,강원특별자치도 강릉시 사천면 석교리,4**,8m미만,99.18,월세,202602,28,"1,000",40,2000.0,석교음지길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
32,서울특별시 동대문구 장안동,3**,12m미만,90.18,월세,202602,28,"10,000",75,1983.0,장한로18길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-02
33,전남광주통합특별시 북구 풍향동,3*,12m미만,97.1,월세,202602,28,500,30,1995.0,참판로,202603~202702,신규,-,,,단독다가구,단독다가구,2026-02
34,인천광역시 부평구 부개동,2**,8m미만,100.63,전세,202602,28,"5,000",0,1976.0,항동로7번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-02
35,서울특별시 종로구 창신동,9*,8m미만,93.81,월세,202602,28,300,35,1959.0,창신5마길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
36,전북특별자치도 정읍시 상동,3**,8m미만,99.0,월세,202602,28,"1,000",70,2014.0,상사3길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
37,전북특별자치도 남원시 아영면 두락리,9**,8m미만,97.0,월세,202602,28,100,10,2009.0,아백로,202602~202803,신규,-,,,단독다가구,단독다가구,2026-02
38,서울특별시 영등포구 대림동,7**,8m미만,85.83,월세,202602,28,"3,000",70,2002.0,도림로58길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-02
39,대구광역시 북구 산격동,1***,8m미만,86.58,월세,202602,28,"1,000",50,1986.0,산격로서9길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
40,제주특별자치도 서귀포시 대정읍 신도리,1***,25m이상,99.93,월세,202602,28,"1,000",96,2020.0,일주서로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-02
41,충청북도 청주시 흥덕구 신전동,2**,8m미만,85.56,월세,202602,28,"1,000",70,2018.0,서부로841번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
42,강원특별자치도 춘천시 소양로1가,9*,25m미만,90.0,월세,202602,28,500,60,1993.0,당간지주길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
43,경상남도 양산시 삼호동,6**,12m미만,96.64,월세,202602,28,"1,000",55,2014.0,삼호11길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
44,경기도 파주시 광탄면 신산리,3**,8m미만,99.58,월세,202602,27,"2,000",70,2012.0,왕수물길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
45,서울특별시 서대문구 연희동,7**,8m미만,92.6,월세,202602,27,"3,000",50,1988.0,홍연4길,202602~202802,갱신,-,"1,000",50.0,단독다가구,단독다가구,2026-02
46,서울특별시 서대문구 북아현동,6**,8m미만,100.02,전세,202602,27,"25,000",0,1991.0,북아현로4바길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
47,경기도 구리시 갈매동,5**,8m미만,90.72,전세,202602,27,"35,000",0,2017.0,갈매순환로204번길,202603~202803,갱신,-,"30,450",0.0,단독다가구,단독다가구,2026-02
48,서울특별시 도봉구 쌍문동,2**,8m미만,99.34,월세,202602,27,300,35,1974.0,우이천로38길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
49,충청남도 아산시 탕정면 갈산리,5**,12m미만,86.74,월세,202602,27,"1,000",100,2012.0,탕정면로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
50,충청남도 아산시 탕정면 갈산리,5**,12m미만,86.74,월세,202602,27,"1,000",100,2012.0,탕정면로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
51,인천광역시 남동구 만수동,9**,12m미만,90.59,월세,202602,27,"1,000",70,1997.0,구월말로,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
52,충청남도 청양군 정산면 서정리,2**,8m미만,99.3,월세,202602,27,"5,000",20,2012.0,서정물안이1길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
53,경기도 이천시 마장면 오천리,4**,12m미만,95.0,월세,202602,27,"5,000",110,2021.0,중앙로10번길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
54,부산광역시 금정구 남산동,9**,12m미만,100.05,월세,202602,27,200,30,2012.0,팔송로53번길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
55,대전광역시 중구 선화동,1**,25m미만,101.0,월세,202602,27,"5,000",80,2011.0,대종로593번길,-,-,-,,,단독다가구,단독다가구,2026-02
56,대전광역시 서구 변동,4*,8m미만,90.88,전세,202602,27,"8,000",0,1982.0,변정5길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
57,경기도 이천시 신둔면 남정리,1**,8m미만,99.76,월세,202602,27,"3,000",100,2005.0,황무로617번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
58,경기도 양평군 용문면 다문리,4**,8m미만,100.86,월세,202602,27,"2,000",55,2002.0,다문점말5길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
59,충청북도 충주시 산척면 송강리,1***,8m미만,100.0,월세,202602,27,"3,000",40,2018.0,증촌길,202604~203003,신규,-,,,단독다가구,단독다가구,2026-02
60,경기도 수원시 영통구 하동,9**,12m미만,101.21,전세,202602,27,"36,000",0,2013.0,법조로149번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
61,부산광역시 남구 대연동,1***,8m미만,90.59,월세,202602,27,500,30,2010.0,진남로69번길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
62,경기도 성남시 수정구 신흥동,5***,8m미만,93.0,월세,202602,27,"2,000",75,1988.0,시민로175번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
63,부산광역시 동래구 칠산동,6*,8m미만,86.31,전세,202602,27,"13,000",0,1991.0,칠산로50번길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
64,경기도 평택시 팽성읍 남산리,1**,8m미만,98.98,전세,202602,27,"12,000",0,2004.0,송화택지로,202602~202802,갱신,-,"10,000",0.0,단독다가구,단독다가구,2026-02
65,경기도 성남시 분당구 율동,1**,8m미만,88.68,전세,202602,27,"25,000",0,2017.0,문정로148번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
66,부산광역시 사상구 주례동,1**,12m미만,93.36,월세,202602,27,300,30,2014.0,가야대로344번길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
67,강원특별자치도 속초시 조양동,9**,8m미만,91.71,월세,202602,27,500,40,1994.0,조양로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
68,충청북도 충주시 연수동,1***,12m미만,90.0,월세,202602,27,"1,000",62,2011.0,동수13길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
69,경상남도 고성군 고성읍 율대리,5**,8m미만,93.23,월세,202602,27,"5,000",30,2009.0,율대4길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
70,서울특별시 서초구 방배동,8**,25m미만,88.3,전세,202602,27,"41,000",0,2000.0,방배중앙로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-02
71,경기도 파주시 와동동,1***,12m미만,93.76,전세,202602,27,"25,350",0,2017.0,가람로21번길,202603~202803,갱신,-,"24,150",0.0,단독다가구,단독다가구,2026-02
72,울산광역시 동구 방어동,1***,12m미만,99.0,월세,202602,27,"2,000",50,2015.0,꽃바위3나길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
73,서울특별시 관악구 신림동,9*,8m미만,85.8,전세,202602,27,"21,000",0,2002.0,신림로48길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
74,경상남도 창원시 진해구 석동,8*,12m미만,98.8,월세,202602,27,"20,000",100,2024.0,냉천로36번길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
75,충청북도 청주시 흥덕구 오송읍 봉산리,1***,12m미만,85.2,월세,202602,27,"2,000",110,2020.0,봉산1길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
76,경기도 화성시 동탄구 반송동,1**,12m미만,101.74,월세,202602,27,"2,000",116,2014.0,10용사3길,202603~202703,갱신,-,"2,000",111.0,단독다가구,단독다가구,2026-02
77,제주특별자치도 제주시 구좌읍 김녕리,2***,8m미만,94.24,월세,202602,27,"2,000",167,2015.0,김녕로,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
78,충청북도 괴산군 칠성면 외사리,3**,8m미만,96.6,월세,202602,27,"3,000",70,2026.0,명태재로외사2길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
79,충청북도 청주시 흥덕구 오송읍 봉산리,1***,12m미만,85.2,월세,202602,27,"2,000",110,2020.0,봉산1길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
80,강원특별자치도 횡성군 횡성읍 반곡리,4**,8m미만,92.4,전세,202602,27,"20,000",0,2022.0,광학로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
81,강원특별자치도 춘천시 칠전동,5**,12m미만,99.51,월세,202602,27,"5,000",80,1999.0,칠전동3길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
82,강원특별자치도 홍천군 홍천읍 연봉리,4**,8m미만,85.32,전세,202602,27,"10,000",0,1991.0,남산강변로2길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
83,서울특별시 광진구 능동,2**,8m미만,89.1,월세,202602,27,"5,000",170,2013.0,천호대로118길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
84,서울특별시 마포구 염리동,1**,8m미만,86.0,전세,202602,27,"26,000",0,1968.0,백범로,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
85,서울특별시 광진구 자양동,2**,8m미만,90.93,전세,202602,27,"18,900",0,1998.0,동일로2길,202604~202804,갱신,사용,"18,000",0.0,단독다가구,단독다가구,2026-02
86,경상남도 거제시 장평동,1***,12m미만,87.0,월세,202602,27,300,45,2002.0,장평1로7길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
87,강원특별자치도 원주시 흥업면 사제리,3*,8m미만,98.48,월세,202602,27,"2,000",70,2017.0,봉현길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
88,서울특별시 동작구 상도1동,6**,8m미만,86.58,월세,202602,26,"3,000",60,2012.0,상도로,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
89,경기도 수원시 팔달구 우만동,4**,12m미만,99.51,전세,202602,26,"12,000",0,2002.0,월드컵로381번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-02
90,강원특별자치도 원주시 판부면 신촌리,1***,8m미만,90.63,월세,202602,26,"2,000",80,2018.0,판부신촌길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
91,경상북도 김천시 황금동,7*,12m미만,86.0,월세,202602,26,500,51,2008.0,학사대길,202603~202702,신규,-,,,단독다가구,단독다가구,2026-02
92,부산광역시 사하구 괴정동,3**,8m미만,98.41,월세,202602,26,100,30,1979.0,낙동대로140번길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
93,서울특별시 영등포구 대림동,8**,12m미만,85.28,전세,202602,26,"17,000",0,1997.0,디지털로57길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-02
94,제주특별자치도 제주시 구좌읍 김녕리,5***,8m미만,94.0,전세,202602,26,"18,000",0,2017.0,동김길,-,-,-,,,단독다가구,단독다가구,2026-02
95,부산광역시 사하구 하단동,6**,25m미만,90.98,월세,202602,26,100,28,2010.0,동매로,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
96,서울특별시 종로구 창신동,6**,8m미만,91.24,월세,202602,26,"1,000",60,1995.0,창신4나길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
97,제주특별자치도 제주시 용담이동,6**,8m미만,98.16,월세,202602,26,20,33,1986.0,용문로21길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
98,서울특별시 영등포구 신길동,1***,8m미만,87.11,월세,202602,26,500,46,2019.0,신풍로19가길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
99,경기도 평택시 고덕동,2***,25m미만,88.8,월세,202602,26,"1,000",190,2019.0,고덕여염11길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
100,경기도 평택시 신장동,5**,12m미만,98.88,월세,202602,26,"1,000",60,2008.0,남산로65번길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
101,경기도 남양주시 별내동,1***,12m미만,91.36,전세,202602,26,"32,000",0,2021.0,식송2로,202602~202802,갱신,-,"34,000",0.0,단독다가구,단독다가구,2026-02
102,제주특별자치도 서귀포시 남원읍 위미리,1***,25m미만,92.0,월세,202602,26,200,63,1991.0,위미대원하로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
103,제주특별자치도 제주시 조천읍 대흘리,1***,12m미만,99.97,전세,202602,26,"30,000",0,2019.0,함대로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
104,경상남도 거제시 아주동,1***,12m미만,89.0,월세,202602,26,300,51,2014.0,아주2로4길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
105,서울특별시 강서구 공항동,6**,8m미만,93.6,월세,202602,26,"2,000",90,2004.0,방화대로5나길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
106,서울특별시 용산구 이태원동,3**,8m미만,88.85,전세,202602,26,"50,000",0,2002.0,녹사평대로46가길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
107,서울특별시 용산구 이태원동,1**,8m미만,86.41,월세,202602,26,"3,000",200,1997.0,이태원로19길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
108,강원특별자치도 원주시 흥업면 사제리,1***,8m미만,96.9,전세,202602,26,"9,500",0,2014.0,사제한골길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
109,경기도 이천시 신둔면 고척리,1**,8m미만,92.28,전세,202602,26,"5,000",0,2006.0,서이천로853번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
110,서울특별시 강동구 상일동,2**,25m미만,92.34,전세,202602,26,"30,000",0,1987.0,천호대로219길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
111,충청북도 제천시 남천동,2**,12m미만,98.29,전세,202602,26,"12,000",0,2016.0,풍양로21안길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
112,경기도 평택시 고덕동,2***,25m미만,99.72,월세,202602,26,"1,500",170,2021.0,고덕여염12길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
113,충청북도 청주시 상당구 용암동,2***,25m미만,95.0,월세,202602,26,"2,000",100,2013.0,용암북로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
114,경기도 성남시 분당구 정자동,2**,8m미만,88.4,전세,202602,26,"33,000",0,1997.0,불곡남로25번길,202603~202803,갱신,사용,"31,500",0.0,단독다가구,단독다가구,2026-02
115,전남광주통합특별시 무안군 삼향읍 남악리,1***,12m미만,96.0,전세,202602,26,"9,000",0,2011.0,남악5로52번길,-,-,-,,,단독다가구,단독다가구,2026-02
116,서울특별시 광진구 중곡동,1**,8m미만,87.69,전세,202602,26,"25,000",0,1994.0,영화사로9가길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-02
117,경기도 연천군 군남면 남계리,1**,8m미만,86.58,전세,202602,26,"5,000",0,1995.0,청정로2252번길,202602~203002,신규,-,,,단독다가구,단독다가구,2026-02
118,경기도 성남시 분당구 정자동,2**,8m미만,88.4,전세,202602,26,"33,000",0,1997.0,불곡남로25번길,202603~202806,갱신,사용,"31,500",0.0,단독다가구,단독다가구,2026-02
119,경기도 포천시 소흘읍 이동교리,7**,8m미만,99.0,월세,202602,26,"1,500",40,1995.0,민락로,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
120,경기도 파주시 동패동,1***,12m미만,96.35,월세,202602,26,"13,000",40,2020.0,동패로7번길,202603~202803,갱신,-,"2,000",95.0,단독다가구,단독다가구,2026-02
121,서울특별시 강동구 천호동,3**,25m미만,94.87,월세,202602,26,"5,000",108,2016.0,천중로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
122,서울특별시 강동구 천호동,3**,8m미만,93.9,월세,202602,26,"5,000",115,1992.0,올림픽로89길,202602~202802,갱신,사용,"5,000",110.0,단독다가구,단독다가구,2026-02
123,서울특별시 관악구 봉천동,1***,8m미만,86.92,월세,202602,26,"5,000",145,1997.0,남부순환로244길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
124,경기도 파주시 동패동,2**,8m미만,99.2,월세,202602,26,"1,000",100,2006.0,동패샘길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
125,충청남도 당진시 정미면 도산리,4**,8m미만,99.07,월세,202602,26,500,25,1998.0,회천로,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
126,경기도 양평군 강하면 전수리,1***,8m미만,89.14,월세,202602,26,"2,000",90,2018.0,사호1길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-02
127,인천광역시 옹진군 영흥면 내리,2**,8m미만,93.29,전세,202602,26,"15,000",0,2017.0,영흥남로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
128,강원특별자치도 원주시 소초면 수암리,7**,25m미만,86.19,월세,202602,26,"2,000",40,2022.0,치악로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
129,경기도 화성시 병점구 송산동,9*,8m미만,93.28,월세,202602,25,"2,000",60,,작현길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
130,경기도 남양주시 화도읍 마석우리,3**,12m미만,98.25,월세,202602,25,"1,000",60,1995.0,마석로45번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
131,대구광역시 달서구 송현동,5**,8m미만,85.44,전세,202602,25,"13,000",0,1984.0,월배로85길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
132,경기도 이천시 부발읍 가산리,4**,8m미만,100.7,월세,202602,25,"2,000",110,2024.0,경충대로1878번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
133,경기도 파주시 적성면 구읍리,6**,8m미만,100.0,월세,202602,25,500,50,1995.0,칠중5길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
134,경기도 고양시 일산서구 구산동,1***,8m미만,91.26,전세,202602,25,"9,000",0,2000.0,곳산길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
135,경기도 성남시 분당구 수내동,9*,8m미만,99.97,전세,202602,25,"32,414",0,1997.0,발이봉남로11번길,202602~202802,갱신,사용,"30,870",0.0,단독다가구,단독다가구,2026-02
136,경기도 부천시 소사구 소사본동,1**,8m미만,89.46,전세,202602,25,"4,800",0,1987.0,호현로439번길,202602~202802,갱신,-,"4,800",0.0,단독다가구,단독다가구,2026-02
137,충청북도 청주시 서원구 사창동,2**,8m미만,101.73,전세,202602,25,"15,000",0,2001.0,사직대로129번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
138,서울특별시 강남구 논현동,2**,8m미만,85.31,월세,202602,25,"5,000",200,2001.0,학동로30길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
139,전북특별자치도 전주시 덕진구 우아동3가,7**,12m미만,97.35,월세,202602,25,"10,000",40,2017.0,도당산3길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
140,제주특별자치도 제주시 외도일동,5**,12m미만,96.0,월세,202602,25,"1,000",100,2015.0,우령6길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
141,서울특별시 광진구 중곡동,8*,12m미만,100.11,전세,202602,25,"31,000",0,1992.0,긴고랑로36길,202602~202802,갱신,-,"29,300",0.0,단독다가구,단독다가구,2026-02
142,서울특별시 광진구 중곡동,2**,8m미만,86.69,월세,202602,25,"1,000",50,2018.0,면목로,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
143,제주특별자치도 제주시 도두일동,2***,12m미만,97.94,월세,202602,25,900,79,2002.0,도두항서5길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
144,경기도 평택시 고덕동,2***,12m미만,96.67,월세,202602,25,500,180,2022.0,고덕여염12길,202602~202702,신규,-,,,단독다가구,단독다가구,2026-02
145,서울특별시 마포구 도화동,2**,25m미만,101.17,전세,202602,25,"24,500",0,1991.0,삼개로,202603~202803,갱신,-,"22,500",0.0,단독다가구,단독다가구,2026-02
146,경기도 평택시 고덕동,2***,12m미만,101.37,월세,202602,25,500,165,2023.0,함박산3길,202604~202704,갱신,-,500,155.0,단독다가구,단독다가구,2026-02
147,서울특별시 양천구 신정동,1***,8m미만,93.37,월세,202602,25,"2,000",80,1997.0,중앙로29길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
148,전남광주통합특별시 광산구 월계동,8**,12m미만,98.45,월세,202602,25,"1,000",70,1997.0,산월로41번길,202602~202802,신규,-,,,단독다가구,단독다가구,2026-02
149,서울특별시 강서구 내발산동,6**,25m미만,86.4,전세,202602,25,"29,000",0,1984.0,강서로47길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
150,전남광주통합특별시 목포시 옥암동,1***,12m미만,89.0,월세,202602,25,500,55,2011.0,남악1로52번나길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
151,서울특별시 금천구 독산동,9**,12m미만,96.04,전세,202602,25,"28,000",0,1983.0,남부순환로128길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-02
152,경기도 안산시 상록구 이동,6**,12m미만,99.76,전세,202602,25,"15,750",0,2006.0,송호3길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
153,서울특별시 동작구 상도동,4**,8m미만,87.99,월세,202602,25,500,68,2002.0,상도로66길,202602~202712,신규,-,,,단독다가구,단독다가구,2026-02
154,전남광주통합특별시 서구 화정동,9**,12m미만,91.8,월세,202602,25,"1,000",50,1996.0,학생독립로,202603~202803,갱신,-,"1,000",50.0,단독다가구,단독다가구,2026-02
155,전남광주통합특별시 서구 화정동,3**,12m미만,99.0,월세,202602,25,"2,000",150,2017.0,화정로,-,-,-,,,단독다가구,단독다가구,2026-02
156,서울특별시 동작구 흑석동,1**,8m미만,89.67,월세,202602,25,500,62,2015.0,흑석로13바길,202603~202703,신규,-,,,단독다가구,단독다가구,2026-02
157,경기도 의정부시 가능동,7**,8m미만,89.96,월세,202602,25,300,30,1993.0,흥선로92번길,202603~202803,신규,-,,,단독다가구,단독다가구,2026-02
