NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
273,강원특별자치도 원주시 단구동,7*,8m미만,92.66,월세,202604,23,"1,000",60,1990.0,치악로1568번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
274,강원특별자치도 삼척시 하장면 판문리,1**,12m미만,95.0,월세,202604,23,500,18,2003.0,판문길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
275,경기도 군포시 금정동,7**,8m미만,86.78,월세,202604,23,"11,000",60,2002.0,당산로97번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
276,충청남도 보령시 남포면 봉덕리,4**,8m미만,90.0,전세,202604,23,"20,000",0,2022.0,농장길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
277,경기도 안산시 상록구 이동,6**,12m미만,99.0,전세,202604,23,"14,000",0,2003.0,조구나리1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
278,경상북도 경주시 충효동,2***,12m미만,95.7,월세,202604,23,"1,000",65,2012.0,충효녹지길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
279,경기도 오산시 세교동,5**,8m미만,98.1,전세,202604,23,"30,000",0,2016.0,큰말길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
280,대구광역시 달성군 현풍읍 중리,4**,12m미만,95.0,월세,202604,23,"1,000",60,2014.0,테크노중앙대로5길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
281,경기도 광주시 퇴촌면 도수리,6**,8m미만,98.4,전세,202604,23,"21,000",0,1989.0,도지울길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
282,경기도 수원시 권선구 세류동,1***,8m미만,89.8,월세,202604,23,"1,000",60,1979.0,정조로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
283,전북특별자치도 순창군 순창읍 남계리,7**,8m미만,87.25,월세,202604,23,"1,000",50,1996.0,순창1길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
284,서울특별시 성동구 금호동1가,1**,8m미만,90.0,전세,202604,23,"25,000",0,1988.0,행당로1길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-04
285,세종특별자치시  장군면 금암리,3**,8m미만,100.8,월세,202604,23,"3,400",70,,전원마을1길,202605~202708,신규,-,,,단독다가구,단독다가구,2026-04
286,인천광역시 강화군 강화읍 관청리,4**,8m미만,100.0,월세,202604,23,"1,000",50,1988.0,동문안길21번길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
287,대구광역시 북구 읍내동,8**,8m미만,90.0,월세,202604,23,"2,000",55,2016.0,칠곡중앙대로116길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
288,경기도 평택시 신장동,2**,8m미만,101.45,월세,202604,23,"10,000",35,,서밀월로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
289,경상북도 경주시 충효동,2***,12m미만,95.7,월세,202604,23,"3,000",65,,충효녹지길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
290,전북특별자치도 익산시 영등동,7**,8m미만,94.75,월세,202604,23,500,50,2023.0,동서로45길,202605~202704,신규,-,,,단독다가구,단독다가구,2026-04
291,서울특별시 동작구 상도동,3**,12m미만,86.94,월세,202604,23,"5,000",130,2002.0,상도로15길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
292,경기도 양평군 양서면 복포리,3**,8m미만,99.45,월세,202604,23,"2,000",50,2002.0,복개길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
293,전북특별자치도 군산시 수송동,7**,12m미만,85.9,월세,202604,23,"1,000",50,2011.0,남수송5길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
294,충청북도 청주시 청원구 오창읍 구룡리,4**,12m미만,89.0,월세,202604,23,500,106,2010.0,구룡택지안길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
295,경상남도 김해시 내동,1***,25m이상,85.19,월세,202604,23,500,35,1996.0,금관대로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
296,충청북도 청주시 청원구 오창읍 구룡리,4**,12m미만,89.0,월세,202604,23,500,106,2010.0,구룡택지안길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
297,경기도 시흥시 도창동,3**,12m미만,92.52,월세,202604,23,"2,000",60,2002.0,매화로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
298,경기도 수원시 장안구 연무동,1**,8m미만,89.89,월세,202604,23,"2,000",80,1981.0,수원천로414번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
299,대전광역시 유성구 송강동,3*,12m미만,90.0,월세,202604,23,"2,000",60,1994.0,구즉로58번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
300,인천광역시 부평구 십정동,1**,8m미만,99.59,월세,202604,23,"1,500",35,1976.0,창휘로3번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
301,경기도 평택시 팽성읍 근내리,2**,8m미만,93.68,전세,202604,23,"8,000",0,2005.0,근내안길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
302,인천광역시 서해구 가정동,5**,8m미만,87.4,월세,202604,23,"1,000",55,1981.0,가경주로24번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
303,전북특별자치도 전주시 완산구 삼천동1가,6**,8m미만,92.4,전세,202604,23,"10,000",0,1994.0,하거마5길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
304,인천광역시 부평구 십정동,1**,8m미만,99.59,월세,202604,23,"1,500",35,1976.0,창휘로3번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
305,서울특별시 강동구 암사동,4**,8m미만,85.14,월세,202604,22,300,33,1990.0,구천면로57길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
306,울산광역시 남구 신정동,1**,12m미만,90.71,월세,202604,22,"2,000",145,2017.0,번영로201번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
307,전북특별자치도 익산시 금마면 서고도리,4**,8m미만,98.82,전세,202604,22,"10,000",0,2019.0,지아골길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
308,대전광역시 대덕구 송촌동,4**,25m미만,88.35,월세,202604,22,500,40,1999.0,계족산로81번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
309,대전광역시 유성구 교촌동,6**,12m미만,99.03,월세,202604,22,"3,000",50,2004.0,교촌로6번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
310,경기도 화성시 동탄구 반송동,1**,12m미만,86.0,월세,202604,22,"10,000",50,2017.0,10용사2길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-04
311,경기도 안산시 상록구 사동,1***,8m미만,86.02,전세,202604,22,"10,000",0,1993.0,네고지3길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
312,경기도 안산시 상록구 사동,1***,8m미만,86.02,전세,202604,22,"10,000",0,1993.0,네고지3길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
313,경상남도 창원시 의창구 봉곡동,*,12m미만,88.0,전세,202604,22,"10,000",0,1989.0,서곡길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
314,전남광주통합특별시 보성군 벌교읍 회정리,1**,8m미만,97.97,전세,202604,22,"8,000",0,2009.0,못골길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
315,대구광역시 달성군 가창면 오리,6**,8m미만,99.45,전세,202604,22,"3,000",0,1997.0,헐티로10길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
316,충청남도 천안시 서북구 성정동,6**,12m미만,90.0,전세,202604,22,"11,000",0,2005.0,서부19길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
317,전북특별자치도 익산시 모현동1가,4**,8m미만,100.0,월세,202604,22,"1,000",54,2014.0,선화로15길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
318,경기도 용인시 기흥구 보라동,3**,12m미만,99.0,월세,202604,22,"5,000",110,2016.0,용구대로1916번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
319,강원특별자치도 속초시 교동,7**,8m미만,90.0,월세,202604,22,"1,000",20,2015.0,교동로6길,202605~202804,신규,-,,,단독다가구,단독다가구,2026-04
320,경기도 성남시 분당구 판교동,6**,25m미만,100.52,월세,202604,22,"10,000",147,2010.0,판교공원로1길,202604~202609,갱신,사용,"10,000",140.0,단독다가구,단독다가구,2026-04
321,서울특별시 관악구 신림동,2**,8m미만,90.0,월세,202604,22,"20,000",50,1996.0,신림로7나길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
322,서울특별시 강남구 대치동,9**,12m미만,89.82,월세,202604,22,"15,000",180,1995.0,삼성로71길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
323,제주특별자치도 제주시 아라이동,2***,8m미만,87.37,월세,202604,22,200,40,2011.0,중앙로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
324,제주특별자치도 제주시 아라일동,2***,8m미만,100.97,월세,202604,22,500,100,2012.0,구산로4길,202605~202705,신규,-,,,단독다가구,단독다가구,2026-04
325,제주특별자치도 제주시 용담삼동,5**,12m미만,91.57,월세,202604,22,"1,000",83,1997.0,용마로3길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
326,경기도 광주시 남한산성면 엄미리,1**,8m미만,99.0,월세,202604,22,"5,000",70,1996.0,회안대로,-,-,-,,,단독다가구,단독다가구,2026-04
327,경기도 광주시 남한산성면 엄미리,1**,8m미만,99.15,월세,202604,22,"5,000",70,1996.0,회안대로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
328,경기도 수원시 영통구 매탄동,1**,8m미만,101.2,월세,202604,22,"3,000",100,1991.0,매영로35번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
329,서울특별시 중랑구 중화동,3**,25m미만,94.51,월세,202604,22,"2,000",75,,중랑천로,202606~202805,신규,-,,,단독다가구,단독다가구,2026-04
330,제주특별자치도 제주시 일도이동,3**,8m미만,97.0,월세,202604,22,500,108,2021.0,신산로13길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
331,서울특별시 중랑구 묵동,2**,25m미만,89.36,월세,202604,22,"25,000",20,1977.0,중랑역로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-04
332,서울특별시 중랑구 묵동,2**,25m미만,89.36,월세,202604,22,"25,000",20,1977.0,중랑역로,202607~202807,신규,-,,,단독다가구,단독다가구,2026-04
333,전북특별자치도 전주시 완산구 효자동2가,1***,12m미만,100.32,전세,202604,22,"13,500",0,2011.0,구룡1길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
334,경상북도 경산시 정평동,2**,25m미만,97.16,월세,202604,22,"2,000",40,2015.0,강변서로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
335,경기도 성남시 수정구 시흥동,1**,8m미만,89.0,전세,202604,22,"24,800",0,2016.0,대왕판교로972번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
336,경기도 양평군 양서면 부용리,2**,8m미만,99.36,월세,202604,22,"2,000",100,2008.0,다리골길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
337,전북특별자치도 전주시 완산구 효자동2가,1***,12m미만,100.32,전세,202604,22,"13,500",0,2011.0,구룡1길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
338,경기도 광주시 탄벌동,3**,8m미만,91.92,전세,202604,22,"20,000",0,2006.0,탄벌길31번길,202604~202804,갱신,사용,"20,000",0.0,단독다가구,단독다가구,2026-04
339,부산광역시 연제구 연산동,2***,12m미만,93.56,월세,202604,22,"1,000",30,1972.0,배산로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
340,부산광역시 기장군 기장읍 죽성리,3**,8m미만,98.55,전세,202604,22,"20,000",0,1984.0,기장해안로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
341,경기도 시흥시 정왕동,2***,12m미만,99.4,월세,202604,22,"3,000",80,2003.0,오이도로135번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
342,서울특별시 서초구 서초동,1***,12m미만,95.2,월세,202604,22,"10,000",215,1996.0,효령로67길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-04
343,경기도 고양시 덕양구 지축동,2**,8m미만,100.47,월세,202604,22,"5,000",130,2023.0,중고개길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
344,제주특별자치도 제주시 조천읍 와흘리,2***,8m미만,89.82,월세,202604,22,300,67,2004.0,와흘전1길,202605~202705,신규,-,,,단독다가구,단독다가구,2026-04
345,대전광역시 서구 도마동,9*,25m미만,86.99,월세,202604,22,"1,000",45,2000.0,도마6길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
346,경상북도 포항시 남구 오천읍 문덕리,3**,12m미만,99.1,월세,202604,22,500,55,2007.0,문덕로23번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
347,경기도 화성시 동탄구 방교동,7**,12m미만,96.0,월세,202604,22,"3,000",140,2015.0,동탄기흥로257번가길,202605~202705,신규,-,,,단독다가구,단독다가구,2026-04
348,충청북도 청주시 흥덕구 봉명동,2***,25m미만,89.1,월세,202604,22,"1,000",95,2017.0,백봉로267번길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
349,부산광역시 동래구 명장동,1**,25m미만,94.68,월세,202604,21,"10,000",15,1988.0,명장로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
350,경기도 안양시 만안구 박달동,9**,25m미만,91.1,전세,202604,21,"33,000",0,2017.0,오리로34번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
351,울산광역시 동구 화정동,6**,8m미만,88.48,월세,202604,21,"1,000",60,2013.0,화정3길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
352,전북특별자치도 전주시 덕진구 우아동1가,1***,12m미만,99.32,월세,202604,21,"1,000",50,2018.0,인교9길,202605~202704,신규,-,,,단독다가구,단독다가구,2026-04
353,강원특별자치도 강릉시 유천동,2**,25m이상,86.0,전세,202604,21,"12,000",0,,교동광장로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
354,인천광역시 부평구 삼산동,4**,25m미만,98.93,월세,202604,21,"5,000",95,2005.0,충선로311번길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-04
355,서울특별시 영등포구 당산동6가,3**,12m미만,93.06,월세,202604,21,"2,000",150,1992.0,당산로49길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
356,울산광역시 울주군 온산읍 덕신리,4**,8m미만,97.0,월세,202604,21,500,95,2010.0,용방소8길,202606~202805,신규,-,,,단독다가구,단독다가구,2026-04
357,경기도 고양시 덕양구 지축동,1***,12m미만,101.48,월세,202604,21,"5,000",200,2021.0,안진8길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
358,울산광역시 남구 신정동,1**,8m미만,90.0,월세,202604,21,"2,000",100,2016.0,돋질로157번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
359,경기도 남양주시 다산동,6***,12m미만,90.0,월세,202604,21,"6,000",200,2019.0,다산중앙로82번안길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
360,경기도 성남시 중원구 성남동,3***,12m미만,86.72,월세,202604,21,"1,000",90,1994.0,광명로42번길,202605~202805,갱신,-,"1,000",70.0,단독다가구,단독다가구,2026-04
361,경기도 화성시 동탄구 금곡동,3**,12m미만,87.47,월세,202604,21,"4,000",60,2014.0,금곡로193번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
362,경기도 평택시 고덕동,1***,12m미만,100.75,월세,202604,21,"1,000",190,2021.0,고덕국제4길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
363,부산광역시 북구 덕천동,4**,8m미만,95.37,월세,202604,21,30,45,2009.0,만덕대로102번가길,202604~202606,신규,-,,,단독다가구,단독다가구,2026-04
364,부산광역시 강서구 명지동,3***,12m미만,90.97,월세,202604,21,"4,000",85,2019.0,명지국제6로1번가길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
365,제주특별자치도 제주시 구좌읍 송당리,1***,8m미만,98.64,월세,202604,21,500,100,1999.0,비자림로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
366,대전광역시 유성구 노은동,5**,12m미만,99.0,월세,202604,21,"6,000",40,2001.0,노은동로87번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
367,울산광역시 동구 방어동,1***,8m미만,89.55,월세,202604,21,"1,000",70,2004.0,남진1길,202605~202705,신규,-,,,단독다가구,단독다가구,2026-04
368,세종특별자치시  연기면 연기리,4**,8m미만,85.18,월세,202604,21,"2,000",40,1984.0,서부길,202605~203005,신규,-,,,단독다가구,단독다가구,2026-04
369,서울특별시 성북구 장위동,2**,8m미만,89.62,월세,202604,21,"12,000",70,1970.0,장위로21나길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
370,경기도 평택시 신장동,6**,8m미만,92.43,월세,202604,21,100,75,,남산로65번길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
371,경기도 수원시 권선구 당수동,1**,25m미만,88.19,전세,202604,21,"8,000",0,2004.0,당진로32번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
372,경기도 광명시 광명동,1**,8m미만,100.52,월세,202604,21,"4,000",100,1984.0,광명로928번길,202610~202810,신규,-,,,단독다가구,단독다가구,2026-04
373,전북특별자치도 장수군 장수읍 두산리,6**,8m미만,101.38,전세,202604,21,"13,000",0,2015.0,발방골길,202604~202804,갱신,-,"13,000",0.0,단독다가구,단독다가구,2026-04
374,경상남도 김해시 외동,1***,12m미만,100.3,월세,202604,21,"2,000",65,1997.0,금관대로1190번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
375,경상남도 양산시 주남동,6**,12m미만,99.08,월세,202604,21,50,40,2016.0,주남마을1길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
376,경기도 성남시 분당구 서현동,3**,12m미만,94.47,전세,202604,21,"33,000",0,1996.0,효자길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
377,충청남도 공주시 옥룡동,2**,8m미만,99.7,월세,202604,21,"5,000",60,,대추골1길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
378,충청남도 공주시 옥룡동,2**,8m미만,99.7,월세,202604,21,"5,000",60,,대추골1길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
379,경기도 파주시 적성면 마지리,3*,8m미만,98.98,월세,202604,21,300,38,2012.0,칠중2길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
380,서울특별시 강동구 성내동,4**,25m미만,86.52,월세,202604,21,"9,000",90,1994.0,풍성로,202610~202810,신규,-,,,단독다가구,단독다가구,2026-04
381,경기도 파주시 동패동,1***,12m미만,93.67,월세,202604,21,"3,000",120,2020.0,동패로7번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
382,울산광역시 동구 방어동,1***,8m미만,89.0,월세,202604,21,"1,000",70,2004.0,남진1길,-,-,-,,,단독다가구,단독다가구,2026-04
383,경상남도 진주시 명석면 용산리,7**,8m미만,85.8,월세,202604,21,"3,000",30,2017.0,진주대로1918번길,202604~202707,신규,-,,,단독다가구,단독다가구,2026-04
384,서울특별시 중랑구 면목동,4**,8m미만,90.38,월세,202604,20,0,35,1991.0,면목로44마길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
385,전북특별자치도 전주시 완산구 남노송동,5**,8m미만,93.38,월세,202604,20,"7,000",55,2018.0,관선3길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
386,서울특별시 중구 신당동,6**,8m미만,99.17,월세,202604,20,"2,000",83,1993.0,왕십리로39길,202607~202807,신규,-,,,단독다가구,단독다가구,2026-04
387,서울특별시 중구 광희동2가,1**,8m미만,101.85,월세,202604,20,"3,000",95,,퇴계로66길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
388,경기도 화성시 동탄구 영천동,7**,12m미만,99.0,월세,202604,20,"3,000",90,2016.0,동탄치동천로3길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
389,인천광역시 영종구 남북동,6**,8m미만,92.31,전세,202604,20,"13,000",0,2008.0,용유로380번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
390,충청북도 청주시 청원구 우암동,3**,25m미만,99.18,월세,202604,20,"1,500",90,1971.0,중앙로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
391,경기도 성남시 중원구 도촌동,5**,12m미만,96.35,전세,202604,20,"28,000",0,2008.0,도촌로7번길,202604~202804,갱신,-,"25,000",0.0,단독다가구,단독다가구,2026-04
392,서울특별시 동작구 사당동,3**,12m미만,89.42,월세,202604,20,"2,000",80,1990.0,사당로22나길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
393,인천광역시 계양구 용종동,2**,12m미만,88.13,월세,202604,20,"3,000",70,2016.0,용마루5길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
394,대전광역시 서구 내동,2*,8m미만,89.12,월세,202604,20,"1,000",85,2018.0,동서대로1021번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
395,충청북도 청주시 흥덕구 봉명동,2***,25m미만,98.64,월세,202604,20,"1,500",76,1994.0,봉정로56번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
396,경상남도 창원시 마산회원구 내서읍 삼계리,3*,12m미만,96.31,월세,202604,20,"1,000",50,1998.0,삼계로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
397,경기도 고양시 일산동구 식사동,2**,8m미만,92.79,월세,202604,20,"1,000",80,1999.0,견달산로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
398,대전광역시 대덕구 중리동,2**,12m미만,93.63,전세,202604,20,"20,000",0,1988.0,한밭대로1159번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
399,경기도 수원시 장안구 연무동,2**,12m미만,97.84,전세,202604,20,"14,000",0,1983.0,연무로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
400,강원특별자치도 홍천군 홍천읍 연봉리,4**,8m미만,93.72,월세,202604,20,500,50,1991.0,남산강변로2길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
401,제주특별자치도 서귀포시 성산읍 온평리,1***,8m미만,99.17,월세,202604,20,0,50,2016.0,온평서로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
402,제주특별자치도 제주시 구좌읍 동복리,1***,8m미만,99.65,월세,202604,20,"2,500",50,2016.0,동복로,202604~202904,신규,-,,,단독다가구,단독다가구,2026-04
403,부산광역시 연제구 거제동,1***,8m미만,91.7,월세,202604,20,500,30,1983.0,온천천공원길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
404,경기도 오산시 세교동,5**,8m미만,98.0,전세,202604,20,"30,000",0,2016.0,큰말길,-,-,-,,,단독다가구,단독다가구,2026-04
405,경상남도 김해시 주촌면 천곡리,1***,12m미만,99.66,전세,202604,20,"16,000",0,,,202608~203008,신규,-,,,단독다가구,단독다가구,2026-04
406,서울특별시 서대문구 연희동,7*,25m미만,99.0,월세,202604,20,"5,000",430,2015.0,연희로26가길,202605~202804,신규,-,,,단독다가구,단독다가구,2026-04
407,경상남도 통영시 용남면 삼화리,8*,8m미만,98.88,전세,202604,20,"21,000",0,2013.0,논싯골길,202605~203105,신규,-,,,단독다가구,단독다가구,2026-04
408,경상북도 의성군 금성면 대리리,9*,12m미만,96.53,월세,202604,20,"3,000",35,2014.0,탑리길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
409,경기도 하남시 감북동,1**,8m미만,98.27,월세,202604,20,"17,000",28,,서하남로47번길,202604~202804,갱신,-,"14,000",43.0,단독다가구,단독다가구,2026-04
410,충청남도 예산군 예산읍 향천리,1**,8m미만,97.82,전세,202604,20,"17,000",0,2026.0,예산로263번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
411,충청남도 청양군 청양읍 교월리,2**,8m미만,97.2,월세,202604,20,300,40,,평촌1길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
412,충청남도 계룡시 엄사면 엄사리,1**,12m미만,100.0,월세,202604,20,"1,000",55,1997.0,전원1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
413,경기도 양평군 지평면 월산리,2**,8m미만,91.39,전세,202604,20,"9,500",0,2023.0,금의길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
414,경기도 양평군 지평면 월산리,2**,8m미만,91.39,전세,202604,20,"9,500",0,2023.0,금의길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
415,경기도 여주시 금사면 전북리,3**,8m미만,91.4,월세,202604,20,500,40,,금사로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
416,경상남도 김해시 관동동,1***,25m미만,100.0,월세,202604,20,"15,000",30,2017.0,율하2로,202604~202804,갱신,-,"15,000",15.0,단독다가구,단독다가구,2026-04
417,경기도 성남시 분당구 정자동,2**,8m미만,95.92,전세,202604,20,"35,000",0,1997.0,불곡남로29번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
418,경기도 광주시 도척면 유정리,5**,8m미만,96.42,전세,202604,20,"7,000",0,2007.0,도척로774번길,202604~202804,갱신,-,"6,000",0.0,단독다가구,단독다가구,2026-04
419,제주특별자치도 제주시 연동,1***,25m미만,95.38,월세,202604,20,"2,000",167,2021.0,수목원길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
420,강원특별자치도 원주시 단구동,1***,12m미만,93.8,월세,202604,20,"2,000",80,2016.0,천매봉길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
421,강원특별자치도 원주시 단구동,1***,12m미만,93.8,월세,202604,20,"2,000",80,2016.0,천매봉길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
422,경상남도 창원시 의창구 명서동,1**,12m미만,99.0,월세,202604,20,"3,000",41,1991.0,명서로141번길,202604~202904,신규,-,,,단독다가구,단독다가구,2026-04
423,경기도 부천시 소사구 괴안동,2**,8m미만,86.0,월세,202604,20,"5,000",85,2007.0,은성로117번길,-,-,-,,,단독다가구,단독다가구,2026-04
424,서울특별시 강남구 논현동,2**,8m미만,89.2,월세,202604,20,"39,000",22,1996.0,선릉로127길,202604~202804,갱신,-,"34,000",22.0,단독다가구,단독다가구,2026-04
425,경기도 안산시 단원구 초지동,6**,25m이상,95.0,월세,202604,20,"2,000",92,2002.0,광덕4로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
426,부산광역시 기장군 정관읍 모전리,7**,12m미만,96.3,월세,202604,20,500,63,2012.0,모전2길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
427,충청남도 당진시 합덕읍 성동리,5*,8m미만,96.9,월세,202604,20,300,35,2009.0,합덕대호로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
428,경기도 고양시 일산서구 덕이동,6**,8m미만,95.0,월세,202604,20,"4,500",20,2002.0,장자길136번길,202604~202704,갱신,-,"6,000",15.0,단독다가구,단독다가구,2026-04
429,충청북도 음성군 생극면 병암리,1***,12m미만,98.07,전세,202604,19,"15,000",0,2007.0,이진말길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
430,경기도 가평군 조종면 대보리,2**,8m미만,99.93,전세,202604,19,"15,000",0,2017.0,대보간선로335번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
431,경기도 하남시 망월동,1***,12m미만,88.63,월세,202604,19,"26,000",5,2020.0,미사강변북로30번길,202605~202805,갱신,-,"26,000",0.0,단독다가구,단독다가구,2026-04
432,대전광역시 서구 내동,3*,25m이상,87.85,월세,202604,19,"2,000",115,2023.0,갈마로,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
