NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
127,제주특별자치도 제주시 조천읍 와산리,1***,8m미만,85.25,월세,202604,27,400,67,,함와로,202605~202804,신규,-,,,단독다가구,단독다가구,2026-04
128,대전광역시 동구 가양동,5*,8m미만,97.4,월세,202604,27,0,30,1986.0,우암로311번길,202605~203005,신규,-,,,단독다가구,단독다가구,2026-04
129,전남광주통합특별시 남구 백운동,5**,8m미만,99.2,월세,202604,27,"2,000",90,2014.0,백운로5번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
130,경기도 부천시 소사구 옥길동,7**,25m미만,97.77,전세,202604,27,"29,000",0,2016.0,양지로166번길,202604~202705,신규,-,,,단독다가구,단독다가구,2026-04
131,인천광역시 남동구 운연동,1*,8m미만,96.19,월세,202604,27,"1,000",65,2014.0,연락골로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
132,경기도 수원시 권선구 금곡동,1***,12m미만,92.0,전세,202604,27,"30,000",0,2015.0,금곡로118번길,-,-,-,,,단독다가구,단독다가구,2026-04
133,제주특별자치도 서귀포시 안덕면 화순리,1***,8m미만,89.78,월세,202604,27,200,58,,일주서로,202605~202704,신규,-,,,단독다가구,단독다가구,2026-04
134,전북특별자치도 전주시 덕진구 만성동,1***,12m미만,96.81,월세,202604,27,"13,000",21,2018.0,월방8길,202605~202805,갱신,사용,"13,000",20.0,단독다가구,단독다가구,2026-04
135,경기도 남양주시 별내동,1***,12m미만,100.0,전세,202604,27,"32,000",0,2018.0,식송2로,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
136,경기도 하남시 천현동,6**,8m미만,98.61,전세,202604,27,"18,000",0,1994.0,신장로48번길,202605~202805,갱신,-,"17,000",0.0,단독다가구,단독다가구,2026-04
137,대구광역시 동구 지저동,7**,12m미만,90.0,월세,202604,27,"1,000",30,1989.0,방천로6길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
138,서울특별시 종로구 평창동,4**,8m미만,98.61,월세,202604,27,"50,000",100,1981.0,평창길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
139,대전광역시 유성구 계산동,7**,25m미만,102.0,월세,202604,27,"3,000",110,2023.0,학산로,202606~202706,신규,-,,,단독다가구,단독다가구,2026-04
140,대구광역시 달성군 현풍읍 중리,4**,12m미만,90.0,월세,202604,27,"1,500",65,2015.0,테크노중앙대로,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
141,제주특별자치도 제주시 연동,2***,8m미만,86.13,월세,202604,27,120,56,2003.0,성신북길,202604~202704,신규,-,,,단독다가구,단독다가구,2026-04
142,전남광주통합특별시 서구 쌍촌동,1***,12m미만,87.1,월세,202604,27,"1,000",70,2003.0,계수로73번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
143,경기도 화성시 만세구 남양읍 남양리,2***,12m미만,91.88,전세,202604,27,"19,000",0,2022.0,역골로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
144,경기도 안산시 상록구 이동,5**,12m미만,90.0,월세,202604,27,"6,000",48,2004.0,도매시장로1길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
145,경기도 안산시 상록구 본오동,8**,25m미만,95.39,월세,202604,27,"2,000",80,1994.0,각골서로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
146,경기도 안산시 상록구 부곡동,6**,25m미만,100.0,월세,202604,27,"3,000",80,2001.0,부곡로,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
147,충청북도 청주시 상당구 금천동,4**,12m미만,90.0,월세,202604,27,"2,000",70,2003.0,영운천로133번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
148,대구광역시 달서구 용산동,4**,25m이상,94.87,월세,202604,27,"1,000",35,1999.0,성지로,202606~202905,신규,-,,,단독다가구,단독다가구,2026-04
149,경기도 파주시 조리읍 대원리,7**,8m미만,99.68,월세,202604,27,500,40,,대원안길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
150,강원특별자치도 강릉시 포남동,6*,8m미만,86.5,월세,202604,27,"1,000",40,1996.0,춘갑봉길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
151,서울특별시 성북구 종암동,*,8m미만,93.34,전세,202604,27,"24,000",0,1989.0,종암로10길,202607~202707,신규,-,,,단독다가구,단독다가구,2026-04
152,충청북도 청주시 서원구 모충동,1**,12m미만,86.52,월세,202604,27,"1,000",55,1984.0,남들로,202605~202705,신규,-,,,단독다가구,단독다가구,2026-04
153,경기도 성남시 분당구 서현동,3**,25m미만,100.65,전세,202604,27,"35,000",0,1995.0,불정로,202604~202801,갱신,-,"35,000",0.0,단독다가구,단독다가구,2026-04
154,경상북도 포항시 남구 해도동,5*,8m미만,92.56,월세,202604,27,300,35,2006.0,중앙로92번길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
155,충청북도 청주시 흥덕구 오송읍 봉산리,1***,12m미만,90.19,월세,202604,27,"1,000",101,2019.0,봉산2길,202604~202804,신규,-,,,단독다가구,단독다가구,2026-04
156,경기도 성남시 분당구 율동,2**,8m미만,100.87,전세,202604,27,"40,000",0,2017.0,새마을로165번길,202606~202806,신규,-,,,단독다가구,단독다가구,2026-04
157,경상북도 영주시 가흥동,1***,25m미만,97.06,전세,202604,27,"12,000",0,2022.0,대동로69번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
158,경상북도 영주시 가흥동,1***,12m미만,100.0,월세,202604,27,"2,000",75,2014.0,대학로201번길,202605~202805,신규,-,,,단독다가구,단독다가구,2026-04
