NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
130,경기도 고양시 일산동구 마두동,861,861,0,정발마을3,전세,99.9,202605,4,"37,900",0,2,1996,산두로 54,202605~202805,갱신,사용,"38,000",0.0,연립다세대,연립다세대,2026-05
131,서울특별시 강남구 삼성동,145-10,145,10,삼성빌리지(145-10),월세,88.32,202605,3,"20,000",167,2,1998,봉은사로82길 8,202606~202806,신규,-,,,연립다세대,연립다세대,2026-05
132,서울특별시 용산구 주성동,1-7,1,7,양지맨션,월세,92.07,202605,2,"30,000",10,1,1976,서빙고로91나길 48,202606~202806,신규,-,,,연립다세대,연립다세대,2026-05
133,서울특별시 은평구 응암동,94-3,94,3,응암하우스,전세,91.82,202605,2,"26,000",0,1,2002,백련산로14길 7-16,202606~202806,신규,-,,,연립다세대,연립다세대,2026-05
134,서울특별시 관악구 봉천동,480-131,480,131,대원현대빌라,전세,87.27,202605,2,"35,000",0,3,1985,은천로23길 23,202606~202608,신규,-,,,연립다세대,연립다세대,2026-05
135,서울특별시 용산구 주성동,1-7,1,7,양지맨션,월세,92.07,202605,2,"30,000",10,1,1976,서빙고로91나길 48,202606~202806,신규,-,,,연립다세대,연립다세대,2026-05
136,서울특별시 강남구 대치동,975-19,975,19,(975-19),월세,100.69,202605,1,"45,000",60,5,2003,도곡로83길 14,202605~202704,신규,-,,,연립다세대,연립다세대,2026-05
137,서울특별시 송파구 잠실동,295-7,295,7,(295-7),월세,85.98,202605,1,"10,000",50,4,2004,백제고분로12길 8-18,202605~202805,신규,-,,,연립다세대,연립다세대,2026-05
138,경기도 광주시 신현동,937,937,0,동심그린타운(107동),월세,93.7,202605,1,"13,000",40,2,1999,상태길68번길 17-46,202606~202806,신규,-,,,연립다세대,연립다세대,2026-05
139,경기도 수원시 권선구 권선동,984-9,984,9,블루시티,전세,85.99,202605,1,"27,000",0,5,2018,세지로82번길 49-7,202606~202805,갱신,-,"27,000",0.0,연립다세대,연립다세대,2026-05
