NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
11,경기도 안양시 동안구 평촌동,933-7,933,7,꿈마을동아,월세,101.99,202608,21,"50,000",30,16,1994,귀인로 294,202608~202808,갱신,-,"50,000",30.0,아파트,아파트,2026-08
12,경기도 안양시 동안구 평촌동,933-6,933,6,꿈마을건영5차,전세,102.0,202608,21,"78,000",0,7,1993,부림로 10,202609~202812,갱신,사용,"75,000",0.0,아파트,아파트,2026-08
13,경기도 수원시 권선구 호매실동,1393,1393,0,힐스테이트호매실,월세,93.69,202608,21,"16,750",67,12,2018,호매실로166번길 33,202609~202808,갱신,-,"16,220",65.0,아파트,아파트,2026-08
14,대전광역시 서구 둔산동,1388,1388,0,한마루아파트,전세,101.94,202608,21,"65,000",0,13,1992,둔산북로 160,202612~202812,신규,-,,,아파트,아파트,2026-08
15,인천광역시 검단구 당하동,1272-2,1272,2,유승한내들 에듀파크,전세,92.2153,202608,21,"34,000",0,9,2021,이음3로 130,202608~202808,신규,-,,,아파트,아파트,2026-08
16,인천광역시 연수구 송도동,396-7,396,7,송도자이크리스탈오션,전세,98.8104,202608,21,"52,500",0,18,2024,랜드마크로360번길 40,202609~202809,갱신,사용,"50,000",0.0,아파트,아파트,2026-08
17,인천광역시 연수구 송도동,9-5,9,5,송도웰카운티4단지,전세,101.8,202608,21,"52,500",0,16,2010,해송로30번길 20,202608~202808,갱신,사용,"50,000",0.0,아파트,아파트,2026-08
18,인천광역시 연수구 송도동,9-5,9,5,송도웰카운티4단지,전세,101.8,202608,21,"52,500",0,16,2010,해송로30번길 20,202608~202808,갱신,사용,"50,000",0.0,아파트,아파트,2026-08
19,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,전세,101.55,202608,21,"32,000",0,3,2002,선수촌로 122,202609~202809,신규,-,,,아파트,아파트,2026-08
20,서울특별시 영등포구 당산동3가,561,561,0,동부센트레빌,전세,94.75,202608,21,"90,000",0,18,2003,영신로 191,202611~202811,신규,-,,,아파트,아파트,2026-08
21,서울특별시 노원구 중계동,361-1,361,1,롯데우성,월세,101.88,202608,21,"44,000",145,1,1993,노원로22길 34,202608~202808,갱신,-,"44,000",66.0,아파트,아파트,2026-08
22,서울특별시 도봉구 창동,26,26,0,동아,전세,89.45,202608,21,"47,000",0,12,1988,노해로70길 12,202609~202809,갱신,-,"41,000",10.0,아파트,아파트,2026-08
23,서울특별시 중랑구 신내동,816,816,0,신내우디안1단지,전세,101.65,202608,21,"25,454",0,4,2014,신내역로1길 85,202609~202808,갱신,-,"24,242",0.0,아파트,아파트,2026-08
24,경기도 화성시 동탄구 장지동,1010,1010,0,동탄2아이파크1단지,월세,96.9237,202608,20,"3,000",150,2,2019,동탄대로4길 123,202610~202702,신규,-,,,아파트,아파트,2026-08
25,경기도 안양시 동안구 평촌동,933-7,933,7,꿈마을건영3차,전세,102.0,202608,20,"63,000",0,10,1994,귀인로 294,202611~202811,신규,-,,,아파트,아파트,2026-08
26,경기도 수원시 영통구 영통동,988-2,988,2,살구골마을진덕서광성지동아,전세,101.25,202608,20,"65,000",0,7,1998,봉영로 1526,202610~202810,신규,-,,,아파트,아파트,2026-08
27,세종특별자치시  나성동,827,827,0,나릿재마을5단지,전세,99.9109,202608,20,"40,000",0,26,2021,나성북1로 23,202611~202811,갱신,사용,"40,000",0.0,아파트,아파트,2026-08
28,경기도 화성시 동탄구 청계동,536,536,0,시범반도유보라아이비파크4.0,전세,96.7283,202608,20,"75,000",0,14,2018,동탄대로시범길 134,202608~202811,신규,-,,,아파트,아파트,2026-08
29,경기도 김포시 운양동,1301-1,1301,1,한강신도시롯데캐슬,전세,99.7509,202608,20,"25,000",0,10,2014,김포한강11로 275,202610~202810,신규,-,,,아파트,아파트,2026-08
30,부산광역시 강서구 명지동,3599-1,3599,1,e편한세상명지,전세,98.967,202608,20,"36,000",0,22,2019,명지국제2로 80,202610~202810,신규,-,,,아파트,아파트,2026-08
31,부산광역시 남구 용호동,954,954,0,더블유,전세,100.1037,202608,20,"88,000",0,58,2018,분포로 145,202609~202809,신규,-,,,아파트,아파트,2026-08
32,서울특별시 구로구 천왕동,281,281,0,천왕연지타운2단지,전세,101.99,202608,20,"50,000",0,12,2014,오리로 1102-10,202609~202811,신규,-,,,아파트,아파트,2026-08
33,전북특별자치도 군산시 수송동,812-1,812,1,제일오투그란데2단지,전세,91.1944,202608,20,"20,000",0,11,2008,축동로 34,202610~202810,신규,-,,,아파트,아파트,2026-08
34,강원특별자치도 원주시 반곡동,1822-11,1822,11,원주혁신도시제일풍경채센텀포레,월세,91.4007,202608,20,"6,000",130,12,2023,배울로 154,202609~202809,신규,-,,,아파트,아파트,2026-08
35,경기도 용인시 수지구 신봉동,911,911,0,신봉마을자이2차,전세,100.088,202608,20,"50,400",0,10,2005,신봉2로 72,202610~202810,갱신,사용,"48,000",0.0,아파트,아파트,2026-08
36,경기도 하남시 선동,433,433,0,미사강변2차푸르지오,전세,101.8919,202608,20,"79,800",0,29,2016,미사강변한강로 60,202701~202901,갱신,사용,"76,000",0.0,아파트,아파트,2026-08
37,경기도 성남시 분당구 삼평동,744,744,0,봇들마을9단지(금호어울림),전세,101.09,202608,20,"125,000",0,14,2009,동판교로 156,202611~202811,신규,-,,,아파트,아파트,2026-08
38,경기도 군포시 산본동,1146,1146,0,솔거대림,전세,90.15,202608,20,"53,000",0,15,1993,광정로 119,202609~202809,갱신,-,"50,000",0.0,아파트,아파트,2026-08
39,경기도 고양시 덕양구 신원동,654,654,0,신원마을5단지우림필유아파트,전세,99.9,202608,20,"50,000",0,13,2013,신원로 55,202611~202811,신규,-,,,아파트,아파트,2026-08
40,경기도 고양시 덕양구 신원동,654,654,0,신원마을5단지우림필유아파트,전세,99.9,202608,20,"50,000",0,13,2013,신원로 55,202611~202811,신규,-,,,아파트,아파트,2026-08
41,경기도 안산시 상록구 사동,1639,1639,0,그랑시티자이2차,월세,101.9886,202608,20,"10,000",190,6,2020,해양5로 17,202610~202810,신규,-,,,아파트,아파트,2026-08
42,경기도 안산시 상록구 이동,664-1,664,1,푸르지오2차,전세,99.9713,202608,20,"33,600",0,7,2001,안산천남1로 70,202608~202808,갱신,사용,"32,000",0.0,아파트,아파트,2026-08
43,경기도 평택시 동삭동,835,835,0,평택센트럴자이1단지,전세,98.7608,202608,20,"33,000",0,25,2017,상서재로5길 15,202610~202808,신규,-,,,아파트,아파트,2026-08
44,경기도 안양시 동안구 평촌동,932-4,932,4,꿈마을한신,전세,96.66,202608,20,"78,750",0,3,1993,관평로 68,202610~202810,갱신,사용,"75,000",0.0,아파트,아파트,2026-08
45,경기도 성남시 중원구 도촌동,706,706,0,東분당파크뷰,전세,100.66,202608,20,"60,000",0,10,2013,도촌남로 101,202608~202808,갱신,-,"52,500",0.0,아파트,아파트,2026-08
46,대전광역시 서구 만년동,1-2,1,2,강변,전세,100.0,202608,20,"34,000",0,1,1996,만년로 25,202610~202810,신규,-,,,아파트,아파트,2026-08
47,인천광역시 연수구 송도동,311,311,0,랜드마크시티센트럴더샵,전세,95.8548,202608,20,"37,800",0,14,2020,랜드마크로 68,202610~202810,갱신,사용,"36,000",0.0,아파트,아파트,2026-08
48,인천광역시 연수구 동춘동,924-3,924,3,래미안,월세,95.76,202608,20,"5,000",120,1,1993,원인재로 81,202610~202810,신규,-,,,아파트,아파트,2026-08
49,경기도 양주시 옥정동,1043,1043,0,양주옥정신도시제일풍경채레이크시티1단지,월세,101.3343,202608,20,"3,000",170,4,2023,옥정동로 212,202609~202802,신규,-,,,아파트,아파트,2026-08
50,경기도 김포시 고촌읍 신곡리,1256,1256,0,수기마을힐스테이트2단지,월세,101.97,202608,20,"30,000",130,8,2008,수기로 67-53,202611~202811,신규,-,,,아파트,아파트,2026-08
51,경기도 하남시 망월동,1127,1127,0,미사역호반써밋,전세,99.1671,202608,20,"76,650",0,13,2019,미사강변한강로 270,202610~202810,갱신,사용,"73,000",0.0,아파트,아파트,2026-08
52,경기도 군포시 산본동,1148,1148,0,묘향(롯데),월세,94.43,202608,20,"15,000",139,3,1993,고산로539번길 7-12,202612~202812,갱신,사용,"15,000",130.0,아파트,아파트,2026-08
53,경기도 평택시 고덕동,2618-1,2618,1,힐스테이트고덕스카이시티,전세,90.3115,202608,20,"37,000",0,49,2024,고덕국제대로 99,202608~202708,신규,-,,,아파트,아파트,2026-08
54,경기도 부천시 원미구 중동,1037,1037,0,은하마을(대우),전세,101.94,202608,20,"40,000",0,15,1993,석천로 216,202610~202810,신규,-,,,아파트,아파트,2026-08
55,대구광역시 수성구 신매동,46,46,0,사월화성파크드림(2단지),전세,93.735,202608,20,"32,700",0,16,2006,달구벌대로 3304-1,202609~202701,갱신,사용,"32,700",0.0,아파트,아파트,2026-08
56,부산광역시 강서구 명지동,3595-3,3595,3,더샵명지퍼스트월드3단지,전세,99.9247,202608,20,"37,000",0,17,2020,명지국제2로 41,202609~202809,갱신,-,"37,000",0.0,아파트,아파트,2026-08
57,부산광역시 서구 동대신동2가,313,313,0,삼익,월세,88.2,202608,20,"5,000",60,4,1976,대영로73번길 39,202608~202808,신규,-,,,아파트,아파트,2026-08
58,전남광주통합특별시 광산구 월계동,757-3,757,3,첨단동부,전세,91.882,202608,20,"25,000",0,3,1997,첨단중앙로 201,202610~202810,신규,-,,,아파트,아파트,2026-08
59,서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌3단지,월세,100.31,202608,20,"50,000",200,7,1988,양재대로 1218,202608~202808,갱신,-,"50,000",120.0,아파트,아파트,2026-08
60,서울특별시 송파구 장지동,883,883,0,힐스테이트송파위례,월세,101.8,202608,20,"94,000",30,18,2016,위례광장로 170,202610~202810,갱신,-,"81,000",0.0,아파트,아파트,2026-08
61,서울특별시 송파구 석촌동,216-4,216,4,석촌,전세,96.35,202608,20,"60,000",0,2,2002,삼학사로8길 13,202609~202809,갱신,-,"57,200",0.0,아파트,아파트,2026-08
62,서울특별시 도봉구 창동,27,27,0,주공19단지(창동리버타운),월세,99.75,202608,20,"25,000",68,5,1989,노해로70길 54,202609~202809,갱신,사용,"25,000",60.0,아파트,아파트,2026-08
63,서울특별시 동대문구 답십리동,1002,1002,0,청계한신휴플러스,전세,90.62,202608,20,"79,000",0,19,2010,서울시립대로 14,202611~202811,갱신,-,"65,000",0.0,아파트,아파트,2026-08
64,인천광역시 영종구 중산동,1881-2,1881,2,스카이시티자이,월세,91.4513,202608,19,"5,000",137,22,2018,하늘별빛로 111,202608~202808,갱신,사용,"5,000",130.0,아파트,아파트,2026-08
65,인천광역시 영종구 중산동,1887-1,1887,1,영종하늘도시한라비발디,전세,101.5405,202608,19,"31,000",0,14,2012,하늘별빛로 86,202610~202810,신규,-,,,아파트,아파트,2026-08
66,경기도 하남시 선동,455,455,0,미사강변리버뷰자이,전세,98.6115,202608,19,"85,000",0,23,2017,미사강변한강로 10,202612~202812,신규,-,,,아파트,아파트,2026-08
67,경기도 성남시 분당구 야탑동,517,517,0,탑마을(벽산),월세,101.97,202608,19,"54,600",45,2,1994,야탑로 124,202610~202810,갱신,-,"54,600",0.0,아파트,아파트,2026-08
68,경기도 남양주시 다산동,6075,6075,0,다산한양수자인리버파크,전세,97.6738,202608,19,"56,000",0,4,2018,다산순환로 111,202609~202612,갱신,사용,"56,000",0.0,아파트,아파트,2026-08
69,세종특별자치시  새롬동,593,593,0,새뜸마을6단지(메이저시티),월세,101.8063,202608,19,"10,000",135,13,2017,새롬중앙1로 13,202611~202811,신규,-,,,아파트,아파트,2026-08
70,대구광역시 달서구 감삼동,726,726,0,죽전역해링턴플레이스더스카이,전세,94.743,202608,19,"40,000",0,34,2025,장기로 230,202608~202808,갱신,-,"10,000",110.0,아파트,아파트,2026-08
71,서울특별시 중랑구 신내동,816,816,0,신내우디안1단지,전세,101.65,202608,19,"25,454",0,7,2014,신내역로1길 85,202609~202808,갱신,-,"24,242",0.0,아파트,아파트,2026-08
72,경상남도 김해시 삼계동,1504-1,1504,1,구지마을3단지푸르지오,월세,96.5022,202608,19,"5,000",90,8,2007,삼계로 35,202610~202810,신규,-,,,아파트,아파트,2026-08
73,경상북도 포항시 북구 우현동,578,578,0,우현풍림아이원,전세,100.2528,202608,19,"25,000",0,8,2011,우창동로 71,202608~202808,갱신,-,"27,000",0.0,아파트,아파트,2026-08
74,경기도 안성시 공도읍 만정리,880,880,0,디자인시티블루밍,전세,101.6545,202608,19,"24,300",0,12,2010,공도로 142,202608~202808,갱신,-,"23,500",0.0,아파트,아파트,2026-08
75,경기도 하남시 풍산동,480,480,0,미사강변센트럴자이,전세,96.3851,202608,19,"77,700",0,6,2017,미사강변대로 95,202609~202901,갱신,사용,"74,000",0.0,아파트,아파트,2026-08
76,경기도 안산시 상록구 사동,1510,1510,0,안산고잔7차푸르지오,전세,89.213,202608,19,"32,500",0,7,2005,해양1로 30,202609~202809,갱신,사용,"31,000",0.0,아파트,아파트,2026-08
77,경기도 성남시 수정구 창곡동,519,519,0,위례센트럴푸르지오,월세,101.965,202608,19,"35,000",280,14,2016,위례순환로 211,202610~202810,신규,-,,,아파트,아파트,2026-08
78,서울특별시 양천구 목동,912,912,0,목동신시가지5,전세,95.28,202608,19,"100,000",0,15,1986,목동동로 350,202611~202811,신규,-,,,아파트,아파트,2026-08
79,서울특별시 노원구 공릉동,106,106,0,공릉해링턴플레이스,전세,99.917,202608,19,"65,000",0,7,2000,노원로 62,202609~202809,갱신,사용,"62,500",0.0,아파트,아파트,2026-08
80,경기도 성남시 분당구 수내동,75,75,0,푸른마을(쌍용),전세,101.82,202608,19,"86,000",0,12,1992,백현로 227,202609~202809,갱신,-,"81,500",0.0,아파트,아파트,2026-08
81,경기도 파주시 동패동,1781,1781,0,한울마을1단지운정신도시IPARK,월세,98.93,202608,19,"5,000",190,1,2020,심학산로 384,202612~202812,신규,-,,,아파트,아파트,2026-08
82,경기도 파주시 동패동,1711,1711,0,책향기마을14단지우남퍼스트빌(1711),전세,101.9776,202608,19,"26,000",0,3,2006,책향기로 209,202609~202809,갱신,-,"24,000",0.0,아파트,아파트,2026-08
83,경기도 하남시 선동,455,455,0,미사강변리버뷰자이,월세,98.6115,202608,19,"60,000",30,20,2017,미사강변한강로 10,202610~202810,갱신,사용,"60,000",20.0,아파트,아파트,2026-08
84,경기도 하남시 선동,433,433,0,미사강변2차푸르지오,전세,101.8817,202608,19,"85,000",0,20,2016,미사강변한강로 60,202609~202811,갱신,-,"70,000",0.0,아파트,아파트,2026-08
85,경기도 하남시 신장동,560,560,0,에코타운(C블럭),전세,98.61,202608,19,"52,500",0,2,2004,하남대로802번길 111,202608~202808,갱신,사용,"50,000",0.0,아파트,아파트,2026-08
86,경기도 군포시 산본동,1119-4,1119,4,백두(동성),전세,101.88,202608,19,"46,200",0,5,1993,고산로539번길 24,202611~202811,신규,-,,,아파트,아파트,2026-08
87,경기도 남양주시 화도읍 마석우리,295-32,295,32,빌리브센트하이,전세,98.981,202608,19,"44,000",0,25,2025,마석로 33,202611~202811,신규,-,,,아파트,아파트,2026-08
88,경기도 고양시 일산서구 주엽동,36,36,0,"강선마을1단지(벽산,대우)",전세,101.94,202608,19,"40,000",0,5,1994,대산로 106,202610~202810,갱신,-,"40,000",0.0,아파트,아파트,2026-08
89,경기도 고양시 일산동구 식사동,1510,1510,0,위시티블루밍3단지,전세,101.9,202608,19,"46,000",0,21,2010,위시티4로 79,202610~202810,신규,-,,,아파트,아파트,2026-08
90,세종특별자치시  집현동,1196,1196,0,새나루마을8단지세종하늘채센트레빌,전세,99.87,202608,19,"30,000",0,26,2022,집현서로 16,202609~202809,신규,-,,,아파트,아파트,2026-08
91,경기도 수원시 팔달구 화서동,656,656,0,한진현대아파트,전세,99.88,202608,19,"48,000",0,3,1997,덕영대로735번길 18,202609~202809,갱신,-,"46,000",0.0,아파트,아파트,2026-08
92,세종특별자치시  소담동,550,550,0,새샘마을3단지(모아미래도리버시티),월세,97.994,202608,19,"3,000",130,3,2016,시청대로 236,202610~202810,신규,-,,,아파트,아파트,2026-08
93,인천광역시 남동구 논현동,755-4,755,4,에코메트로12,전세,101.991,202608,19,"36,500",0,13,2009,논고개로 10,202610~202810,갱신,-,"36,500",0.0,아파트,아파트,2026-08
94,인천광역시 연수구 동춘동,923,923,0,"연수타운(금호,동아)",전세,101.97,202608,19,"38,500",0,10,1993,청능대로 124,202608~202808,갱신,사용,"38,500",0.0,아파트,아파트,2026-08
95,서울특별시 강동구 둔촌동,30-4,30,4,더샵둔촌포레,전세,95.2435,202608,19,"81,900",0,8,1984,동남로49길 57,202609~202809,갱신,사용,"78,000",0.0,아파트,아파트,2026-08
96,인천광역시 제물포구 신흥동2가,50-10,50,10,누리타워,월세,95.79,202608,18,"3,000",110,19,1994,인중로 96,202608~202808,신규,-,,,아파트,아파트,2026-08
97,세종특별자치시  나성동,853,853,0,나릿재마을2단지,전세,99.8498,202608,18,"39,900",0,21,2021,중앙공원서로 10,202611~202811,갱신,사용,"38,000",0.0,아파트,아파트,2026-08
98,대전광역시 동구 낭월동,723,723,0,e편한세상,월세,101.4,202608,18,0,100,15,2011,산내로 1330,202609~202809,신규,-,,,아파트,아파트,2026-08
99,경기도 화성시 동탄구 청계동,556,556,0,동탄역 더 힐,월세,85.203,202608,18,"5,000",200,8,2017,동탄순환대로22길 46,202611~202811,신규,-,,,아파트,아파트,2026-08
100,경기도 김포시 장기동,2071-2,2071,2,초당마을래미안한강,월세,101.03,202608,18,"17,000",50,20,2012,김포한강2로 69,202609~202809,신규,-,,,아파트,아파트,2026-08
101,경기도 성남시 수정구 창곡동,515,515,0,위례호반써밋에비뉴,전세,98.58,202608,18,"73,500",0,1,2016,위례중앙로 216,-,-,-,,,아파트,아파트,2026-08
102,세종특별자치시  소담동,531,531,0,새샘마을8단지,전세,98.6583,202608,18,"35,000",0,41,2020,소담8로 22,202610~202810,신규,-,,,아파트,아파트,2026-08
103,대구광역시 동구 신천동,100,100,0,벽산e-솔렌스힐,전세,92.6607,202608,18,"23,000",0,14,2007,장등로 56,202609~202809,신규,-,,,아파트,아파트,2026-08
104,서울특별시 중랑구 신내동,816,816,0,신내우디안1단지,전세,101.65,202608,18,"25,454",0,2,2014,신내역로1길 85,202609~202808,갱신,-,"24,242",0.0,아파트,아파트,2026-08
105,서울특별시 동대문구 이문동,257-42,257,42,래미안라그란데,전세,99.98,202608,18,"104,000",0,5,2025,이문로35길 12,202610~202810,신규,-,,,아파트,아파트,2026-08
106,경기도 화성시 동탄구 여울동,973,973,0,동탄역 반도유보라 아이비파크 8.0,전세,86.2318,202608,18,"47,000",0,33,2018,동탄광역환승로 73,202608~202808,갱신,사용,"45,000",0.0,아파트,아파트,2026-08
107,인천광역시 서해구 청라동,150-1,150,1,대우푸르지오,전세,94.741,202608,18,"55,000",0,13,2013,크리스탈로102번길 25,202609~202808,신규,-,,,아파트,아파트,2026-08
108,인천광역시 연수구 송도동,396-7,396,7,송도자이크리스탈오션,전세,98.9965,202608,18,"61,900",0,29,2024,랜드마크로360번길 40,202609~202808,갱신,사용,"59,000",0.0,아파트,아파트,2026-08
109,인천광역시 영종구 운남동,1710-1,1710,1,영종오션파크모아엘가그랑데,전세,89.8528,202608,18,"40,000",0,19,2026,영종대로565번길 20,202610~202810,신규,-,,,아파트,아파트,2026-08
110,인천광역시 영종구 중산동,1887-1,1887,1,영종하늘도시한라비발디,전세,101.9128,202608,18,"32,000",0,12,2012,하늘별빛로 86,202609~202809,신규,-,,,아파트,아파트,2026-08
111,서울특별시 중랑구 신내동,816,816,0,신내우디안1단지,전세,101.65,202608,18,"25,454",0,19,2014,신내역로1길 85,202609~202808,갱신,-,"24,242",0.0,아파트,아파트,2026-08
112,경기도 파주시 동패동,1687,1687,0,숲속길마을6단지동문굿모닝힐,전세,101.95,202608,18,"25,200",0,4,2005,책향기로 371,202609~202809,갱신,사용,"24,000",0.0,아파트,아파트,2026-08
113,경기도 고양시 일산서구 주엽동,32,32,0,문촌마을3단지우성,월세,101.98,202608,18,"30,000",140,13,1994,대산로 142,202701~202901,신규,-,,,아파트,아파트,2026-08
114,경기도 성남시 분당구 운중동,918,918,0,산운마을13단지(태영),전세,101.65,202608,18,"79,800",0,16,2010,판교원로82번길 30,202610~202810,갱신,사용,"76,000",0.0,아파트,아파트,2026-08
115,경기도 성남시 분당구 백현동,558,558,0,백현마을8단지(대림),월세,101.17,202608,18,"60,000",200,7,2009,판교역로 72,202610~202810,신규,-,,,아파트,아파트,2026-08
116,경기도 성남시 분당구 수내동,51,51,0,파크타운(대림),전세,101.91,202608,18,"90,000",0,3,1993,내정로 186,202611~202811,신규,-,,,아파트,아파트,2026-08
117,인천광역시 연수구 동춘동,924-3,924,3,자이(xi),전세,95.55,202608,18,"24,000",0,6,1993,원인재로 81,202608~202705,갱신,-,"23,000",0.0,아파트,아파트,2026-08
118,부산광역시 수영구 남천동,148-4,148,4,삼익비치,전세,95.17,202608,18,"13,000",0,8,1981,광안해변로 100,202608~202708,신규,-,,,아파트,아파트,2026-08
119,부산광역시 강서구 명지동,3233,3233,0,극동스타클래스,전세,101.92,202608,18,"29,000",0,13,2008,명지오션시티2로 71,202610~202810,신규,-,,,아파트,아파트,2026-08
120,서울특별시 금천구 독산동,1093-4,1093,4,한신아파트,월세,89.46,202608,18,"30,000",85,3,1991,한내로 62,202611~202811,신규,-,,,아파트,아파트,2026-08
121,서울특별시 은평구 진관동,154,154,0,은평뉴타운 제각말 푸르지오(5-1단지),전세,101.9,202608,18,"65,000",0,6,2010,연서로48길 12,202610~202810,신규,-,,,아파트,아파트,2026-08
122,서울특별시 은평구 불광동,311-13,311,13,극동메트로타워,전세,94.96,202608,18,"36,500",0,13,2001,통일로 856,202609~202809,갱신,-,"34,650",0.0,아파트,아파트,2026-08
123,인천광역시 남동구 구월동,342-1,342,1,신세계,월세,88.68,202608,18,"2,000",80,7,1980,호구포로 858,202608~202808,갱신,-,"2,000",70.0,아파트,아파트,2026-08
124,경기도 용인시 수지구 신봉동,873,873,0,신봉마을LG자이1차,전세,101.732,202608,18,"61,000",0,3,2004,신봉2로 26,202611~202811,신규,-,,,아파트,아파트,2026-08
125,서울특별시 서초구 우면동,753,753,0,서초호반써밋,월세,101.0109,202608,18,"20,000",360,2,2013,양재대로2길 109,202610~202810,신규,-,,,아파트,아파트,2026-08
126,경기도 화성시 동탄구 여울동,984,984,0,동탄역동원로얄듀크비스타3차,전세,94.9993,202608,18,"53,000",0,4,2020,동부대로 1062,202609~202809,갱신,-,"44,000",0.0,아파트,아파트,2026-08
127,서울특별시 도봉구 창동,825,825,0,북한산아이파크5차,전세,101.9176,202608,18,"63,000",0,5,2004,도봉로136길 28,202610~202810,갱신,사용,"60,000",0.0,아파트,아파트,2026-08
128,전북특별자치도 전주시 덕진구 송천동2가,1343,1343,0,에코시티데시앙7블럭,전세,98.5171,202608,18,"54,000",0,2,2019,세병로 112,202610~202810,신규,-,,,아파트,아파트,2026-08
129,경기도 성남시 수정구 창곡동,515,515,0,위례호반써밋에비뉴,전세,98.7,202608,18,"60,000",0,15,2016,위례중앙로 216,202608~202808,신규,-,,,아파트,아파트,2026-08
130,서울특별시 서초구 서초동,1444-3,1444,3,초원현대,월세,99.63,202608,18,"30,000",247,2,1998,효령로68길 105,202611~202811,갱신,사용,"30,000",230.0,아파트,아파트,2026-08
131,경기도 안성시 공도읍 만정리,880,880,0,디자인시티블루밍,전세,101.6499,202608,18,"5,000",0,8,2010,공도로 142,202608~202808,신규,-,,,아파트,아파트,2026-08
132,인천광역시 계양구 귤현동,531,531,0,계양센트레빌1단지,월세,101.8626,202608,18,"5,000",120,12,2013,형제봉길 100,202611~202811,신규,-,,,아파트,아파트,2026-08
133,경기도 화성시 동탄구 여울동,973,973,0,동탄역 반도유보라 아이비파크 8.0,전세,86.2318,202608,18,"47,000",0,33,2018,동탄광역환승로 73,202608~202808,갱신,사용,"45,000",0.0,아파트,아파트,2026-08
134,부산광역시 기장군 정관읍 모전리,728,728,0,동일스위트3차,전세,100.7622,202608,18,"24,000",0,2,2014,모전1길 9,202608~202808,갱신,사용,"23,000",0.0,아파트,아파트,2026-08
135,경기도 수원시 영통구 원천동,604,604,0,광교더샵,월세,91.2841,202608,18,"65,000",40,39,2018,광교호수로 15,202609~202809,신규,-,,,아파트,아파트,2026-08
136,충청남도 아산시 탕정면 매곡리,1387,1387,0,신영한들물빛도시지웰시티센트럴푸르지오3단지,전세,97.7172,202608,17,"45,000",0,21,2022,한들물빛5로 36,202610~202810,갱신,-,"45,000",0.0,아파트,아파트,2026-08
137,인천광역시 서해구 청라동,103-16,103,16,청라SKVIEW,전세,101.6409,202608,17,"40,000",0,20,2011,솔빛로 93,202610~202810,신규,-,,,아파트,아파트,2026-08
138,인천광역시 영종구 중산동,1881-2,1881,2,스카이시티자이,전세,91.4513,202608,17,"34,000",0,10,2018,하늘별빛로 111,202610~202810,신규,-,,,아파트,아파트,2026-08
139,경기도 화성시 동탄구 산척동,721,721,0,더레이크시티부영2단지,전세,88.0279,202608,17,"60,000",0,2,2018,동탄대로8길 65,202611~202811,신규,-,,,아파트,아파트,2026-08
140,경기도 양주시 덕정동,210-2,210,2,청담마을(주공4단지),전세,93.01,202608,17,"19,000",0,3,2001,고암길 305-40,202611~202811,신규,-,,,아파트,아파트,2026-08
