NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
24,대전광역시 서구 둔산동,1509,1509,0,크로바,전세,101.79,202607,31,"75,000",0,10,1992,둔산로 155,202611~202811,신규,-,,,아파트,아파트,2026-07
25,서울특별시 양천구 목동,912,912,0,목동신시가지5,전세,95.27,202607,31,"86,500",0,5,1986,목동동로 350,202610~202810,신규,-,,,아파트,아파트,2026-07
26,경상남도 창원시 성산구 대원동,110,110,0,에일린의뜰1단지,전세,101.0747,202607,31,"40,950",0,8,2025,대원로 60,202608~202808,갱신,사용,"39,000",0.0,아파트,아파트,2026-07
27,경기도 화성시 동탄구 목동,478,478,0,이편한세상동탄,전세,89.85,202607,31,"46,000",0,21,2018,동탄순환대로20길 31,202607~202807,신규,-,,,아파트,아파트,2026-07
28,경기도 성남시 수정구 창곡동,521,521,0,위례더힐55,월세,85.7614,202607,31,"20,000",260,6,2015,위례순환로 220,202609~202809,신규,-,,,아파트,아파트,2026-07
29,서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,전세,100.32,202607,31,"125,000",0,48,2007,아차산로 262,202610~202710,신규,-,,,아파트,아파트,2026-07
30,충청북도 청주시 흥덕구 봉명동,2934,2934,0,청주SKVIEW자이,전세,101.9612,202607,31,"37,800",0,10,2024,월명로 76,202608~202708,갱신,사용,"36,000",0.0,아파트,아파트,2026-07
31,경기도 광주시 태전동,692,692,0,태전동우림필유,전세,101.831,202607,31,"37,000",0,16,2010,태봉로 86,202608~202808,갱신,-,"35,000",0.0,아파트,아파트,2026-07
32,경기도 화성시 동탄구 청계동,541,541,0,롯데캐슬 알바트로스,전세,101.8848,202607,31,"56,700",0,14,2015,동탄순환대로21길 53,202608~202808,갱신,사용,"54,000",0.0,아파트,아파트,2026-07
33,경기도 화성시 효행구 봉담읍 상리,666,666,0,중흥에스클래스에듀포레,전세,99.385,202607,31,"42,000",0,17,2023,상리1길 167,202609~202809,신규,-,,,아파트,아파트,2026-07
34,경기도 용인시 기흥구 마북동,636,636,0,교동마을마북이편한세상,월세,101.9856,202607,31,"10,000",160,5,2009,마북로 210,202609~202809,신규,-,,,아파트,아파트,2026-07
35,경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,월세,97.123,202607,31,"12,000",200,3,2012,내손중앙로 11,202608~202808,갱신,-,"10,000",200.0,아파트,아파트,2026-07
36,경기도 남양주시 별내동,1035,1035,0,별내역우미린더퍼스트,전세,101.9549,202607,31,"54,000",0,14,2012,별내3로 24,202610~202810,갱신,사용,"51,500",0.0,아파트,아파트,2026-07
37,경기도 안산시 단원구 고잔동,851,851,0,센트럴푸르지오,월세,99.7579,202607,31,"5,000",189,7,2018,고잔로 115,202608~202808,신규,-,,,아파트,아파트,2026-07
38,경기도 성남시 분당구 판교동,622,622,0,판교원마을1단지(파라곤),전세,101.06,202607,31,"90,000",0,4,2009,판교로 50,202609~202809,갱신,-,"88,000",0.0,아파트,아파트,2026-07
39,경기도 수원시 권선구 호매실동,1361,1361,0,한양수자인파크원,전세,97.4287,202607,31,"50,000",0,18,2018,칠보로 102,202610~202810,신규,-,,,아파트,아파트,2026-07
40,세종특별자치시  대평동,668,668,0,해들마을6단지,전세,99.1844,202607,31,"32,000",0,4,2018,대평로 80,202610~202810,신규,-,,,아파트,아파트,2026-07
41,대구광역시 북구 침산동,1761,1761,0,침산화성파크드림,전세,97.998,202607,31,"34,000",0,4,2017,성북로 70,202610~202810,갱신,사용,"34,000",0.0,아파트,아파트,2026-07
42,서울특별시 송파구 장지동,895,895,0,송파와이즈더샵,전세,97.1662,202607,31,"82,500",0,5,2016,위례광장로 270,202608~202808,갱신,-,"79,000",0.0,아파트,아파트,2026-07
43,서울특별시 서초구 반포동,1341,1341,0,반포래미안아이파크,전세,99.92,202607,31,"115,500",0,28,2018,서초중앙로 220,202610~202810,갱신,사용,"110,000",0.0,아파트,아파트,2026-07
44,서울특별시 서초구 잠원동,70,70,0,신반포4,전세,100.11,202607,31,"85,000",0,3,1979,잠원로 37-48,202610~202810,신규,-,,,아파트,아파트,2026-07
45,서울특별시 동작구 흑석동,332,332,0,해가든,전세,94.89,202607,31,"78,750",0,6,2010,서달로 150,202608~202808,갱신,사용,"75,000",0.0,아파트,아파트,2026-07
46,서울특별시 영등포구 당산동5가,42,42,0,당산삼성래미안4차,전세,97.27,202607,31,"96,600",0,19,2003,당산로 214,202608~202808,갱신,사용,"92,000",0.0,아파트,아파트,2026-07
47,경기도 평택시 독곡동,475,475,0,동부,월세,99.63,202607,31,"1,000",95,8,1994,지산3로 75,202608~202808,신규,-,,,아파트,아파트,2026-07
48,경기도 성남시 수정구 창곡동,521,521,0,위례더힐55,월세,85.7614,202607,31,"20,000",260,6,2015,위례순환로 220,202609~202809,신규,-,,,아파트,아파트,2026-07
49,경기도 화성시 동탄구 청계동,533,533,0,동탄역시범반도유보라아이비파크1.0,전세,99.0153,202607,31,"66,150",0,6,2015,동탄대로시범길 168,202607~202807,갱신,사용,"63,000",0.0,아파트,아파트,2026-07
50,세종특별자치시  다정동,916,916,0,가온마을3단지,전세,98.7065,202607,31,"22,000",0,13,2018,다정북로 109,202608~202808,갱신,-,"21,000",0.0,아파트,아파트,2026-07
51,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,월세,101.8684,202607,31,"2,000",150,5,2018,첨단로동길 106,202610~202810,신규,-,,,아파트,아파트,2026-07
52,경기도 평택시 가재동,639,639,0,우림필유,월세,98.78,202607,31,"1,000",100,10,2006,막곡길 11,202608~202708,신규,-,,,아파트,아파트,2026-07
53,대전광역시 유성구 상대동,487,487,0,트리풀시티,월세,101.99,202607,31,"5,000",180,5,2011,상대남로 26,202608~202808,신규,-,,,아파트,아파트,2026-07
54,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,전세,99.3154,202607,31,"6,500",0,20,2001,태장로82번길 32,202608~202807,갱신,-,"6,500",0.0,아파트,아파트,2026-07
55,경기도 고양시 덕양구 행신동,973,973,0,샘터마을(효성),전세,101.8,202607,30,"50,000",0,10,1997,화신로 76,202610~202810,신규,-,,,아파트,아파트,2026-07
56,인천광역시 계양구 계산동,1084-2,1084,2,은행마을(삼보),전세,90.18,202607,30,"35,000",0,17,1997,계산새로 108,202610~202810,신규,-,,,아파트,아파트,2026-07
57,서울특별시 양천구 목동,902,902,0,목동신시가지2,전세,97.92,202607,30,"89,200",0,15,1986,목동서로 70,202608~202808,갱신,사용,"85,000",0.0,아파트,아파트,2026-07
58,경상북도 포항시 남구 구룡포읍 하정리,828,828,0,포항푸르지오마린시티,월세,101.8937,202607,30,"2,000",85,15,2025,송정로16번길 11,202608~202807,신규,-,,,아파트,아파트,2026-07
59,부산광역시 동래구 온천동,189-134,189,134,반도,전세,100.44,202607,30,"15,000",0,12,1984,금강공원로 37,202608~202808,신규,-,,,아파트,아파트,2026-07
60,경기도 고양시 일산동구 장항동,877,877,0,호수마을(유원),전세,101.85,202607,30,"40,000",0,1,1994,노루목로 80,202610~202810,신규,-,,,아파트,아파트,2026-07
61,인천광역시 영종구 중산동,1887-1,1887,1,영종하늘도시한라비발디,월세,101.7629,202607,30,"3,000",130,7,2012,하늘별빛로 86,202607~202807,신규,-,,,아파트,아파트,2026-07
62,서울특별시 동대문구 장안동,454-1,454,1,비젼아파트103동,전세,99.11,202607,30,"45,600",0,3,2005,장한로8길 70,202610~202810,갱신,-,"43,600",0.0,아파트,아파트,2026-07
63,인천광역시 영종구 중산동,1881-2,1881,2,스카이시티자이,전세,91.8393,202607,30,"31,500",0,22,2018,하늘별빛로 111,202610~202901,신규,-,,,아파트,아파트,2026-07
64,경기도 화성시 동탄구 장지동,1010,1010,0,동탄2아이파크1단지,전세,96.9548,202607,30,"37,800",0,6,2019,동탄대로4길 123,202609~202809,갱신,사용,"36,000",0.0,아파트,아파트,2026-07
65,부산광역시 기장군 정관읍 모전리,728,728,0,동일스위트3차,월세,100.2336,202607,30,"3,000",120,12,2014,모전1길 9,202609~202808,신규,-,,,아파트,아파트,2026-07
66,서울특별시 서초구 잠원동,162,162,0,반포센트럴자이,월세,98.99,202607,30,"100,000",440,19,2020,반포대로 310-6,202610~202810,신규,-,,,아파트,아파트,2026-07
67,서울특별시 동대문구 장안동,95-1,95,1,장안현대,전세,95.45,202607,30,"15,000",0,3,1984,한천로 224,202608~202808,신규,-,,,아파트,아파트,2026-07
68,경기도 성남시 분당구 백현동,542,542,0,판교푸르지오그랑블,월세,97.7136,202607,30,"110,000",70,9,2011,동판교로 123,202608~202808,갱신,사용,"110,000",50.0,아파트,아파트,2026-07
69,경기도 성남시 수정구 창곡동,572,572,0,힐스테이트위례,월세,99.88,202607,30,"70,000",80,11,2015,위례동로 15,202609~202809,신규,-,,,아파트,아파트,2026-07
70,경기도 수원시 영통구 하동,1021,1021,0,힐스테이트광교,월세,97.1202,202607,30,"45,000",187,39,2018,센트럴파크로 6,202609~202809,갱신,사용,"45,000",170.0,아파트,아파트,2026-07
71,세종특별자치시  소담동,550,550,0,새샘마을3단지(모아미래도리버시티),전세,97.994,202607,30,"27,300",0,6,2016,시청대로 236,202608~202808,갱신,사용,"26,000",0.0,아파트,아파트,2026-07
72,서울특별시 영등포구 여의도동,41,41,0,대교,전세,95.5,202607,30,"43,000",0,12,1975,국제금융로7길 20,202608~202708,갱신,사용,"43,000",0.0,아파트,아파트,2026-07
73,전북특별자치도 익산시 모현동1가,883,883,0,배산제일풍경채에듀파크아파트,월세,101.653,202607,30,"5,000",85,7,2012,배산로 93,202610~202810,신규,-,,,아파트,아파트,2026-07
74,경기도 고양시 덕양구 행신동,973,973,0,샘터마을(효성),전세,101.8,202607,30,"50,000",0,10,1997,화신로 76,202610~202810,신규,-,,,아파트,아파트,2026-07
75,경기도 고양시 덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,전세,101.2647,202607,30,"59,000",0,18,2017,도래울로 17,202611~202811,신규,-,,,아파트,아파트,2026-07
76,경기도 안산시 단원구 고잔동,728,728,0,푸르지오3차,월세,101.95,202607,30,"7,000",150,15,2003,광덕3로 201,202609~202809,신규,-,,,아파트,아파트,2026-07
77,경기도 성남시 분당구 이매동,132,132,0,아름마을(건영),전세,101.85,202607,30,"80,000",0,9,1992,판교로 430,202610~202810,신규,-,,,아파트,아파트,2026-07
78,경상남도 창원시 성산구 반림동,10,10,0,노블파크,전세,101.93,202607,30,"48,000",0,14,2007,원이대로 449,202607~202706,신규,-,,,아파트,아파트,2026-07
79,경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,월세,100.3072,202607,30,"10,000",200,34,2019,중동로 77,202610~202810,신규,-,,,아파트,아파트,2026-07
80,충청남도 아산시 권곡동,627,627,0,아산한신더휴,전세,99.96,202607,30,"25,000",0,15,2025,문화로 257-45,202608~202808,신규,-,,,아파트,아파트,2026-07
81,경기도 화성시 동탄구 청계동,541,541,0,롯데캐슬 알바트로스,전세,101.8848,202607,30,"55,650",0,7,2015,동탄순환대로21길 53,202608~202808,갱신,사용,"53,000",0.0,아파트,아파트,2026-07
82,경기도 화성시 동탄구 석우동,56,56,0,신일유토빌,전세,101.857,202607,30,"50,000",0,27,2008,동탄반석로 232,202608~202808,갱신,-,"43,000",0.0,아파트,아파트,2026-07
83,경기도 김포시 장기동,2065-1,2065,1,초당마을(우남퍼스트빌),월세,101.96,202607,30,"20,000",80,19,2011,김포한강2로 103,202608~202808,신규,-,,,아파트,아파트,2026-07
84,경기도 김포시 장기동,1865-4,1865,4,호반베르디움더퍼스트,월세,101.953,202607,30,"5,000",170,17,2020,김포한강2로 361,202610~202809,신규,-,,,아파트,아파트,2026-07
85,경기도 용인시 수지구 신봉동,911,911,0,신봉마을자이2차,전세,100.088,202607,30,"50,000",0,16,2005,신봉2로 72,202608~202808,신규,-,,,아파트,아파트,2026-07
86,경기도 하남시 학암동,671,671,0,플로리체위례,전세,95.984,202607,30,"96,000",0,13,2015,위례중앙로 185,202609~202809,신규,-,,,아파트,아파트,2026-07
87,경기도 하남시 감이동,500,500,0,포웰시티푸르지오라포레,전세,99.4327,202607,30,"84,000",0,4,2021,감일백제로 20,202611~202811,신규,-,,,아파트,아파트,2026-07
88,경기도 하남시 창우동,520,520,0,은행한신,전세,102.0,202607,30,"62,000",0,5,1994,대청로116번길 30,202609~202809,신규,-,,,아파트,아파트,2026-07
89,경기도 군포시 산본동,1088,1088,0,한양목련,월세,96.359,202607,30,"10,000",170,8,1994,산본로432번길 25,202610~202810,신규,-,,,아파트,아파트,2026-07
90,경기도 남양주시 다산동,6075,6075,0,다산한양수자인리버파크,전세,97.6738,202607,30,"70,000",0,8,2018,다산순환로 111,202609~202809,신규,-,,,아파트,아파트,2026-07
91,경기도 고양시 일산서구 탄현동,1640,1640,0,일산두산위브더제니스,월세,94.4442,202607,30,200,180,41,2013,일현로 97-11,202608~202610,신규,-,,,아파트,아파트,2026-07
92,경기도 고양시 일산서구 탄현동,1640,1640,0,일산두산위브더제니스,전세,94.4442,202607,30,"44,000",0,27,2013,일현로 97-11,202608~202808,갱신,-,"40,000",0.0,아파트,아파트,2026-07
93,경기도 의정부시 신곡동,767-1,767,1,삼성래미안진흥,전세,98.673,202607,30,"35,000",0,10,2002,장곡로628번길 21,202609~202809,갱신,사용,"33,500",0.0,아파트,아파트,2026-07
94,서울특별시 도봉구 창동,26,26,0,동아,전세,89.45,202607,30,"50,000",0,10,1988,노해로70길 12,202610~202810,갱신,-,"43,000",0.0,아파트,아파트,2026-07
95,서울특별시 중랑구 묵동,170-1,170,1,묵동자이(2단지),전세,101.91,202607,30,"74,500",0,13,2010,동일로 932,202610~202810,신규,-,,,아파트,아파트,2026-07
96,서울특별시 성동구 옥수동,220-1,220,1,한남하이츠,전세,89.19,202607,30,"43,000",0,12,1982,독서당로 156,202609~202809,갱신,사용,"41,000",0.0,아파트,아파트,2026-07
97,서울특별시 중구 충무로4가,306,306,0,남산센트럴자이,전세,89.307,202607,30,"86,821",0,28,2009,퇴계로 235,202608~202808,갱신,사용,"82,687",0.0,아파트,아파트,2026-07
98,세종특별자치시  산울동,259,259,0,산울마을2단지(세종자이더시티),월세,101.8207,202607,30,"5,000",140,9,2024,산울3로 45,202607~202701,신규,-,,,아파트,아파트,2026-07
99,경기도 성남시 수정구 창곡동,521,521,0,위례더힐55,전세,85.4621,202607,30,"70,350",0,10,2015,위례순환로 220,202608~202808,갱신,사용,"67,000",0.0,아파트,아파트,2026-07
100,경기도 남양주시 다산동,6025,6025,0,다산유승한내들골든뷰,전세,91.6064,202607,30,"68,000",0,3,2018,다산순환로 135,202610~202810,신규,-,,,아파트,아파트,2026-07
101,경기도 양주시 덕정동,210-2,210,2,청담마을(주공4단지),월세,93.01,202607,30,"2,000",85,7,2001,고암길 305-40,202608~202808,갱신,-,"2,000",70.0,아파트,아파트,2026-07
102,서울특별시 강남구 대치동,1027,1027,0,래미안대치팰리스,월세,94.49,202607,30,"151,000",320,10,2015,삼성로51길 37,202610~202810,갱신,-,"140,000",320.0,아파트,아파트,2026-07
103,충청남도 아산시 권곡동,627,627,0,아산한신더휴,전세,99.96,202607,29,"24,000",0,3,2025,문화로 257-45,202611~202811,신규,-,,,아파트,아파트,2026-07
104,세종특별자치시  나성동,831,831,0,나릿재마을4단지,월세,95.852,202607,29,"5,000",155,18,2021,나성북로 47,202607~202802,신규,-,,,아파트,아파트,2026-07
105,경기도 평택시 고덕동,2722-1,2722,1,고덕국제신도시호반써밋3차더트리아츠,월세,100.566,202607,29,"2,000",130,4,2024,고덕국제5로 100,202608~202702,신규,-,,,아파트,아파트,2026-07
106,대전광역시 서구 둔산동,1388,1388,0,한마루아파트,전세,92.88,202607,29,"54,000",0,11,1992,둔산북로 160,202609~202809,신규,-,,,아파트,아파트,2026-07
107,경기도 성남시 수정구 창곡동,515,515,0,위례호반써밋에비뉴,월세,98.58,202607,29,"65,000",80,4,2016,위례중앙로 216,202608~202808,갱신,-,"55,000",58.0,아파트,아파트,2026-07
108,경기도 용인시 기흥구 중동,1101,1101,0,신동백롯데캐슬에코2단지,전세,99.42,202607,29,"44,000",0,7,2013,동백죽전대로527번길 67,202608~202808,갱신,-,"42,000",0.0,아파트,아파트,2026-07
109,경기도 용인시 기흥구 언남동,495,495,0,장미마을삼성래미안2,전세,101.45,202607,29,"55,000",0,15,2003,구성로 90,202608~202808,갱신,-,"40,000",0.0,아파트,아파트,2026-07
110,충청남도 계룡시 두마면 두계리,67,67,0,계룡더샵아파트,월세,101.95,202607,29,0,100,2,2008,사계로 101,202608~202609,신규,-,,,아파트,아파트,2026-07
111,경기도 화성시 병점구 병점동,858,858,0,정든마을신창2차,월세,101.983,202607,29,"4,500",150,21,2004,병점2로 102,202609~202809,신규,-,,,아파트,아파트,2026-07
112,경기도 용인시 기흥구 중동,870,870,0,성산마을신영지웰,월세,101.949,202607,29,"5,000",154,1,2006,동백5로 41,202607~202702,갱신,사용,"5,000",145.0,아파트,아파트,2026-07
113,경기도 성남시 수정구 창곡동,515,515,0,위례호반써밋에비뉴,전세,98.95,202607,29,"73,500",0,5,2016,위례중앙로 216,202607~202807,갱신,사용,"70,000",0.0,아파트,아파트,2026-07
114,서울특별시 송파구 잠실동,101-1,101,1,우성아파트,전세,96.65,202607,29,"75,000",0,5,1981,올림픽로4길 42,202610~202810,갱신,사용,"72,000",0.0,아파트,아파트,2026-07
115,경기도 성남시 수정구 창곡동,572,572,0,힐스테이트위례,전세,99.97,202607,29,"81,500",0,4,2015,위례동로 15,202609~202809,갱신,사용,"78,000",0.0,아파트,아파트,2026-07
116,경기도 파주시 동패동,1711,1711,0,책향기마을14단지우남퍼스트빌(1711),월세,101.9776,202607,29,"17,500",60,12,2006,책향기로 209,202608~202808,신규,-,,,아파트,아파트,2026-07
117,세종특별자치시  대평동,668,668,0,해들마을6단지,전세,99.0725,202607,29,"35,700",0,30,2018,대평로 80,202608~202808,갱신,사용,"34,000",0.0,아파트,아파트,2026-07
118,인천광역시 검단구 당하동,1314,1314,0,검단신안인스빌어반퍼스트,전세,94.955,202607,29,"35,000",0,12,2022,이음1로 173,202610~202810,신규,-,,,아파트,아파트,2026-07
119,경기도 안산시 상록구 사동,1511,1511,0,안산고잔9차푸르지오,전세,101.9284,202607,29,"34,650",0,16,2007,해양로 16,202608~202808,갱신,사용,"33,000",0.0,아파트,아파트,2026-07
120,경기도 수원시 장안구 정자동,964,964,0,북수원자이렉스비아,전세,99.54,202607,29,"50,400",0,10,2026,장안로 271,202607~202807,신규,-,,,아파트,아파트,2026-07
121,세종특별자치시  다정동,926,926,0,가온마을12단지,월세,101.8347,202607,29,"5,000",126,6,2018,다정남로 123,202610~202810,갱신,사용,"5,000",120.0,아파트,아파트,2026-07
122,대전광역시 서구 월평동,301,301,0,누리,월세,101.88,202607,29,"5,000",130,12,1994,청사로 70,202610~202810,신규,-,,,아파트,아파트,2026-07
123,대전광역시 서구 둔산동,1388,1388,0,한마루아파트,전세,92.88,202607,29,"54,000",0,11,1992,둔산북로 160,202609~202809,신규,-,,,아파트,아파트,2026-07
124,인천광역시 연수구 동춘동,925,925,0,한양1,전세,88.86,202607,29,"25,300",0,4,1994,원인재로 124,202607~202807,갱신,-,"24,100",0.0,아파트,아파트,2026-07
125,부산광역시 동래구 낙민동,172,172,0,한양,전세,96.4,202607,29,"21,000",0,3,1980,충렬대로 314,202610~202810,신규,-,,,아파트,아파트,2026-07
126,전남광주통합특별시 광산구 월계동,757-5,757,5,모아,전세,95.31,202607,29,"25,000",0,6,1997,첨단중앙로181번길 6,202610~202809,신규,-,,,아파트,아파트,2026-07
127,경기도 고양시 일산서구 탄현동,1584,1584,0,탄현마을삼환,전세,95.308,202607,29,"28,000",0,15,2000,현중로 13,202611~202811,신규,-,,,아파트,아파트,2026-07
128,경기도 수원시 권선구 호매실동,1393,1393,0,힐스테이트호매실,월세,93.69,202607,29,"12,190",79,7,2018,호매실로166번길 33,202608~202808,갱신,-,"11,820",76.0,아파트,아파트,2026-07
129,세종특별자치시  새롬동,597,597,0,새뜸마을3단지(롯데캐슬),월세,100.9214,202607,29,"2,000",100,8,2017,새롬북로 14,202609~202808,신규,-,,,아파트,아파트,2026-07
130,세종특별자치시  나성동,833,833,0,나릿재마을3단지,월세,98.8226,202607,29,"5,000",150,19,2021,국세청로 45,202608~202908,신규,-,,,아파트,아파트,2026-07
131,대전광역시 서구 관저동,1130,1130,0,신선마을,전세,99.97,202607,29,"30,000",0,4,2000,관저로 83,202607~202807,신규,-,,,아파트,아파트,2026-07
132,대전광역시 서구 둔산동,1388,1388,0,한마루아파트,월세,101.94,202607,29,"5,000",170,6,1992,둔산북로 160,202610~202810,신규,-,,,아파트,아파트,2026-07
133,인천광역시 연수구 송도동,192-1,192,1,더샵그린스퀘어,전세,98.2428,202607,29,"45,000",0,39,2014,송도문화로28번길 81,202608~202808,갱신,사용,"45,000",0.0,아파트,아파트,2026-07
134,인천광역시 연수구 동춘동,923,923,0,"연수타운(금호,동아)",전세,101.97,202607,29,"38,000",0,12,1993,청능대로 124,202610~202810,신규,-,,,아파트,아파트,2026-07
135,부산광역시 북구 만덕동,955,955,0,백양디이스트(1단지),전세,98.3975,202607,29,"33,000",0,11,2015,덕천로276번길 60,202610~202810,신규,-,,,아파트,아파트,2026-07
136,서울특별시 서초구 서초동,1757,1757,0,서초그랑자이,월세,100.31,202607,29,"30,000",700,4,2021,효령로 391,202609~202809,신규,-,,,아파트,아파트,2026-07
137,강원특별자치도 춘천시 석사동,813,813,0,현대,전세,99.931,202607,29,"24,000",0,9,1998,퇴계로 220-20,202610~202810,신규,-,,,아파트,아파트,2026-07
138,경기도 양주시 덕계동,937,937,0,덕계역대광로제비앙더메트로팰리스,전세,100.5232,202607,29,"32,500",0,4,2023,덕계로 137,202608~202808,갱신,사용,"31,000",0.0,아파트,아파트,2026-07
139,경기도 김포시 장기동,1865-4,1865,4,호반베르디움더퍼스트,전세,101.953,202607,29,"35,000",0,22,2020,김포한강2로 361,202610~202810,신규,-,,,아파트,아파트,2026-07
140,경기도 파주시 금촌동,1008,1008,0,쇠재마을1단지풍림아이원(1008-0),전세,97.1878,202607,29,"32,000",0,18,2005,후곡로 77,202610~202810,신규,-,,,아파트,아파트,2026-07
141,경기도 하남시 감이동,500,500,0,포웰시티푸르지오라포레,전세,90.2406,202607,29,"87,000",0,22,2021,감일백제로 20,202610~202810,신규,-,,,아파트,아파트,2026-07
142,경기도 군포시 산본동,1119,1119,0,한양백두,전세,96.359,202607,29,"40,000",0,15,1994,수리산로 244,202610~202810,신규,-,,,아파트,아파트,2026-07
143,경기도 고양시 덕양구 성사동,727,727,0,신원당(동신7),전세,101.73,202607,29,"38,000",0,2,1992,호국로 754,202609~202809,신규,-,,,아파트,아파트,2026-07
