NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
20,서울특별시 영등포구 문래동1가,42-3,42,3,유성빌라A동,월세,89.76,202608,12,"5,000",92,1,1984,경인로80길 7-4,202609~202809,신규,-,,,연립다세대,연립다세대,2026-08
21,서울특별시 서초구 서초동,1507-56,1507,56,(1507-56),전세,96.4043,202608,11,"95,000",0,2,2026,명달로22길 17,202609~202809,신규,-,,,연립다세대,연립다세대,2026-08
22,서울특별시 은평구 구산동,16-53,16,53,연희8차빌라,전세,90.47,202608,11,"19,670",0,2,1984,갈현로 130,202608~202708,갱신,사용,"18,740",0.0,연립다세대,연립다세대,2026-08
23,경상남도 사천시 사천읍 정의리,161-7,161,7,부촌빌라,월세,86.81,202608,10,"1,500",45,2,2012,수양로 94-1,202608~202808,신규,-,,,연립다세대,연립다세대,2026-08
24,대전광역시 서구 갈마동,333-1,333,1,동광빌라,월세,86.24,202608,10,"11,500",25,5,2001,계룡로326번길 101,202609~202809,신규,-,,,연립다세대,연립다세대,2026-08
25,서울특별시 마포구 망원동,379-9,379,9,(379-9),월세,95.28,202608,10,"4,000",195,2,2002,월드컵로11길 18-4,202610~202809,신규,-,,,연립다세대,연립다세대,2026-08
26,제주특별자치도 서귀포시 안덕면 사계리,1516,1516,0,산방산코아루아이비타운,월세,99.8301,202608,10,"1,000",150,1,2019,사계북로 137,202608~202708,신규,-,,,연립다세대,연립다세대,2026-08
27,충청남도 논산시 연무읍 안심리,1-197,1,197,그린스위트빌B동,월세,91.85,202608,9,"2,000",44,3,2000,연무로139번길 28,202609~202809,신규,-,,,연립다세대,연립다세대,2026-08
28,서울특별시 중랑구 면목동,69-34,69,34,남선연립,전세,86.73,202608,8,"21,900",0,1,1982,겸재로54길 47,202608~202805,신규,-,,,연립다세대,연립다세대,2026-08
29,경기도 안산시 단원구 고잔동,644-3,644,3,예술타운,월세,97.79,202608,8,"2,000",91,4,2006,예술대학로4길 4-38,202609~202809,신규,-,,,연립다세대,연립다세대,2026-08
30,서울특별시 서대문구 연희동,290-1,290,1,연세아크로폴리스,월세,94.64,202608,8,"5,000",40,2,2001,연희로8길 27,202608~202708,신규,-,,,연립다세대,연립다세대,2026-08
31,서울특별시 노원구 공릉동,208-26,208,26,현대가든빌라가동,전세,85.53,202608,7,"20,000",0,3,1986,공릉로48길 9,202609~202809,신규,-,,,연립다세대,연립다세대,2026-08
32,경기도 과천시 문원동,174-1,174,1,(174-1),전세,93.23,202608,7,"54,500",0,1,2014,윗배랭이길 52,202611~202811,신규,-,,,연립다세대,연립다세대,2026-08
33,서울특별시 동작구 상도동,2-10,2,10,거봉빌라,전세,93.82,202608,6,"37,800",0,2,1998,만양로2길 58,202610~202810,갱신,사용,"36,000",0.0,연립다세대,연립다세대,2026-08
34,서울특별시 종로구 동숭동,50-84,50,84,(50-84),전세,92.06,202608,6,"28,000",0,-1,1991,동숭3길 26-31,202610~202809,신규,-,,,연립다세대,연립다세대,2026-08
35,서울특별시 종로구 내수동,110-18,110,18,경희궁빌,월세,90.68,202608,6,"40,000",95,3,1995,경희궁2길 5-3,202609~202809,신규,-,,,연립다세대,연립다세대,2026-08
36,경상북도 영천시 야사동,210-29,210,29,미리내빌라,전세,99.67,202608,5,"3,500",0,2,1996,영천고1길 85-6,202608~202808,신규,-,,,연립다세대,연립다세대,2026-08
37,경기도 광주시 고산동,33-1,33,1,오페라하우스(103동),전세,85.8,202608,5,"14,000",0,4,2009,허산길 31,202609~202809,갱신,-,"14,000",0.0,연립다세대,연립다세대,2026-08
38,서울특별시 중구 신당동,346-567,346,567,영신빌라,전세,100.48,202608,4,"23,000",0,3,1984,동호로8라길 12,202608~202808,신규,-,,,연립다세대,연립다세대,2026-08
39,충청남도 금산군 복수면 신대리,529,529,0,신대빌라,월세,88.105,202608,4,500,35,4,2001,복수로 785,202608~202708,신규,-,,,연립다세대,연립다세대,2026-08
40,제주특별자치도 제주시 한경면 청수리,3391,3391,0,제주국제학교아이비스127,월세,98.9514,202608,4,"1,000",133,2,2023,연명로 145,202608~202708,신규,-,,,연립다세대,연립다세대,2026-08
41,서울특별시 강동구 암사동,510-3,510,3,(510-3),월세,95.7,202608,4,"28,000",25,4,2004,상암로 6,202608~202808,갱신,-,"25,000",25.0,연립다세대,연립다세대,2026-08
42,제주특별자치도 서귀포시 대정읍 보성리,2549,2549,0,보성리라임힐,월세,97.8153,202608,4,"3,000",225,4,2019,영어도시로 77-6,202608~202708,신규,-,,,연립다세대,연립다세대,2026-08
43,경기도 안산시 상록구 사동,1269-5,1269,5,(1269-5),월세,92.96,202608,3,"2,000",80,4,2001,이화1길 6,202608~202808,신규,-,,,연립다세대,연립다세대,2026-08
44,서울특별시 관악구 봉천동,1531-3,1531,3,(1531-3),월세,93.36,202608,3,200,20,1,1977,장군봉6길 13-6,202608~202808,신규,-,,,연립다세대,연립다세대,2026-08
