NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
1,세종특별자치시  새롬동,554,554,0,새뜸마을4단지(캐슬파밀리에),월세,100.9214,202602,28,"3,000",140,4,2017,새롬북로 13,202603~202703,신규,-,,,아파트,아파트,2026-02
2,인천광역시 서해구 신현동,304-1,304,1,루원시티 대성베르힐,전세,99.4743,202602,28,"38,000",0,5,2017,봉오재1로 15,202604~202804,신규,-,,,아파트,아파트,2026-02
3,경기도 하남시 감이동,491,491,0,더샵포웰시티,전세,99.4327,202602,28,"85,000",0,6,2021,감일백제로 70,202605~202805,신규,-,,,아파트,아파트,2026-02
4,서울특별시 강동구 강일동,72,72,0,힐스테이트리슈빌강일,전세,101.7074,202602,28,"75,000",0,4,2023,아리수로93다길 80,202605~202805,신규,-,,,아파트,아파트,2026-02
5,대전광역시 유성구 계산동,721,721,0,오투그란데,월세,92.8934,202602,28,"3,000",100,3,2011,학하남로 10,202603~202803,신규,-,,,아파트,아파트,2026-02
6,경기도 하남시 덕풍동,729,729,0,풍산삼부르네상스,월세,101.99,202602,28,"20,000",185,3,2008,덕풍북로 140,202603~202803,신규,-,,,아파트,아파트,2026-02
7,경기도 하남시 선동,427,427,0,미사강변더샵리버포레,전세,98.96,202602,28,"69,500",0,23,2016,미사강변북로 65,202603~202803,갱신,-,"63,000",13.0,아파트,아파트,2026-02
8,서울특별시 양천구 신정동,327,327,0,목동신시가지13,월세,98.63,202602,28,"70,000",40,2,1987,목동동로 100,202602~202802,갱신,-,"70,000",30.0,아파트,아파트,2026-02
9,경기도 하남시 망월동,1127,1127,0,미사역호반써밋,월세,99.888,202602,28,"60,000",150,24,2019,미사강변한강로 270,202606~202806,신규,-,,,아파트,아파트,2026-02
10,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,전세,100.95,202602,28,"42,000",0,15,2018,수영로 135,202602~202802,갱신,사용,"42,000",0.0,아파트,아파트,2026-02
11,서울특별시 양천구 신정동,993-1,993,1,목동동보,월세,99.54,202602,28,"12,000",155,3,2004,목동로19길 10,202604~202804,갱신,-,"12,000",113.0,아파트,아파트,2026-02
12,서울특별시 은평구 진관동,19,19,0,상림마을8단지롯데캐슬(810~820동)BL1-1,전세,101.61,202602,28,"60,000",0,5,2008,진관4로 17,202603~202803,갱신,-,"52,600",0.0,아파트,아파트,2026-02
13,인천광역시 서해구 청라동,115-1,115,1,청라제일풍경채,전세,101.9831,202602,28,"47,000",0,5,2012,청라한울로 95,202604~202804,신규,-,,,아파트,아파트,2026-02
14,인천광역시 검단구 백석동,가-,0,0,검암역로열파크씨티푸르지오2단지,월세,101.9582,202602,28,"5,000",190,21,2023,한들로 73,202603~202803,신규,-,,,아파트,아파트,2026-02
15,부산광역시 부산진구 부암동,756,756,0,롯데캐슬라센트,전세,101.89,202602,28,"46,000",0,17,2025,백양순환로 75,202602~202802,갱신,사용,"44,000",0.0,아파트,아파트,2026-02
16,서울특별시 은평구 진관동,19,19,0,상림마을8단지롯데캐슬(810~820동)BL1-1,전세,101.93,202602,28,"66,000",0,9,2008,진관4로 17,-,-,-,,,아파트,아파트,2026-02
17,대전광역시 유성구 전민동,462-4,462,4,나래,전세,99.92,202602,28,"26,000",0,3,1994,엑스포로 501,202605~202805,신규,-,,,아파트,아파트,2026-02
18,대전광역시 서구 도안동,2354,2354,0,트리풀시티레이크포레,전세,97.7652,202602,28,"43,000",0,17,2021,도안동로 234,202602~202802,갱신,-,"40,000",0.0,아파트,아파트,2026-02
19,대전광역시 서구 도안동,2354,2354,0,트리풀시티레이크포레,전세,97.7652,202602,28,"50,000",0,7,2021,도안동로 234,202605~202805,신규,-,,,아파트,아파트,2026-02
20,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,전세,96.91,202602,28,"165,000",0,35,2020,개포로 264,202602~202802,갱신,사용,"165,000",0.0,아파트,아파트,2026-02
21,경상남도 창원시 성산구 용호동,69,69,0,용지더샵레이크파크,전세,101.9047,202602,28,"32,500",0,29,2017,외동반림로 156,202603~202803,신규,-,,,아파트,아파트,2026-02
22,서울특별시 서초구 잠원동,73,73,0,신반포2,전세,92.2,202602,28,"80,000",0,10,1978,신반포로23길 41,202605~202805,신규,-,,,아파트,아파트,2026-02
23,서울특별시 노원구 상계동,757,757,0,한양,전세,86.62,202602,28,"43,000",0,13,1988,동일로216길 92,202605~202805,신규,-,,,아파트,아파트,2026-02
24,경기도 안산시 단원구 고잔동,720,720,0,호수공원(대림1),월세,99.541,202602,28,"5,000",150,3,2001,광덕서로 19,202607~202807,신규,-,,,아파트,아파트,2026-02
25,경기도 화성시 동탄구 석우동,55,55,0,롯데캐슬,전세,99.21,202602,28,"42,000",0,22,2008,동탄반석로 231,202603~202703,갱신,사용,"40,000",0.0,아파트,아파트,2026-02
26,경기도 양주시 덕계동,937,937,0,덕계역대광로제비앙더메트로팰리스,전세,100.5232,202602,28,"38,000",0,12,2023,덕계로 137,202605~202805,신규,-,,,아파트,아파트,2026-02
27,경기도 광주시 고산동,705,705,0,오포자이디오브(4단지),월세,92.7359,202602,28,"7,000",180,4,2024,고산별빛1로 12,202604~202804,신규,-,,,아파트,아파트,2026-02
28,경기도 수원시 영통구 이의동,1353,1353,0,자연앤자이2단지,전세,101.26,202602,28,"86,000",0,23,2012,에듀타운로 65,202602~202802,갱신,-,"84,500",0.0,아파트,아파트,2026-02
29,경기도 용인시 기흥구 신갈동,165,165,0,도현마을현대,월세,99.793,202602,28,"22,000",94,3,2001,구갈로 115-16,202605~202805,갱신,사용,"22,000",90.0,아파트,아파트,2026-02
30,경기도 평택시 동삭동,854,854,0,평택센트럴자이 4단지,전세,98.7607,202602,28,"34,000",0,9,2018,상서재로 50,202604~202804,신규,-,,,아파트,아파트,2026-02
31,서울특별시 영등포구 여의도동,40-4,40,4,화랑,전세,95.8,202602,28,"55,000",0,6,1977,국제금융로7가길 21,202604~202804,신규,-,,,아파트,아파트,2026-02
32,경기도 광주시 태전동,692,692,0,태전동우림필유,월세,101.946,202602,28,"3,000",160,16,2010,태봉로 86,202604~202804,신규,-,,,아파트,아파트,2026-02
33,경기도 광주시 탄벌동,40,40,0,현대,월세,99.801,202602,28,"5,000",115,18,2000,벌원길 63,202605~202805,신규,-,,,아파트,아파트,2026-02
34,서울특별시 영등포구 여의도동,40-4,40,4,화랑,월세,95.8,202602,28,"5,000",210,9,1977,국제금융로7가길 21,202604~202804,신규,-,,,아파트,아파트,2026-02
35,서울특별시 강남구 대치동,1014-3,1014,3,대치삼성,월세,97.35,202602,28,"70,000",360,17,2000,도곡로78길 22,202605~202805,갱신,-,"70,000",260.0,아파트,아파트,2026-02
36,경기도 화성시 효행구 봉담읍 상리,666,666,0,중흥에스클래스에듀포레,전세,99.385,202602,28,"34,320",0,8,2023,상리1길 167,202602~202802,갱신,-,"21,000",36.0,아파트,아파트,2026-02
37,서울특별시 영등포구 여의도동,40-4,40,4,화랑,전세,95.8,202602,28,"55,000",0,6,1977,국제금융로7가길 21,202604~202804,신규,-,,,아파트,아파트,2026-02
38,경기도 화성시 만세구 남양읍 남양리,2310,2310,0,화성남양뉴타운리젠시빌란트,월세,94.3147,202602,28,"4,000",130,3,2023,시청로102번길 52,202605~202709,신규,-,,,아파트,아파트,2026-02
39,경기도 김포시 장기동,1865-4,1865,4,호반베르디움더퍼스트,전세,101.6237,202602,28,"36,000",0,15,2020,김포한강2로 361,202604~202803,신규,-,,,아파트,아파트,2026-02
40,대전광역시 서구 관저동,1579,1579,0,관저예미지명가의풍경,전세,95.0081,202602,28,"47,000",0,18,2017,관저중로 33,202604~202804,신규,-,,,아파트,아파트,2026-02
41,경기도 성남시 분당구 수내동,55,55,0,파크타운(롯데),월세,101.835,202602,28,0,120,3,1993,내정로 152,202603~203102,신규,-,,,아파트,아파트,2026-02
42,서울특별시 영등포구 여의도동,21-2,21,2,공작,월세,91.97,202602,28,"5,000",155,2,1976,여의대로6길 17,202603~202803,갱신,-,"5,000",150.0,아파트,아파트,2026-02
43,서울특별시 영등포구 여의도동,525,525,0,브라이튼여의도,전세,101.9509,202602,28,"200,000",0,46,2023,국제금융로 39,202603~202803,신규,-,,,아파트,아파트,2026-02
44,경기도 과천시 갈현동,827,827,0,과천푸르지오라비엔오,전세,99.9397,202602,28,"98,000",0,12,2021,과천대로8길 15,202604~202804,신규,-,,,아파트,아파트,2026-02
45,인천광역시 연수구 동춘동,925,925,0,한양1,전세,101.9,202602,28,"33,000",0,13,1994,원인재로 124,202604~202804,신규,-,,,아파트,아파트,2026-02
46,세종특별자치시  고운동,2112,2112,0,가락마을18단지,전세,100.7296,202602,28,"29,000",0,12,2018,마음안1로 139,202604~202804,신규,-,,,아파트,아파트,2026-02
47,인천광역시 연수구 송도동,101,101,0,송도더샵퍼스트파크F14BL,전세,95.81,202602,28,"55,000",0,35,2017,컨벤시아대로252번길 50,202605~202705,갱신,-,"55,000",0.0,아파트,아파트,2026-02
48,경기도 김포시 장기동,2187,2187,0,한강센트럴자이2단지,전세,100.2089,202602,28,"40,000",0,10,2017,태장로 846,202605~202805,신규,-,,,아파트,아파트,2026-02
49,경기도 용인시 처인구 남사읍 완장리,949,949,0,e편한세상용인한숲시티3단지,월세,90.508,202602,28,"3,000",120,3,2018,한숲로 123,202603~202803,신규,-,,,아파트,아파트,2026-02
50,경기도 화성시 만세구 향남읍 행정리,492,492,0,신영지웰,전세,99.5416,202602,28,"34,000",0,1,2008,행정중앙1로 63,202604~202804,갱신,사용,"43,000",0.0,아파트,아파트,2026-02
51,서울특별시 관악구 봉천동,1712,1712,0,관악드림(동아),전세,102.0,202602,28,"65,000",0,3,2003,성현로 80,202604~202804,신규,-,,,아파트,아파트,2026-02
52,서울특별시 중랑구 묵동,385,385,0,현대아이파크,전세,101.4007,202602,28,"65,000",0,21,2002,중랑천로 286,202603~202803,신규,-,,,아파트,아파트,2026-02
53,경기도 김포시 장기동,1642,1642,0,고창마을(반도유보라),월세,101.9957,202602,28,"5,000",140,13,2008,김포한강1로 9,202604~202804,갱신,사용,"5,000",140.0,아파트,아파트,2026-02
54,경기도 화성시 동탄구 신동,822,822,0,금강펜테리움6차센트럴파크,월세,100.5364,202602,28,"5,000",170,11,2026,동탄신리천로8길 46,202603~202803,신규,-,,,아파트,아파트,2026-02
55,경기도 화성시 동탄구 신동,822,822,0,금강펜테리움6차센트럴파크,전세,100.5364,202602,28,"42,000",0,3,2026,동탄신리천로8길 46,202603~202803,신규,-,,,아파트,아파트,2026-02
56,서울특별시 동대문구 장안동,95-1,95,1,장안현대,월세,95.4,202602,28,"3,000",40,10,1984,한천로 224,202603~202703,신규,-,,,아파트,아파트,2026-02
57,경기도 용인시 기흥구 구갈동,661,661,0,기흥역더샵,전세,94.8088,202602,28,"68,000",0,13,2018,기흥역로58번길 78,202604~202804,신규,-,,,아파트,아파트,2026-02
58,경기도 용인시 기흥구 구갈동,661,661,0,기흥역더샵,전세,94.8088,202602,28,"69,000",0,32,2018,기흥역로58번길 78,202602~202802,갱신,사용,"66,000",0.0,아파트,아파트,2026-02
59,경기도 용인시 기흥구 구갈동,396,396,0,한양수자인,전세,101.9,202602,28,"40,000",0,6,1993,구갈로28번길 21-11,202605~202805,신규,-,,,아파트,아파트,2026-02
60,서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,월세,100.32,202602,28,"10,000",400,24,2007,아차산로 262,202605~202805,신규,-,,,아파트,아파트,2026-02
61,경기도 남양주시 별내동,999,999,0,별내자이더스타,전세,99.6563,202602,28,"56,700",0,18,2023,별내1로 13-21,202604~202804,갱신,사용,"54,000",0.0,아파트,아파트,2026-02
62,세종특별자치시  보람동,783,783,0,호려울마을5단지(제일풍경채),전세,99.986,202602,28,"41,000",0,17,2017,남세종로 441,202605~202802,신규,-,,,아파트,아파트,2026-02
63,세종특별자치시  보람동,783,783,0,호려울마을5단지(제일풍경채),전세,99.986,202602,28,"34,650",0,5,2017,남세종로 441,202602~202802,갱신,사용,"33,000",0.0,아파트,아파트,2026-02
64,인천광역시 미추홀구 용현동,664,664,0,인천 SK Sky VIEW,월세,100.3095,202602,28,"5,000",160,28,2016,용정공원로 33,202604~202804,신규,-,,,아파트,아파트,2026-02
65,서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,전세,100.32,202602,28,"125,000",0,43,2007,아차산로 262,202605~202805,신규,-,,,아파트,아파트,2026-02
66,충청남도 당진시 수청동,1844,1844,0,당진센트레빌르네블루1차,전세,99.8911,202602,28,"29,400",0,23,2023,수청중앙로 85,202604~202804,갱신,사용,"28,000",0.0,아파트,아파트,2026-02
67,경기도 화성시 동탄구 장지동,922,922,0,동탄레이크자연앤푸르지오,월세,99.8969,202602,28,"15,000",165,14,2020,동탄대로3길 33,202605~202805,신규,-,,,아파트,아파트,2026-02
