NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
20,서울특별시 영등포구 당산동5가,42,42,0,당산삼성래미안4차,월세,97.27,202604,30,"38,000",100,18,2003,당산로 214,202605~202804,갱신,-,"38,000",0.0,아파트,아파트,2026-04
21,서울특별시 영등포구 여의도동,54,54,0,진주,월세,94.31,202604,30,"42,500",140,1,1977,국제금융로 108-6,202608~202808,신규,-,,,아파트,아파트,2026-04
22,서울특별시 영등포구 여의도동,54,54,0,진주,월세,94.31,202604,30,"50,000",110,1,1977,국제금융로 108-6,202608~202808,신규,-,,,아파트,아파트,2026-04
23,서울특별시 송파구 장지동,883,883,0,힐스테이트송파위례,월세,101.8,202604,30,"52,500",210,11,2016,위례광장로 170,202605~202706,갱신,사용,"52,500",137.0,아파트,아파트,2026-04
24,서울특별시 영등포구 여의도동,37,37,0,미성,월세,92.56,202604,30,"30,000",100,11,1978,의사당대로 110,202605~202805,갱신,사용,"30,000",100.0,아파트,아파트,2026-04
25,서울특별시 영등포구 여의도동,30,30,0,목화,월세,89.92,202604,30,"20,000",160,1,1977,여의나루로 126,202605~202805,신규,-,,,아파트,아파트,2026-04
26,서울특별시 강남구 자곡동,611,611,0,래미안강남힐즈,전세,91.96,202604,30,"105,000",0,3,2014,자곡로 101,202605~202805,신규,-,,,아파트,아파트,2026-04
27,서울특별시 송파구 장지동,895,895,0,송파와이즈더샵,전세,97.0736,202604,30,"100,000",0,17,2016,위례광장로 270,202605~202804,갱신,-,"81,000",0.0,아파트,아파트,2026-04
28,경기도 화성시 동탄구 영천동,670,670,0,동탄역센트럴예미지,전세,96.8763,202604,30,"55,000",0,6,2017,동탄순환대로27길 45,202604~202704,신규,-,,,아파트,아파트,2026-04
29,경기도 화성시 동탄구 청계동,556,556,0,동탄역 더 힐,전세,85.203,202604,30,"40,000",0,7,2017,동탄순환대로22길 46,202604~202804,신규,-,,,아파트,아파트,2026-04
30,서울특별시 강동구 강일동,72,72,0,힐스테이트리슈빌강일,전세,101.7074,202604,30,"92,500",0,7,2023,아리수로93다길 80,202607~202807,신규,-,,,아파트,아파트,2026-04
31,서울특별시 강동구 강일동,72,72,0,힐스테이트리슈빌강일,전세,101.7074,202604,30,"92,500",0,7,2023,아리수로93다길 80,202607~202807,신규,-,,,아파트,아파트,2026-04
32,인천광역시 서해구 청라동,103-16,103,16,청라SKVIEW,전세,101.5882,202604,30,"35,000",0,9,2011,솔빛로 93,202606~202806,신규,-,,,아파트,아파트,2026-04
33,경기도 화성시 동탄구 청계동,556,556,0,동탄역 더 힐,전세,85.203,202604,30,"42,000",0,7,2017,동탄순환대로22길 46,202606~202806,신규,-,,,아파트,아파트,2026-04
34,경기도 화성시 동탄구 청계동,556,556,0,동탄역 더 힐,전세,85.203,202604,30,"42,000",0,7,2017,동탄순환대로22길 46,202606~202806,신규,-,,,아파트,아파트,2026-04
35,경기도 하남시 학암동,635,635,0,위례포레자이,월세,101.5484,202604,30,"5,000",300,2,2021,위례대로6길 95,202605~202805,갱신,-,"5,000",300.0,아파트,아파트,2026-04
36,경기도 화성시 동탄구 청계동,513,513,0,동탄역시범리슈빌아파트,전세,101.74,202604,30,"70,000",0,12,2015,동탄대로시범길 236,202607~202807,신규,-,,,아파트,아파트,2026-04
37,경기도 화성시 동탄구 청계동,513,513,0,동탄역시범리슈빌아파트,전세,101.57,202604,30,"70,000",0,2,2015,동탄대로시범길 236,202604~202804,신규,-,,,아파트,아파트,2026-04
38,서울특별시 양천구 목동,912,912,0,목동신시가지5,월세,95.27,202604,30,"23,000",150,3,1986,목동동로 350,202605~202805,갱신,사용,"23,000",140.0,아파트,아파트,2026-04
39,서울특별시 양천구 목동,912,912,0,목동신시가지5,월세,95.21,202604,30,"60,000",100,4,1986,목동동로 350,202605~202805,신규,-,,,아파트,아파트,2026-04
40,서울특별시 양천구 목동,912,912,0,목동신시가지5,전세,95.28,202604,30,"87,000",0,2,1986,목동동로 350,202606~202806,갱신,사용,"83,000",0.0,아파트,아파트,2026-04
41,인천광역시 검단구 당하동,1272-2,1272,2,유승한내들 에듀파크,월세,92.2153,202604,30,"3,000",180,15,2021,이음3로 130,202605~202705,신규,-,,,아파트,아파트,2026-04
42,부산광역시 기장군 일광읍 삼성리,713-3,713,3,세흥비치,월세,95.355,202604,30,"2,000",85,5,1992,일역길 75,202605~202805,신규,-,,,아파트,아파트,2026-04
43,인천광역시 연수구 송도동,190-2,190,2,글로벌캠퍼스푸르지오,전세,101.25,202604,30,"50,000",0,5,2013,송도문화로28번길 28,202604~202804,갱신,-,"60,000",0.0,아파트,아파트,2026-04
44,인천광역시 연수구 송도동,396-7,396,7,송도자이크리스탈오션,월세,98.9462,202604,30,"5,000",280,35,2024,랜드마크로360번길 40,202607~202807,신규,-,,,아파트,아파트,2026-04
45,세종특별자치시  다정동,953,953,0,가온마을2단지,전세,98.7065,202604,30,"34,000",0,7,2018,다정북로 110,202606~202806,신규,-,,,아파트,아파트,2026-04
46,세종특별자치시  다정동,953,953,0,가온마을2단지,전세,98.7065,202604,30,"41,300",0,8,2018,다정북로 110,202604~202607,신규,-,,,아파트,아파트,2026-04
47,전남광주통합특별시 광산구 월계동,755-2,755,2,첨단대우,전세,92.1,202604,30,"20,000",0,10,1997,첨단중앙로181번길 88-21,202605~202805,신규,-,,,아파트,아파트,2026-04
48,전남광주통합특별시 동구 학동,1022,1022,0,무등산아이파크,전세,101.8981,202604,30,"47,000",0,5,2017,남문로753번길 20,202608~202808,신규,-,,,아파트,아파트,2026-04
49,전남광주통합특별시 광산구 월계동,757-3,757,3,첨단동부,월세,91.882,202604,30,"15,000",55,15,1997,첨단중앙로 201,202604~202804,신규,-,,,아파트,아파트,2026-04
50,인천광역시 연수구 송도동,397-2,397,2,힐스테이트레이크송도4차,월세,99.99,202604,30,"5,000",250,11,2025,아카데미로312번길 31,202605~202705,신규,-,,,아파트,아파트,2026-04
51,경기도 김포시 풍무동,748,748,0,당곡마을(월드메르디앙),전세,94.4623,202604,30,"25,200",0,5,2002,풍무로69번길 51,202605~202805,갱신,사용,"24,000",0.0,아파트,아파트,2026-04
52,인천광역시 남동구 구월동,1608,1608,0,신영구월지웰시티푸르지오,전세,95.997,202604,30,"49,000",0,17,2020,남동대로799번길 34,202605~202805,갱신,사용,"47,000",0.0,아파트,아파트,2026-04
53,서울특별시 양천구 신정동,1279,1279,0,목동현대3차,전세,101.91,202604,30,"95,000",0,13,1997,목동동로12길 60,202607~202807,신규,-,,,아파트,아파트,2026-04
54,강원특별자치도 원주시 단계동,1165,1165,0,단계이안2단지,월세,100.38,202604,30,"2,000",90,14,2007,모란1길 52,202605~202805,신규,-,,,아파트,아파트,2026-04
55,인천광역시 남동구 논현동,604-1,604,1,냇마을신영지웰(9단지),전세,96.5212,202604,30,"38,500",0,18,2007,소래역로 93,202607~202807,신규,-,,,아파트,아파트,2026-04
56,경기도 화성시 동탄구 반송동,98,98,0,METAPOLIS,월세,96.22,202604,30,"10,000",250,55,2010,동탄중앙로 200,202605~202804,갱신,-,"4,000",215.0,아파트,아파트,2026-04
57,세종특별자치시  다정동,969,969,0,가온마을10단지,전세,101.8347,202604,30,"35,000",0,11,2018,가온로 9,202605~202805,신규,-,,,아파트,아파트,2026-04
58,서울특별시 도봉구 창동,26,26,0,동아,전세,89.45,202604,30,"47,000",0,8,1988,노해로70길 12,202610~202810,신규,-,,,아파트,아파트,2026-04
59,울산광역시 울주군 청량읍 덕하리,1101,1101,0,울산뉴시티에일린의뜰2차,월세,99.9017,202604,30,"4,000",170,24,2024,덕하1로 55,202607~202807,신규,-,,,아파트,아파트,2026-04
60,대전광역시 서구 월평동,300,300,0,무지개,전세,100.89,202604,30,"40,000",0,14,1994,청사서로 11,202605~202805,신규,-,,,아파트,아파트,2026-04
61,대전광역시 유성구 지족동,834,834,0,인앤인,전세,99.94,202604,30,"31,000",0,8,2007,북유성대로 219,202606~202806,신규,-,,,아파트,아파트,2026-04
62,서울특별시 송파구 신천동,7,7,0,장미1,월세,99.0,202604,30,"30,000",100,5,1979,올림픽로35길 104,202605~202905,갱신,-,"30,000",80.0,아파트,아파트,2026-04
63,경기도 용인시 기흥구 언남동,495,495,0,장미마을삼성래미안2,전세,101.45,202604,30,"33,600",0,20,2003,구성로 90,202607~202806,갱신,사용,"32,000",0.0,아파트,아파트,2026-04
64,경기도 양주시 덕정동,210-2,210,2,청담마을(주공4단지),전세,93.01,202604,30,"19,000",0,9,2001,고암길 305-40,202605~202805,신규,-,,,아파트,아파트,2026-04
65,경기도 화성시 동탄구 여울동,BL-7,7,0,동탄역예미지시그너스,전세,101.8228,202604,30,"73,000",0,38,2021,동탄역로 196,202604~202802,신규,-,,,아파트,아파트,2026-04
66,경기도 의정부시 신곡동,722-1,722,1,장암동신,전세,96.53,202604,30,"30,000",0,4,1998,신곡로 35,202608~202808,신규,-,,,아파트,아파트,2026-04
67,경기도 하남시 학암동,652,652,0,위례호반써밋,전세,101.3163,202604,30,"83,000",0,13,2021,위례대로6길 20,202606~202806,신규,-,,,아파트,아파트,2026-04
68,서울특별시 강남구 역삼동,783-28,783,28,갤러리아트,전세,99.56,202604,30,"70,000",0,5,2002,언주로63길 30,202607~202807,신규,-,,,아파트,아파트,2026-04
69,전북특별자치도 전주시 덕진구 송천동1가,871,871,0,송천아이파크6단지,전세,101.8963,202604,30,"40,000",0,9,2009,오송로 47,202604~202807,신규,-,,,아파트,아파트,2026-04
70,경기도 고양시 일산서구 탄현동,1485,1485,0,탄현마을(진로),전세,101.86,202604,30,"33,000",0,13,1995,일현로 70,202606~202806,신규,-,,,아파트,아파트,2026-04
71,서울특별시 강남구 삼성동,189,189,0,래미안라클래시,전세,101.98,202604,30,"235,000",0,6,2021,삼성로 651,202606~202806,신규,-,,,아파트,아파트,2026-04
72,경기도 고양시 일산서구 탄현동,1476,1476,0,탄현마을(동성),월세,101.85,202604,30,"3,000",125,8,1994,일현로 128,202605~202805,갱신,-,"3,000",150.0,아파트,아파트,2026-04
73,경기도 용인시 기흥구 상하동,660,660,0,용인상하진흥더루벤스2단지,전세,101.9837,202604,30,"33,000",0,8,2008,중부대로746번길 21,202605~202805,신규,-,,,아파트,아파트,2026-04
74,경기도 평택시 동삭동,854,854,0,평택센트럴자이 4단지,전세,98.7607,202604,30,"35,000",0,13,2018,상서재로 50,202606~203105,신규,-,,,아파트,아파트,2026-04
75,경기도 수원시 영통구 이의동,1353,1353,0,자연앤자이2단지,전세,101.26,202604,30,"100,000",0,8,2012,에듀타운로 65,202609~202809,신규,-,,,아파트,아파트,2026-04
76,경기도 수원시 영통구 이의동,1353,1353,0,자연앤자이2단지,전세,101.26,202604,30,"100,000",0,8,2012,에듀타운로 65,-,-,-,,,아파트,아파트,2026-04
77,경기도 고양시 덕양구 행신동,958,958,0,햇빛마을,전세,99.78,202604,30,"37,650",0,15,1998,화신로 106,202606~202806,갱신,-,"35,650",0.0,아파트,아파트,2026-04
78,경기도 수원시 영통구 이의동,1353,1353,0,자연앤자이2단지,전세,101.26,202604,30,"100,000",0,8,2012,에듀타운로 65,202608~202808,신규,-,,,아파트,아파트,2026-04
79,경상북도 포항시 북구 양덕동,1455,1455,0,포항e편한세상양덕,전세,101.96,202604,30,"22,000",0,23,2013,천마로90번길 33,202606~202806,신규,-,,,아파트,아파트,2026-04
80,경기도 고양시 덕양구 신원동,609,609,0,신원마을1단지우남퍼스트빌,월세,100.7484,202604,30,"2,000",70,2,2015,통일로 374,202605~202705,신규,-,,,아파트,아파트,2026-04
81,경기도 고양시 일산서구 주엽동,5,5,0,문촌마을2단지라이프,전세,99.52,202604,30,"48,000",0,9,1994,대산로 164,202607~202807,신규,-,,,아파트,아파트,2026-04
82,경기도 하남시 학암동,673,673,0,위례그린파크푸르지오,전세,101.097,202604,30,"63,000",0,3,2016,위례순환로 270,202605~202805,갱신,사용,"60,000",0.0,아파트,아파트,2026-04
83,경기도 고양시 일산서구 주엽동,5,5,0,문촌마을2단지라이프,전세,99.52,202604,30,"48,000",0,9,1994,대산로 164,202607~202807,신규,-,,,아파트,아파트,2026-04
84,경기도 고양시 일산서구 주엽동,50,50,0,"강선마을6단지(금호,한양)",월세,101.67,202604,30,"12,000",180,9,1994,대산로 99,202608~202807,신규,-,,,아파트,아파트,2026-04
85,경기도 성남시 분당구 구미동,225,225,0,무지개(6단지)(건영),전세,101.82,202604,30,"65,000",0,1,1995,구미로 115,202605~202805,갱신,-,"65,000",0.0,아파트,아파트,2026-04
86,경기도 성남시 분당구 삼평동,744,744,0,봇들마을9단지(금호어울림),월세,101.09,202604,30,"70,000",220,2,2009,동판교로 156,202608~202808,신규,-,,,아파트,아파트,2026-04
87,경기도 성남시 분당구 삼평동,744,744,0,봇들마을9단지(금호어울림),월세,101.09,202604,30,"70,000",220,2,2009,동판교로 156,202608~202808,신규,-,,,아파트,아파트,2026-04
88,경기도 안산시 상록구 사동,1639,1639,0,그랑시티자이2차,전세,101.9886,202604,30,"59,000",0,30,2020,해양5로 17,202608~202808,신규,-,,,아파트,아파트,2026-04
89,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,전세,85.4942,202604,30,"54,363",0,4,2019,헌릉로 1005,202605~202705,갱신,-,"53,507",0.0,아파트,아파트,2026-04
90,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,월세,85.9695,202604,30,"48,699",24,2,2019,헌릉로 1005,202605~202705,갱신,-,"47,933",23.0,아파트,아파트,2026-04
91,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,전세,85.4942,202604,30,"54,363",0,3,2019,헌릉로 1005,202606~202706,갱신,-,"53,507",0.0,아파트,아파트,2026-04
92,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,월세,85.4942,202604,30,"48,699",24,3,2019,헌릉로 1005,202605~202705,갱신,-,"47,933",23.0,아파트,아파트,2026-04
93,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,전세,85.4942,202604,30,"54,363",0,7,2019,헌릉로 1005,202605~202705,갱신,-,"53,507",0.0,아파트,아파트,2026-04
94,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,전세,85.4942,202604,30,"54,363",0,5,2019,헌릉로 1005,202605~202705,갱신,-,"53,507",0.0,아파트,아파트,2026-04
95,경기도 성남시 수정구 창곡동,531,531,0,위례자이,전세,101.9868,202604,30,"85,000",0,14,2016,위례순환로 100,202605~202705,갱신,사용,"85,000",0.0,아파트,아파트,2026-04
96,경기도 성남시 수정구 창곡동,519,519,0,위례센트럴푸르지오,전세,101.965,202604,30,"90,000",0,4,2016,위례순환로 211,202606~202806,갱신,-,"78,000",0.0,아파트,아파트,2026-04
97,경상남도 김해시 삼방동,179-1,179,1,국제,월세,100.62,202604,30,500,50,4,1993,활천로267번길 13,202604~202804,신규,-,,,아파트,아파트,2026-04
98,경기도 하남시 학암동,671,671,0,플로리체위례,전세,101.987,202604,30,"71,400",0,3,2015,위례중앙로 185,202606~202806,갱신,사용,"68,000",0.0,아파트,아파트,2026-04
99,경기도 파주시 동패동,2262,2262,0,운정자이시그니처,월세,96.9675,202604,30,"3,000",180,11,2026,물향기1로 160,202605~202805,신규,-,,,아파트,아파트,2026-04
100,경기도 파주시 동패동,2262,2262,0,운정자이시그니처,전세,96.9848,202604,30,"43,000",0,12,2026,물향기1로 160,202607~202807,신규,-,,,아파트,아파트,2026-04
101,경기도 시흥시 정왕동,1870-1,1870,1,신우,전세,101.991,202604,30,"21,000",0,1,1996,정왕대로117번길 32,202604~202804,갱신,사용,"20,000",0.0,아파트,아파트,2026-04
102,세종특별자치시  고운동,2112,2112,0,가락마을18단지,월세,100.6376,202604,30,"5,000",110,11,2018,마음안1로 139,202606~202806,신규,-,,,아파트,아파트,2026-04
103,경기도 군포시 산본동,1063,1063,0,백합,전세,101.76,202604,30,"42,000",0,15,1993,산본로386번길 61,202605~202805,갱신,사용,"40,000",0.0,아파트,아파트,2026-04
104,경기도 군포시 금정동,871-7,871,7,삼익소월,전세,101.94,202604,30,"50,000",0,7,1993,오금로 34,202605~202805,갱신,사용,"48,000",0.0,아파트,아파트,2026-04
105,전북특별자치도 군산시 나운동,155-10,155,10,동신,전세,92.3,202604,30,"12,000",0,13,1997,백토로 216,202605~202805,신규,-,,,아파트,아파트,2026-04
106,전북특별자치도 군산시 나운동,155-10,155,10,동신,전세,92.3,202604,30,"12,000",0,13,1997,백토로 216,202605~202805,신규,-,,,아파트,아파트,2026-04
107,서울특별시 강서구 등촌동,561-1,561,1,대림e편한세상,전세,96.73,202604,29,"76,000",0,8,2002,등촌로 137,202608~202808,신규,-,,,아파트,아파트,2026-04
108,서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,전세,100.82,202604,29,"84,000",0,8,1988,양재대로 1218,202604~202804,갱신,사용,"80,000",0.0,아파트,아파트,2026-04
109,서울특별시 송파구 오금동,67,67,0,송파더플래티넘,월세,89.07,202604,29,"35,000",112,10,2024,성내천로 50,202606~202806,갱신,사용,"35,000",100.0,아파트,아파트,2026-04
110,서울특별시 강동구 길동,445-1,445,1,강동역에스케이허브,월세,99.55,202604,29,"25,000",200,12,2006,천호대로 1107,202606~202806,신규,-,,,아파트,아파트,2026-04
111,인천광역시 서해구 청라동,139-1,139,1,청라한화꿈에그린,전세,100.7927,202604,29,"39,000",0,3,2012,크리스탈로 148,202605~202805,갱신,-,"36,750",0.0,아파트,아파트,2026-04
112,부산광역시 부산진구 연지동,415,415,0,래미안어반파크1단지,전세,99.64,202604,29,"51,450",0,5,2022,성지로 37,202605~202805,갱신,사용,"49,000",0.0,아파트,아파트,2026-04
113,경기도 양주시 덕계동,937,937,0,덕계역대광로제비앙더메트로팰리스,전세,100.5232,202604,29,"40,000",0,15,2023,덕계로 137,202605~202805,신규,-,,,아파트,아파트,2026-04
114,전북특별자치도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,전세,99.4628,202604,29,"38,000",0,13,2018,궁포2로 20,202604~202804,신규,-,,,아파트,아파트,2026-04
115,경기도 하남시 감이동,491,491,0,더샵포웰시티,전세,99.6429,202604,29,"85,000",0,3,2021,감일백제로 70,202606~202808,신규,-,,,아파트,아파트,2026-04
116,경기도 하남시 풍산동,573,573,0,신안인스빌,월세,93.0118,202604,29,"53,500",20,11,2019,미사강변동로 19,202605~202705,갱신,-,"53,500",20.0,아파트,아파트,2026-04
117,경기도 하남시 망월동,1127,1127,0,미사역호반써밋,전세,99.888,202604,29,"78,750",0,22,2019,미사강변한강로 270,202605~202805,갱신,사용,"75,000",0.0,아파트,아파트,2026-04
118,경기도 고양시 일산동구 백석동,1237,1237,0,일산요진와이시티,전세,90.33,202604,29,"80,000",0,15,2016,강송로 33,202606~202806,갱신,사용,"77,000",0.0,아파트,아파트,2026-04
119,경기도 고양시 일산동구 마두동,783,783,0,강촌마을(한신),전세,94.05,202604,29,"50,000",0,10,1993,강송로 156,202607~202807,신규,-,,,아파트,아파트,2026-04
120,경기도 파주시 동패동,2262,2262,0,운정자이시그니처,월세,96.9675,202604,29,"22,000",100,8,2026,물향기1로 160,202605~202805,신규,-,,,아파트,아파트,2026-04
121,경기도 군포시 금정동,871-7,871,7,삼익소월,전세,101.94,202604,29,"47,000",0,16,1993,오금로 34,202607~202807,신규,-,,,아파트,아파트,2026-04
122,경기도 시흥시 정왕동,1788-1,1788,1,건영5,전세,87.94,202604,29,"25,000",0,5,2002,중심상가로 247,202606~202806,갱신,-,"25,000",0.0,아파트,아파트,2026-04
123,경기도 안산시 상록구 사동,1510,1510,0,안산고잔7차푸르지오,전세,89.213,202604,29,"33,600",0,9,2005,해양1로 30,202606~202806,갱신,사용,"32,000",0.0,아파트,아파트,2026-04
124,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,전세,85.786,202604,29,"54,363",0,9,2019,헌릉로 1005,202605~202705,갱신,-,"53,507",0.0,아파트,아파트,2026-04
125,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,월세,85.4942,202604,29,"48,699",24,13,2019,헌릉로 1005,202606~202705,갱신,-,"47,933",23.0,아파트,아파트,2026-04
126,경기도 성남시 수정구 창곡동,597,597,0,위례포레스트부영,전세,85.9695,202604,29,"54,363",0,8,2019,헌릉로 1005,202605~202705,갱신,-,"53,507",0.0,아파트,아파트,2026-04
127,경기도 고양시 일산서구 일산동,1101,1101,0,후곡마을(청구),전세,101.0,202604,29,"50,000",0,4,1994,강선로 164,202606~202711,갱신,-,"45,000",0.0,아파트,아파트,2026-04
128,경기도 남양주시 별내동,1058,1058,0,동익미라벨(1058),월세,101.376,202604,29,"45,000",75,11,2013,별내중앙로 83,202605~202805,갱신,-,"45,000",0.0,아파트,아파트,2026-04
129,경기도 남양주시 별내동,1058,1058,0,동익미라벨(1058),월세,101.376,202604,29,"45,000",75,11,2013,별내중앙로 83,202605~202805,갱신,-,"45,000",0.0,아파트,아파트,2026-04
130,경기도 남양주시 별내동,1058,1058,0,동익미라벨(1058),월세,101.376,202604,29,"45,000",75,11,2013,별내중앙로 83,202605~202805,갱신,-,"45,000",0.0,아파트,아파트,2026-04
131,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),전세,101.99,202604,29,"75,000",0,11,1993,장미로 101,202605~202805,갱신,-,"70,000",0.0,아파트,아파트,2026-04
132,경기도 성남시 분당구 판교동,634,634,0,판교원마을5단지(푸르지오),전세,101.06,202604,29,"84,000",0,15,2009,판교원로 207,202604~202804,갱신,사용,"80,000",0.0,아파트,아파트,2026-04
133,경기도 하남시 학암동,652,652,0,위례호반써밋,전세,101.3163,202604,29,"63,000",0,5,2021,위례대로6길 20,202605~202805,갱신,사용,"60,000",0.0,아파트,아파트,2026-04
134,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,전세,101.83,202604,29,"100,000",0,3,2009,동판교로 122,202604~202704,신규,-,,,아파트,아파트,2026-04
135,경기도 고양시 일산서구 주엽동,120,120,0,문촌마을17단지신안,전세,101.98,202604,29,"50,000",0,4,1994,주엽로 98,202604~202804,갱신,-,"50,000",0.0,아파트,아파트,2026-04
136,경기도 성남시 분당구 운중동,988,988,0,산운마을6단지(신동아파밀리에),월세,101.2,202604,29,"20,000",260,1,2009,산운로 121,202607~202807,신규,-,,,아파트,아파트,2026-04
137,경기도 과천시 별양동,93,93,0,과천자이,전세,99.99,202604,29,"126,000",0,4,2022,별양로 110,202605~202805,갱신,-,"115,000",0.0,아파트,아파트,2026-04
138,경기도 수원시 영통구 하동,1021,1021,0,힐스테이트광교,월세,97.1202,202604,29,"10,500",294,36,2018,센트럴파크로 6,202605~202805,갱신,사용,"10,000",280.0,아파트,아파트,2026-04
139,세종특별자치시  새롬동,554,554,0,새뜸마을4단지(캐슬파밀리에),전세,100.9214,202604,29,"35,000",0,14,2017,새롬북로 13,202605~202805,신규,-,,,아파트,아파트,2026-04
140,경기도 평택시 고덕동,1899-2,1899,2,고덕국제신도시제일풍경채,월세,99.42,202604,29,"2,000",180,19,2019,고덕국제대로 179,202607~202801,신규,-,,,아파트,아파트,2026-04
141,경기도 평택시 고덕동,1899-2,1899,2,고덕국제신도시제일풍경채,전세,99.42,202604,29,"37,000",0,17,2019,고덕국제대로 179,202606~202806,갱신,-,"37,000",0.0,아파트,아파트,2026-04
142,경기도 평택시 죽백동,817,817,0,소사벌더샵마스터뷰,전세,99.3385,202604,29,"35,000",0,8,2018,죽백4로 16,202607~202807,신규,-,,,아파트,아파트,2026-04
143,경기도 고양시 덕양구 행신동,769,769,0,무원마을(동신),전세,101.73,202604,29,"35,500",0,6,1994,용현로 20,202604~202804,갱신,-,"35,500",0.0,아파트,아파트,2026-04
