품목코드,품목명,Tier,가중치,모델,pred_2026-09
E061030,전구,A,0.2,비계절ETS,110.27469517460617
E061040,부엌용세제,A,0.6,비계절ETS,122.9218134683854
E061050,청소용세제,A,0.2,비계절ETS,144.1413194649341
E061060,살충제,A,0.3,비계절ETS,131.34360714913146
E061070,가정용비닐용품,A,0.6,비계절ETS,159.32206064843726
E061080,키친타월,A,1.0,비계절ETS,136.17977678132183
E061090,방향제,A,0.3,비계절ETS,133.84381564571743
E061100,습기제거제,A,0.1,비계절ETS,143.73244432626973
E062010,가사도우미료,A,2.4,비계절ETS,124.15431824947
E062020,간병도우미료,A,2.6,비계절ETS,145.87601458190224
F011010,감기약,A,0.4,비계절ETS,128.38652109157218
F011020,진통제,A,0.4,비계절ETS,119.9422916309571
F011030,소화제,A,0.3,비계절ETS,123.39250256717791
F011040,위장약,A,0.2,비계절ETS,108.16793230154896
F011050,진해거담제,A,0.2,비계절ETS,115.07203033628791
F011060,소염진통제,A,0.6,비계절ETS,115.54987172004395
F011070,피부질환제,A,0.3,비계절ETS,115.54397155858791
F011080,치과구강용약,A,0.3,비계절ETS,112.09291360429371
F011090,조제약,A,5.8,비계절ETS,92.407208612878
F011100,한방약,A,2.7,비계절ETS,134.47256759869634
F011110,인삼,A,0.3,비계절ETS,133.17440346263513
F011120,홍삼,A,1.1,비계절ETS,109.53360223507111
F011130,비타민제,A,1.2,비계절ETS,113.70404406118408
F011140,건강기능식품,A,6.5,비계절ETS,102.68736793213353
F011150,유산균,A,1.2,비계절ETS,97.97564478104245
F011160,병원약품,A,3.5,비계절ETS,92.15796291067373
F012010,종이기저귀,A,1.4,비계절ETS,116.9484550157228
F012020,생리대,A,1.0,비계절ETS,110.40036096097472
F012030,마스크,A,1.6,비계절ETS,70.45386244829277
F012040,반창고,A,0.1,비계절ETS,103.27354407939663
F012050,안경,A,1.0,비계절ETS,101.91077855495217
F012060,콘택트렌즈,A,1.4,비계절ETS,106.33486546753444
F012070,의료측정기,A,0.2,비계절ETS,99.71869627756607
F012080,보청기,A,0.6,비계절ETS,102.91421490045765
F012090,건강기기렌탈비,A,1.5,비계절ETS,119.89867079633355
F012100,치료재료,A,1.5,비계절ETS,101.8700001817177
F021020,건강검진비,A,1.2,비계절ETS,108.70939492491445
F022020,치과보철료,A,6.8,비계절ETS,107.40558151047593
F031020,병원검사료,A,1.1,비계절ETS,63.4482512924766
G011010,소형승용차,A,1.0,비계절ETS,108.04120632005231
G011020,중형승용차,A,1.0,비계절ETS,104.40167349601415
G011030,대형승용차,A,3.2,비계절ETS,115.50066366897174
G011040,경승용차,A,0.6,비계절ETS,108.36602633747329
G011050,다목적승용차,A,7.7,비계절ETS,113.39711101269751
G011060,수입승용차,A,9.3,비계절ETS,107.57038814173904
G011070,전기동력차,A,5.1,비계절ETS,109.0341698755153
G011080,자전거,A,0.5,비계절ETS,139.55263628719524
G022010,자동차용품,A,0.9,비계절ETS,116.73955941758629
G022020,블랙박스,A,0.2,비계절ETS,102.8284938693384
G022030,자동차타이어,A,0.9,비계절ETS,121.03373852057948
G022040,자동차수리비,A,6.3,비계절ETS,125.48831019407292
G022050,엔진오일교체료,A,1.0,비계절ETS,159.1452691713384
G022060,세차료,A,0.5,비계절ETS,141.73957633018935
G023010,자동차학원비,A,0.5,비계절ETS,116.38514336617222
G023020,주차료,A,1.2,비계절ETS,113.12330731219018
G023040,승용차임차료,B,3.2,계절ETS,95.6168859259728
G023050,대리운전이용료,A,0.4,비계절ETS,138.5605141460153
G023060,자동차검사료,A,0.3,비계절ETS,100.0
G033010,국내항공료,B,1.0,계절ETS,118.54909579305314
G033030,여객선료,A,0.2,비계절ETS,133.0217766375325
G034010,이삿짐운송료,A,1.0,비계절ETS,137.35192852058404
G034020,택배이용료,A,1.9,비계절ETS,114.67192327529618
H021010,휴대전화기,A,10.4,비계절ETS,103.2847496105629
H031040,휴대전화기수리비,A,0.4,비계절ETS,109.96281150775118
I011010,TV,A,1.9,비계절ETS,88.38980068430158
I011020,영상음향기기,A,0.9,비계절ETS,100.04763100430709
I012010,컴퓨터,A,3.0,비계절ETS,116.14718972509353
I012020,컴퓨터수리비,A,0.1,비계절ETS,208.09796842708172
I012030,휴대용멀티미디어기기,A,1.2,비계절ETS,149.96987080593382
I012040,컴퓨터소모품,A,0.7,비계절ETS,127.76243347204891
I012050,저장장치,A,0.1,비계절ETS,214.3169581353534
I021010,악기,A,0.3,비계절ETS,107.70693805431387
I021020,헬스기구,A,1.1,비계절ETS,113.61260858642348
I031010,장난감,A,2.9,비계절ETS,101.49413453590046
I031020,레저용품,A,1.6,비계절ETS,113.04416178182085
I031030,운동용품,A,2.1,비계절ETS,105.05843496900219
I031040,화초,A,0.7,비계절ETS,137.65999998167158
I031050,원예용품,A,0.4,비계절ETS,121.42254500780311
I031060,반려동물용품,A,3.3,비계절ETS,123.85802727484672
I031070,반려동물관리비,A,2.6,비계절ETS,115.42684693111916
I041010,수영장이용료,A,0.2,비계절ETS,114.29039668672979
I041020,볼링장이용료,A,0.2,비계절ETS,109.95665523802369
I041030,헬스클럽이용료,A,1.5,비계절ETS,108.86703420538021
I041040,골프연습장이용료,A,2.3,비계절ETS,103.69573726732891
I041050,골프장이용료,A,3.0,비계절ETS,119.9024436710926
I041060,당구장이용료,A,0.5,비계절ETS,109.11681358989809
I041070,노래방이용료,A,0.5,비계절ETS,123.7191033556856
I041080,PC방이용료,A,0.3,비계절ETS,116.22865540437702
I041090,놀이시설이용료,A,2.3,비계절ETS,129.48219535049333
I041100,운동경기관람료,A,0.2,비계절ETS,133.76074156441064
I042010,영화관람료,A,1.0,비계절ETS,128.81002421796754
I042020,공연예술관람료,A,0.7,비계절ETS,116.06145640408698
I042030,관람시설이용료,A,0.6,비계절ETS,111.58460545339835
I042040,독서실비,A,0.8,비계절ETS,98.75801870498591
I042050,문화강습료,A,0.9,비계절ETS,117.47959927505494
I042060,온라인콘텐츠이용료,A,8.0,비계절ETS,111.55487697327467
