품목명,Tier,가중치,MAPE%,방향적중률
책상,A,0.4,0.2235795608942552,0.0
의자,A,0.4,0.5165341381501208,0.3333333333333333
식탁,A,0.9,0.5569700453136117,0.16666666666666666
싱크대,A,1.3,0.5224881438537319,0.16666666666666666
침구,A,2.6,0.15916689128696526,0.0
커튼,A,0.4,0.3392492656015911,0.5
전기밥솥,A,0.5,1.8853250101413066,0.16666666666666666
가스레인지,A,0.4,1.4592386321061093,0.16666666666666666
전자레인지,A,0.1,1.4097299030560104,0.6666666666666666
전기레인지,A,0.2,0.8046310328876489,0.6666666666666666
냉장고,A,2.4,1.3509071465267648,0.6666666666666666
김치냉장고,A,1.1,0.8983543381605471,0.16666666666666666
에어컨,A,1.5,1.197199437703725,0.3333333333333333
선풍기,A,0.4,1.8611028193956565,0.0
공기청정기,A,0.6,1.0977799707103435,0.6666666666666666
세탁기,A,1.0,0.5462482627629335,0.6666666666666666
의류건조기,A,1.1,1.8466070158352583,0.6666666666666666
식기세척기,A,0.2,0.7744366544826489,0.3333333333333333
청소기,A,1.1,0.6767556808712906,0.3333333333333333
소형주방가전,A,0.8,2.3537310438311327,0.5
보온매트,A,0.4,0.6991389110963263,0.16666666666666666
가전제품수리비,A,2.4,2.018360294993854,0.16666666666666666
가전제품렌탈비,A,2.5,0.0828998104386154,0.0
식기,A,0.8,2.4605224910256887,0.5
컵,A,0.5,0.7657508651166631,0.5
솥,A,0.2,2.7403499690235202,0.3333333333333333
프라이팬,A,0.6,3.2383853753929026,0.5
냄비,A,0.5,2.657246683784791,0.5
수저,A,0.3,1.5092561636042725,0.0
밀폐용기,A,0.7,2.4711238941746663,0.16666666666666666
부엌용용구,A,0.4,1.5824363295202264,0.5
보일러,A,1.5,0.022294482432743852,0.5
건전지,A,0.3,0.9021781019158974,0.5
소형가사용품,A,1.3,1.4370762530294414,0.3333333333333333
세탁세제,A,1.7,2.806680620107886,0.5
섬유유연제,A,0.1,0.8410524162696599,0.16666666666666666
전구,A,0.2,1.2486725866061386,0.3333333333333333
부엌용세제,A,0.6,0.7830072280726571,0.3333333333333333
청소용세제,A,0.2,0.16273822760342574,0.6666666666666666
살충제,A,0.3,1.3212473068321293,0.3333333333333333
가정용비닐용품,A,0.6,1.8175224144717685,0.8333333333333334
