품목명,Tier,모델,가중치,평균오차%,표준편차%,방향일치개월
선글라스,A,비계절ETS,0.4,-0.08803899722502163,0.28746517697439505,7
지갑,A,비계절ETS,0.5,-3.3764907745474433e-06,5.5196947598872204e-06,12
산후조리원이용료,A,비계절ETS,0.7,-0.11097347773531802,0.42059977538448107,8
보험서비스료,A,비계절ETS,8.6,-0.4326506058987287,2.798876289685527,3
자동차보험료,A,비계절ETS,3.7,-0.1352062945812369,0.3723401896085708,7
금융수수료,A,비계절ETS,0.2,-0.0008845343401198136,0.00011565389337889369,12
대입전형료,A,비계절ETS,0.1,-0.7050054273498011,2.117088059742876,12
시험응시료,A,비계절ETS,0.4,0.12041013345895633,0.009304883804708682,12
장례비,A,비계절ETS,2.6,-0.07477097694201122,0.27597459084762016,3
갈치,B,계절ETS,1.1,-0.6447745418660884,3.0813693478543014,6
명태,B,계절ETS,0.7,0.022042426723517822,2.6387362242964687,7
조기,B,계절ETS,0.9,-0.07524722715496908,0.9230839885430163,7
고등어,B,계절ETS,2.0,-0.4662353905510254,2.1625469826795176,6
오징어,B,계절ETS,1.0,-0.024802763125606826,1.9875995761779892,4
게,B,계절ETS,0.9,0.15175336422070881,1.4627308468154228,7
굴,B,계절ETS,0.4,0.34106552838362175,3.3944414109879633,6
조개,B,계절ETS,0.6,-0.34268403536593767,1.9183812399800704,8
전복,B,계절ETS,0.5,0.21783518253125403,2.462359122048148,7
새우,B,계절ETS,0.7,-0.13488116212852078,0.8952846330679383,7
낙지,B,계절ETS,0.5,-0.11822963944970272,0.7667855684227226,6
사과,B,계절ETS,2.3,0.24626889805140198,3.53221804652546,5
배,B,계절ETS,0.7,-0.32422738909430443,7.340886439585244,8
복숭아,B,계절ETS,1.0,-0.07699828202641877,3.7832476888433058,6
포도,B,계절ETS,1.4,0.03677011434444944,2.7870154682165853,6
밤,B,계절ETS,0.2,0.32987461371200744,2.1357723627723493,5
감,B,계절ETS,0.5,0.6024999661362291,2.5615249022967608,7
귤,B,계절ETS,1.8,0.7105462577540028,3.6063360723493627,6
오렌지,B,계절ETS,0.4,-0.6306995656566353,3.165514481537824,8
참외,B,계절ETS,1.0,1.6011284618504178,7.0942984513141205,9
수박,B,계절ETS,1.0,1.3296022985058107,3.6558519270410406,10
딸기,B,계절ETS,1.5,1.3018921442318623,7.09835643543505,6
바나나,B,계절ETS,0.8,-0.007316810148252031,2.166183983314581,6
키위,B,계절ETS,0.4,-1.0674827643155786,2.3922403275736697,8
블루베리,B,계절ETS,0.4,-0.3966418080707685,0.670015118849535,9
망고,B,계절ETS,0.4,-2.2483365067990784,5.124220858162365,10
체리,B,계절ETS,0.3,-0.3270743309199738,10.712218090123953,7
아보카도,B,계절ETS,0.1,1.0597824425996984,5.287013477787634,6
파인애플,B,계절ETS,0.2,0.451638975267624,3.454665717531256,6
배추,B,계절ETS,1.3,2.810249792986676,8.71720595569878,7
상추,B,계절ETS,0.6,3.768090295083469,11.97171730612842,8
시금치,B,계절ETS,0.3,4.723594505823177,17.63979532485149,9
양배추,B,계절ETS,0.2,1.3850752379271294,8.561212192837168,6
미나리,B,계절ETS,0.2,2.374033983543214,6.172354217983977,9
깻잎,B,계절ETS,0.2,2.200755073265857,6.5576861601384895,9
부추,B,계절ETS,0.2,3.8081301867803288,16.032050848474253,8
무,B,계절ETS,0.6,1.088349754743663,10.81844097053568,6
열무,B,계절ETS,0.2,2.3411154591375127,11.029892517010074,5
당근,B,계절ETS,0.3,-1.7572313136523006,4.8191676029109765,7
감자,B,계절ETS,0.6,0.635202062961752,5.8037842350451445,6
고구마,B,계절ETS,1.0,-0.5108058303310227,3.6670765516507493,5
도라지,B,계절ETS,0.1,-0.2651809442404872,0.5702783951250668,8
콩나물,B,계절ETS,0.5,0.08544912918963238,0.5308063930898202,5
버섯,B,계절ETS,0.9,-0.029235239639973636,3.816990704169575,7
오이,B,계절ETS,0.6,2.5185934252047315,9.176199077784949,7
풋고추,B,계절ETS,0.6,0.6782681704900617,8.382682477591155,7
호박,B,계절ETS,0.5,11.450940486900528,14.389336885336244,8
가지,B,계절ETS,0.2,1.802137883179871,10.246084282860783,6
토마토,B,계절ETS,1.3,0.6498220092427487,8.267201761303884,8
파,B,계절ETS,0.9,-0.930356386940015,12.95242162504884,7
양파,B,계절ETS,0.7,0.34497563678858256,4.522306466517924,6
마늘,B,계절ETS,1.3,-0.06064587906240004,1.4815580951590626,6
브로콜리,B,계절ETS,0.2,1.2838076107480048,9.040920927565384,6
파프리카,B,계절ETS,0.6,0.6369472309877843,12.861211755509458,7
생강,B,계절ETS,0.1,0.23566261269220004,7.579009984093839,5
담배,C,비계절ETS,9.3,0.07995578186777988,0.0015118925298236363,12
하수도료,C,비계절ETS,3.1,-0.31982954459325813,1.4764997772601245,3
쓰레기봉투료,C,비계절ETS,0.7,0.06127231350256863,0.10846794843647344,11
정화조청소료,C,비계절ETS,0.5,0.014121753978515866,0.464985836742002,10
외래진료비,C,계절ETS,20.5,-0.0475372612189745,0.09986457463988499,8
한방진료비,C,계절ETS,1.0,-0.06477107961670868,0.32985012400981006,11
약국조제료,C,계절ETS,1.8,-0.06223053347088429,0.19029840190877043,6
치과진료비,C,계절ETS,6.1,-0.10689993931928732,0.1492476015670288,11
입원진료비,C,계절ETS,10.2,-0.11031029106801486,0.1702028743658122,11
도로통행료,C,비계절ETS,1.7,0.13950794913686673,0.4199926024947393,12
열차료,C,비계절ETS,1.7,0.00850297276542141,0.0003939470616794129,12
도시철도료,C,비계절ETS,2.2,0.06145137233333379,0.0712021714079739,11
시내버스료,C,비계절ETS,6.8,-0.22636753503689844,0.8156134652144678,2
시외버스료,C,비계절ETS,1.0,0.06456794608766689,0.001225212130393826,12
택시료,C,비계절ETS,3.2,-0.06517644159092752,0.17139498160571068,4
국제항공료,C,비계절ETS,2.9,-1.4290442372288343,5.804543216832898,6
우편료,C,비계절ETS,0.1,-0.8611720021853029,3.0375043348724597,1
유선전화료,C,비계절ETS,0.4,-0.006239449112301136,0.019195235825011862,12
휴대전화료,C,비계절ETS,29.8,0.19823575313766564,8.514815225632093,1
인터넷이용료,C,비계절ETS,5.5,-3.078972983195973e-05,3.042054997269169e-06,12
방송수신료,C,비계절ETS,2.4,0.028836362217170845,0.06631661813381742,11
유치원납입금,C,비계절ETS,1.8,4.105832059763606,7.920880885274729,6
전문대학납입금,C,계절ETS,1.1,-0.4496324384058168,0.5763683441115496,11
국공립대학교납입금,C,계절ETS,1.4,0.009541445246873115,0.25409367516125553,4
사립대학교납입금,C,계절ETS,8.6,-0.4894662926581898,0.6524888721010614,11
국공립대학원납입금,C,계절ETS,0.4,0.048006542197854274,0.30995422201472594,6
사립대학원납입금,C,계절ETS,1.6,-0.23251170222856052,0.2746281013287566,9
보육시설이용료,C,비계절ETS,0.7,1.8515507635870667,5.811896778083372,11
요양시설이용료,C,비계절ETS,0.9,-0.01924187311969924,0.7558093801756118,1
부동산중개수수료,C,비계절ETS,0.8,-0.03021373960253691,0.0007027445085989939,12
행정수수료,C,비계절ETS,1.1,-0.05107784735254039,0.24670539955736498,2
전기료,D,비계절ETS,16.1,0.12812683198439467,4.793324832322812,11
도시가스,D,비계절ETS,11.5,-0.008816136464147086,0.0404273407703585,3
취사용LPG,D,회귀(오피넷),0.9,-0.06959838464367017,0.10597223657775756,9
등유,D,회귀(오피넷),2.4,-0.7362200865201083,1.0356714805961822,7
지역난방비,D,비계절ETS,1.6,0.13701937567904687,0.047141979384137375,12
부탄가스,D,비계절ETS,0.1,-0.6128740802472946,2.6329897310925947,7
휘발유,D,회귀(오피넷),24.1,0.21107168278849478,0.1754936525141322,10
경유,D,회귀(오피넷),16.3,0.2805537673704935,0.17612697664272922,11
자동차용LPG,D,회귀(오피넷),2.8,0.30416419402890604,0.09756621008653231,12
