월,분류,방식,예측,실제,오차,오차%,채택,가중치
2026-03,"04 주택, 수도, 전기 및 연료",탑다운,117.61195378737916,118.05,-0.4380462126208471,-0.3710683715551436,탑다운,171.6
2026-03,06 보건,탑다운,106.33649429447438,106.83,-0.4935057055256209,-0.4619542315132649,탑다운,84.0
2026-03,09 오락 및 문화,탑다운,111.77737404467432,112.01,-0.2326259553256875,-0.2076832026834099,탑다운,62.9
2026-03,01 식료품 및 비주류음료,바텀업,128.9583748975358,127.91,1.0483748975358085,0.8196191834382052,바텀업,142.0
2026-03,02 주류 및 담배,바텀업,105.06480853130628,105.35,-0.2851914686937249,-0.2707085606964641,바텀업,15.8
2026-03,03 의류 및 신발,바텀업,118.22713651131345,118.3,-0.0728634886865648,-0.0615921290672568,바텀업,49.6
2026-03,05 가정용품 및 가사 서비스,바텀업,119.98091526846824,119.95,0.0309152684682345,0.0257734626663064,바텀업,45.6
2026-03,07 교통,바텀업,122.81837919633864,121.44,1.378379196338642,1.135028982492294,바텀업,110.60000000000001
2026-03,08 통신,바텀업,101.37629658586232,101.97,-0.5937034141376785,-0.5822334158455217,바텀업,46.6
2026-03,10 교육,바텀업,109.59420624152196,109.61,-0.0157937584780256,-0.0144090488806,바텀업,73.9
2026-03,11 음식 및 숙박,바텀업,126.7976680681067,126.76,0.0376680681066972,0.0297160524666276,바텀업,144.7
2026-03,12 기타 상품 및 서비스,바텀업,129.3810175511511,129.19,0.1910175511511056,0.147857845925463,바텀업,52.7
2026-04,"04 주택, 수도, 전기 및 연료",탑다운,118.08583594517056,118.24,-0.1541640548294225,-0.1303823197136523,탑다운,171.6
2026-04,06 보건,탑다운,106.67771210399803,106.77,-0.092287896001963,-0.086436167464609,탑다운,84.0
2026-04,09 오락 및 문화,탑다운,112.44781446171974,113.65,-1.202185538280261,-1.057796338126055,탑다운,62.9
2026-04,01 식료품 및 비주류음료,바텀업,127.1103919979993,126.84,0.2703919979992975,0.2131756527903638,바텀업,142.0
2026-04,02 주류 및 담배,바텀업,105.1366068248469,104.92,0.2166068248468917,0.2064495090038998,바텀업,15.8
2026-04,03 의류 및 신발,바텀업,118.23934137920352,118.4,-0.1606586207964824,-0.1356914026997317,바텀업,49.6
2026-04,05 가정용품 및 가사 서비스,바텀업,120.13989928147882,120.24,-0.1001007185211761,-0.0832507639065004,바텀업,45.6
2026-04,07 교통,바텀업,126.82296649727652,125.62,1.2029664972765204,0.9576233858275116,바텀업,110.60000000000001
2026-04,08 통신,바텀업,101.6434373555434,101.98,-0.3365626444566061,-0.3300280883081056,바텀업,46.6
2026-04,10 교육,바텀업,109.61917691396908,109.89,-0.2708230860309157,-0.246449254737388,바텀업,73.9
2026-04,11 음식 및 숙박,바텀업,127.05234697789354,127.26,-0.20765302210647,-0.1631722631671146,바텀업,144.7
2026-04,12 기타 상품 및 서비스,바텀업,129.29761676814115,130.06,-0.7623832318588484,-0.586178096154735,바텀업,52.7
2026-05,"04 주택, 수도, 전기 및 연료",탑다운,118.4240442328193,118.53,-0.1059557671807027,-0.0893915187553385,탑다운,171.6
2026-05,06 보건,탑다운,106.77204561291788,106.72,0.0520456129178938,0.0487683779215647,탑다운,84.0
2026-05,09 오락 및 문화,탑다운,113.62133308863324,115.7,-2.078666911366767,-1.7966006148373097,탑다운,62.9
2026-05,01 식료품 및 비주류음료,바텀업,125.68790970544076,126.79,-1.102090294559261,-0.8692249345841636,바텀업,142.0
2026-05,02 주류 및 담배,바텀업,105.1133493694124,105.06,0.0533493694124018,0.0507799061606718,바텀업,15.8
2026-05,03 의류 및 신발,바텀업,118.35935656589248,119.45,-1.090643434107534,-0.9130543609104512,바텀업,49.6
2026-05,05 가정용품 및 가사 서비스,바텀업,120.57267513756464,121.21,-0.6373248624353636,-0.5258022130479033,바텀업,45.6
2026-05,07 교통,바텀업,128.43310871952335,127.54,0.8931087195233403,0.7002577383748944,바텀업,110.60000000000001
2026-05,08 통신,바텀업,101.7452065162546,101.96,-0.2147934837453817,-0.2106644603230499,바텀업,46.6
2026-05,10 교육,바텀업,109.9669626691244,110.16,-0.1930373308755975,-0.1752335973816244,바텀업,73.9
2026-05,11 음식 및 숙박,바텀업,127.52382775400888,127.65,-0.1261722459911141,-0.0988423392018128,바텀업,144.7
2026-05,12 기타 상품 및 서비스,바텀업,129.99356574284346,130.11,-0.1164342571565555,-0.0894890916582549,바텀업,52.7
2026-06,"04 주택, 수도, 전기 및 연료",탑다운,118.5948574104209,118.55,0.0448574104209029,0.0378383892205001,탑다운,171.6
2026-06,06 보건,탑다운,106.74083399067725,106.92,-0.1791660093227562,-0.1675701546228547,탑다운,84.0
2026-06,09 오락 및 문화,탑다운,114.88337997045149,115.44,-0.5566200295485118,-0.482172582768981,탑다운,62.9
2026-06,01 식료품 및 비주류음료,바텀업,125.63483306041182,127.27,-1.6351669395881745,-1.2848015554240388,바텀업,142.0
2026-06,02 주류 및 담배,바텀업,105.09057094147748,105.35,-0.259429058522528,-0.2462544456787167,바텀업,15.8
2026-06,03 의류 및 신발,바텀업,119.34733997103464,119.52,-0.1726600289653532,-0.1444612022802487,바텀업,49.6
2026-06,05 가정용품 및 가사 서비스,바텀업,121.24856455749516,122.61,-1.3614354425048276,-1.1103787965947538,바텀업,45.6
2026-06,07 교통,바텀업,129.15671293529067,126.82,2.3367129352906773,1.8425429232697343,바텀업,110.60000000000001
2026-06,08 통신,바텀업,101.78776625594386,101.88,-0.0922337440561307,-0.0905317472086088,바텀업,46.6
2026-06,10 교육,바텀업,110.29196441648207,110.15,0.1419644164820681,0.1288828111503115,바텀업,73.9
2026-06,11 음식 및 숙박,바텀업,127.77231384082243,127.7,0.0723138408224457,0.0566279098061438,바텀업,144.7
2026-06,12 기타 상품 및 서비스,바텀업,130.0934207569239,130.19,-0.0965792430760927,-0.074183303691599,바텀업,52.7
2026-07,"04 주택, 수도, 전기 및 연료",탑다운,117.32910876975726,117.29,0.0391087697572487,0.0333436522783261,탑다운,171.6
2026-07,06 보건,탑다운,106.70666227011772,107.16,-0.4533377298822785,-0.4230475269524809,탑다운,84.0
2026-07,09 오락 및 문화,탑다운,116.4042553267755,116.27,0.1342553267755022,0.1154685875767629,탑다운,62.9
2026-07,01 식료품 및 비주류음료,바텀업,127.45373198966908,126.94,0.5137319896690826,0.4047045767048075,바텀업,142.0
2026-07,02 주류 및 담배,바텀업,105.19265092887996,105.09,0.1026509288799673,0.0976790644970666,바텀업,15.8
2026-07,03 의류 및 신발,바텀업,119.46516131201489,119.71,-0.2448386879851227,-0.2045265123925509,바텀업,49.6
2026-07,05 가정용품 및 가사 서비스,바텀업,122.72645081329726,122.9,-0.1735491867027434,-0.1412117060233876,바텀업,45.6
2026-07,07 교통,바텀업,125.79938463775866,124.73,1.0693846377586596,0.8573596069579569,바텀업,110.60000000000001
2026-07,08 통신,바텀업,101.73853605058773,102.01,-0.2714639494122934,-0.2661150371652714,바텀업,46.6
2026-07,10 교육,바텀업,110.31543528295998,110.27,0.0454352829599855,0.0412036664187771,바텀업,73.9
2026-07,11 음식 및 숙박,바텀업,128.053067079603,128.61,-0.5569329203970028,-0.4330401371565219,바텀업,144.7
2026-07,12 기타 상품 및 서비스,바텀업,130.14920369457548,130.44,-0.2907963054245215,-0.2229349167621293,바텀업,52.7
