품목코드,품목명,Tier,가중치,pred,보정치,pred_corr
A011010,쌀,A,4.2,111.12816441162092,0.0,111.12816441162092
A011020,현미,A,0.4,131.54604315298258,0.0,131.54604315298258
A011030,찹쌀,A,0.5,147.6960001479029,0.0,147.6960001479029
A011040,보리쌀,A,0.2,195.29978788224028,0.0,195.29978788224028
A011050,콩,A,0.5,108.89247359033082,0.0,108.89247359033082
A011060,땅콩,A,0.1,122.87851204666404,0.0,122.87851204666404
A011070,혼식곡,A,0.4,119.5875541480984,0.226817973590407,119.45146336394416
A011080,밀가루,A,0.1,135.6965456387762,0.0,135.6965456387762
A011090,국수,A,0.7,145.852729791218,0.0,145.852729791218
A011100,라면,A,2.4,123.90090303684269,0.0,123.90090303684269
A011110,당면,A,0.2,137.60128786315587,0.0,137.60128786315587
A011120,두부,A,1.2,110.22863803802622,0.0,110.22863803802622
A011130,시리얼,A,0.4,138.7319471951707,0.0,138.7319471951707
A011140,부침가루,A,0.6,144.03502831243176,0.0,144.03502831243176
A011150,케이크,A,1.6,131.59,0.0,131.59
A011160,빵,A,6.8,138.61,0.15540221008126784,138.51675867395124
A011170,떡,A,1.9,125.81635935400148,0.0,125.81635935400148
A011180,파스타면,A,0.1,133.4600426982793,0.0,133.4600426982793
A012010,국산쇠고기,A,8.6,108.31291132304789,0.0,108.31291132304789
A012020,수입쇠고기,A,3.1,133.19065989870512,0.0,133.19065989870512
A012030,돼지고기,A,9.8,136.8093778314661,-2.79677999666864,138.48744582946728
A012040,닭고기,A,1.5,134.02672115067452,-0.7442906572553672,134.47329554502772
A012050,소시지,A,2.0,121.42969221410715,-1.7604011851172505,122.4859329251775
A012060,햄및베이컨,A,2.7,124.22827278346475,0.0,124.22827278346475
A012070,기타육류가공품,A,0.9,133.00598079950865,0.0,133.00598079950865
A013110,마른멸치,A,0.5,110.95929840031692,0.0,110.95929840031692
A013120,마른오징어,A,0.2,125.78725604318694,0.0,125.78725604318694
A013140,오징어채,A,0.2,152.09128570716192,0.0,152.09128570716192
A013150,북어채,A,0.4,120.69897460816954,0.0,120.69897460816954
A013160,어묵,A,0.8,128.6130996207257,0.0,128.6130996207257
A013170,맛살,A,0.2,142.5440715752511,-1.574378811928587,143.48869886240826
A013180,수산물통조림,A,0.7,122.95450948128773,0.0,122.95450948128773
A013190,젓갈,A,0.7,114.95975832870538,-1.115851500948132,115.62926922927426
A014010,우유,A,3.4,124.5223770866673,0.0,124.5223770866673
A014020,분유,A,0.5,112.0719978335151,0.0,112.0719978335151
A014030,치즈,A,0.7,143.11585620695647,0.0,143.11585620695647
A014040,발효유,A,2.0,128.24288677687693,0.0,128.24288677687693
A014050,달걀,A,3.0,145.42665005076415,-1.9847214369645865,146.6174829129429
A015010,참기름,A,0.6,152.52379465511964,0.887923121605733,151.9910407821562
A015020,식용유,A,0.8,161.57130166656162,0.0,161.57130166656162
A016190,아몬드,A,0.2,107.6931530320912,0.0,107.6931530320912
A016200,과일가공품,A,1.0,145.64080060713601,0.0,145.64080060713601
A017250,고사리,A,0.1,123.08983516039793,0.0,123.08983516039793
A017270,단무지,A,0.2,119.48949034232342,0.0,119.48949034232342
A017280,김,A,0.5,152.36750444183434,0.0,152.36750444183434
A017290,맛김,A,0.5,129.39395805609487,0.0,129.39395805609487
A017300,미역,A,0.3,132.13594793194028,0.0,132.13594793194028
A018010,초콜릿,A,0.5,165.0516584084556,0.0,165.0516584084556
A018020,사탕,A,0.8,115.38656652658521,0.0,115.38656652658521
A018030,껌,A,0.1,116.5460343072982,0.0,116.5460343072982
A018040,아이스크림,A,2.6,128.20843464535423,0.0,128.20843464535423
A018050,비스킷,A,1.9,133.06395483362144,0.0,133.06395483362144
A018060,스낵과자,A,2.9,119.04931577152043,0.0,119.04931577152043
A018070,파이,A,0.6,115.99300326323578,0.0,115.99300326323578
A018080,설탕,A,0.3,148.31281580247213,0.0,148.31281580247213
A018090,잼,A,0.1,173.00847510163996,0.0,173.00847510163996
A018100,꿀,A,0.4,116.87994712962998,0.0,116.87994712962998
A018110,물엿,A,0.2,138.475148958855,0.0,138.475148958855
A019010,고춧가루,A,1.6,115.4,0.0,115.4
A019020,참깨,A,0.6,134.5230661487794,0.23750582931301759,134.3805626511916
A019040,소금,A,0.2,176.62401269814364,0.0,176.62401269814364
A019050,간장,A,0.4,128.53551676615734,0.0,128.53551676615734
A019060,된장,A,0.4,130.12055776326696,0.0,130.12055776326696
A019070,양념소스,A,0.5,138.91429976155356,-4.675824624025405,141.71979453596882
A019080,고추장,A,0.3,134.43588034422788,-2.4250098709820733,135.89088626681712
A019090,카레,A,0.2,131.2392451166697,0.0,131.2392451166697
A019100,식초,A,0.1,146.26592476266202,0.0,146.26592476266202
A019110,드레싱,A,0.2,160.5752722889316,0.0,160.5752722889316
A019120,혼합조미료,A,0.3,135.07693647397244,0.0,135.07693647397244
A019130,스프,A,0.3,129.7694552068385,0.13848995271352274,129.6863612352104
A019140,이유식,A,0.3,111.22212894863031,0.10129182247043644,111.16135385514805
A019150,김치,A,1.3,133.78436302717577,0.0,133.78436302717577
A019160,밑반찬,A,3.1,115.42499436433027,0.0,115.42499436433027
A019170,냉동식품,A,1.9,121.5967243390336,0.0,121.5967243390336
A019180,즉석식품,A,3.1,125.83618200091765,-0.574462208035636,126.18085932573902
A019190,편의점도시락,A,0.4,117.57782153332012,0.3575206392252544,117.36330914978497
A019200,삼각김밥,A,0.4,113.51699868419257,0.0,113.51699868419257
A021010,커피,A,2.6,143.90077854715457,0.0,143.90077854715457
A021020,차,A,0.9,129.46701162562553,0.0,129.46701162562553
A022010,주스,A,1.4,135.8576054499468,-0.6083835961356575,136.22263560762818
A022020,두유,A,0.8,125.29475737972733,0.0,125.29475737972733
A022030,생수,A,1.3,116.66808285810455,0.0,116.66808285810455
A022040,기능성음료,A,0.5,120.78204674276533,0.0,120.78204674276533
A022050,탄산음료,A,1.6,118.411090432925,0.0,118.411090432925
A022060,기타음료,A,0.6,123.08924977358804,0.0,123.08924977358804
B011010,소주,A,1.7,108.4989419406268,0.06677480907368742,108.4588770551826
B011020,과실주,A,0.8,102.33463918371328,0.0,102.33463918371328
B011030,맥주,A,3.0,115.8898456548735,0.0,115.8898456548735
B011040,막걸리,A,0.5,123.35563214452398,0.0,123.35563214452398
B011050,양주,A,0.4,113.14275311136726,0.0,113.14275311136726
B011060,약주,A,0.1,105.2081367958795,0.0,105.2081367958795
C011010,남자외의,A,4.4,119.65,0.251652711054561,119.49900837336727
C011020,남자상의,A,1.5,113.10173212214181,0.0,113.10173212214181
C011030,남자하의,A,1.3,123.64207451365537,0.0,123.64207451365537
C011040,남자내의,A,0.7,110.11448779259031,0.0,110.11448779259031
C012010,여자외의,A,6.2,111.20814780021047,0.09890285810933837,111.14880608534487
C012020,원피스,A,1.8,126.92,0.3702949421655835,126.69782303470065
C012030,여자상의,A,1.5,114.65996501287749,0.0,114.65996501287749
C012040,여자하의,A,2.4,119.01303380232818,0.17759231365100922,118.90647841413758
C012050,여자내의,A,1.8,109.57264197812859,0.0,109.57264197812859
C013010,점퍼,A,3.3,113.24321795021787,0.06886046774956374,113.20190166956813
C013020,티셔츠,A,4.6,123.97903927671956,0.23064430502415925,123.84065269370507
C013030,스웨터,A,0.6,119.72602408663268,0.07751359264480111,119.6795159310458
C013040,청바지,A,1.6,118.36877919691634,0.19082836249004012,118.25428217942232
C013050,운동복,A,2.3,109.77,0.0,109.77
C013060,등산복,A,0.5,106.81468349659107,0.0,106.81468349659107
C014010,유아동복,A,4.6,117.73315173917338,0.0,117.73315173917338
C015010,양말,A,0.9,103.9845836170438,0.0,103.9845836170438
C015020,모자,A,0.6,113.34130081601715,0.06249802545067714,113.30380200074674
C015030,장갑,A,0.2,148.44989358050856,0.22963302391505636,148.3121137661595
C016010,의복수선료,A,0.2,124.25320403498007,0.0,124.25320403498007
C016020,세탁료,A,1.1,135.60990239065967,0.0,135.60990239065967
C021010,아동화,A,0.9,116.35589912518975,0.139425027216717,116.27224410885972
C021020,구두,A,2.0,113.25,1.0021853191361672,112.6486888085183
C021030,운동화,A,4.4,111.41999992513,0.0,111.41999992513
C021040,실내화,A,0.2,127.75141448492622,0.0,127.75141448492622
D011010,전세,A,54.2,105.2265274663076,0.0,105.2265274663076
D011020,월세,A,44.9,104.72386008829193,0.0,104.72386008829193
D031010,주택수선재료,A,3.4,119.65124589392119,0.0,119.65124589392119
D031020,설비수리비,A,5.9,123.31615557203897,0.0,123.31615557203897
D041010,상수도료,A,4.5,116.69323727318182,0.0,116.69323727318182
D042010,공동주택관리비,A,21.8,127.17157754553648,0.0,127.17157754553648
E011010,장롱,A,1.3,124.61,0.0,124.61
E011020,침대,A,2.7,127.77,0.29045105566664137,127.59572936660001
E011030,거실장,A,0.4,126.16113216012303,0.0,126.16113216012303
E011040,소파,A,1.3,133.08664967793598,0.0,133.08664967793598
E011050,책상,A,0.4,130.12787813611266,0.0,130.12787813611266
E011060,의자,A,0.4,116.51629290968518,0.0,116.51629290968518
E011070,식탁,A,0.9,126.73265332417759,0.0,126.73265332417759
E011080,싱크대,A,1.3,157.65658923756163,0.0,157.65658923756163
E021010,침구,A,2.6,116.88,0.20207170291294338,116.75875697825222
E021020,커튼,A,0.4,106.5857524403668,0.0,106.5857524403668
E031010,전기밥솥,A,0.5,99.29957386452031,1.004439102506024,98.6969104030167
E031020,가스레인지,A,0.4,108.63189369532098,0.0,108.63189369532098
E031030,전자레인지,A,0.1,99.55172336178956,0.0,99.55172336178956
E031040,전기레인지,A,0.2,99.46162839957098,0.9875707650285742,98.86908594055384
E031050,냉장고,A,2.4,103.43864842031199,-0.697803582744496,103.85733056995869
E031060,김치냉장고,A,1.1,102.39686981710871,0.0,102.39686981710871
E031070,에어컨,A,1.5,114.08279787476975,0.0,114.08279787476975
E031080,선풍기,A,0.4,91.26643370096556,0.0,91.26643370096556
E031090,공기청정기,A,0.6,90.80416543875127,0.0,90.80416543875127
E031100,세탁기,A,1.0,96.9216651128216,0.0,96.9216651128216
E031110,의류건조기,A,1.1,103.72089723331649,-0.5066191905517314,104.02486874764753
E031120,식기세척기,A,0.2,103.50371216187713,-1.1037228799339214,104.16594588983749
E031130,청소기,A,1.1,102.50312868773742,0.0,102.50312868773742
E031140,소형주방가전,A,0.8,108.5092359890463,0.0,108.5092359890463
E031150,보온매트,A,0.4,109.44952087788894,0.06096791056563452,109.41294013154956
E032010,가전제품수리비,A,2.4,151.42765888325067,0.0,151.42765888325067
E032020,가전제품렌탈비,A,2.5,96.51461138996413,0.0,96.51461138996413
E041010,식기,A,0.8,123.89723728084527,0.0,123.89723728084527
E041020,컵,A,0.5,105.7250656271887,0.0,105.7250656271887
E041030,솥,A,0.2,120.48525858665968,0.0,120.48525858665968
E041040,프라이팬,A,0.6,126.85984013583221,0.0,126.85984013583221
E041050,냄비,A,0.5,125.09742225387416,0.0,125.09742225387416
E041060,수저,A,0.3,114.3615805357936,0.0,114.3615805357936
E041070,밀폐용기,A,0.7,122.5305978032534,0.0,122.5305978032534
E041080,부엌용용구,A,0.4,120.48708194556342,0.0,120.48708194556342
E051010,보일러,A,1.5,120.33410036061835,0.0,120.33410036061835
E051020,건전지,A,0.3,141.9282726972324,0.0,141.9282726972324
E051030,소형가사용품,A,1.3,111.7881476053261,0.0,111.7881476053261
E061010,세탁세제,A,1.7,132.1571165079217,0.0,132.1571165079217
E061020,섬유유연제,A,0.1,149.18983052934627,0.0,149.18983052934627
E061030,전구,A,0.2,106.74194995861025,0.0,106.74194995861025
E061040,부엌용세제,A,0.6,126.2296290226019,0.0,126.2296290226019
E061050,청소용세제,A,0.2,137.81802172903352,0.0,137.81802172903352
E061060,살충제,A,0.3,125.85796980021416,0.0,125.85796980021416
E061070,가정용비닐용품,A,0.6,136.3584602311513,0.0,136.3584602311513
E061080,키친타월,A,1.0,135.95780266180344,0.0,135.95780266180344
E061090,방향제,A,0.3,135.57193015198703,0.0,135.57193015198703
E061100,습기제거제,A,0.1,134.4432941189213,0.0,134.4432941189213
E062010,가사도우미료,A,2.4,120.61787686041097,0.0,120.61787686041097
E062020,간병도우미료,A,2.6,138.2234606652492,0.13531251112159262,138.14227315857624
F011010,감기약,A,0.4,128.37704861071913,0.0,128.37704861071913
F011020,진통제,A,0.4,119.8135939464517,0.0,119.8135939464517
F011030,소화제,A,0.3,123.1307728621658,0.0,123.1307728621658
F011040,위장약,A,0.2,106.78472466842692,0.0,106.78472466842692
F011050,진해거담제,A,0.2,113.49286730677008,0.0,113.49286730677008
F011060,소염진통제,A,0.6,115.49300555394227,0.0,115.49300555394227
F011070,피부질환제,A,0.3,114.19486831669967,0.0,114.19486831669967
F011080,치과구강용약,A,0.3,112.22512080013381,0.0,112.22512080013381
F011090,조제약,A,5.8,93.43991914066834,0.0,93.43991914066834
F011100,한방약,A,2.7,132.77889524778277,0.0,132.77889524778277
F011110,인삼,A,0.3,100.022220570052,0.0,100.022220570052
F011120,홍삼,A,1.1,106.56997895960532,0.0,106.56997895960532
F011130,비타민제,A,1.2,112.51090526457314,0.0,112.51090526457314
F011140,건강기능식품,A,6.5,103.93798423461267,0.0,103.93798423461267
