품목코드,품목명,Tier,가중치,pred,pred_corr
A011010,쌀,A,4.2,99.38706233232314,99.38706233232314
A011020,현미,A,0.4,103.94388086901813,103.94388086901813
A011030,찹쌀,A,0.5,101.3000000785172,101.3000000785172
A011040,보리쌀,A,0.2,145.6127117990399,145.6127117990399
A011050,콩,A,0.5,105.81207031942708,105.81207031942708
A011060,땅콩,A,0.1,118.87444543786468,118.87444543786468
A011070,혼식곡,A,0.4,111.40583813097788,111.40583813097788
A011080,밀가루,A,0.1,135.44927427602266,135.44927427602266
A011090,국수,A,0.7,153.59774320111606,153.59774320111606
A011100,라면,A,2.4,118.34258047296288,118.34258047296288
A011110,당면,A,0.2,133.53054171885458,133.53054171885458
A011120,두부,A,1.2,118.0015964944816,118.0015964944816
A011130,시리얼,A,0.4,121.08885370424302,121.08885370424302
A011140,부침가루,A,0.6,138.2169955868118,138.2169955868118
A011150,케이크,A,1.6,126.2,126.2
A011160,빵,A,6.8,130.13,130.13
A011170,떡,A,1.9,121.88711657890113,121.88711657890113
A011180,파스타면,A,0.1,132.97440152069558,132.97440152069558
A012010,국산쇠고기,A,8.6,104.60542024261497,104.60542024261497
A012020,수입쇠고기,A,3.1,131.66862158443794,131.66862158443794
A012030,돼지고기,A,9.8,124.1361224459086,124.1361224459086
A012040,닭고기,A,1.5,129.34923382554115,129.34923382554115
A012050,소시지,A,2.0,115.01378654117019,115.01378654117019
A012060,햄및베이컨,A,2.7,116.50060269760758,116.50060269760758
A012070,기타육류가공품,A,0.9,133.05771760488872,133.05771760488872
A013110,마른멸치,A,0.5,111.85909625846043,111.85909625846043
A013120,마른오징어,A,0.2,123.06828140107224,123.06828140107224
A013140,오징어채,A,0.2,117.307230872809,117.307230872809
A013150,북어채,A,0.4,117.13840283622548,117.13840283622548
A013160,어묵,A,0.8,123.18079405543942,123.18079405543942
A013170,맛살,A,0.2,133.0361949867711,133.0361949867711
A013180,수산물통조림,A,0.7,121.82099157985608,121.82099157985608
A013190,젓갈,A,0.7,106.64749432074913,106.64749432074913
A014010,우유,A,3.4,123.90016210810602,123.90016210810602
A014020,분유,A,0.5,109.17746652544083,109.17746652544083
A014030,치즈,A,0.7,141.07769998738027,141.07769998738027
A014040,발효유,A,2.0,124.07447313936831,124.07447313936831
A014050,달걀,A,3.0,135.34808352778742,135.34808352778742
A015010,참기름,A,0.6,151.25108983074838,151.25108983074838
A015020,식용유,A,0.8,181.65337402394223,181.65337402394223
A016190,아몬드,A,0.2,96.11425094599855,96.11425094599855
A016200,과일가공품,A,1.0,133.70313068260702,133.70313068260702
A017250,고사리,A,0.1,125.99670207027606,125.99670207027606
A017270,단무지,A,0.2,109.88783076032469,109.88783076032469
A017280,김,A,0.5,144.81413130532096,144.81413130532096
A017290,맛김,A,0.5,132.22521066799314,132.22521066799314
A017300,미역,A,0.3,121.8296402469274,121.8296402469274
A018010,초콜릿,A,0.5,141.08358012193543,141.08358012193543
A018020,사탕,A,0.8,116.03037460695063,116.03037460695063
A018030,껌,A,0.1,115.80704049170905,115.80704049170905
A018040,아이스크림,A,2.6,122.36587055012609,122.36587055012609
A018050,비스킷,A,1.9,124.73552739637857,124.73552739637857
A018060,스낵과자,A,2.9,114.55966312665763,114.55966312665763
A018070,파이,A,0.6,113.75274317756275,113.75274317756275
A018080,설탕,A,0.3,145.71171122103596,145.71171122103596
A018090,잼,A,0.1,153.02253778320215,153.02253778320215
A018100,꿀,A,0.4,111.09174653211807,111.09174653211807
A018110,물엿,A,0.2,136.99033227023426,136.99033227023426
A019010,고춧가루,A,1.6,115.14,115.14
A019020,참깨,A,0.6,133.01049246438689,133.01049246438689
A019040,소금,A,0.2,175.73866440442086,175.73866440442086
A019050,간장,A,0.4,128.44500254585216,128.44500254585216
A019060,된장,A,0.4,127.07614517640977,127.07614517640977
A019070,양념소스,A,0.5,119.23136142281346,119.23136142281346
A019080,고추장,A,0.3,120.66703793226787,120.66703793226787
A019090,카레,A,0.2,131.21773768856693,131.21773768856693
A019100,식초,A,0.1,135.76002951466023,135.76002951466023
A019110,드레싱,A,0.2,151.25068951778547,151.25068951778547
A019120,혼합조미료,A,0.3,127.2167535471069,127.2167535471069
A019130,스프,A,0.3,130.95655356145264,130.95655356145264
A019140,이유식,A,0.3,110.65289986602328,110.65289986602328
A019150,김치,A,1.3,126.48451653427195,126.48451653427195
A019160,밑반찬,A,3.1,113.4024873861909,113.4024873861909
A019170,냉동식품,A,1.9,115.16262690573073,115.16262690573073
A019180,즉석식품,A,3.1,121.50294233291245,121.50294233291245
A019190,편의점도시락,A,0.4,113.29265183814898,113.29265183814898
A019200,삼각김밥,A,0.4,110.7637716461128,110.7637716461128
A021010,커피,A,2.6,124.81750488356295,124.81750488356295
A021020,차,A,0.9,124.07129456058428,124.07129456058428
