품목코드,품목명,Tier,가중치,pred_2026-01,actual_2026-01,pred_2026-02,actual_2026-02,pred_2026-03,actual_2026-03,pred_2026-04,actual_2026-04,pred_2026-05,actual_2026-05,pred_2026-06,actual_2026-06,pred_2026-07,actual_2026-07
J041030,고등학생학원비,A,13.8,108.09109007216436,108.19,108.29204040176633,108.64,108.74665589363956,108.9,109.00840706095487,109.07,109.17879060398992,109.32,109.43038384142194,109.37,109.47891221432924,109.56
J041040,음악학원비,A,3.0,118.14856489782754,118.29,118.49225332522163,118.64,118.84615169786939,119.14,119.35497820874672,119.75,119.97749289160794,119.94,120.16503197636364,120.09,120.31128397975088,120.24
J041050,미술학원비,A,2.6,119.6995191376569,119.57,119.78445017306409,119.69,119.90050241117184,120.12,120.33612874687232,120.85,121.08094483531151,121.02,121.24785556428674,120.88,121.09526071265299,121.1
J041060,운동학원비,A,5.7,122.52086877204219,123.13,123.43205864778136,123.29,123.58508365065238,124.28,124.60057288965668,124.76,125.08558754626003,124.76,125.07057495435387,124.81,125.1088751562858,124.84
J041070,전산학원비,A,0.5,114.13001449894008,114.59,114.79784741092782,114.94,115.15580879060957,114.94,115.14107833865096,115.05,115.24439939601037,115.03,115.21014151204335,115.12,115.29365413365942,115.12
J041080,가정학습지,A,3.5,117.89641838572705,120.03,120.0871163574262,120.03,120.08680481232714,120.03,120.08649516177626,120.03,120.08618793772543,124.33,124.59027866260344,124.33,124.57780432474381,124.33
J041090,이러닝이용료,A,0.7,107.83207670567553,115.57,115.41848588751378,115.57,115.60481018797788,115.57,115.60874853023306,115.57,115.6086152334161,115.57,115.60839176655463,115.57,115.60816806047835,115.57
J041100,학교보충교육비,A,1.4,104.46035479264572,104.45,104.48012708116615,104.47,104.49990026257859,106.78,106.81490826940532,108.88,108.91565298941904,108.8,108.8354237935254,106.16,106.19408043058088,106.16
J041110,기타학원비,A,0.2,108.433374042923,108.55,108.6234314561537,108.55,108.6228007619802,108.57,108.64224985526268,108.77,108.84233476830467,108.79,108.86179274127446,109.05,109.12207364362595,109.05
J042010,취업학원비,A,2.0,110.01885345061676,107.16,107.64253655937607,107.48,107.57413464676512,107.99,108.00328046064836,108.05,108.11522793052228,107.79,107.90755147621114,107.79,107.8776258775614,108.69
J042020,외국어학원비,A,0.5,114.32018098244963,114.67,114.85271774646877,114.97,115.15634518844105,115.31,115.50142701043463,115.38,115.56569562064968,115.12,115.28767727837875,115.24,115.4050372651039,115.66
J042030,운동강습료,A,3.7,109.62862650314513,109.84,109.9656430961343,109.99,110.11576727626156,110.16,110.28832443453487,110.23,110.3483055688665,110.23,110.33043400194273,110.34,110.43924874749514,110.34
K011010,김치찌개백반,A,4.8,128.8744774868503,129.17,129.47753004884717,129.79,130.16234914162658,130.53,130.98090356510764,130.69,131.06198402835184,130.92,131.25073996361365,131.06,131.33839678876296,131.17
K011020,된장찌개백반,A,4.3,127.36082070671222,127.76,128.08863698227108,128.84,129.36588109020283,129.62,130.2072498647109,129.71,130.1345612107644,129.94,130.29704249842433,130.1,130.38925269190065,130.31
K011030,비빔밥,A,2.4,130.78303753053592,130.85,131.18075948010946,131.02,131.3202579356964,131.21,131.4881217363744,132.08,132.45248810978487,132.87,133.30651502599883,132.98,133.35998952167665,133.04
K011040,설렁탕,A,2.0,129.4732061893955,129.63,129.88365741594475,130.09,130.38466232668299,130.01,130.2117431388183,130.62,130.90886909501495,130.35,130.5092896583674,131.04,131.31064353404167,131.13
K011050,갈비탕,A,2.2,134.04386688218804,134.53,134.97376191357392,135.37,135.90388465741407,135.63,136.08528544335198,136.4,136.92348966431945,136.67,137.1217817989087,137.07,137.5006003586111,137.07
K011060,삼계탕,A,2.2,124.03097387680651,124.55,124.86796573375973,124.69,124.87300774989056,124.95,125.14416541486982,125.32,125.57248955041757,125.73,126.02376822537768,126.23,126.5838704931206,126.98
K011070,해물찜,A,4.1,116.7301318841881,116.74,116.94569149308366,116.84,117.01268913205375,117.07,117.25108625587816,117.41,117.624299125092,117.71,117.9388458077264,117.92,118.13696755617451,117.92
K011080,해장국,A,5.0,131.8891649025076,132.24,132.70060286932318,133.35,134.0815497614788,133.96,134.56513375819648,134.39,134.8534389194338,134.39,134.56387872402857,134.59,134.7582411490148,134.9
K011090,불고기,A,1.1,123.73817772217029,123.96,124.24752949025743,124.32,124.61282639683458,124.32,124.5843394159517,125.2,125.5189846526808,125.06,125.33569847242255,125.44,125.72344828886999,125.47
K011100,쇠고기(외식),A,8.3,121.46975814564513,121.64,121.93204900740874,121.83,122.07695139741477,122.22,122.49197092482679,122.55,122.83014292411201,122.66,122.86866852952429,122.93,123.1355584558282,122.96
K011110,돼지갈비(외식),A,6.1,125.44198220890347,125.72,126.00804660234041,126.01,126.27805454118251,126.66,127.03516607175007,127.06,127.4170480345681,127.24,127.51318593861775,127.4,127.61610051995845,127.68
K011120,삼겹살(외식),A,7.2,123.71016286444572,124.1,124.37068002229088,124.8,125.18249004587955,125.07,125.36855795803397,125.33,125.57962065304584,125.54,125.7461306179932,125.74,125.91914895700569,125.8
K011130,오리고기(외식),A,1.5,124.78581886608693,124.55,124.78798642634942,124.6,124.68754856965327,125.09,125.41055561488338,125.72,126.18797816593728,125.97,126.23854284542493,126.27,126.52036425983476,126.38
K011140,냉면,A,2.4,129.00747946896706,129.04,129.21620274036817,129.58,129.874768135464,130.17,130.55210740256211,131.25,131.87177760509545,131.68,132.1835317075594,131.84,132.17832702355346,132.13
K011150,칼국수,A,2.7,131.74618242586243,131.81,132.18623135357765,132.61,133.14259177575858,132.97,133.39032582735842,133.21,133.52227116473003,133.54,133.8373180175371,133.81,134.07398657835014,133.91
K011160,죽(외식),A,1.7,125.9817809537106,125.76,125.97617690889251,125.76,125.97085713188204,125.76,125.96580620147567,125.76,125.96099981146055,125.76,125.95641789900912,125.76,125.95204754567656,126.77
K011170,생선초밥,A,2.7,119.16383426041281,119.4,119.6102256027333,119.64,119.85162663104988,119.64,119.82429363155943,119.9,120.09137758393477,120.13,120.32396134055763,120.34,120.53385144313727,120.73
K011180,생선회(외식),A,10.3,136.47640649266148,136.54,136.8794104679427,136.63,136.90347093384588,136.72,136.94233796595122,137.58,137.9104133761421,137.83,138.12856859247958,137.97,138.22375653816104,138.52
K011190,자장면,A,2.2,136.83099882464583,136.9,137.24808445655648,136.98,137.18551699155856,136.93,137.0121563474386,137.77,138.1329149721388,138.13,138.452869128892,138.24,138.44746482684332,138.32
K011200,짬뽕,A,2.4,131.806312146947,132.16,132.5346046455917,132.85,133.32509081207658,132.86,133.03605280872014,133.64,134.08331291416752,133.95,134.26646938120027,134.3,134.58774896959378,134.38
K011210,탕수육,A,2.1,122.79471997635228,123.24,123.5774675406393,123.49,123.70235358316964,123.48,123.50369601822017,123.89,124.16097847104795,124.13,124.32657295313753,124.25,124.35739931256926,124.33
K011220,볶음밥,A,0.9,130.70881474672427,131.0,131.35734581597237,131.57,131.99190566678496,131.59,131.752904791948,132.18,132.5388648687621,132.59,132.93105676503598,132.76,132.97345016815748,132.98
K011230,돈가스,A,2.2,130.25759584930685,130.79,131.06190696140172,130.85,131.0291314517242,131.22,131.45031847387045,131.89,132.2530364259031,132.21,132.5317462051553,132.67,133.01563887561576,132.61
K011240,스테이크,A,1.5,120.33724281726882,120.38,120.6301199985934,120.96,121.24319079233798,121.25,121.53237222344872,121.38,121.64452909371775,121.47,121.71548797392452,121.57,121.79952832066257,121.66
K011250,스파게티,A,1.5,120.24949429092902,120.39,120.70887696380574,120.82,121.1577219175114,120.92,121.20832093533056,121.08,121.32953685287616,121.11,121.3064679681856,121.24,121.41134699631782,121.48
K011260,라면(외식),A,0.7,133.23795790342658,133.54,133.80781197428033,133.68,133.8976036123717,134.02,134.263107003481,134.66,135.0078656276844,135.31,135.73172889422568,135.31,135.58819143494426,135.9
K011270,김밥,A,3.4,140.57081426628866,141.53,142.0873618079151,142.24,142.81376534357196,142.61,143.1032366316422,143.1,143.5699614838025,143.82,144.3350893333073,143.91,144.28950812081146,144.78
K011280,떡볶이,A,3.1,137.22191782406296,137.92,138.44872421093856,138.35,138.84312679210785,138.86,139.34972019679336,139.73,140.31346683706448,140.24,140.7948803234857,140.24,140.6418415205155,140.48
K011290,치킨,A,8.6,129.37311380116896,129.57,129.59403628351046,131.09,131.41758420104117,131.31,131.60592414358726,131.47,131.73050404768503,131.77,132.0291403930347,132.11,132.37560810210235,132.06
K011300,햄버거,A,4.3,136.07930453509778,137.2,137.11238499566926,139.59,138.99227655732182,140.82,140.53044204160454,140.82,141.14940361417462,140.82,141.38874540245044,141.81,142.08322975869208,141.81
K011310,피자,A,4.1,119.72652250502955,119.68,119.71790279115757,119.68,119.71024775985623,119.68,119.70390792074122,119.68,119.69881090495294,119.68,119.69476818706806,119.68,119.69158212430582,119.68
K011320,쌀국수,A,0.6,128.4396831556531,128.46,128.93813629799175,129.02,129.51496053847526,129.35,129.78884187782865,129.92,130.39029556155396,129.93,130.2583805011051,130.38,130.73873267264585,130.45
K011330,커피(외식),A,8.8,111.56430061145393,111.44,111.56989525734708,111.51,111.63755560145721,111.51,111.6334940277766,111.51,111.62976504385344,111.48,111.59561622529415,111.58,111.6946870593813,111.58
K011340,기타음료(외식),A,0.5,107.37944393272151,107.34,107.37922863617155,107.34,107.37901476535875,107.34,107.37880204455722,107.34,107.37859076161352,107.34,107.37838078625543,107.43,107.46821138120445,107.43
K011350,소주(외식),A,2.5,116.47179198692275,116.54,116.72589428205997,116.68,116.81232339474043,116.68,116.73869631748005,116.73,116.77385682352185,116.73,116.74945288796822,116.93,117.00988304591434,118.5
K011360,맥주(외식),A,4.8,118.82544125213981,119.31,119.49973902935908,119.43,119.58214348387324,119.45,119.54771462520738,119.63,119.74667826776286,119.64,119.71331665760528,119.71,119.77656358207578,120.83
K011370,막걸리(외식),A,0.3,119.95095498209962,120.24,120.25090082672523,120.24,120.24785467512827,120.24,120.24565993882594,120.36,120.39100263064095,120.63,120.71341922997973,120.63,120.6897631955773,120.63
K011380,구내식당식사비,A,11.9,124.85888458962893,124.81,125.06523736545354,125.16,125.41850090598545,125.93,126.21092794070125,126.24,126.52083659753966,126.29,126.55899097554395,126.36,126.618552914646,126.75
K011390,도시락,A,0.6,139.85117040057676,140.45,141.095986109301,140.45,141.06676221320367,140.45,141.0310877893213,140.45,141.00022075148559,140.45,140.97450636888874,144.73,145.36729383453005,145.69
K021010,호텔숙박료,A,2.1,129.99110261351223,119.11,123.69494879785925,122.02,122.73299674261528,124.19,123.63069000010043,131.49,128.24691620023,138.35,134.38591131691157,131.45,132.65387092704518,146.38
K021020,여관숙박료,A,1.5,108.37261461894461,108.1,108.14629461247486,108.31,108.32549903004613,108.15,108.18624967778455,108.2,108.21985322769673,108.82,108.81425365322283,109.04,109.07461524486652,109.85
K021030,콘도이용료,A,0.8,138.61591849856498,145.94,140.64232941120724,140.95,141.7529557778246,116.3,139.25400366522524,122.13,134.20079729179554,134.73,134.68838643273097,126.04,133.6512513569626,165.29
K021040,학교기숙사비,A,0.9,115.46177066010871,115.38,115.46132301135668,115.38,115.4608730904021,118.91,118.83782578974244,118.91,119.06018039624713,118.91,119.06930722793341,118.91,119.06500018959923,118.91
K021050,휴양시설이용료,A,1.4,110.2936223119445,109.52,109.79729190890846,109.88,110.02522583822166,104.35,105.34852280581832,104.68,104.90274253036226,109.56,108.99189631557223,107.21,107.63147267691183,127.14
L011010,목욕료,A,0.6,136.27460302044622,136.92,137.5277864248938,137.34,137.81614921883948,137.64,138.00190323704965,138.12,138.49811349088878,138.23,138.4648328688148,138.34,138.5017749257792,138.45
L011020,찜질방이용료,A,0.6,132.8472636596027,133.98,134.33965610687096,134.46,134.8346076073414,134.52,134.81003226944574,135.26,135.63910963207067,135.29,135.57893491663484,135.45,135.70040272071873,135.66
L011030,이발료,A,0.3,118.767238711551,118.86,119.11605799678466,118.98,119.21696620982115,119.49,119.75772272855927,119.87,120.14910154152822,119.96,120.21362895587752,120.07,120.30379866961097,120.14
L011040,미용료,A,7.3,119.45353688292943,119.56,119.75583433295931,120.39,120.66684255539437,120.62,120.8874763462499,120.88,121.14316168981819,120.87,121.09515362085948,120.94,121.14182745769206,121.13
L011050,뷰티미용료,A,2.2,120.17803530029686,120.42,120.67507145235811,120.62,120.86446344834671,120.91,121.15970773288078,121.64,121.96222703487837,121.67,121.94543165772632,121.83,122.08657407442928,121.85
L012010,면도기,A,0.4,124.86641348818503,121.97,123.91592613249152,126.64,125.08432191032873,124.89,125.1276787820153,125.04,125.18511461607652,125.1,125.22294244638404,124.18,124.85157578480118,123.71
L012020,헤어드라이어,A,0.7,113.5724841790312,120.03,116.19214890836028,112.89,114.85316724225203,115.6,115.15536190918657,114.91,115.05607913864736,112.71,114.10683068748445,113.5,113.86116024941624,122.21
L012030,칫솔,A,0.4,102.89613851882032,102.83,102.88949160900654,101.09,102.24725670289617,103.83,102.84413829052144,105.19,103.72098774591625,104.12,103.88549494997169,105.7,104.57214986734479,105.83
L012040,치약,A,0.5,117.31698512984852,117.05,117.24585130056207,115.2,116.26550045243533,110.68,113.45412500564402,119.65,116.66697649338121,117.1,116.94872809753628,114.96,116.01424852974058,118.19
L012050,비누,A,0.3,136.2725018059221,139.23,138.08034267040017,138.98,138.92795445909917,138.04,138.77828192628303,140.92,140.2436854131156,138.89,139.85544389231137,139.04,139.61496909079088,140.24
L012060,샴푸,A,1.0,143.63485936263862,143.65,143.90918337322535,142.01,143.16797115047686,140.93,142.2064811207966,141.98,142.2612531045379,144.14,143.41490224683633,142.67,143.21420872741376,142.52
L012070,바디워시,A,0.5,118.78532090273481,119.81,119.13993001525057,117.88,118.44936337541571,122.57,120.22013192490557,120.06,120.03621975090999,121.77,120.71957180874269,120.09,120.32312779871478,117.82
L012080,화장지,A,1.3,120.01227447904185,118.88,119.1320778230677,120.99,120.41285031065547,121.86,121.47317898286052,121.83,121.78094549792704,122.36,122.26201705514592,122.7,122.65688708393955,123.12
L012090,기초화장품,A,4.5,108.67246212194173,108.22,108.38652816660513,109.22,109.02228340904145,109.5,109.40357883484397,107.78,108.28037744933394,107.29,107.60570771681566,107.15,107.31453423959141,108.83
L012100,기능성화장품,A,3.7,130.31057963320603,130.3,130.231888775158,131.49,130.71259015246935,132.01,131.27759227083996,131.59,131.46970887441958,131.35,131.4793432989408,131.39,131.48801456176943,131.13
L012110,색조화장품,A,0.7,108.995584837634,109.09,109.11101141348155,109.91,109.80394909406871,109.38,109.50999005983216,108.93,109.07804309517016,108.97,109.01942011927328,109.34,109.3083813885562,109.3
L012120,모발염색약,A,0.7,121.36981671717825,124.32,122.58606368151922,117.51,120.45987988517602,124.97,122.30338694604089,121.35,121.89349819275785,128.83,124.74174561568705,135.36,129.2452044469328,130.6
L012130,구강세정제,A,0.2,115.71666980997527,115.9,115.85010672073649,124.16,118.89152994631286,116.83,118.22286082601018,119.99,118.91882566242774,118.01,118.66610232453161,120.0,119.20734301246317,121.6
L021010,손목시계,A,0.6,137.2915871457583,136.79,137.4772683657625,136.79,137.47635282883837,136.79,137.4416650002937,145.45,144.52538595511987,145.45,146.27338321154227,145.45,146.53438575676742,145.45
L021020,장신구,A,1.0,117.23043192080884,117.06,117.22978938849315,117.06,117.22875883033248,117.06,117.22764558758054,119.74,119.27482295444693,119.74,119.76253316818323,119.74,119.87492443457968,119.74
L021030,가방,A,2.7,110.10630223642394,110.94,110.76971677114543,110.94,110.99757620569626,110.94,111.07513556395119,110.94,111.10045875759599,110.94,111.10757744869947,110.94,111.10685183986871,110.94
L021040,핸드백,A,1.4,110.77573843000634,120.34,114.88499303543259,120.34,117.3490086230476,110.52,114.49893894783595,115.44,114.96167405506779,115.44,115.23212289687909,115.44,115.39002700557297,115.44
L021050,우산,A,0.2,106.75108811591531,106.37,106.41791676725843,106.07,106.08376368136626,106.04,106.00604299474537,106.37,106.30742773249581,106.58,106.55362309428128,106.76,106.75872382243857,107.23
L021060,유모차,A,0.2,106.72742814753684,106.36,106.54327329107912,106.03,106.28612264273367,105.99,106.1376144340627,106.14,106.13854354671572,105.66,105.89873851033624,105.46,105.67879687544662,105.62
L021070,선글라스,A,0.4,101.7067120030842,101.93,101.99392086766008,102.64,102.7857017529165,102.47,102.53853175877656,103.08,103.19202038614789,102.77,102.8712059155409,102.77,102.80918488860955,102.8
L021080,지갑,A,0.5,122.68999901001737,122.69,122.68999947362106,122.69,122.68999972010099,122.69,122.6899998511692,122.69,122.68999992086307,122.69,122.68999995792083,122.69,122.68999997762506,122.69
L031010,산후조리원이용료,A,0.7,122.7604944256913,124.54,125.0806325382162,125.35,125.92701539802984,125.93,126.49779062861441,126.55,127.11677322670084,126.85,127.36476086549744,127.44,127.95755550804594,128.06
L031040,보험서비스료,A,8.6,191.37100284550607,211.52,210.6840367441534,211.52,213.19386802357369,211.52,213.37392338554085,215.81,217.2864995335289,215.81,217.68618893078644,215.81,217.63241953589198,215.81
L031050,자동차보험료,A,3.7,93.63028768480345,93.67,93.63318872416181,94.93,94.94185555009125,94.93,94.94094349870554,94.93,94.94010733412001,94.93,94.93933927293135,94.93,94.93863282620438,94.93
L031060,금융수수료,A,0.2,99.99910775672404,100.0,99.99914056639255,100.0,99.99916941842393,100.0,99.99920321449846,100.0,99.99923245063965,100.0,99.99926083003899,100.0,99.99928837429532,100.0
L031090,대입전형료,A,0.1,101.13008264535843,101.74,101.72694294810479,101.74,101.73044281449778,101.74,101.73051390285926,101.74,101.73056619380796,101.74,101.73061805173526,101.74,101.73066931681647,101.74
L031100,시험응시료,A,0.4,116.24047884434236,116.1,116.23740099917043,116.1,116.23445904970342,116.1,116.23164978280265,116.1,116.22896187594338,116.1,116.2263626761091,116.1,116.22388004503385,116.1
L031110,장례비,A,2.6,109.44139676380635,109.99,110.09286501785687,110.04,110.1411318321808,111.04,111.16227343391778,111.04,111.15823562459786,111.35,111.47286382727127,111.36,111.47928953369846,111.45
A013010,갈치,B,1.1,117.70829358860668,116.85,118.69230763192834,114.72,115.5364147041068,119.85,121.1353817492148,119.94,119.52099047630529,124.38,122.57281821555915,121.43,119.1465123310318,122.77
A013020,명태,B,0.7,110.88287682128464,110.39,110.31252727240478,108.82,108.24372181831848,109.26,109.19442337170777,109.9,110.04917186068688,112.01,112.38446817799579,111.73,111.71844718466902,111.0
A013030,조기,B,0.9,130.84548303630132,131.07,132.95014208727366,130.58,131.59955119754528,132.75,133.91040535018038,132.19,132.90591399064758,132.32,133.18142186316615,133.27,133.7157556134083,133.61
A013040,고등어,B,2.0,137.42774057564623,135.66,137.33485239792412,134.71,136.32559686007974,136.12,137.30381225490876,135.74,136.36454001628283,134.76,131.90488198788984,138.03,135.98553285882983,136.02
A013050,오징어,B,1.0,131.58669836668844,129.68,129.13826655290825,133.51,133.87229230812295,132.99,132.70424593707403,132.18,132.29834040363028,137.07,136.92633606614356,134.96,134.0875800538757,132.29
A013060,게,B,0.9,97.59120845980239,93.81,93.63566338385641,92.28,91.29661567925102,92.57,92.4517355361304,92.25,92.68226102023709,93.76,94.43278807458314,95.12,95.28652008051212,94.65
A013070,굴,B,0.4,123.53521013576747,120.74,112.05042849742404,118.34,109.5962105480342,114.1,114.32042685094508,113.98,114.28303129187508,114.91,114.89843995614996,115.17,114.24569651586431,114.81
A013080,조개,B,0.6,125.42319644523465,125.74,125.94942251715318,125.53,125.04001984509111,124.19,124.47840855523835,126.2,126.60407605120922,127.03,126.96045558797745,121.08,121.00989001134774,121.71
A013090,전복,B,0.5,87.95439174576278,86.24,87.40891289032706,86.63,83.76520013945067,85.83,83.40872312203453,85.78,84.94109119060907,84.48,82.71847388975152,86.15,84.38552315152349,86.09
A013100,새우,B,0.7,123.92214605668183,123.44,123.51758343195559,123.0,121.71005358795684,122.21,121.66325194129615,122.13,121.33338477698605,123.15,123.8678446777531,124.21,124.75101619453275,125.12
A013130,낙지,B,0.5,120.89857661224593,123.17,124.83702892740114,123.68,124.50698827712274,124.07,124.878545111489,124.63,124.15570011745422,125.43,126.56398054937691,125.75,125.78141745991262,126.09
A016010,사과,B,2.3,162.54627118650959,162.9,167.5943002223335,167.79,168.18991819492402,170.94,172.50538378467425,171.96,172.70623873870602,173.01,173.2837847593271,174.8,175.1390631795461,170.88
A016020,배,B,0.7,133.20013035763745,133.57,138.68529232237017,139.39,140.36793046292598,147.53,148.01003081023592,147.35,147.4081918589903,149.8,150.25543741727859,158.19,158.7009944170118,173.31
A016030,복숭아,B,1.0,152.13761051803007,151.62,155.53973313341032,152.01,151.43852273109516,148.83,146.75157008414868,145.2,141.43755199405064,142.54,138.28437169378364,141.38,152.54914009854747,154.04
A016040,포도,B,1.4,130.32184692908942,128.52,131.83066072954165,127.2,122.54890311403675,122.75,117.46994919082223,118.41,119.5226427669007,119.3,122.86049312287096,123.33,142.8818142906291,144.3
A016050,밤,B,0.2,113.32419297480136,114.35,117.13358798396703,113.5,115.78222305176435,112.39,112.68343712294217,112.62,112.00251528028907,113.7,112.32478593290283,113.24,111.31812232975048,113.01
A016060,감,B,0.5,114.86318052196842,112.47,118.96211093346844,117.18,120.37659544323245,119.4,118.77318433650197,120.06,118.25263500213553,120.52,118.153299566916,120.64,118.42248480575901,118.82
A016070,귤,B,1.8,202.0205096504074,191.91,209.38736459296837,206.86,221.0380984689532,229.15,223.71206383005136,223.51,216.6173813932041,219.17,213.7137745838045,217.34,214.12215437155785,210.53
A016080,오렌지,B,0.4,122.28414420487773,123.25,129.22720633476538,131.2,121.90779960814183,114.58,106.74450921899432,110.36,109.18736789414783,113.37,115.184593944923,120.98,116.89137743973724,117.16
A016090,참외,B,1.0,99.38018134695169,96.61,103.48392215156872,98.57,152.41663958668994,141.37,150.81691306435837,141.61,100.10995165244925,115.45,94.86873438915758,103.13,78.22876857471672,85.62
A016100,수박,B,1.0,158.77767037312114,157.67,161.67708813759512,158.1,157.70125506631993,154.84,153.22644733304674,151.02,162.61275159689714,171.85,153.7019933873343,153.14,152.48437744225893,137.68
A016110,딸기,B,1.5,191.53606905726022,203.25,176.66238169634772,167.9,140.08674500015547,118.42,108.99228795731085,101.24,101.35615439496027,98.44,95.19690477134202,97.7,94.42827817460643,94.62
A016120,바나나,B,0.8,113.90460073971241,116.78,122.17567183165671,120.49,123.68044768425486,119.26,122.80369617255104,119.18,119.27377749199144,118.81,117.16091012841812,116.32,112.39848106615818,112.68
A016130,키위,B,0.4,136.79079392017184,131.27,130.78999024955118,129.63,128.7326473019882,131.28,130.53478041415426,128.73,132.26755371744045,131.22,133.341084335299,140.8,140.4448187226931,142.46
A016140,블루베리,B,0.4,142.19758090320212,143.2,144.20733258366863,144.06,142.9823318936153,143.66,144.79053149074414,144.05,144.5383306885596,144.92,144.2891610085936,145.8,144.66771219675408,143.21
A016150,망고,B,0.4,133.56631673802605,122.03,113.86733674741525,117.23,104.0398881287594,107.04,103.40414600639589,97.14,95.09976571715305,101.64,105.34288060886004,112.67,120.76022488892312,122.6
A016160,체리,B,0.3,104.89636276663111,81.89,67.03897675132202,79.93,79.11571208152971,78.26,77.43934710543853,76.28,74.32770496492795,74.69,90.69895067077096,109.15,94.16294771663283,94.97
A016170,아보카도,B,0.1,99.64434091467643,106.44,112.54972567229603,103.87,113.7242778107563,108.75,113.17185200781745,117.46,115.27907706023731,105.98,97.52533164305473,98.28,87.6392749348603,82.87
A016180,파인애플,B,0.2,122.32399105712865,129.05,130.71987307884774,125.26,125.23246659737437,121.03,123.72507903038625,118.79,119.37063589128147,116.81,116.69137548181013,118.34,116.78522163665542,117.51
A017010,배추,B,1.3,118.85766434254612,107.81,112.24751970186966,107.95,116.55465124152742,105.81,110.62200307029616,99.2,87.85650553868314,82.96,74.74684795513863,81.7,93.68047159712489,82.23
A017020,상추,B,0.6,126.36518164411387,134.04,119.47165830478676,122.11,111.07504305359762,95.22,103.89465384134371,90.94,100.93137763609843,89.7,100.2449521571119,98.61,140.2181671726873,115.69
A017030,시금치,B,0.3,123.8928108805645,118.31,134.5892957675864,130.13,113.31880520414198,91.3,93.4244415998462,73.72,91.55698744147807,81.14,100.64676452144398,89.43,163.41024608477792,127.7
A017040,양배추,B,0.2,93.38501519606142,92.45,91.91287616598522,93.08,91.78092490450248,90.0,88.87560289358129,74.07,78.2595222512251,70.72,63.49023446121201,73.58,67.9968021674868,74.91
A017050,미나리,B,0.2,182.40367486842032,180.12,185.1578878886554,196.06,163.03824061948367,154.5,132.87825596717673,127.23,117.06886927047113,109.91,109.55002402847302,109.64,120.1402484716057,109.98
A017060,깻잎,B,0.2,147.0107848068145,142.57,141.41931965266397,138.83,128.94495982760586,117.59,115.50229784583075,106.07,112.47679686002074,109.19,104.21880211908116,102.01,109.12701520652779,98.61
A017070,부추,B,0.2,191.53172110540737,139.86,164.8353112086943,180.38,143.368899067357,140.15,107.04186376669108,114.58,95.65662897500238,85.72,83.56494138167764,74.23,91.22094132788038,72.84
A017080,무,B,0.6,107.18143324885044,97.34,95.94110014549787,97.59,97.66202472662698,92.31,92.35823259283563,82.45,85.81132178913435,95.48,91.38117267707254,94.15,101.73287810206797,95.67
A017090,열무,B,0.2,129.97056140846223,127.08,131.71965631903714,132.8,144.1280504101131,144.42,128.633227997944,108.75,100.848319204426,86.41,84.95354321724739,85.45,117.65781217588659,109.07
A017100,당근,B,0.3,78.30273192233935,79.76,80.91199102884302,79.54,79.3354760963722,80.36,83.37118318558873,80.7,78.02671988960115,84.3,83.58786825270042,81.19,83.63405350932842,81.64
A017110,감자,B,0.6,121.52508206876708,131.16,138.19528039709695,143.5,148.42039988057925,160.22,168.58803264084418,173.64,163.74226177503152,161.18,135.80091945700775,119.57,104.81727128812618,99.68
A017120,고구마,B,1.0,93.21734156620045,92.95,94.66044168043399,94.5,96.46644793466075,96.2,98.41557616775445,96.68,99.86645604169433,100.74,102.5735270319654,103.72,109.0700941410582,103.79
A017130,도라지,B,0.1,128.19560629819998,128.94,129.80279908554664,130.94,131.30406639469578,131.86,132.0791006071961,131.99,132.08295063920912,132.92,133.42300114955506,132.5,132.79638015920287,132.88
A017140,콩나물,B,0.5,109.52990041127684,110.08,110.68113493227037,109.21,109.32639744386073,109.55,109.56973541513494,109.87,110.00820401996111,110.45,110.47972882732809,110.11,110.00203484229101,110.04
A017150,버섯,B,0.9,122.67378190022771,117.93,121.66474817027586,130.83,117.90958802084931,112.93,110.49097077459082,108.28,107.87353166708563,110.19,105.80860452411031,108.25,105.16221185137157,106.19
A017160,오이,B,0.6,170.60154765167837,177.66,183.64344671062634,169.25,155.94348294376667,143.32,114.61468947364182,114.5,98.69152040372741,90.99,94.55413177385086,86.65,115.65134035604352,95.1
A017170,풋고추,B,0.6,128.65434216855152,126.74,148.20295274732862,163.4,162.19895957309103,144.5,120.14299690720227,122.61,113.58546100703072,113.29,108.68341463645974,115.38,115.70491346913238,117.22
A017180,호박,B,0.5,141.16339739456922,142.54,150.02663549219432,161.63,141.82527692645237,127.31,112.83045449189757,92.5,93.70272956734621,70.2,89.89063758549071,78.46,93.56103291271138,75.12
A017190,가지,B,0.2,158.01834562678414,162.8,155.5760508579774,153.31,140.98515380888182,139.67,116.89168765707329,123.29,106.57264991422156,107.0,95.30038397563933,101.71,97.37677107583164,88.48
A017200,토마토,B,1.3,131.38481348775724,122.17,126.41777040083689,121.02,124.242195742209,115.36,110.87644476055732,106.86,93.01203751630801,96.48,83.82142842426968,90.19,88.07624158200122,84.71
A017210,파,B,0.9,131.3237130296692,113.83,120.13324130051774,116.57,114.00022807884315,99.48,82.79757189109985,73.37,69.46128246403178,87.15,87.48178333166558,109.88,108.33033285307633,108.44
A017220,양파,B,0.7,105.28464440184952,101.97,105.9616165158473,102.32,107.49783162051308,98.25,97.65291414538248,98.95,86.88331753902334,92.72,83.34388052407317,88.59,86.19584808883262,84.05
