품목코드,품목명,Tier,가중치,pred,보정치,pred_corr
A011010,쌀,A,4.2,116.35490465899694,0.0,116.35490465899694
A011020,현미,A,0.4,126.92350480575115,0.0,126.92350480575115
A011030,찹쌀,A,0.5,130.8700000767827,0.0,130.8700000767827
A011040,보리쌀,A,0.2,177.44667353940193,2.0731848321647846,176.20276264010306
A011050,콩,A,0.5,104.28548268277086,0.0,104.28548268277086
A011060,땅콩,A,0.1,120.98978878662751,0.0,120.98978878662751
A011070,혼식곡,A,0.4,121.75300957788362,0.0,121.75300957788362
A011080,밀가루,A,0.1,128.7641304197163,0.0,128.7641304197163
A011090,국수,A,0.7,147.73665392348687,0.0,147.73665392348687
A011100,라면,A,2.4,127.03760521247273,0.0,127.03760521247273
A011110,당면,A,0.2,139.67782682669935,0.0,139.67782682669935
A011120,두부,A,1.2,107.61132356359641,0.0,107.61132356359641
A011130,시리얼,A,0.4,121.73621557504967,0.0,121.73621557504967
A011140,부침가루,A,0.6,141.98790003913132,0.0,141.98790003913132
A011150,케이크,A,1.6,132.12,0.22020520784281908,131.98787687529432
A011160,빵,A,6.8,138.51,0.375576560905903,138.28465406345646
A011170,떡,A,1.9,130.73847411343988,0.0,130.73847411343988
A011180,파스타면,A,0.1,133.41311092366445,0.0,133.41311092366445
A012010,국산쇠고기,A,8.6,110.68202101638778,0.0,110.68202101638778
A012020,수입쇠고기,A,3.1,144.31546764364117,0.8620845033847454,143.79821694161032
A012030,돼지고기,A,9.8,133.00528496151819,0.0,133.00528496151819
A012040,닭고기,A,1.5,134.94204844391115,0.0,134.94204844391115
A012050,소시지,A,2.0,120.95477719742992,-0.3542344040628933,121.16731783986765
A012060,햄및베이컨,A,2.7,126.15077575923303,0.0,126.15077575923303
A012070,기타육류가공품,A,0.9,138.06325992671086,0.0,138.06325992671086
A013110,마른멸치,A,0.5,109.86611304681308,0.0,109.86611304681308
A013120,마른오징어,A,0.2,126.28471526465965,0.23871622396101108,126.14148553028305
A013140,오징어채,A,0.2,142.31521664884977,0.0,142.31521664884977
A013150,북어채,A,0.4,139.38000741263858,0.0,139.38000741263858
A013160,어묵,A,0.8,135.63382009684346,0.0,135.63382009684346
A013170,맛살,A,0.2,147.99642860421474,0.0,147.99642860421474
A013180,수산물통조림,A,0.7,126.96660936685745,0.0,126.96660936685745
A013190,젓갈,A,0.7,125.25672277689671,-0.7195362531631323,125.68844452879459
A014010,우유,A,3.4,124.63348344881449,0.0,124.63348344881449
A014020,분유,A,0.5,113.36224401391239,0.0,113.36224401391239
A014030,치즈,A,0.7,144.8143251010459,0.0,144.8143251010459
A014040,발효유,A,2.0,128.28415802206916,0.30076100250901544,128.10370142056377
A014050,달걀,A,3.0,155.7443074283707,0.0,155.7443074283707
A015010,참기름,A,0.6,153.62950142750736,0.0,153.62950142750736
A015020,식용유,A,0.8,156.4789746479223,0.0,156.4789746479223
A016190,아몬드,A,0.2,111.22459093063779,0.0,111.22459093063779
A016200,과일가공품,A,1.0,147.15164202945348,0.0,147.15164202945348
A017250,고사리,A,0.1,126.90503436324228,0.0,126.90503436324228
A017270,단무지,A,0.2,128.44567298975838,0.0,128.44567298975838
A017280,김,A,0.5,154.80298573985908,0.0,154.80298573985908
A017290,맛김,A,0.5,136.10624244704945,0.0,136.10624244704945
A017300,미역,A,0.3,138.06986677299133,0.0,138.06986677299133
A018010,초콜릿,A,0.5,163.83324091255884,1.0834198865169593,163.18318898064865
A018020,사탕,A,0.8,116.97215524352889,0.0,116.97215524352889
A018030,껌,A,0.1,115.83611820175648,0.0,115.83611820175648
A018040,아이스크림,A,2.6,128.95540464165344,0.0,128.95540464165344
A018050,비스킷,A,1.9,135.71572510693306,0.0,135.71572510693306
A018060,스낵과자,A,2.9,119.00019549157378,0.0,119.00019549157378
A018070,파이,A,0.6,117.07138727835154,0.0,117.07138727835154
A018080,설탕,A,0.3,142.97752892861965,0.0,142.97752892861965
A018090,잼,A,0.1,172.4275539979978,0.0,172.4275539979978
A018100,꿀,A,0.4,116.93883622263289,0.0,116.93883622263289
A018110,물엿,A,0.2,138.66302603397796,0.0,138.66302603397796
A019010,고춧가루,A,1.6,115.12,0.0,115.12
A019020,참깨,A,0.6,137.61308625870114,0.0,137.61308625870114
A019040,소금,A,0.2,177.1332911213174,0.0,177.1332911213174
A019050,간장,A,0.4,142.77209125677106,-0.5715670322882479,143.115031476144
A019060,된장,A,0.4,140.59933898296615,0.0,140.59933898296615
A019070,양념소스,A,0.5,141.04815400749845,0.0,141.04815400749845
A019080,고추장,A,0.3,141.77284625367489,0.0,141.77284625367489
A019090,카레,A,0.2,130.82598429091374,0.0,130.82598429091374
A019100,식초,A,0.1,148.49894256161778,0.0,148.49894256161778
A019110,드레싱,A,0.2,167.30216746968125,0.0,167.30216746968125
A019120,혼합조미료,A,0.3,136.87319782184383,0.0,136.87319782184383
A019130,스프,A,0.3,129.8465636032167,0.0,129.8465636032167
A019140,이유식,A,0.3,111.21617177304073,0.09803644197030792,111.15734990785855
A019150,김치,A,1.3,134.31883914143066,0.0,134.31883914143066
A019160,밑반찬,A,3.1,118.36486080241275,0.0,118.36486080241275
A019170,냉동식품,A,1.9,118.51592830484799,0.0,118.51592830484799
A019180,즉석식품,A,3.1,128.3681983055512,0.0,128.3681983055512
A019190,편의점도시락,A,0.4,118.77286517630164,0.2355951037757175,118.63150811403621
A019200,삼각김밥,A,0.4,116.5103073164148,0.0,116.5103073164148
A021010,커피,A,2.6,146.09545811778054,0.0,146.09545811778054
A021020,차,A,0.9,125.4415114397681,0.0,125.4415114397681
A022010,주스,A,1.4,136.78686743569972,0.41823183823942145,136.53592833275607
A022020,두유,A,0.8,127.10789504974889,0.0,127.10789504974889
A022030,생수,A,1.3,117.1699393357026,0.0,117.1699393357026
A022040,기능성음료,A,0.5,120.6595265091678,0.0,120.6595265091678
A022050,탄산음료,A,1.6,120.35443921161425,0.0,120.35443921161425
A022060,기타음료,A,0.6,123.81114914214436,1.1336627810858317,123.13095147349286
B011010,소주,A,1.7,109.06575081185771,0.0,109.06575081185771
B011020,과실주,A,0.8,103.1681621892554,0.0,103.1681621892554
B011030,맥주,A,3.0,116.3531963802829,0.13989331803234487,116.26926038946348
B011040,막걸리,A,0.5,124.3457315882163,0.0,124.3457315882163
