품목코드,품목명,Tier,가중치,pred,pred_corr
I041050,골프장이용료,A,3.0,118.32777214085927,118.32777214085927
I041060,당구장이용료,A,0.5,107.35875117623753,107.35875117623753
I041070,노래방이용료,A,0.5,121.54558548686393,121.54558548686393
I041080,PC방이용료,A,0.3,114.58368292524705,114.58368292524705
I041090,놀이시설이용료,A,2.3,115.266470728852,115.266470728852
I041100,운동경기관람료,A,0.2,122.56691508567779,122.56691508567779
I042010,영화관람료,A,1.0,128.81,128.81
I042020,공연예술관람료,A,0.7,112.84032297564869,112.84032297564869
I042030,관람시설이용료,A,0.6,109.91805411450498,109.91805411450498
I042040,독서실비,A,0.8,99.97708999957287,99.97708999957287
I042050,문화강습료,A,0.9,114.10618706907836,114.10618706907836
I042060,온라인콘텐츠이용료,A,8.0,110.33,110.33
I042080,사진서비스료,A,1.7,116.10171800105735,116.10171800105735
I051010,유아용학습교재,A,0.3,112.43957816181008,112.43957816181008
I051020,초등학교학습서,A,0.6,109.22736300794136,109.22736300794136
I051030,중학교학습서,A,0.6,102.7550762103677,102.7550762103677
I051040,고등학교학습서,A,0.6,131.1119085566059,131.1119085566059
I051050,대학교재,A,0.2,101.31869334087965,101.31869334087965
I051060,서적,A,1.5,108.33617792424194,108.33617792424194
I052010,신문,A,0.4,120.45353390189256,120.45353390189256
I053010,종이문구,A,0.5,119.13942034883001,119.13942034883001
I053020,기타문구,A,0.1,126.8042242198799,126.8042242198799
I053030,필기구,A,0.4,114.5814284766573,114.5814284766573
I053040,회화용구,A,0.2,116.5307696782042,116.5307696782042
I061010,국내단체여행비,A,2.0,115.24573210033287,115.24573210033287
I061020,해외단체여행비,A,5.5,109.31215047266747,109.31215047266747
J041010,초등학생학원비,A,7.6,109.46054259433187,109.46054259433187
J041020,중학생학원비,A,13.8,108.52155554108451,108.52155554108451
J041030,고등학생학원비,A,13.8,106.87899396673927,106.87899396673927
J041040,음악학원비,A,3.0,115.67902921582466,115.67902921582466
J041050,미술학원비,A,2.6,116.71274192267255,116.71274192267255
J041060,운동학원비,A,5.7,118.06199106609081,118.06199106609081
