품목코드,품목명,Tier,가중치,pred,보정치,pred_corr
A011010,쌀,A,4.2,102.7708413101767,0.0,102.7708413101767
A011020,현미,A,0.4,120.04120810028151,-1.037659448178026,120.66380376918832
A011030,찹쌀,A,0.5,131.3439999966085,0.0,131.3439999966085
A011040,보리쌀,A,0.2,178.92335840512612,0.0,178.92335840512612
A011050,콩,A,0.5,108.06669274288406,0.0,108.06669274288406
A011060,땅콩,A,0.1,121.24012800359549,0.0,121.24012800359549
A011070,혼식곡,A,0.4,119.56572679998341,0.0,119.56572679998341
A011080,밀가루,A,0.1,136.08751513318606,0.0,136.08751513318606
A011090,국수,A,0.7,154.20011914002075,0.0,154.20011914002075
A011100,라면,A,2.4,123.6225590644375,0.0,123.6225590644375
A011110,당면,A,0.2,136.40488391410614,0.0,136.40488391410614
A011120,두부,A,1.2,110.98053878722646,0.0,110.98053878722646
A011130,시리얼,A,0.4,132.21991488137817,0.0,132.21991488137817
A011140,부침가루,A,0.6,144.46029581602664,0.0,144.46029581602664
A011150,케이크,A,1.6,130.78,0.0,130.78
A011160,빵,A,6.8,138.45,0.0,138.45
A011170,떡,A,1.9,124.29048749617162,0.0,124.29048749617162
A011180,파스타면,A,0.1,133.45977892593913,0.0,133.45977892593913
A012010,국산쇠고기,A,8.6,105.2765520835056,0.0,105.2765520835056
A012020,수입쇠고기,A,3.1,135.94747105370334,0.0,135.94747105370334
A012030,돼지고기,A,9.8,125.33247993055456,0.0,125.33247993055456
A012040,닭고기,A,1.5,131.25725969895578,-0.23118305695573346,131.39596953312923
A012050,소시지,A,2.0,114.86054858715042,0.0,114.86054858715042
A012060,햄및베이컨,A,2.7,121.50270294224592,0.0,121.50270294224592
A012070,기타육류가공품,A,0.9,135.58341767142477,0.0,135.58341767142477
A013110,마른멸치,A,0.5,110.74335250514224,0.0,110.74335250514224
A013120,마른오징어,A,0.2,124.6234367742261,0.0,124.6234367742261
A013140,오징어채,A,0.2,158.51843424414878,0.0,158.51843424414878
A013150,북어채,A,0.4,119.45514934872268,0.0,119.45514934872268
A013160,어묵,A,0.8,124.2914184905829,0.0,124.2914184905829
A013170,맛살,A,0.2,138.3331103111744,-1.1156518212246123,139.00250140390918
A013180,수산물통조림,A,0.7,123.287663877516,0.0,123.287663877516
A013190,젓갈,A,0.7,111.38668025628249,0.0,111.38668025628249
A014010,우유,A,3.4,124.29577181411435,0.0,124.29577181411435
A014020,분유,A,0.5,109.66042797473848,0.0,109.66042797473848
A014030,치즈,A,0.7,136.83607196052665,0.0,136.83607196052665
A014040,발효유,A,2.0,122.91776807426601,0.47720211818855063,122.63144680335287
A014050,달걀,A,3.0,137.0950865082573,0.0,137.0950865082573
A015010,참기름,A,0.6,153.00701462688642,0.0,153.00701462688642
A015020,식용유,A,0.8,177.95240353181384,0.0,177.95240353181384
A016190,아몬드,A,0.2,105.54094659639084,-1.4652294885506099,106.4200842895212
A016200,과일가공품,A,1.0,144.2251085303952,-1.380239471697493,145.0532522134137
A017250,고사리,A,0.1,123.96177528880355,0.0,123.96177528880355
A017270,단무지,A,0.2,113.85249259091137,0.0,113.85249259091137
A017280,김,A,0.5,149.09451761329436,0.0,149.09451761329436
A017290,맛김,A,0.5,129.0085228704863,1.0739368785238714,128.36416074337197
A017300,미역,A,0.3,124.61673566902007,0.0,124.61673566902007
A018010,초콜릿,A,0.5,154.37168827845963,0.0,154.37168827845963
A018020,사탕,A,0.8,114.9144449933603,0.0,114.9144449933603
A018030,껌,A,0.1,116.41809059214634,0.0,116.41809059214634
A018040,아이스크림,A,2.6,128.78165404986933,-0.8986501231453516,129.32084412375653
A018050,비스킷,A,1.9,134.84880773621674,-1.5339890476827496,135.7692011648264
A018060,스낵과자,A,2.9,117.89469923311056,0.0,117.89469923311056
A018070,파이,A,0.6,116.02648589358954,0.0,116.02648589358954
A018080,설탕,A,0.3,148.27116164812648,0.0,148.27116164812648
A018090,잼,A,0.1,172.96932162625262,0.0,172.96932162625262
A018100,꿀,A,0.4,116.44207653566194,0.0,116.44207653566194
A018110,물엿,A,0.2,140.58230064544946,0.0,140.58230064544946
A019010,고춧가루,A,1.6,115.52,0.0,115.52
A019020,참깨,A,0.6,134.30665102263512,0.1557833965365063,134.21318098471323
A019040,소금,A,0.2,176.74126753554052,0.0,176.74126753554052
A019050,간장,A,0.4,129.5063384848293,0.0,129.5063384848293
A019060,된장,A,0.4,129.40547882310406,0.0,129.40547882310406
A019070,양념소스,A,0.5,129.52615741269042,-4.02819858291461,131.9430765624392
A019080,고추장,A,0.3,124.39417264243174,-0.7048453605606539,124.81707985876814
A019090,카레,A,0.2,131.87291431574553,0.0,131.87291431574553
A019100,식초,A,0.1,145.96505829334077,0.0,145.96505829334077
A019110,드레싱,A,0.2,163.7080398651856,-1.7761607243105242,164.77373629977194
A019120,혼합조미료,A,0.3,132.4639582719103,0.0,132.4639582719103
A019130,스프,A,0.3,129.8122193630251,0.32187136930610905,129.61909654144142
A019140,이유식,A,0.3,111.22294740963926,0.0,111.22294740963926
A019150,김치,A,1.3,138.49073495160204,-1.9608697526464642,139.6672568031899
A019160,밑반찬,A,3.1,115.01797961735384,0.0,115.01797961735384
A019170,냉동식품,A,1.9,119.54216021333774,0.0,119.54216021333774
A019180,즉석식품,A,3.1,125.3289954831347,-0.5786871069202965,125.67620774728688
A019190,편의점도시락,A,0.4,117.66294641238431,0.0,117.66294641238431
A019200,삼각김밥,A,0.4,111.11457536207101,0.10581770138930817,111.05108474123742
A021010,커피,A,2.6,135.15169113887987,0.0,135.15169113887987
A021020,차,A,0.9,132.8954364401278,0.0,132.8954364401278
A022010,주스,A,1.4,130.50053358022873,0.29646243089593344,130.32265612169118
A022020,두유,A,0.8,127.15577088388076,0.0,127.15577088388076
A022030,생수,A,1.3,116.14600319470712,0.0,116.14600319470712
A022040,기능성음료,A,0.5,121.6663820134567,-0.6947390993565866,122.08322547307066
A022050,탄산음료,A,1.6,120.09479319326849,0.0,120.09479319326849
A022060,기타음료,A,0.6,123.98809516523903,0.0,123.98809516523903
B011010,소주,A,1.7,108.42021402634958,0.06642884273185483,108.38035672071047
