품목코드,품목명,Tier,가중치,모델,pred_2026-08,보정치(레벨),보정후_pred_2026-08,보정후_pred_2026-08(R-ONE반영)
I061010,국내단체여행비,A,2.0,비계절ETS,132.52210421233423,0.0,132.52210421233423,132.52210421233423
I061020,해외단체여행비,A,5.5,비계절ETS,135.76251697629587,0.0,135.76251697629587,135.76251697629587
J041010,초등학생학원비,A,7.6,비계절ETS,112.6568981496294,0.0,112.6568981496294,112.6568981496294
J041020,중학생학원비,A,13.8,비계절ETS,111.96368741891584,0.0,111.96368741891584,111.96368741891584
J041030,고등학생학원비,A,13.8,비계절ETS,109.66959953685672,-0.1208016639830233,109.74208053524654,109.74208053524654
J041040,음악학원비,A,3.0,비계절ETS,120.45771444206808,0.0,120.45771444206808,120.45771444206808
J041050,미술학원비,A,2.6,비계절ETS,121.31432878798827,0.0,121.31432878798827,121.31432878798827
J041060,운동학원비,A,5.7,비계절ETS,125.12730419683233,0.0,125.12730419683233,125.12730419683233
J041070,전산학원비,A,0.5,비계절ETS,115.28197557708764,0.1071549303169116,115.21768261889748,115.21768261889748
J041080,가정학습지,A,3.5,비계절ETS,124.56649253307158,0.0,124.56649253307158,124.56649253307158
J041090,이러닝이용료,A,0.7,비계절ETS,115.60794593079926,0.0,115.60794593079926,115.60794593079926
J041100,학교보충교육비,A,1.4,비계절ETS,106.1938953305242,0.0,106.1938953305242,106.1938953305242
J041110,기타학원비,A,0.2,비계절ETS,109.12147152050838,0.0,109.12147152050838,109.12147152050838
J042010,취업학원비,A,2.0,비계절ETS,108.64511367289388,0.0,108.64511367289388,108.64511367289388
J042020,외국어학원비,A,0.5,비계절ETS,115.8338371871586,0.0,115.8338371871586,115.8338371871586
J042030,운동강습료,A,3.7,비계절ETS,110.42354728383556,0.0,110.42354728383556,110.42354728383556
K011010,김치찌개백반,A,4.8,비계절ETS,131.40121921837218,0.0,131.40121921837218,131.40121921837218
K011020,된장찌개백반,A,4.3,비계절ETS,130.56597097162603,0.0,130.56597097162603,130.56597097162603
K011030,비빔밥,A,2.4,비계절ETS,133.36570163180494,0.0,133.36570163180494,133.36570163180494
K011040,설렁탕,A,2.0,비계절ETS,131.35712143927262,0.0,131.35712143927262,131.35712143927262
K011050,갈비탕,A,2.2,비계절ETS,137.38737140235207,0.0,137.38737140235207,137.38737140235207
K011060,삼계탕,A,2.2,비계절ETS,127.4818936018161,-0.1391221387606786,127.5653668850725,127.5653668850725
K011070,해물찜,A,4.1,비계절ETS,118.07639111699648,0.0,118.07639111699648,118.07639111699648
K011080,해장국,A,5.0,비계절ETS,135.12032701862697,0.0,135.12032701862697,135.12032701862697
K011090,불고기,A,1.1,비계절ETS,125.72990594141598,0.0,125.72990594141598,125.72990594141598
K011100,쇠고기(외식),A,8.3,비계절ETS,123.09719609557936,0.0,123.09719609557936,123.09719609557936
K011110,돼지갈비(외식),A,6.1,비계절ETS,127.90185009100485,0.0,127.90185009100485,127.90185009100485
K011120,삼겹살(외식),A,7.2,비계절ETS,125.91727208327212,0.0,125.91727208327212,125.91727208327212
K011130,오리고기(외식),A,1.5,비계절ETS,126.50901599768154,0.0,126.50901599768154,126.50901599768154
K011140,냉면,A,2.4,비계절ETS,132.42497033938096,0.0,132.42497033938096,132.42497033938096
K011150,칼국수,A,2.7,비계절ETS,134.08388873345402,0.0,134.08388873345402,134.08388873345402
K011160,죽(외식),A,1.7,비계절ETS,126.9352884012482,0.0,126.9352884012482,126.9352884012482
K011170,생선초밥,A,2.7,비계절ETS,120.94499191410024,0.0,120.94499191410024,120.94499191410024
K011180,생선회(외식),A,10.3,비계절ETS,138.81466452770755,0.0,138.81466452770755,138.81466452770755
K011190,자장면,A,2.2,비계절ETS,138.45642394620555,0.0,138.45642394620555,138.45642394620555
K011200,짬뽕,A,2.4,비계절ETS,134.52692120489448,0.0,134.52692120489448,134.52692120489448
K011210,탕수육,A,2.1,비계절ETS,124.39807419110468,0.0,124.39807419110468,124.39807419110468
K011220,볶음밥,A,0.9,비계절ETS,133.1705983312361,0.0,133.1705983312361,133.1705983312361
K011230,돈가스,A,2.2,비계절ETS,132.79209402403754,0.0,132.79209402403754,132.79209402403754
K011240,스테이크,A,1.5,비계절ETS,121.87382634111428,0.0,121.87382634111428,121.87382634111428
K011250,스파게티,A,1.5,비계절ETS,121.65903634216116,0.0,121.65903634216116,121.65903634216116
K011260,라면(외식),A,0.7,비계절ETS,136.25622283540233,0.0,136.25622283540233,136.25622283540233
K011270,김밥,A,3.4,비계절ETS,145.27195075869136,0.0,145.27195075869136,145.27195075869136
K011280,떡볶이,A,3.1,비계절ETS,140.83105707893904,0.0,140.83105707893904,140.83105707893904
K011290,치킨,A,8.6,비계절ETS,132.2575663167978,0.0,132.2575663167978,132.2575663167978
K011300,햄버거,A,4.3,비계절ETS,142.35485845447812,0.0,142.35485845447812,142.35485845447812
K011310,피자,A,4.1,비계절ETS,119.68907897513654,0.0,119.68907897513654,119.68907897513654
K011320,쌀국수,A,0.6,비계절ETS,130.71683517882664,0.0,130.71683517882664,130.71683517882664
K011330,커피(외식),A,8.8,비계절ETS,111.69160072779955,0.0985022025182947,111.63249940628856,111.63249940628856
K011340,기타음료(외식),A,0.5,비계절ETS,107.46800388755982,0.0,107.46800388755982,107.46800388755982
K011350,소주(외식),A,2.5,비계절ETS,119.10065848548906,0.0,119.10065848548906,119.10065848548906
K011360,맥주(외식),A,4.8,비계절ETS,121.22477487985198,0.0,121.22477487985198,121.22477487985198
K011370,막걸리(외식),A,0.3,비계절ETS,120.67305966994311,0.0,120.67305966994311,120.67305966994311
K011380,구내식당식사비,A,11.9,비계절ETS,127.01329229148364,0.0,127.01329229148364,127.01329229148364
K011390,도시락,A,0.6,비계절ETS,146.38489546371147,0.0,146.38489546371147,146.38489546371147
K021010,호텔숙박료,A,2.1,비계절ETS,140.9016294438621,0.0,140.9016294438621,140.9016294438621
K021020,여관숙박료,A,1.5,비계절ETS,109.87184162522937,-0.2672057589847322,110.0321650806202,110.0321650806202
K021030,콘도이용료,B,0.8,계절ETS,172.51072722470207,0.0,172.51072722470207,172.51072722470207
K021040,학교기숙사비,A,0.9,비계절ETS,119.06015677117362,0.0,119.06015677117362,119.06015677117362
K021050,휴양시설이용료,A,1.4,비계절ETS,124.0961743938717,0.0,124.0961743938717,124.0961743938717
L011010,목욕료,A,0.6,비계절ETS,138.57551629410003,0.1150933610442876,138.50646027747345,138.50646027747345
L011020,찜질방이용료,A,0.6,비계절ETS,135.89249392526506,0.0,135.89249392526506,135.89249392526506
L011030,이발료,A,0.3,비계절ETS,120.35120355880608,0.0,120.35120355880608,120.35120355880608
L011040,미용료,A,7.3,비계절ETS,121.32740624434508,0.0,121.32740624434508,121.32740624434508
L011050,뷰티미용료,A,2.2,비계절ETS,122.06893840633552,0.0,122.06893840633552,122.06893840633552
L012010,면도기,A,0.4,비계절ETS,124.39581578721112,0.0,124.39581578721112,124.39581578721112
L012020,헤어드라이어,A,0.7,비계절ETS,117.2336655796926,0.0,117.2336655796926,117.2336655796926
L012030,칫솔,A,0.4,비계절ETS,105.05660609656354,-0.9334134723905194,105.61665417999784,105.61665417999784
L012040,치약,A,0.5,비계절ETS,117.16649894343188,0.0,117.16649894343188,117.16649894343188
L012050,비누,A,0.3,비계절ETS,140.09931529769418,0.0,140.09931529769418,140.09931529769418
L012060,샴푸,A,1.0,비계절ETS,143.02230185367588,0.6539999538811401,142.6299018813472,142.6299018813472
L012070,바디워시,A,0.5,비계절ETS,119.07015937226416,0.0,119.07015937226416,119.07015937226416
L012080,화장지,A,1.3,비계절ETS,123.0822822204851,-0.8570072077339622,123.59648654512549,123.59648654512549
L012090,기초화장품,A,4.5,비계절ETS,108.438142754005,0.0,108.438142754005,108.438142754005
L012100,기능성화장품,A,3.7,비계절ETS,131.36959298607175,0.0,131.36959298607175,131.36959298607175
L012110,색조화장품,A,0.7,비계절ETS,109.33342868623603,0.0,109.33342868623603,109.33342868623603
L012120,모발염색약,A,0.7,비계절ETS,129.82849554122996,0.0,129.82849554122996,129.82849554122996
L012130,구강세정제,A,0.2,비계절ETS,120.12726904452164,0.0,120.12726904452164,120.12726904452164
L021010,손목시계,A,0.6,비계절ETS,146.49380964395274,0.0,146.49380964395274,146.49380964395274
L021020,장신구,A,1.0,비계절ETS,119.9005099242826,0.0,119.9005099242826,119.9005099242826
L021030,가방,A,2.7,비계절ETS,111.10551927543791,0.0862194311595203,111.0537876167422,111.0537876167422
L021040,핸드백,A,1.4,비계절ETS,115.48204174036604,0.0,115.48204174036604,115.48204174036604
L021050,우산,A,0.2,비계절ETS,107.2276103586406,0.0,107.2276103586406,107.2276103586406
L021060,유모차,A,0.2,비계절ETS,105.6491110620346,0.2971815500623478,105.4708021319972,105.4708021319972
L021070,선글라스,A,0.4,비계절ETS,102.82366731899968,0.0,102.82366731899968,102.82366731899968
L021080,지갑,A,0.5,비계절ETS,122.68999998810264,0.0,122.68999998810264,122.68999998810264
L031010,산후조리원이용료,A,0.7,비계절ETS,128.5847844923241,0.0,128.5847844923241,128.5847844923241
L031040,보험서비스료,A,8.6,비계절ETS,217.5319901719664,0.0,217.5319901719664,217.5319901719664
L031050,자동차보험료,A,3.7,비계절ETS,94.9379822349045,0.0,94.9379822349045,94.9379822349045
L031060,금융수수료,A,0.2,비계절ETS,99.99931497468953,0.0,99.99931497468953,99.99931497468953
L031090,대입전형료,A,0.1,비계절ETS,101.7307203748236,0.0,101.7307203748236,101.7307203748236
L031100,시험응시료,A,0.4,비계절ETS,116.22148920752213,0.1304524047938097,116.14321776464584,116.14321776464584
L031110,장례비,A,2.6,비계절ETS,111.5678113287711,0.0,111.5678113287711,111.5678113287711
A013010,갈치,B,1.1,계절ETS,121.42970975385732,0.0,121.42970975385732,121.42970975385732
A013020,명태,B,0.7,계절ETS,110.67218080880924,0.0,110.67218080880924,110.67218080880924
A013030,조기,B,0.9,계절ETS,134.4369268688711,0.0,134.4369268688711,134.4369268688711
A013040,고등어,B,2.0,계절ETS,133.63475463256978,0.0,133.63475463256978,133.63475463256978
A013050,오징어,B,1.0,계절ETS,131.38425112634698,0.0,131.38425112634698,131.38425112634698
A013060,게,B,0.9,계절ETS,94.54903681552256,0.0,94.54903681552256,94.54903681552256
A013070,굴,B,0.4,계절ETS,114.08819054641096,0.0,114.08819054641096,114.08819054641096
A013080,조개,B,0.6,계절ETS,121.9767889924766,0.0,121.9767889924766,121.9767889924766
A013090,전복,B,0.5,계절ETS,86.33652265595016,0.0,86.33652265595016,86.33652265595016
A013100,새우,B,0.7,계절ETS,126.1703531880883,-0.4961442315865814,126.46803972704024,126.46803972704024
A013130,낙지,B,0.5,계절ETS,126.17046861421892,0.0,126.17046861421892,126.17046861421892
A016010,사과,B,2.3,계절ETS,171.3001860356725,0.0,171.3001860356725,171.3001860356725
A016020,배,B,0.7,계절ETS,172.7390733536317,0.0,172.7390733536317,172.7390733536317
A016030,복숭아,B,1.0,계절ETS,148.06064394590382,0.0,148.06064394590382,148.06064394590382
A016040,포도,B,1.4,계절ETS,151.59776430888837,0.0,151.59776430888837,151.59776430888837
A016050,밤,B,0.2,계절ETS,113.68348442223294,0.0,113.68348442223294,113.68348442223294
A016060,감,B,0.5,계절ETS,120.90442123981656,0.0,120.90442123981656,120.90442123981656
A016070,귤,B,1.8,계절ETS,215.1657241949079,0.0,215.1657241949079,215.1657241949079
A016080,오렌지,B,0.4,계절ETS,121.307346289202,0.0,121.307346289202,121.307346289202
A016090,참외,B,1.0,계절ETS,96.8364244171776,0.0,96.8364244171776,96.8364244171776
A016100,수박,B,1.0,계절ETS,162.0373545876966,0.0,162.0373545876966,162.0373545876966
A016110,딸기,B,1.5,계절ETS,98.2160386835701,0.0,98.2160386835701,98.2160386835701
A016120,바나나,B,0.8,계절ETS,110.83740853867732,1.7921640625050586,109.76211010117429,109.76211010117429
A016130,키위,B,0.4,계절ETS,142.09746579621552,0.0,142.09746579621552,142.09746579621552
A016140,블루베리,B,0.4,계절ETS,143.74399036788344,0.0,143.74399036788344,143.74399036788344
A016150,망고,B,0.4,계절ETS,130.2408227345608,0.0,130.2408227345608,130.2408227345608
A016160,체리,B,0.3,계절ETS,92.8133379818876,0.0,92.8133379818876,92.8133379818876
A016170,아보카도,B,0.1,계절ETS,75.18684621700096,0.0,75.18684621700096,75.18684621700096
A016180,파인애플,B,0.2,계절ETS,116.0092943708211,0.0,116.0092943708211,116.0092943708211
A017010,배추,B,1.3,계절ETS,110.90691548323254,0.0,110.90691548323254,110.90691548323254
A017020,상추,B,0.6,계절ETS,171.61756491970192,0.0,171.61756491970192,171.61756491970192
A017030,시금치,B,0.3,계절ETS,242.6191329247848,0.0,242.6191329247848,242.6191329247848
A017040,양배추,B,0.2,계절ETS,87.02381645247128,0.0,87.02381645247128,87.02381645247128
A017050,미나리,B,0.2,계절ETS,150.5510838268189,0.0,150.5510838268189,150.5510838268189
A017060,깻잎,B,0.2,계절ETS,135.91444381103926,0.0,135.91444381103926,135.91444381103926
A017070,부추,B,0.2,계절ETS,110.9183822949053,0.0,110.9183822949053,110.9183822949053
A017080,무,B,0.6,계절ETS,114.30717258454943,0.0,114.30717258454943,114.30717258454943
A017090,열무,B,0.2,계절ETS,147.86124927706337,0.0,147.86124927706337,147.86124927706337
A017100,당근,B,0.3,계절ETS,87.02495750944588,0.0,87.02495750944588,87.02495750944588
A017110,감자,B,0.6,계절ETS,100.7778082405709,0.0,100.7778082405709,100.7778082405709
A017120,고구마,B,1.0,계절ETS,101.74831087173013,0.0,101.74831087173013,101.74831087173013
A017130,도라지,B,0.1,계절ETS,133.29353169953782,0.0,133.29353169953782,133.29353169953782
A017140,콩나물,B,0.5,계절ETS,109.8922993730338,0.0,109.8922993730338,109.8922993730338
A017150,버섯,B,0.9,계절ETS,110.71887702858838,0.0,110.71887702858838,110.71887702858838
A017160,오이,B,0.6,계절ETS,123.19624665967906,0.0,123.19624665967906,123.19624665967906
A017170,풋고추,B,0.6,계절ETS,119.54679355290423,0.0,119.54679355290423,119.54679355290423
A017180,호박,B,0.5,계절ETS,108.93073540183184,0.0,108.93073540183184,108.93073540183184
A017190,가지,B,0.2,계절ETS,101.03035855796298,0.0,101.03035855796298,101.03035855796298
A017200,토마토,B,1.3,계절ETS,95.50675152058749,0.0,95.50675152058749,95.50675152058749
A017210,파,B,0.9,계절ETS,118.64863072845722,0.0,118.64863072845722,118.64863072845722
A017220,양파,B,0.7,계절ETS,85.45152182503071,0.0,85.45152182503071,85.45152182503071
A017230,마늘,B,1.3,계절ETS,137.1322339906499,0.0,137.1322339906499,137.1322339906499
A017240,브로콜리,B,0.2,계절ETS,117.73415368866752,0.0,117.73415368866752,117.73415368866752
A017260,파프리카,B,0.6,계절ETS,102.81377218376552,0.0,102.81377218376552,102.81377218376552
A019030,생강,B,0.1,계절ETS,107.07005267268808,0.0,107.07005267268808,107.07005267268808
B021010,담배,C,9.3,비계절ETS,99.84697357139989,0.0784611228713364,99.79989689767709,99.79989689767709
D041020,하수도료,C,3.1,비계절ETS,132.78475079760324,0.4826229355099277,132.4951770362973,132.4951770362973
D042020,쓰레기봉투료,C,0.7,비계절ETS,106.15090569252952,0.1169825943664217,106.08071613590968,106.08071613590968
D042030,정화조청소료,C,0.5,비계절ETS,117.4514515819136,0.1131988399196686,117.3835322779618,117.3835322779618
F021010,외래진료비,C,20.5,계절ETS,111.410289391411,0.0,111.410289391411,111.410289391411
F021030,한방진료비,C,1.0,계절ETS,119.29825216950226,-0.2157514185060236,119.42770302060588,119.42770302060588
F021040,약국조제료,C,1.8,계절ETS,119.90548320923033,0.0,119.90548320923033,119.90548320923033
F022010,치과진료비,C,6.1,계절ETS,115.18775057362018,-0.071020539789752,115.23036289749405,115.23036289749405
F031010,입원진료비,C,10.2,계절ETS,109.98486958653096,-0.06633904141511,110.02467301138005,110.02467301138005
G023030,도로통행료,C,1.7,비계절ETS,95.8261410680853,0.0,95.8261410680853,95.8261410680853
G031010,열차료,C,1.7,비계절ETS,100.00778485298912,0.0,100.00778485298912,100.00778485298912
G031020,도시철도료,C,2.2,비계절ETS,120.17730927178953,0.0991956428846663,120.11779188605873,120.11779188605873
G032010,시내버스료,C,6.8,비계절ETS,117.04735247292788,0.1007222326217037,116.98691913335486,116.98691913335486
G032020,시외버스료,C,1.0,비계절ETS,110.24863819420229,0.0699683079499801,110.2066572094323,110.2066572094323
G032030,택시료,C,3.2,비계절ETS,124.56458126756225,0.0,124.56458126756225,124.56458126756225
G033020,국제항공료,C,2.9,비계절ETS,150.1321946260037,0.0,150.1321946260037,150.1321946260037
H011010,우편료,C,0.1,비계절ETS,123.37128488972304,0.0,123.37128488972304,123.37128488972304
H031010,유선전화료,C,0.4,비계절ETS,100.36999617309966,0.0,100.36999617309966,100.36999617309966
H031020,휴대전화료,C,29.8,비계절ETS,102.00468632760024,-0.3000263292461606,102.18470212514794,102.18470212514794
H031030,인터넷이용료,C,5.5,비계절ETS,100.6199744085836,0.0,100.6199744085836,100.6199744085836
I042070,방송수신료,C,2.4,비계절ETS,100.59429327317626,0.0529669468491391,100.56251310506678,100.56251310506678
J011010,유치원납입금,C,1.8,비계절ETS,39.29450498924817,0.0,39.29450498924817,39.29450498924817
J031010,전문대학납입금,C,1.1,계절ETS,108.36186629041296,-0.9404764160265464,108.92615214002888,108.92615214002888
J031020,국공립대학교납입금,C,1.4,계절ETS,101.88438929136498,0.0,101.88438929136498,101.88438929136498
J031030,사립대학교납입금,C,8.6,계절ETS,107.5518722952988,-1.072828814190295,108.19556958381298,108.19556958381298
J031040,국공립대학원납입금,C,0.4,계절ETS,107.63083837636518,0.0,107.63083837636518,107.63083837636518
J031050,사립대학원납입금,C,1.6,계절ETS,108.52919863465156,0.0,108.52919863465156,108.52919863465156
L031020,보육시설이용료,C,0.7,비계절ETS,69.81238996518314,0.0,69.81238996518314,69.81238996518314
L031030,요양시설이용료,C,0.9,비계절ETS,125.41400211506588,0.2560538536592247,125.26036980287034,125.26036980287034
L031070,부동산중개수수료,C,0.8,비계절ETS,92.25331205287333,0.0,92.25331205287333,92.25331205287333
L031080,행정수수료,C,1.1,비계절ETS,99.58479498359368,0.0,99.58479498359368,99.58479498359368
D051010,전기료,D,16.1,비계절ETS,126.48322435831184,0.0,126.48322435831184,126.48322435831184
D052010,도시가스,D,11.5,비계절ETS,146.21215831217597,0.0,146.21215831217597,146.21215831217597
D052020,취사용LPG,D,0.9,회귀(오피넷 8월실측),147.18131029750194,-0.1629625117960387,147.27908780457955,147.27908780457955
D053010,등유,D,2.4,회귀(오피넷 8월실측),183.26844381938,0.3327137145731835,183.0688155906361,183.0688155906361
D053020,지역난방비,D,1.6,비계절ETS,163.2217713913098,0.1725699615378365,163.1182294143871,163.1182294143871
D053030,부탄가스,D,0.1,비계절ETS,148.92105599345388,0.0,148.92105599345388,148.92105599345388
G021010,휘발유,D,24.1,회귀(오피넷 8월실측),134.3966803078048,0.4434741221973179,134.1305958344864,134.1305958344864
G021020,경유,D,16.3,회귀(오피넷 8월실측),154.49259350708405,0.5580432726850452,154.15776754347303,154.15776754347303
G021030,자동차용LPG,D,2.8,회귀(오피넷 8월실측),139.1455421018653,0.3973776416882539,138.90711551685234,138.90711551685234
