품목코드,품목명,Tier,가중치,모델,pred_2025-08,actual_2025-08,pred_2025-09,actual_2025-09,pred_2025-10,actual_2025-10,pred_2025-11,actual_2025-11,pred_2025-12,actual_2025-12,pred_2026-01,actual_2026-01,pred_2026-02,actual_2026-02,pred_2026-03,actual_2026-03,pred_2026-04,actual_2026-04,pred_2026-05,actual_2026-05,pred_2026-06,actual_2026-06,pred_2026-07,actual_2026-07
E061020,섬유유연제,A,0.1,비계절ETS,144.73787196171915,152.79,149.18983052934627,147.8,148.74131086953776,155.36,152.53311469649248,151.6,152.40059028370635,150.88,151.93136141396013,153.18,152.9079605603142,153.18,153.3772763090359,151.31,152.59847311752762,152.35,152.74810130965497,154.45,153.92243217025356,152.05,153.22239010343253,154.82
E061030,전구,A,0.2,비계절ETS,105.32773592000613,108.53,106.74194995861025,106.96,106.88153686711154,107.55,107.23238624997808,108.42,107.84199698315554,109.41,108.6641470091736,109.25,109.06466270889338,109.24,109.27523245290472,109.4,109.45301821485454,105.21,107.54827210347702,108.47,107.95964459249271,108.38,108.1551477214117,111.11
E061040,부엌용세제,A,0.6,비계절ETS,118.94995484550095,127.22,126.2296290226019,125.12,125.32806923678858,125.15,125.25012162273278,122.82,123.28003038314594,120.78,121.20549083602755,123.52,123.22312376843362,123.5,123.52506888079444,121.15,121.60638688985931,121.38,121.48372848476059,121.41,121.48897424005187,122.58,122.46954543675479,122.82
E061050,청소용세제,A,0.2,비계절ETS,137.41292530395563,137.43,137.81802172903352,137.74,138.0061867116052,137.53,137.47278713765914,137.67,137.73600701632122,137.88,138.0143344403981,138.05,138.17766645012122,138.38,138.59675013705723,138.56,138.71258112285835,138.67,138.76794939670907,138.97,139.16276912765997,138.85,138.82733107250658,139.58
E061060,살충제,A,0.3,비계절ETS,129.2819315301122,125.93,125.85796980021416,126.33,126.31323820817043,126.32,126.30431332597165,126.94,126.98216467791916,127.33,127.5333984790543,127.97,128.18028272333137,127.63,127.82928018601608,128.18,128.38461244299154,132.49,132.76820590968757,133.86,134.1600499590785,130.02,130.23566947574338,131.69
E061070,가정용비닐용품,A,0.6,비계절ETS,134.1394700221798,136.47,136.3584602311513,134.86,135.69148256590518,137.41,137.42562253191184,137.52,137.96969520111531,137.95,138.42739509826518,137.39,138.11352879919957,137.72,138.25944884840658,138.18,138.63198876853616,138.48,138.9459157018635,140.07,140.2167460874445,148.6,147.13110728355755,154.99
E061080,키친타월,A,1.0,비계절ETS,135.01526243745965,136.43,135.95780266180344,136.32,136.2877200485895,130.07,132.8037023474353,134.12,133.68379040945317,136.45,135.38911599853162,133.73,134.55196198203407,135.89,135.43272309763935,137.23,136.57824973025612,131.16,133.60589922545316,133.7,133.77101358571426,135.1,134.63703749325168,135.13
E061090,방향제,A,0.3,비계절ETS,136.86786996552368,133.33,135.57193015198703,133.59,134.96183079664831,134.28,134.98268437339777,135.38,135.54482670029773,134.37,135.3144413670891,134.14,135.062086316806,134.72,135.2145344868022,132.44,134.11560145841688,134.92,134.810705216557,132.85,134.1041688622395,134.21,134.42393378823294,132.08
E061100,습기제거제,A,0.1,비계절ETS,135.76884256294042,134.32,134.4432941189213,137.14,137.07342629419526,147.34,147.03289444849378,143.01,143.19928658720468,149.44,149.1183081842208,149.57,149.60885479938156,149.63,149.69487060366043,149.62,149.69047736538352,149.82,149.8774928641219,149.8,149.87000710007305,145.93,146.2378132027267,145.77
E062010,가사도우미료,A,2.4,비계절ETS,120.58347417360126,120.37,120.61787686041097,120.47,120.71370519754502,120.78,121.02379611303381,120.94,121.18093018349073,120.93,121.16489707151422,122.03,122.28040601367037,122.18,122.42713721315964,122.54,122.7881512252541,122.89,123.13895006111176,123.45,123.70399693830159,123.61,123.8608039857749,123.8
E062020,간병도우미료,A,2.6,비계절ETS,138.27338866946042,138.01,138.28095105062607,138.1,138.33297231071396,138.17,138.36824426758102,138.4,138.6011592946743,138.47,138.6434053411508,141.53,142.13806270205467,142.15,142.75627951873264,142.73,143.32810939197213,144.29,145.05109661342965,144.43,145.0734039081699,144.46,145.00999280423633,145.0
F011010,감기약,A,0.4,비계절ETS,128.06899487883504,128.25,128.37704861071913,128.3,128.38413622681952,128.31,128.3581608213714,128.4,128.45508128488925,128.66,128.77423237779055,128.52,128.5354254698934,128.52,128.52824027335586,128.56,128.57743524656144,128.46,128.4367494191234,128.44,128.42105884561101,128.48,128.48290053554067,128.49
F011020,진통제,A,0.4,비계절ETS,119.69136147920523,119.76,119.8135939464517,119.68,119.62072624754559,119.61,119.55437877158235,119.48,119.37862486667774,119.4,119.33524451593385,119.42,119.43300900465293,119.64,119.80882959385977,119.73,119.804774216682,119.59,119.48544976689453,119.51,119.44514498769918,119.74,119.91376608084684,120.04
F011030,소화제,A,0.3,비계절ETS,122.862365100142,122.98,123.1307728621658,123.33,123.51312976503684,123.48,123.61610499681406,123.6,123.70383241211303,123.62,123.67677469600729,123.59,123.6082010326361,123.6,123.61198809536542,123.69,123.72405820737916,123.67,123.68029302292837,123.55,123.51736913807783,123.6,123.59981051488829,123.42
F011040,위장약,A,0.2,비계절ETS,106.8552274896626,106.78,106.78472466842692,106.88,106.88496040145591,106.82,106.82450999862685,106.98,106.98500732707011,107.03,107.03502242373081,107.28,107.28589496614038,107.38,107.38609860907191,107.53,107.53651807227489,107.73,107.7371555679243,107.97,107.97797225130746,108.0,108.00779623406578,108.03
F011050,진해거담제,A,0.2,비계절ETS,113.65865578212956,113.37,113.49286730677008,113.54,113.66604784806354,113.55,113.59130917044921,113.71,113.80710704909157,113.76,113.81460495809448,113.83,113.8829789815618,113.8,113.79932896119914,114.36,114.65553830842443,115.14,115.64767942547641,115.14,115.28459630391644,115.16,115.210516706671,115.2
F011060,소염진통제,A,0.6,비계절ETS,115.53737167898385,115.44,115.49300555394227,115.55,115.61274098394311,115.54,115.58436660842598,115.54,115.57282602098998,115.53,115.55213386723014,115.47,115.47347479650792,115.47,115.47256423734767,115.5,115.50831195866404,115.6,115.62742771938724,115.56,115.5718272167827,115.48,115.47173692787597,115.45
F011070,피부질환제,A,0.3,비계절ETS,113.89137064457888,114.08,114.19486831669967,114.18,114.26292507565522,114.22,114.26046048014597,114.34,114.42031021230568,114.41,114.46803378360279,114.58,114.69391007974217,114.45,114.39445637495723,114.61,114.69470277256572,114.8,114.93092886702713,114.84,114.89026798480457,115.22,115.45732652308223,115.23
F011080,치과구강용약,A,0.3,비계절ETS,112.27358009717331,112.23,112.22512080013381,112.15,112.13274726102786,112.15,112.13926409018438,112.18,112.17864937684271,112.14,112.13205253028238,112.11,112.09972361683946,112.11,112.10360486499067,111.98,111.95292090300542,111.87,111.83359089526793,111.79,111.75311702620417,111.81,111.7906096497068,111.87
F011090,조제약,A,5.8,비계절ETS,93.55911113738465,93.49,93.43991914066834,93.3,93.25365478886815,93.3,93.2432771183613,93.21,93.16179008014815,92.95,92.9113930569654,92.83,92.78052085236102,92.78,92.72699155005662,92.78,92.72770289799752,92.78,92.73265011559779,92.56,92.52716986043089,92.45,92.40884070174805,92.45
F011100,한방약,A,2.7,비계절ETS,132.5881363218293,132.65,132.77889524778277,132.78,132.8991307738073,133.11,133.34010597324888,133.17,133.28650194421644,133.32,133.43921720494882,134.03,134.4818152902067,133.86,133.9421159479525,133.91,133.9415903971789,134.1,134.2171214348743,134.27,134.41088316018053,134.27,134.3204757734423,134.42
F011110,인삼,A,0.3,비계절ETS,99.40505934332069,99.64,100.022220570052,99.67,99.72076225861699,99.51,99.39795132544685,99.52,99.51874701290923,99.86,100.10617128810817,101.56,102.81289463960714,105.69,108.82981973931271,108.96,111.56891837968517,112.59,115.4377555246336,117.48,121.29492516045431,123.28,127.85376247441317,127.41
F011120,홍삼,A,1.1,비계절ETS,106.5699640534819,106.57,106.56997895960532,106.57,106.569987682947,111.11,108.45238296961988,111.11,109.64543606541042,111.11,110.32475577866096,111.11,110.68695289122093,100.0,106.36935706819732,111.11,108.23957240131641,111.11,109.25070359584132,100.0,106.152912707081,111.11,107.79237333158656,111.11
F011130,비타민제,A,1.2,비계절ETS,112.54758604159771,112.51,112.51090526457314,112.46,112.45151261660116,112.31,112.27705620183606,112.37,112.35352040414885,112.35,112.33565130590728,112.26,112.23376106349544,112.28,112.26262645073743,112.35,112.34971664824383,112.76,112.83169658849882,113.04,113.14841708481363,113.18,113.28829011828773,113.34
F011140,건강기능식품,A,6.5,비계절ETS,103.66602709950803,104.02,103.93798423461267,104.02,104.00535635085866,104.02,104.02200404110499,104.02,104.02609695234288,103.34,103.51523454980047,103.01,103.1394749696842,102.68,102.79756694129979,104.02,103.72255692080168,102.68,102.94634735355983,102.68,102.7515640936027,102.68,102.70274048699238,102.68
F011150,유산균,A,1.2,비계절ETS,101.78000517027188,101.89,101.85148976415721,102.37,102.0607990188016,102.26,102.1639404401152,102.38,102.2730668006716,102.0,102.21887435950953,102.02,102.18860506889133,101.92,102.13438497977545,98.38,100.9762745425952,101.84,101.07303093773747,101.46,101.08714595234613,101.46,101.1400178487538,101.46
F011160,병원약품,A,3.5,비계절ETS,93.23105577514757,93.29,93.2057662879136,93.13,93.05790025881736,93.13,93.04511972376376,93.07,92.98991175772632,92.81,92.74853352764428,92.62,92.55313239767456,92.58,92.50003522363221,92.58,92.49599199254416,92.58,92.49641101121631,92.4,92.33231357242855,92.24,92.17190113828963,92.24
F012010,종이기저귀,A,1.4,비계절ETS,116.16033532147915,116.74,116.6108591189892,116.33,116.46057672007312,115.94,116.14276353961709,116.07,116.13701633657583,116.68,116.560628884244,117.1,116.98189765224282,115.72,116.14705972805521,116.95,116.75003780989418,115.64,116.02270227149158,116.86,116.64743985861942,117.1,117.00518052077821,116.62
F012020,생리대,A,1.0,비계절ETS,117.9693957103235,120.04,119.22746482179774,120.17,119.84497838036619,120.46,120.29193726167969,111.57,115.42449987101479,118.81,117.23296696323428,119.27,118.30820149263636,111.5,114.69613388527617,119.55,117.02515396610619,108.71,112.85944586935625,110.24,111.19640267991994,109.46,109.90244969290744,110.64
F012030,마스크,A,1.6,비계절ETS,71.037265335116,71.07,71.02590102491406,71.04,71.00276895786561,70.9,70.89318138005581,71.09,71.01287514429002,71.12,71.0665210916485,71.1,71.06613524047096,70.82,70.85536938607736,70.62,70.65425971374793,70.62,70.6071038330541,70.76,70.70325870696036,70.7,70.68230321076541,70.88
F012040,반창고,A,0.1,비계절ETS,102.19636827998029,102.13,102.16247821427397,102.24,102.26367645927137,102.13,102.16664794977518,102.13,102.15939514806134,102.07,102.10194421987744,102.09,102.11653598170302,102.09,102.1171445156178,102.19,102.21100415508938,102.26,102.28294533948839,102.42,102.43849731797083,103.07,103.08007844392044,103.25
F012050,안경,A,1.0,비계절ETS,101.52060842494345,101.48,101.48036983526143,101.56,101.56059778517972,101.48,101.48022280973518,101.63,101.63069318305122,101.78,101.78125355412527,101.8,101.80117217874705,101.91,101.91163099654823,101.85,101.8510214602933,101.64,101.64000860300789,101.61,101.60991091714479,101.61,101.6099242634185,101.88
F012060,콘택트렌즈,A,1.4,비계절ETS,99.64086536652155,100.36,100.46999399094696,101.22,101.37706389163787,101.81,101.9953321359164,101.49,101.62309450996449,101.93,102.07885339272154,101.68,101.7911323479116,102.56,102.72096510325393,103.53,103.75116901065832,103.9,104.12647584054868,105.43,105.7846999414977,105.63,105.95607125987759,105.83
F012070,의료측정기,A,0.2,비계절ETS,98.7680674689686,98.42,98.41805722436372,98.4,98.39810253468447,98.43,98.42815491958653,98.43,98.42820115576573,98.19,98.18820959542234,98.13,98.12824516849717,98.09,98.08828304314395,97.95,97.9483056807175,98.72,98.71844775814019,98.93,98.92851097429389,99.11,99.10856770073501,99.59
F012080,보청기,A,0.6,비계절ETS,102.9032865090681,102.88,102.91141855288372,102.88,102.91479597430047,102.88,102.91608826497304,102.88,102.91646789053162,102.88,102.91645024908546,102.88,102.91626121748935,102.88,102.91599987914408,102.88,102.91570953940398,102.88,102.91540905012896,102.88,102.91510688261016,102.88,102.91480632165333,102.88
F012090,건강기기렌탈비,A,1.5,비계절ETS,106.55784059941904,104.6,104.63735937245112,98.88,98.8851827193976,98.88,98.88509478495651,106.52,106.55601742748891,98.88,100.80020123121,101.17,101.04868948934225,101.17,101.13500482609506,104.23,103.08132089359039,106.52,105.47593060604856,106.52,106.26108053842349,108.49,107.90740864063027,119.94
F012100,치료재료,A,1.5,비계절ETS,102.9800011597535,102.98,102.98000114637549,103.02,103.01934586479042,103.02,103.01999021939284,103.02,103.02000068720345,103.04,103.03967321253486,100.28,100.32849940282524,100.28,100.2806287957092,100.28,100.2800100643212,100.28,100.28000067857998,101.79,101.7672181801564,101.87,101.8687856240215,101.87
F021020,건강검진비,A,1.2,비계절ETS,107.66618929301487,107.57,107.67193330550337,107.64,107.73816270482692,107.64,107.7341932880343,107.64,107.7287835437179,107.3,107.35198256412004,107.3,107.35014850251497,107.52,107.56934294852304,107.8,107.8702781953236,108.25,108.33527066293745,107.91,107.96145528956316,108.25,108.29533428684934,108.62
F022020,치과보철료,A,6.8,비계절ETS,103.91585178421137,103.9,103.90576574310681,104.19,104.19574567133394,104.66,104.66576560771111,105.01,105.0157609813368,105.3,105.30574403754139,105.67,105.67574465955535,106.12,106.1257654631499,106.52,106.52577589752205,107.12,107.1258358524144,107.2,107.2057741960024,107.29,107.29571439223412,107.27
F031020,병원검사료,A,1.1,비계절ETS,62.272845573104384,62.28,62.28855796370656,62.3,62.30789935342174,62.3,62.31131483795615,62.3,62.31126081331592,62.32,62.327197625302055,63.25,63.10611808542791,63.34,63.350193020904385,63.43,63.47449312584003,63.43,63.4969232030992,63.45,63.51371883843446,63.37,63.44614423021982,63.39
G011010,소형승용차,A,1.0,비계절ETS,104.87034418931529,104.85,104.87038189638656,104.85,104.87016081377347,104.85,104.86992904330998,104.85,104.86969967516747,104.85,104.86947415251464,104.85,104.86925277052529,106.5,106.42868774637657,106.5,106.5207226318735,106.5,106.52587393974677,106.5,106.52604217546792,106.5,106.52591638144517,108.02
G011020,중형승용차,A,1.0,비계절ETS,102.84637338010623,104.13,104.0647528392152,104.13,104.13601506435896,104.18,104.18719458288976,103.48,103.53065010287513,103.91,103.89691855122243,103.48,103.51445607224908,103.06,103.09605989501073,103.48,103.46598289039373,103.48,103.48827235691138,104.18,104.14765844215702,102.78,102.87755049863384,104.4
G011030,대형승용차,A,3.2,비계절ETS,109.07170328292662,110.6,110.6123843690635,110.6,110.6123164946445,110.6,110.61224906405695,110.09,110.10194296711077,110.39,110.40201676072492,110.34,110.3519282130366,110.04,110.05172682225165,108.3,108.31088027947294,109.83,109.82978178709342,107.02,107.10620814702682,113.41,112.80342656498394,115.49
G011040,경승용차,A,0.6,비계절ETS,106.5899947686908,106.71,106.72190883254684,106.71,106.75124983815081,106.71,106.75763157105159,106.71,106.75885398998133,106.71,106.75890407648915,106.71,106.75872625686009,106.71,106.7584765422851,106.71,106.75821524798808,106.71,106.757948351815,106.71,106.75768699862344,107.99,107.75022223035288,108.35
G011050,다목적승용차,A,7.7,비계절ETS,111.08251328988389,111.37,111.36299096380023,111.56,111.55527207938489,111.56,111.55988654946603,111.56,111.5599972761813,111.56,111.55999993469341,111.66,111.65759942883216,111.57,111.57210776862505,111.66,111.65788083060096,111.34,111.34772084465855,111.86,111.84702447682642,111.4,111.41196487444743,112.96
G011060,수입승용차,A,9.3,비계절ETS,107.12115372282462,107.3,107.25474638767541,107.34,107.31799078133982,111.25,110.24874129972454,110.1,110.13631746050531,106.26,107.29452271707136,105.92,106.25173993332601,107.8,107.39936502045101,108.31,108.0735162420768,106.73,107.08501127260269,106.73,106.82345490637263,106.94,106.90920193948732,107.62
G011070,전기동력차,A,5.1,비계절ETS,103.4820348547369,104.57,104.13678769261239,104.59,104.46355546496468,104.59,104.5745173974851,103.95,104.18592902450177,104.33,104.27996523990682,104.37,104.34179727611497,102.48,103.16039381355769,105.79,104.36652680550011,105.8,105.11870434071369,104.63,104.94229723535878,103.7,104.53998420397866,109.71
G011080,자전거,A,0.5,비계절ETS,134.86327012265863,134.72,134.76360542403825,134.71,134.733279551477,134.65,134.6505924564158,134.62,134.6138496333907,134.58,134.5677501184043,135.03,135.1202345105907,135.78,135.99554321489163,136.21,136.42933280765723,137.1,137.42269869413627,137.3,137.53114588845983,138.29,138.64168584027607,138.98
G022010,자동차용품,A,0.9,비계절ETS,110.15327485974949,109.2,109.5586369700256,109.77,109.69033950675151,110.63,110.27595696039172,113.44,112.2504640481204,116.84,115.1394621790396,116.0,115.68414808090789,116.15,115.97797646903739,116.08,116.04220279460107,116.94,116.60802745295852,113.09,114.39412531368733,116.94,115.99287718305153,116.94
G022020,블랙박스,A,0.2,비계절ETS,102.32401699136608,102.19,102.1948386082378,102.17,102.1640210195173,102.15,102.14314584669081,102.06,102.06025896553811,102.98,102.87849427809068,99.95,100.38498705490599,101.17,101.0310174836908,101.3,101.24137790767692,101.49,101.43596523367805,102.62,102.3991300586703,102.49,102.46771362420618,102.04
G022030,자동차타이어,A,0.9,비계절ETS,120.9114973920433,120.97,120.88688644239177,120.89,120.81416778914328,120.92,120.86231243299308,120.97,120.9288503238287,120.9,120.85912040611501,120.96,120.93336091259943,121.29,121.30377850621035,120.77,120.72560315173041,121.09,121.0881247742015,121.18,121.18806082276627,121.0,120.98739049566097,121.11
G022040,자동차수리비,A,6.3,비계절ETS,117.71907105430624,117.51,117.64750829316007,117.51,117.59247198945592,117.74,117.8646725813648,117.95,118.09297653761764,117.98,118.07944025084376,118.98,119.33413431989594,119.84,120.35259017504379,120.24,120.6826362689863,122.73,123.88664452279342,123.49,124.59726014461647,123.94,124.67543596463551,124.61
G022050,엔진오일교체료,A,1.0,비계절ETS,135.45363739292634,135.29,135.35587634879067,135.36,135.41554889789458,135.84,136.17750547693723,136.06,136.2489529261928,136.1,136.14844912413372,136.64,137.01686375804425,137.71,138.49385435705972,138.15,138.5395111279296,150.47,158.41456567872038,153.86,158.25390681197564,155.52,157.5464146666421,156.15
G022060,세차료,A,0.5,비계절ETS,135.73190469010498,135.42,135.80775663055786,135.25,135.27009440755236,136.24,136.64297627017822,136.74,137.15256917930404,137.36,137.79434171834686,138.16,138.63260285236663,139.42,139.9780126625734,139.65,140.1665763242328,140.46,141.00667467770202,140.77,141.28729519975283,140.82,141.28543276561982,140.96
G023010,자동차학원비,A,0.5,비계절ETS,115.21676966317052,115.21,115.42462162099399,115.39,115.60129040859911,115.58,115.78855201953012,115.51,115.70483806691217,115.28,115.45468471874776,115.48,115.65405801505366,115.86,116.0412710127685,115.98,116.15694271185653,115.93,116.09558363239155,116.02,116.18070156361479,116.19,116.34946489915339,116.24
G023020,주차료,A,1.2,비계절ETS,111.89111877046228,112.33,112.43987743525497,112.47,112.57999786270284,112.59,112.69966677926116,112.59,112.69677728318136,112.59,112.69406089741132,113.04,113.15052133681904,112.75,112.85181672926694,112.75,112.84940155239873,112.75,112.8471101914886,112.51,112.60082215323885,112.51,112.59890434337596,113.03
G023040,승용차임차료,B,3.2,계절ETS,91.14930560178261,96.79,91.25643542568747,82.64,85.49340782587437,102.13,96.64525167994266,82.66,87.28364786119718,84.39,84.77121250821898,80.69,81.50497628603702,103.8,94.22653659152361,91.39,92.7768322772892,88.8,91.97662252605626,103.43,99.15247410289233,80.96,92.64407763442371,89.49
G023050,대리운전이용료,A,0.4,비계절ETS,136.0646102809878,135.92,136.07436642938907,135.95,136.07836097574787,136.26,136.4173490912127,136.26,136.3855896988529,136.38,136.50142300991078,136.86,137.04151886479193,137.44,137.68733436665823,137.49,137.6963729480789,137.96,138.2078138524599,138.16,138.3933845299562,138.3,138.51127731435002,138.41
G023060,자동차검사료,A,0.3,비계절ETS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
G033010,국내항공료,B,1.0,계절ETS,117.49809850571471,119.82,107.02981329502205,102.28,103.00261838402776,109.57,103.92546916096963,102.28,104.96269745626074,103.81,105.10363377713763,106.39,109.75174696158098,112.41,104.88780800717737,102.7,101.88439980554466,103.07,107.18845734043789,135.11,122.69599235882464,129.52,131.81490236602164,123.57
G033030,여객선료,A,0.2,비계절ETS,121.68505528492047,122.94,122.8724925589905,121.6,121.83965275082049,122.4,122.41360890209226,121.94,122.08123377947547,121.72,121.84648843654887,123.41,123.29671280242069,122.26,122.47282373671574,121.07,121.32591571319819,122.41,122.35182782623244,129.45,128.6918099243974,128.81,128.8816779841357,131.9
G034010,이삿짐운송료,A,1.0,비계절ETS,130.50026482829418,130.25,130.64705589111364,130.46,130.84680869242237,130.95,131.3394181993612,131.15,131.52913427103678,131.64,132.02210667268704,133.21,133.6428158743301,135.41,135.92474702412562,135.31,135.7905818591361,136.8,137.3288053328915,136.77,137.26703509324662,136.55,137.0099816279702,136.37
G034020,택배이용료,A,1.9,비계절ETS,115.0670193320891,114.76,114.83857328687567,114.84,114.91649726801222,114.84,114.91038896980987,114.84,114.90473818335026,114.84,114.89951629747152,114.84,114.89469770651056,114.94,114.9955501042334,114.73,114.76995886699933,114.94,114.98787185606773,114.7,114.73135034654634,114.65,114.67606414033212,114.65
H021010,휴대전화기,A,10.4,비계절ETS,99.38355660573714,99.64,99.38669605210966,99.64,99.39014602420184,101.09,100.56275968705519,101.09,100.79260919322691,101.09,100.83965951280511,101.09,100.85122004128685,101.09,100.85592082244442,101.92,101.5286332147416,101.92,101.6613357111927,101.92,101.68941538813654,101.92,101.69718028789883,101.92
H031040,휴대전화기수리비,A,0.4,비계절ETS,106.46738742397564,106.34,106.46623670332127,106.34,106.46510532410358,106.34,106.46279698856786,106.75,106.86556167946506,106.75,106.87325666964377,107.39,107.50045413225895,107.39,107.51346761536179,107.62,107.73831213452635,107.62,107.74242526990282,107.62,107.74149752986757,99.28,99.45100814432577,110.79
I011010,TV,A,1.9,비계절ETS,87.61809301753813,84.78,84.37969427890175,86.65,86.49464880701692,85.95,85.73931727566554,84.0,83.60884421502182,82.2,81.66559507678276,82.65,82.22674519506154,82.85,82.49820401491871,82.33,81.96528003815237,82.09,81.74339811874026,82.49,82.22679821036166,83.56,83.44093224162106,87.81
I011020,영상음향기기,A,0.9,비계절ETS,95.91464063298332,95.57,95.45419076379984,96.8,96.6890330499461,97.09,96.98086745822984,102.1,102.00500620574573,102.16,102.06597012372573,102.06,101.96655017245268,98.62,98.51888477933167,98.81,98.7102450734665,96.99,96.88626511985406,101.0,100.90725436142522,100.87,100.77774993381166,100.28
I012010,컴퓨터,A,3.0,비계절ETS,93.4997117060957,94.04,93.83228954146466,92.96,92.75316101154928,92.92,92.71525389541037,93.92,93.71852450598087,95.11,94.91194432488975,95.42,95.22433131987832,101.99,101.79478363063245,104.42,104.22934917020487,111.7,111.52620553628208,111.51,111.33018888577907,114.86,114.69251773876978,117.19
I012020,컴퓨터수리비,A,0.1,비계절ETS,179.15695470567482,178.77,179.15351914638657,171.91,172.2637528087066,171.91,172.26064401932126,171.91,172.2575793605628,171.91,172.25456071801918,182.19,182.56897767629533,182.19,182.56572246983444,182.19,182.56251166200286,182.19,182.55934986562565,182.19,182.5562279273426,189.05,189.436475027848,206.85
I012030,휴대용멀티미디어기기,A,1.2,비계절ETS,122.30963269245714,122.31,122.3096483696026,122.31,122.30966310215238,124.06,124.05967893673129,124.06,124.05969251858284,124.06,124.05970552243478,124.06,124.05971801643852,124.06,124.05973002084629,124.06,124.05974115247213,129.25,129.24975521496788,129.25,129.24976566030207,129.25,129.2497755838032,149.78
I012040,컴퓨터소모품,A,0.7,비계절ETS,118.00208832340952,117.85,117.9968607812836,119.06,119.14315730336953,119.06,119.14266673239361,120.89,121.09690257979202,120.89,121.090463653426,126.01,126.31697735093124,126.01,126.34665087752278,125.91,126.22757106230841,128.49,128.86205230503032,128.49,128.89081559904432,127.46,127.80697486750162,127.46
I012050,저장장치,A,0.1,비계절ETS,144.45729930848196,144.27,144.7931841930065,144.27,144.75228609433358,144.31,144.70479551554226,144.31,144.63434115000982,144.31,144.572316818222,160.06,158.81211645266296,172.55,172.55649346105847,196.75,197.69116988373986,197.48,200.48190420200126,207.68,210.5277663137168,209.38,212.63065374081134,212.06
I021010,악기,A,0.3,비계절ETS,105.43628825718606,105.2,105.23464563099733,105.13,105.15270450906257,105.27,105.28401282855263,105.52,105.53466208682359,105.44,105.4671518406096,105.44,105.46135242899554,105.89,105.9007892623128,105.96,105.99030724848016,106.1,106.12950017867689,105.89,105.92742676242689,106.51,106.52214421735673,106.5
I021020,헬스기구,A,1.1,비계절ETS,108.22322362465177,107.08,107.37815787865873,106.36,106.6214472931316,106.38,106.43787032823876,106.6,106.5527899502837,106.43,106.45718747830884,106.64,106.58754929488514,105.66,105.89644656744905,103.9,104.40288460101046,106.28,105.78015532382665,114.69,112.48553110651174,118.39,117.44179109704251,115.69
I031010,장난감,A,2.9,비계절ETS,101.06575136767125,101.33,101.25736197276348,101.19,101.22112991026542,101.17,101.19449567649767,100.23,100.53263913642436,99.46,99.77764860176208,101.13,100.70135891788344,98.77,99.38571380607704,100.41,100.05683753786431,101.13,100.77547361396327,101.2,101.06893024922216,101.45,101.3363586093166,101.42
I031020,레저용품,A,1.6,비계절ETS,113.0884315897843,112.91,113.02612343760681,113.0,113.05745552954892,109.68,111.02011213512911,109.75,110.2638142130947,109.82,110.02952673045398,113.03,111.93618205718111,112.51,112.34066735093033,112.6,112.54796716343475,112.74,112.71300116933187,112.75,112.78128351254881,112.76,112.8130633563167,112.96
I031030,운동용품,A,2.1,비계절ETS,95.01503203754908,94.77,94.75498804615206,94.55,94.53496501558053,92.26,92.24396264756109,92.1,92.08397472506881,91.72,91.7038858454808,91.65,91.63394165717821,109.37,109.36877918737916,108.02,108.01867802852283,107.15,107.14860935629008,106.81,106.80859154260207,106.84,106.8386140476501,105.71
I031040,화초,A,0.7,비계절ETS,128.27000002130868,127.52,127.52000001117587,132.22,132.21999992996456,138.86,138.85999990105628,145.27,145.26999990448357,154.1,154.09999986842274,164.79,164.78999984070657,163.26,163.26000002279875,154.45,154.4500001312792,143.98,143.98000015601517,159.35,159.34999977096913,142.98,142.980000243932,136.43
I031050,원예용품,A,0.4,비계절ETS,117.46812968155481,117.73,117.8652551698075,118.17,118.32490892946741,118.17,118.31015204301083,118.39,118.53278150330596,118.39,118.51926695490145,118.67,118.80709106944335,118.79,118.92282952952782,119.35,119.50978093965665,120.37,120.58575266942717,121.04,121.28399067803782,121.1,121.32894186236071,120.97
I031060,반려동물용품,A,3.3,비계절ETS,120.36884636136926,120.43,120.58424426657916,120.18,120.45126664746067,119.8,120.11200201645359,121.43,121.20701596088597,121.7,121.73895272563303,121.91,122.05052331689805,121.45,121.79057084735767,122.91,122.7774209684245,120.15,121.04348920319285,122.29,122.0386333685146,122.25,122.32515126077135,123.27
I031070,반려동물관리비,A,2.6,비계절ETS,113.52045278277366,113.5,113.5700817226601,113.52,113.5896857449027,113.58,113.6493285647754,113.63,113.69896470960524,113.68,113.7486031669189,113.86,113.92835724776485,114.12,114.18818059878008,114.47,114.53807986144633,114.75,114.81791816355948,114.91,114.97765537200013,115.0,115.06733533836822,115.34
I041010,수영장이용료,A,0.2,비계절ETS,112.94358954967284,113.1,113.28800318882239,113.1,113.2806917841159,113.1,113.27409193368975,113.1,113.26807274320485,113.1,113.2625387986767,113.1,113.25740450814929,113.39,113.5500502047724,113.64,113.80161763088952,113.71,113.8684016255635,113.71,113.86357846775071,114.02,114.17671069256514,114.14
