품목코드,품목명,Tier,가중치,pred,보정치,pred_corr
A011010,쌀,A,4.2,116.48026449803278,0.0,116.48026449803278
A011020,현미,A,0.4,129.24113648848086,0.0,129.24113648848086
A011030,찹쌀,A,0.5,133.3679999200046,0.0,133.3679999200046
A011040,보리쌀,A,0.2,198.9520498980721,1.0625762024162146,198.31450417662236
A011050,콩,A,0.5,106.27364568898662,0.0,106.27364568898662
A011060,땅콩,A,0.1,119.42080127842401,0.0,119.42080127842401
A011070,혼식곡,A,0.4,120.36921357942084,0.0,120.36921357942084
A011080,밀가루,A,0.1,137.8688911649337,0.0,137.8688911649337
A011090,국수,A,0.7,155.9083015490055,0.0,155.9083015490055
A011100,라면,A,2.4,128.79098944030602,-0.717152742321519,129.22128108569893
A011110,당면,A,0.2,136.88686869976002,0.0,136.88686869976002
A011120,두부,A,1.2,109.01619107878001,0.0,109.01619107878001
A011130,시리얼,A,0.4,131.7498747764061,0.0,131.7498747764061
A011140,부침가루,A,0.6,143.45073643224245,0.0,143.45073643224245
A011150,케이크,A,1.6,132.09,0.31272379223902175,131.9023657246566
A011160,빵,A,6.8,138.72,0.40884331244241423,138.47469401253454
A011170,떡,A,1.9,128.72171576948367,0.0,128.72171576948367
A011180,파스타면,A,0.1,131.34853592740302,0.0,131.34853592740302
A012010,국산쇠고기,A,8.6,111.90936401472824,-0.7286248460062718,112.346538922332
A012020,수입쇠고기,A,3.1,147.59842132666753,-2.2046012078265704,148.92118205136347
A012030,돼지고기,A,9.8,125.50331907308123,0.0,125.50331907308123
A012040,닭고기,A,1.5,132.0834526373731,0.0,132.0834526373731
A012050,소시지,A,2.0,118.95081240695036,0.0,118.95081240695036
A012060,햄및베이컨,A,2.7,121.2476090847678,0.0,121.2476090847678
A012070,기타육류가공품,A,0.9,136.53631053415708,0.0,136.53631053415708
A013110,마른멸치,A,0.5,111.20971805323671,0.0,111.20971805323671
A013120,마른오징어,A,0.2,126.71894281768458,0.0,126.71894281768458
A013140,오징어채,A,0.2,149.4845399799674,0.0,149.4845399799674
A013150,북어채,A,0.4,136.00675495648167,0.0,136.00675495648167
A013160,어묵,A,0.8,126.76434905338022,0.0,126.76434905338022
A013170,맛살,A,0.2,143.2843769625938,0.0,143.2843769625938
A013180,수산물통조림,A,0.7,124.44236892974449,0.0,124.44236892974449
A013190,젓갈,A,0.7,118.72006046635558,0.0,118.72006046635558
A014010,우유,A,3.4,124.5734195695059,0.0,124.5734195695059
A014020,분유,A,0.5,113.47017827417764,0.0,113.47017827417764
A014030,치즈,A,0.7,145.58378216352125,0.0,145.58378216352125
A014040,발효유,A,2.0,128.5043000316606,0.0,128.5043000316606
A014050,달걀,A,3.0,142.45212430546815,0.0,142.45212430546815
A015010,참기름,A,0.6,150.83839204350292,0.0,150.83839204350292
A015020,식용유,A,0.8,155.1045132384713,0.0,155.1045132384713
A016190,아몬드,A,0.2,109.68677749067186,0.0,109.68677749067186
A016200,과일가공품,A,1.0,141.98727231068185,0.0,141.98727231068185
A017250,고사리,A,0.1,126.28966718167675,-0.4794097038174196,126.5773130039672
A017270,단무지,A,0.2,125.40442178753193,0.0,125.40442178753193
A017280,김,A,0.5,156.81355164329395,-0.3551127295846423,157.02661928104473
A017290,맛김,A,0.5,132.57616324732834,0.0,132.57616324732834
A017300,미역,A,0.3,132.79182133331852,0.3599943453196109,132.57582472612677
A018010,초콜릿,A,0.5,164.9601447356287,1.3315884498695805,164.16119166570695
A018020,사탕,A,0.8,116.00886097348022,0.0,116.00886097348022
A018030,껌,A,0.1,116.730520141106,0.07339623302910307,116.68648240128854
A018040,아이스크림,A,2.6,127.99980520474,0.0,127.99980520474
A018050,비스킷,A,1.9,133.7396722982481,0.0,133.7396722982481
A018060,스낵과자,A,2.9,119.23281241292766,0.0,119.23281241292766
A018070,파이,A,0.6,116.6667635039983,0.0,116.6667635039983
A018080,설탕,A,0.3,148.08907613459874,0.0,148.08907613459874
A018090,잼,A,0.1,168.71248867662752,0.0,168.71248867662752
A018100,꿀,A,0.4,116.15173133476677,0.0,116.15173133476677
A018110,물엿,A,0.2,140.23455596297282,0.0,140.23455596297282
A019010,고춧가루,A,1.6,115.07,0.0,115.07
A019020,참깨,A,0.6,134.99953991762442,0.18093307523397092,134.89098007248404
A019040,소금,A,0.2,176.32663130802803,0.0,176.32663130802803
A019050,간장,A,0.4,137.20811017073635,0.0,137.20811017073635
A019060,된장,A,0.4,137.90933391979462,0.0,137.90933391979462
A019070,양념소스,A,0.5,138.5863601907829,0.0,138.5863601907829
A019080,고추장,A,0.3,142.02982315182237,0.0,142.02982315182237
A019090,카레,A,0.2,131.47490985125378,0.0,131.47490985125378
A019100,식초,A,0.1,148.1757140588134,0.0,148.1757140588134
A019110,드레싱,A,0.2,164.346597780471,-0.4001642690812541,164.58669634191975
A019120,혼합조미료,A,0.3,133.23701191832254,0.7886365285907905,132.76383000116806
A019130,스프,A,0.3,129.1420407147573,0.1955335894247933,129.0247205611024
