품목코드,품목명,Tier,가중치,pred,pred_corr
A011010,쌀,A,4.2,98.0843409100046,98.0843409100046
A011020,현미,A,0.4,104.50924841221443,104.50924841221443
A011030,찹쌀,A,0.5,99.43799997866749,99.43799997866749
A011040,보리쌀,A,0.2,142.48789161896244,142.48789161896244
A011050,콩,A,0.5,106.25030953261022,106.25030953261022
A011060,땅콩,A,0.1,118.415209755841,118.415209755841
A011070,혼식곡,A,0.4,110.10725112963816,110.10725112963816
A011080,밀가루,A,0.1,135.97511543058866,135.97511543058866
A011090,국수,A,0.7,150.78080239014275,150.78080239014275
A011100,라면,A,2.4,116.11228499066216,116.11228499066216
A011110,당면,A,0.2,138.3889879373128,138.3889879373128
A011120,두부,A,1.2,118.78324581018161,118.78324581018161
A011130,시리얼,A,0.4,118.66968486170201,118.66968486170201
A011140,부침가루,A,0.6,142.72335380272602,142.72335380272602
A011150,케이크,A,1.6,124.57,124.57
A011160,빵,A,6.8,130.1,130.1
A011170,떡,A,1.9,121.66226832968675,121.66226832968675
A011180,파스타면,A,0.1,132.6359737991792,132.6359737991792
A012010,국산쇠고기,A,8.6,101.14720584899146,101.14720584899146
A012020,수입쇠고기,A,3.1,130.82381070906376,130.82381070906376
A012030,돼지고기,A,9.8,124.97562170291488,124.97562170291488
A012040,닭고기,A,1.5,129.8204861154351,129.8204861154351
A012050,소시지,A,2.0,115.24044949231079,115.24044949231079
A012060,햄및베이컨,A,2.7,112.14056212469549,112.14056212469549
A012070,기타육류가공품,A,0.9,131.516499026392,131.516499026392
A013110,마른멸치,A,0.5,112.04074118918072,112.04074118918072
A013120,마른오징어,A,0.2,120.3077641888136,120.3077641888136
A013140,오징어채,A,0.2,108.51555403017814,108.51555403017814
A013150,북어채,A,0.4,119.4444426207979,119.4444426207979
A013160,어묵,A,0.8,125.65127666342157,125.65127666342157
A013170,맛살,A,0.2,135.16618708859912,135.16618708859912
A013180,수산물통조림,A,0.7,120.60491762394402,120.60491762394402
A013190,젓갈,A,0.7,106.58779779307186,106.58779779307186
A014010,우유,A,3.4,124.23426375692691,124.23426375692691
A014020,분유,A,0.5,106.63887896666024,106.63887896666024
A014030,치즈,A,0.7,137.31317592670615,137.31317592670615
A014040,발효유,A,2.0,124.57216738316927,124.57216738316927
A014050,달걀,A,3.0,134.60900259088984,134.60900259088984
A015010,참기름,A,0.6,144.93646950718656,144.93646950718656
A015020,식용유,A,0.8,173.8134698793424,173.8134698793424
A016190,아몬드,A,0.2,96.9166904077509,96.9166904077509
A016200,과일가공품,A,1.0,134.7621097539778,134.7621097539778
A017250,고사리,A,0.1,123.5908819741241,123.5908819741241
A017270,단무지,A,0.2,111.80300439197299,111.80300439197299
A017280,김,A,0.5,143.1303036277675,143.1303036277675
A017290,맛김,A,0.5,128.28737995761205,128.28737995761205
A017300,미역,A,0.3,121.14209129114984,121.14209129114984
A018010,초콜릿,A,0.5,140.46910768188997,140.46910768188997
A018020,사탕,A,0.8,115.50135409318005,115.50135409318005
A018030,껌,A,0.1,116.1593948807305,116.1593948807305
A018040,아이스크림,A,2.6,123.28241978873449,123.28241978873449
A018050,비스킷,A,1.9,124.98463876213347,124.98463876213347
A018060,스낵과자,A,2.9,114.24386995007389,114.24386995007389
A018070,파이,A,0.6,113.80568508288675,113.80568508288675
A018080,설탕,A,0.3,146.93788373813723,146.93788373813723
A018090,잼,A,0.1,153.40964104780505,153.40964104780505
A018100,꿀,A,0.4,111.24919525507676,111.24919525507676
A018110,물엿,A,0.2,140.42230203365364,140.42230203365364
A019010,고춧가루,A,1.6,116.08,116.08
A019020,참깨,A,0.6,125.42526020481012,125.42526020481012
A019040,소금,A,0.2,177.3620432433253,177.3620432433253
A019050,간장,A,0.4,127.73058127417127,127.73058127417127
A019060,된장,A,0.4,124.00527023958267,124.00527023958267
A019070,양념소스,A,0.5,116.19480415985659,116.19480415985659
A019080,고추장,A,0.3,117.68650237591845,117.68650237591845
A019090,카레,A,0.2,129.53529750396507,129.53529750396507
A019100,식초,A,0.1,136.04327018953398,136.04327018953398
A019110,드레싱,A,0.2,151.0465126151921,151.0465126151921
A019120,혼합조미료,A,0.3,129.25220202422136,129.25220202422136
A019130,스프,A,0.3,130.8721728661022,130.8721728661022
A019140,이유식,A,0.3,106.73576688574104,106.73576688574104
A019150,김치,A,1.3,116.25442556222325,116.25442556222325
A019160,밑반찬,A,3.1,112.8204080087653,112.8204080087653
A019170,냉동식품,A,1.9,115.0534912093688,115.0534912093688
A019180,즉석식품,A,3.1,120.67359007344224,120.67359007344224
A019190,편의점도시락,A,0.4,113.27924661517673,113.27924661517673
A019200,삼각김밥,A,0.4,110.61446183564887,110.61446183564887
A021010,커피,A,2.6,125.04465331329793,125.04465331329793
A021020,차,A,0.9,120.70402706135587,120.70402706135587
A022010,주스,A,1.4,128.4408082727744,128.4408082727744
A022020,두유,A,0.8,125.50755472704365,125.50755472704365
A022030,생수,A,1.3,111.12129136336584,111.12129136336584
A022040,기능성음료,A,0.5,111.80383694321753,111.80383694321753
A022050,탄산음료,A,1.6,114.23419765201204,114.23419765201204
A022060,기타음료,A,0.6,119.56954348371357,119.56954348371357
B011010,소주,A,1.7,108.45295772548064,108.45295772548064
B011020,과실주,A,0.8,103.07478664894762,103.07478664894762
B011030,맥주,A,3.0,112.40452346574347,112.40452346574347
B011040,막걸리,A,0.5,122.94566001540139,122.94566001540139
B011050,양주,A,0.4,116.53745418477439,116.53745418477439
B011060,약주,A,0.1,104.87309461328812,104.87309461328812
C011010,남자외의,A,4.4,117.24,117.24
C011020,남자상의,A,1.5,110.74642167142397,110.74642167142397
C011030,남자하의,A,1.3,121.49063935746803,121.49063935746803
C011040,남자내의,A,0.7,108.54309098700212,108.54309098700212
C012010,여자외의,A,6.2,108.29557164172635,108.29557164172635
C012020,원피스,A,1.8,125.1,125.1
C012030,여자상의,A,1.5,113.61345940726481,113.61345940726481
C012040,여자하의,A,2.4,114.0251207962978,114.0251207962978
C012050,여자내의,A,1.8,107.44423447192375,107.44423447192375
C013010,점퍼,A,3.3,111.06464212354928,111.06464212354928
C013020,티셔츠,A,4.6,124.08040884521398,124.08040884521398
C013030,스웨터,A,0.6,118.79069332657706,118.79069332657706
C013040,청바지,A,1.6,118.43440042392889,118.43440042392889
C013050,운동복,A,2.3,105.04,105.04
C013060,등산복,A,0.5,103.46381743066718,103.46381743066718
C014010,유아동복,A,4.6,118.25132974578538,118.25132974578538
C015010,양말,A,0.9,104.24600369088554,104.24600369088554
C015020,모자,A,0.6,113.34551773832679,113.34551773832679
