품목코드,품목명,Tier,가중치,pred,보정치,pred_corr
A011010,쌀,A,4.2,116.30964035841303,0.0,116.30964035841303
A011020,현미,A,0.4,128.2873492316764,0.0,128.2873492316764
A011030,찹쌀,A,0.5,133.60600001982453,0.0,133.60600001982453
A011040,보리쌀,A,0.2,197.36748717618588,1.6048182058233447,196.40459625269187
A011050,콩,A,0.5,103.95256129604235,0.3826030260636936,103.72299948040413
A011060,땅콩,A,0.1,121.05686989574139,0.0,121.05686989574139
A011070,혼식곡,A,0.4,120.30015057338485,0.0,120.30015057338485
A011080,밀가루,A,0.1,131.94822645554882,0.0,131.94822645554882
A011090,국수,A,0.7,155.43301837123605,0.0,155.43301837123605
A011100,라면,A,2.4,126.67915792084555,0.0,126.67915792084555
A011110,당면,A,0.2,132.96078366622132,0.0,132.96078366622132
A011120,두부,A,1.2,108.40871713000256,0.0,108.40871713000256
A011130,시리얼,A,0.4,118.37476442597202,0.0,118.37476442597202
A011140,부침가루,A,0.6,137.45230294184037,0.0,137.45230294184037
A011150,케이크,A,1.6,132.16,0.3219833005943542,131.9668100196434
A011160,빵,A,6.8,138.53,0.4251893606146524,138.2748863836312
A011170,떡,A,1.9,129.35254273364157,0.0,129.35254273364157
A011180,파스타면,A,0.1,132.12005309906894,0.0,132.12005309906894
A012010,국산쇠고기,A,8.6,110.77783061197117,0.0,110.77783061197117
A012020,수입쇠고기,A,3.1,144.4562196321415,0.0,144.4562196321415
A012030,돼지고기,A,9.8,127.37454136907839,1.95607125959643,126.20089861332053
A012040,닭고기,A,1.5,135.2139535150441,0.0,135.2139535150441
A012050,소시지,A,2.0,119.75741911687787,0.0,119.75741911687787
A012060,햄및베이컨,A,2.7,121.29655472885518,0.0,121.29655472885518
A012070,기타육류가공품,A,0.9,139.78608327266073,0.0,139.78608327266073
A013110,마른멸치,A,0.5,112.10717895243941,0.0,112.10717895243941
A013120,마른오징어,A,0.2,127.47066987771913,0.0,127.47066987771913
A013140,오징어채,A,0.2,145.67124099465283,0.0,145.67124099465283
