품목코드,품목명,Tier,가중치,pred,pred_corr
C012030,여자상의,A,1.5,114.44157665955152,114.44157665955152
C012040,여자하의,A,2.4,119.09303169575315,119.09303169575315
C012050,여자내의,A,1.8,108.1719765978958,108.1719765978958
C013010,점퍼,A,3.3,113.16953591028671,113.16953591028671
C013020,티셔츠,A,4.6,124.0452088688033,124.0452088688033
C013030,스웨터,A,0.6,119.69215263749993,119.69215263749993
C013040,청바지,A,1.6,118.39343860389053,118.39343860389053
C013050,운동복,A,2.3,105.04,105.04
C013060,등산복,A,0.5,103.46350357939912,103.46350357939912
C014010,유아동복,A,4.6,117.25682701973882,117.25682701973882
C015010,양말,A,0.9,104.21290173364953,104.21290173364953
C015020,모자,A,0.6,113.34443284636384,113.34443284636384
C015030,장갑,A,0.2,148.33010019788634,148.33010019788634
C016010,의복수선료,A,0.2,120.49776042022515,120.49776042022515
C016020,세탁료,A,1.1,129.05483875774013,129.05483875774013
C021010,아동화,A,0.9,115.91919590030017,115.91919590030017
C021020,구두,A,2.0,113.86,113.86
C021030,운동화,A,4.4,107.8,107.8
C021040,실내화,A,0.2,125.92677301548794,125.92677301548794
D011010,전세,A,54.2,104.68586425806203,104.68586425806203
D011020,월세,A,44.9,103.80933758483135,103.80933758483135
D031010,주택수선재료,A,3.4,119.802839112111,119.802839112111
D031020,설비수리비,A,5.9,120.01638700998195,120.01638700998195
D041010,상수도료,A,4.5,112.56802096305843,112.56802096305843
D042010,공동주택관리비,A,21.8,123.29836809296036,123.29836809296036
E011010,장롱,A,1.3,120.96,120.96
E011020,침대,A,2.7,125.3,125.3
E011030,거실장,A,0.4,122.59146907294699,122.59146907294699
E011040,소파,A,1.3,120.63695053287894,120.63695053287894
E011050,책상,A,0.4,114.43877814713898,114.43877814713898
E011060,의자,A,0.4,114.15852732714339,114.15852732714339
E011070,식탁,A,0.9,122.71476020143484,122.71476020143484
E011080,싱크대,A,1.3,148.5905720644793,148.5905720644793
E021010,침구,A,2.6,111.15,111.15
E021020,커튼,A,0.4,106.93386113185831,106.93386113185831
E031010,전기밥솥,A,0.5,104.6866487875132,104.6866487875132
E031020,가스레인지,A,0.4,94.88697581301231,94.88697581301231
E031030,전자레인지,A,0.1,97.12109160304416,97.12109160304416
E031040,전기레인지,A,0.2,107.71521380711219,107.71521380711219
E031050,냉장고,A,2.4,97.68724131617992,97.68724131617992
E031060,김치냉장고,A,1.1,104.47564136565825,104.47564136565825
E031070,에어컨,A,1.5,106.26952327039353,106.26952327039353
E031080,선풍기,A,0.4,93.35693652997512,93.35693652997512
E031090,공기청정기,A,0.6,94.25224357359376,94.25224357359376
E031100,세탁기,A,1.0,94.97736738822239,94.97736738822239
E031110,의류건조기,A,1.1,101.52980896982693,101.52980896982693
E031120,식기세척기,A,0.2,100.10702541494312,100.10702541494312
E031130,청소기,A,1.1,99.13341096571271,99.13341096571271
E031140,소형주방가전,A,0.8,107.32531036309969,107.32531036309969
E031150,보온매트,A,0.4,109.1256396287249,109.1256396287249
E032010,가전제품수리비,A,2.4,127.28385795232097,127.28385795232097
E032020,가전제품렌탈비,A,2.5,94.82695417010578,94.82695417010578
E041010,식기,A,0.8,122.88019180970706,122.88019180970706
E041020,컵,A,0.5,101.48719840003376,101.48719840003376
E041030,솥,A,0.2,119.45831371904511,119.45831371904511
E041040,프라이팬,A,0.6,118.20355318457413,118.20355318457413
E041050,냄비,A,0.5,117.75632113803636,117.75632113803636
E041060,수저,A,0.3,110.00930167358506,110.00930167358506
E041070,밀폐용기,A,0.7,124.35281236128611,124.35281236128611
E041080,부엌용용구,A,0.4,116.10976432902689,116.10976432902689
E051010,보일러,A,1.5,120.76029584497442,120.76029584497442
E051020,건전지,A,0.3,132.09513357850955,132.09513357850955
E051030,소형가사용품,A,1.3,109.64499078803819,109.64499078803819
E061010,세탁세제,A,1.7,130.94086837452758,130.94086837452758
E061020,섬유유연제,A,0.1,144.7793398496276,144.7793398496276
E061030,전구,A,0.2,105.17078811142677,105.17078811142677
E061040,부엌용세제,A,0.6,119.0844804782385,119.0844804782385
E061050,청소용세제,A,0.2,128.07839129469284,128.07839129469284
E061060,살충제,A,0.3,131.24841228131226,131.24841228131226
E061070,가정용비닐용품,A,0.6,134.13421436999036,134.13421436999036
E061080,키친타월,A,1.0,134.4812348927099,134.4812348927099
E061090,방향제,A,0.3,130.4872011405222,130.4872011405222
E061100,습기제거제,A,0.1,147.97224225189333,147.97224225189333
E062010,가사도우미료,A,2.4,117.77843457666239,117.77843457666239
E062020,간병도우미료,A,2.6,134.62827001449756,134.62827001449756
F011010,감기약,A,0.4,127.14805890464454,127.14805890464454
F011020,진통제,A,0.4,119.64205365967632,119.64205365967632
F011030,소화제,A,0.3,120.6058472459488,120.6058472459488
F011040,위장약,A,0.2,109.65667562498258,109.65667562498258
F011050,진해거담제,A,0.2,111.2633329950555,111.2633329950555
F011060,소염진통제,A,0.6,114.76607918747627,114.76607918747627
F011070,피부질환제,A,0.3,112.22164411090054,112.22164411090054
F011080,치과구강용약,A,0.3,112.19400122895343,112.19400122895343
F011090,조제약,A,5.8,94.21007216833688,94.21007216833688
F011100,한방약,A,2.7,130.5663949302506,130.5663949302506
F011110,인삼,A,0.3,95.46794215562734,95.46794215562734
F011120,홍삼,A,1.1,106.56739309947757,106.56739309947757
F011130,비타민제,A,1.2,112.4936528096422,112.4936528096422
F011140,건강기능식품,A,6.5,104.02795847000087,104.02795847000087
F011150,유산균,A,1.2,97.01,97.01
F011160,병원약품,A,3.5,94.13641206203891,94.13641206203891
F012010,종이기저귀,A,1.4,114.52216458144775,114.52216458144775
F012020,생리대,A,1.0,122.43348899426925,122.43348899426925
F012030,마스크,A,1.6,70.36850150859232,70.36850150859232
F012040,반창고,A,0.1,101.75704585849626,101.75704585849626
F012050,안경,A,1.0,101.54307879181432,101.54307879181432
F012060,콘택트렌즈,A,1.4,98.8279955853444,98.8279955853444
F012070,의료측정기,A,0.2,98.88765960168162,98.88765960168162
F012080,보청기,A,0.6,101.98311018457203,101.98311018457203
F012090,건강기기렌탈비,A,1.5,106.56073634655426,106.56073634655426
F012100,치료재료,A,1.5,104.31126681087923,104.31126681087923
F021020,건강검진비,A,1.2,105.94560600668909,105.94560600668909
F022020,치과보철료,A,6.8,102.46613740763736,102.46613740763736
F031020,병원검사료,A,1.1,61.36,61.36
G011010,소형승용차,A,1.0,105.02394177059419,105.02394177059419
G011020,중형승용차,A,1.0,105.56889656158091,105.56889656158091
G011030,대형승용차,A,3.2,111.7036080501368,111.7036080501368
G011040,경승용차,A,0.6,105.26692200829706,105.26692200829706
G011050,다목적승용차,A,7.7,112.20332041870634,112.20332041870634
G011060,수입승용차,A,9.3,108.14869776341587,108.14869776341587
G011070,전기동력차,A,5.1,104.3671874360515,104.3671874360515
G011080,자전거,A,0.5,132.14052442835944,132.14052442835944
G022010,자동차용품,A,0.9,112.64095134268547,112.64095134268547
G022020,블랙박스,A,0.2,102.73317977669174,102.73317977669174
G022030,자동차타이어,A,0.9,120.11924159023968,120.11924159023968
G022040,자동차수리비,A,6.3,115.05298055308444,115.05298055308444
G022050,엔진오일교체료,A,1.0,131.89972362952707,131.89972362952707
G022060,세차료,A,0.5,132.1095650630601,132.1095650630601
G023010,자동차학원비,A,0.5,113.81414545332095,113.81414545332095
G023020,주차료,A,1.2,109.45329907207183,109.45329907207183
G023040,승용차임차료,B,3.2,82.53337183645782,82.53337183645782
G023050,대리운전이용료,A,0.4,133.97258915898126,133.97258915898126
G023060,자동차검사료,A,0.3,100.0,100.0
G033010,국내항공료,B,1.0,105.19797803037585,105.19797803037585
G033030,여객선료,A,0.2,112.67829957076633,112.67829957076633
G034010,이삿짐운송료,A,1.0,126.68859732563428,126.68859732563428
G034020,택배이용료,A,1.9,114.5350145141839,114.5350145141839
H021010,휴대전화기,A,10.4,99.34550210117122,99.34550210117122
H031040,휴대전화기수리비,A,0.4,106.47726342869085,106.47726342869085
I011010,TV,A,1.9,88.06292291687126,88.06292291687126
I011020,영상음향기기,A,0.9,97.38102136559588,97.38102136559588
I012010,컴퓨터,A,3.0,88.22342124996453,88.22342124996453
I012020,컴퓨터수리비,A,0.1,165.42763736900324,165.42763736900324
I012030,휴대용멀티미디어기기,A,1.2,117.17947151265433,117.17947151265433
I012040,컴퓨터소모품,A,0.7,117.61613405464993,117.61613405464993
I012050,저장장치,A,0.1,131.45488892045572,131.45488892045572
I021010,악기,A,0.3,104.59259886760344,104.59259886760344
I021020,헬스기구,A,1.1,107.69300292460704,107.69300292460704
I031010,장난감,A,2.9,100.42798852303329,100.42798852303329
I031020,레저용품,A,1.6,108.71,108.71
I031030,운동용품,A,2.1,97.83438082894254,97.83438082894254
I031040,화초,A,0.7,139.6899999296665,139.6899999296665
I031050,원예용품,A,0.4,116.23089662260197,116.23089662260197
I031060,반려동물용품,A,3.3,117.86535784272728,117.86535784272728
I031070,반려동물관리비,A,2.6,111.37176894469644,111.37176894469644
I041010,수영장이용료,A,0.2,110.91029117733957,110.91029117733957
I041020,볼링장이용료,A,0.2,107.61817884482184,107.61817884482184
I041030,헬스클럽이용료,A,1.5,107.53115780288638,107.53115780288638
I041040,골프연습장이용료,A,2.3,104.78736509672724,104.78736509672724
I041050,골프장이용료,A,3.0,118.84020700024168,118.84020700024168
I041060,당구장이용료,A,0.5,107.15886063337301,107.15886063337301
I041070,노래방이용료,A,0.5,121.03405843005828,121.03405843005828
I041080,PC방이용료,A,0.3,114.29135035888376,114.29135035888376
I041090,놀이시설이용료,A,2.3,114.82213105515066,114.82213105515066
I041100,운동경기관람료,A,0.2,122.58322572436987,122.58322572436987
I042010,영화관람료,A,1.0,128.81,128.81
I042020,공연예술관람료,A,0.7,108.6441192231913,108.6441192231913
I042030,관람시설이용료,A,0.6,109.87087035601168,109.87087035601168
I042040,독서실비,A,0.8,100.21526845414496,100.21526845414496
I042050,문화강습료,A,0.9,113.5748321426051,113.5748321426051
I042060,온라인콘텐츠이용료,A,8.0,110.33,110.33
I042080,사진서비스료,A,1.7,118.72521694896686,118.72521694896686
I051010,유아용학습교재,A,0.3,112.44014518640091,112.44014518640091
I051020,초등학교학습서,A,0.6,109.22942738397103,109.22942738397103
I051030,중학교학습서,A,0.6,102.75549352083836,102.75549352083836
I051040,고등학교학습서,A,0.6,130.79120314416252,130.79120314416252
I051050,대학교재,A,0.2,101.31735783276719,101.31735783276719
I051060,서적,A,1.5,108.29363306940976,108.29363306940976
I052010,신문,A,0.4,120.45400038752028,120.45400038752028
I053010,종이문구,A,0.5,119.16817986904468,119.16817986904468
I053020,기타문구,A,0.1,126.7304163946143,126.7304163946143
I053030,필기구,A,0.4,115.48838416556997,115.48838416556997
I053040,회화용구,A,0.2,116.48923815074416,116.48923815074416
I061010,국내단체여행비,A,2.0,118.75302582106414,118.75302582106414
I061020,해외단체여행비,A,5.5,106.28823620586776,106.28823620586776
J041010,초등학생학원비,A,7.6,108.83384122600984,108.83384122600984
J041020,중학생학원비,A,13.8,108.35199721496252,108.35199721496252
J041030,고등학생학원비,A,13.8,106.86089597837478,106.86089597837478
J041040,음악학원비,A,3.0,115.05778087315457,115.05778087315457
J041050,미술학원비,A,2.6,116.72192810681675,116.72192810681675
J041060,운동학원비,A,5.7,117.24436348609177,117.24436348609177
J041070,전산학원비,A,0.5,111.47167814344098,111.47167814344098
J041080,가정학습지,A,3.5,117.84,117.84
J041090,이러닝이용료,A,0.7,98.58079038343833,98.58079038343833
J041100,학교보충교육비,A,1.4,104.21357799553631,104.21357799553631
J041110,기타학원비,A,0.2,107.2273664947691,107.2273664947691
J042010,취업학원비,A,2.0,107.63314575312924,107.63314575312924
J042020,외국어학원비,A,0.5,111.93873833892272,111.93873833892272
J042030,운동강습료,A,3.7,107.70133815789103,107.70133815789103
K011010,김치찌개백반,A,4.8,123.90378337380481,123.90378337380481
K011020,된장찌개백반,A,4.3,122.8282714888833,122.8282714888833
K011030,비빔밥,A,2.4,125.9649674601544,125.9649674601544
K011040,설렁탕,A,2.0,125.81793083504567,125.81793083504567
K011050,갈비탕,A,2.2,129.11367543183454,129.11367543183454
K011060,삼계탕,A,2.2,120.29227460293626,120.29227460293626
K011070,해물찜,A,4.1,113.7379464002657,113.7379464002657
K011080,해장국,A,5.0,126.4338059791923,126.4338059791923
K011090,불고기,A,1.1,119.98046924594824,119.98046924594824
K011100,쇠고기(외식),A,8.3,119.5686334965364,119.5686334965364
K011110,돼지갈비(외식),A,6.1,122.32901458392969,122.32901458392969
K011120,삼겹살(외식),A,7.2,121.21442954225736,121.21442954225736
K011130,오리고기(외식),A,1.5,121.99348660515399,121.99348660515399
K011140,냉면,A,2.4,125.06656623500459,125.06656623500459
K011150,칼국수,A,2.7,127.05848420020502,127.05848420020502
K011160,죽(외식),A,1.7,118.48,118.48
K011170,생선초밥,A,2.7,115.95452174038927,115.95452174038927
K011180,생선회(외식),A,10.3,130.42206418589367,130.42206418589367
K011190,자장면,A,2.2,128.56747283521935,128.56747283521935
K011200,짬뽕,A,2.4,124.9726118386658,124.9726118386658
K011210,탕수육,A,2.1,119.30223031892825,119.30223031892825
K011220,볶음밥,A,0.9,124.46757341553341,124.46757341553341
K011230,돈가스,A,2.2,125.18006889931814,125.18006889931814
K011240,스테이크,A,1.5,117.02309461624081,117.02309461624081
K011250,스파게티,A,1.5,116.05800839714804,116.05800839714804
K011260,라면(외식),A,0.7,128.78734007876048,128.78734007876048
K011270,김밥,A,3.4,135.24620979921028,135.24620979921028
K011280,떡볶이,A,3.1,131.9531439600445,131.9531439600445
K011290,치킨,A,8.6,126.54601399180895,126.54601399180895
K011300,햄버거,A,4.3,133.91211901053182,133.91211901053182
K011310,피자,A,4.1,118.52065871322633,118.52065871322633
K011320,쌀국수,A,0.6,122.3150952231788,122.3150952231788
K011330,커피(외식),A,8.8,106.78,106.78
K011340,기타음료(외식),A,0.5,105.71150173611217,105.71150173611217
K011350,소주(외식),A,2.5,114.92,114.92
K011360,맥주(외식),A,4.8,117.4,117.4
K011370,막걸리(외식),A,0.3,119.75189896488911,119.75189896488911
K011380,구내식당식사비,A,11.9,122.09875278402077,122.09875278402077
K011390,도시락,A,0.6,133.7714897943932,133.7714897943932
K021010,호텔숙박료,A,2.1,126.86419172420142,126.86419172420142
K021020,여관숙박료,A,1.5,108.20839719898306,108.20839719898306
K021030,콘도이용료,B,0.8,125.48402611827052,125.48402611827052
K021040,학교기숙사비,A,0.9,110.90544788145641,110.90544788145641
K021050,휴양시설이용료,A,1.4,112.57307373002489,112.57307373002489
L011010,목욕료,A,0.6,132.32770399620895,132.32770399620895
L011020,찜질방이용료,A,0.6,129.6553000438607,129.6553000438607
L011030,이발료,A,0.3,115.30470981701018,115.30470981701018
L011040,미용료,A,7.3,115.78911664159568,115.78911664159568
L011050,뷰티미용료,A,2.2,117.1929289134548,117.1929289134548
L012010,면도기,A,0.4,119.6549070944211,119.6549070944211
L012020,헤어드라이어,A,0.7,130.8188127543731,130.8188127543731
L012030,칫솔,A,0.4,103.30725117974623,103.30725117974623
L012040,치약,A,0.5,106.57853394760724,106.57853394760724
L012050,비누,A,0.3,131.87941858498027,131.87941858498027
L012060,샴푸,A,1.0,145.14923055931052,145.14923055931052
L012070,바디워시,A,0.5,107.7759704393613,107.7759704393613
L012080,화장지,A,1.3,120.15599171834451,120.15599171834451
L012090,기초화장품,A,4.5,103.48309259895693,103.48309259895693
L012100,기능성화장품,A,3.7,130.1823570642758,130.1823570642758
L012110,색조화장품,A,0.7,108.55745205827021,108.55745205827021
L012120,모발염색약,A,0.7,128.1059558954928,128.1059558954928
L012130,구강세정제,A,0.2,116.98644355507135,116.98644355507135
L021010,손목시계,A,0.6,123.00088432707112,123.00088432707112
L021020,장신구,A,1.0,112.60765629698375,112.60765629698375
L021030,가방,A,2.7,108.07,108.07
L021040,핸드백,A,1.4,112.80643649040682,112.80643649040682
L021050,우산,A,0.2,106.31621953911863,106.31621953911863
L021060,유모차,A,0.2,106.13267376947978,106.13267376947978
L021070,선글라스,A,0.4,99.99722166494209,99.99722166494209
L021080,지갑,A,0.5,122.68635502060229,122.68635502060229
L031010,산후조리원이용료,A,0.7,117.38804103784265,117.38804103784265
L031040,보험서비스료,A,8.6,163.55,163.55
L031050,자동차보험료,A,3.7,94.45,94.45
L031060,금융수수료,A,0.2,99.99853923361012,99.99853923361012
L031090,대입전형료,A,0.1,94.01560742542763,94.01560742542763
L031100,시험응시료,A,0.4,116.30175143679995,116.30175143679995
L031110,장례비,A,2.6,108.61986763967471,108.61986763967471
A013010,갈치,B,1.1,101.37563712761668,101.37563712761668
A013020,명태,B,0.7,109.0793495744638,109.0793495744638
A013030,조기,B,0.9,108.14515435180492,108.14515435180492
A013040,고등어,B,2.0,118.74643297338838,118.74643297338838
A013050,오징어,B,1.0,122.60050103047509,122.60050103047509
A013060,게,B,0.9,94.37163880125117,94.37163880125117
A013070,굴,B,0.4,136.78971926376968,136.78971926376968
A013080,조개,B,0.6,118.49830260543868,118.49830260543868
A013090,전복,B,0.5,93.85244351463308,93.85244351463308
A013100,새우,B,0.7,113.42582325765301,113.42582325765301
A013130,낙지,B,0.5,113.72013601726154,113.72013601726154
A016010,사과,B,2.3,129.0042249951019,129.0042249951019
A016020,배,B,0.7,132.89829253772473,132.89829253772473
A016030,복숭아,B,1.0,129.35656139831733,129.35656139831733
A016040,포도,B,1.4,127.7994447409246,127.7994447409246
A016050,밤,B,0.2,117.26200824645679,117.26200824645679
A016060,감,B,0.5,119.68388454352838,119.68388454352838
A016070,귤,B,1.8,147.33436357131185,147.33436357131185
A016080,오렌지,B,0.4,99.61602565111602,99.61602565111602
A016090,참외,B,1.0,87.85636592788724,87.85636592788724
A016100,수박,B,1.0,133.0729499969622,133.0729499969622
A016110,딸기,B,1.5,157.8108920333928,157.8108920333928
A016120,바나나,B,0.8,110.0707985063238,110.0707985063238
A016130,키위,B,0.4,120.5489502406551,120.5489502406551
A016140,블루베리,B,0.4,135.16949222612243,135.16949222612243
A016150,망고,B,0.4,114.41223903311298,114.41223903311298
A016160,체리,B,0.3,117.47279514374168,117.47279514374168
A016170,아보카도,B,0.1,103.1120130594499,103.1120130594499
A016180,파인애플,B,0.2,124.05061083092714,124.05061083092714
A017010,배추,B,1.3,94.17043714578799,94.17043714578799
A017020,상추,B,0.6,117.88231771082549,117.88231771082549
A017030,시금치,B,0.3,107.72964338141897,107.72964338141897
A017040,양배추,B,0.2,108.74166583730127,108.74166583730127
A017050,미나리,B,0.2,165.85484426932163,165.85484426932163
A017060,깻잎,B,0.2,124.73630855718662,124.73630855718662
A017070,부추,B,0.2,151.30569280796192,151.30569280796192
A017080,무,B,0.6,136.3143872676852,136.3143872676852
A017090,열무,B,0.2,136.7765820069068,136.7765820069068
A017100,당근,B,0.3,152.23856315288614,152.23856315288614
A017110,감자,B,0.6,107.04388911462229,107.04388911462229
A017120,고구마,B,1.0,93.49228794644235,93.49228794644235
A017130,도라지,B,0.1,125.56966394495763,125.56966394495763
A017140,콩나물,B,0.5,110.20428913893686,110.20428913893686
A017150,버섯,B,0.9,109.55637192216545,109.55637192216545
A017160,오이,B,0.6,182.75311332184543,182.75311332184543
A017170,풋고추,B,0.6,148.20395202002126,148.20395202002126
A017180,호박,B,0.5,132.05601600018161,132.05601600018161
A017190,가지,B,0.2,133.62222921495956,133.62222921495956
A017200,토마토,B,1.3,162.80617450404355,162.80617450404355
A017210,파,B,0.9,123.34020911673278,123.34020911673278
A017220,양파,B,0.7,100.17606545711371,100.17606545711371
A017230,마늘,B,1.3,126.81675213315371,126.81675213315371
A017240,브로콜리,B,0.2,142.9169674374191,142.9169674374191
A017260,파프리카,B,0.6,124.68269707681014,124.68269707681014
A019030,생강,B,0.1,83.41521666873342,83.41521666873342
B021010,담배,C,9.3,100.0,100.0
D041020,하수도료,C,3.1,116.29581741678004,116.29581741678004
D042020,쓰레기봉투료,C,0.7,105.34250284273786,105.34250284273786
D042030,정화조청소료,C,0.5,111.13788382504751,111.13788382504751
F021010,외래진료비,C,20.5,108.22210755326812,108.22210755326812
F021030,한방진료비,C,1.0,113.01926965317783,113.01926965317783
F021040,약국조제료,C,1.8,112.81014522823996,112.81014522823996
F022010,치과진료비,C,6.1,109.37353885906406,109.37353885906406
F031010,입원진료비,C,10.2,106.70819721431239,106.70819721431239
G023030,도로통행료,C,1.7,97.28852862816046,97.28852862816046
G031010,열차료,C,1.7,100.0,100.0
G031020,도시철도료,C,2.2,112.23,112.23
G032010,시내버스료,C,6.8,112.5,112.5
G032020,시외버스료,C,1.0,110.18,110.18
G032030,택시료,C,3.2,122.21,122.21
G033020,국제항공료,C,2.9,118.31550434321998,118.31550434321998
H011010,우편료,C,0.1,110.05459328759004,110.05459328759004
H031010,유선전화료,C,0.4,100.23999200772843,100.23999200772843
H031020,휴대전화료,C,29.8,101.89302483971899,101.89302483971899
H031030,인터넷이용료,C,5.5,100.62,100.62
I042070,방송수신료,C,2.4,100.93575217866608,100.93575217866608
J011010,유치원납입금,C,1.8,64.95801155981187,64.95801155981187
J031010,전문대학납입금,C,1.1,101.53847699396454,101.53847699396454
J031020,국공립대학교납입금,C,1.4,100.54638278378657,100.54638278378657
J031030,사립대학교납입금,C,8.6,99.66159279896449,99.66159279896449
J031040,국공립대학원납입금,C,0.4,104.2260790295601,104.2260790295601
J031050,사립대학원납입금,C,1.6,103.10725811831941,103.10725811831941
L031020,보육시설이용료,C,0.7,88.8637100213661,88.8637100213661
L031030,요양시설이용료,C,0.9,112.84288738015505,112.84288738015505
L031070,부동산중개수수료,C,0.8,92.24941692606744,92.24941692606744
L031080,행정수수료,C,1.1,98.67,98.67
D051010,전기료,D,16.1,142.78636637880595,142.78636637880595
D052010,도시가스,D,11.5,145.66,145.66
D052020,취사용LPG,D,0.9,135.79515139777533,135.79515139777533
D053010,등유,D,2.4,151.7075705242096,151.7075705242096
D053020,지역난방비,D,1.6,162.99,162.99
