품목코드,품목명,Tier,가중치,모델,pred_2025-08,actual_2025-08,raw_pred_2025-08,pred_2025-09,actual_2025-09,raw_pred_2025-09,pred_2025-10,actual_2025-10,raw_pred_2025-10,pred_2025-11,actual_2025-11,raw_pred_2025-11,pred_2025-12,actual_2025-12,raw_pred_2025-12,pred_2026-01,actual_2026-01,raw_pred_2026-01,pred_2026-02,actual_2026-02,raw_pred_2026-02,pred_2026-03,actual_2026-03,raw_pred_2026-03,pred_2026-04,actual_2026-04,raw_pred_2026-04,pred_2026-05,actual_2026-05,raw_pred_2026-05,pred_2026-06,actual_2026-06,raw_pred_2026-06,pred_2026-07,actual_2026-07,raw_pred_2026-07
C021020,구두,A,2.0,비계절ETS,114.2433723788397,113.25,114.77577798890948,114.06524682044022,113.25,114.66655801192192,113.91362506225225,113.25,114.56993791059637,113.78554747853931,113.25,114.4850221407353,113.67429460983693,113.25,114.40698604339045,113.5820593707853,113.25,114.33913937271493,113.50482877786652,113.81,114.27917092469336,113.65627635559576,113.81,114.324957796001,113.78233064767826,113.81,114.3608520664914,113.88640468790479,113.81,114.38801752230742,113.97393240255565,113.81,114.4098447751155,114.04664866835468,113.81,114.42684691408704
C021030,운동화,A,4.4,비계절ETS,111.8145434855799,111.42,111.41999906228877,111.41999992513,111.42,111.41999992513,111.41999999402194,111.42,111.41999999402194,111.41999999952267,111.42,111.41999999952267,111.4199999999619,111.42,111.4199999999619,111.41999999999696,111.42,111.41999999999696,111.41999999999976,111.42,111.41999999999976,111.42,111.42,111.42,111.42,111.42,111.42,111.42,115.05,111.42,114.76015563455812,115.05,114.76015563455812,115.0284979017194,115.05,115.0284979017194
C021040,실내화,A,0.2,비계절ETS,127.608145014685,127.6,127.608145014685,127.75141448492622,127.54,127.75141448492622,127.68703929899108,127.58,127.68703929899108,127.6718873312836,127.63,127.6718873312836,127.63659348370359,127.69,127.69175069758565,127.73686299180734,127.69,127.73686299180734,127.69297889689174,127.86,127.73468887881964,127.88353486653868,127.89,127.88353486653868,127.93920040411314,127.34,127.93920040411314,127.41804186299927,127.57,127.41804186299927,127.49810097590078,127.9,127.49810097590078,127.8475372230189,127.97,127.8475372230189
D011010,전세,A,54.2,비계절ETS,105.13634627008337,105.14,105.13634627008337,105.2265274663076,105.17,105.2265274663076,105.22976592682215,105.21,105.22976592682215,105.25990558275284,105.32,105.25990558275284,105.39587608583147,105.4,105.39587608583147,105.47643233425218,105.47,105.47643233425218,105.54226836206472,105.53,105.54226836206472,105.59557034318368,105.62,105.59557034318368,105.69535434389384,105.73,105.69535434389384,105.81954293129516,105.83,105.81954293129516,105.92271070352793,105.94,105.92271070352793,106.038883254941,106.17,106.038883254941
D011020,월세,A,44.9,비계절ETS,104.64824639064348,104.64,104.64824639064348,104.72386008829191,104.71,104.72386008829191,104.7879084569779,104.79,104.7879084569779,104.86688725626486,104.89,104.86688725626486,104.97263860597168,105.0,104.97263860597168,105.08995356199082,105.07,105.08995356199082,105.1526108817307,105.15,105.1526108817307,105.23000507494672,105.28,105.23000507494672,105.37391858788764,105.42,105.37391858788764,105.52733521974218,105.54,105.52733521974218,105.65006943156033,105.64,105.65006943156033,105.7452071160157,105.82,105.7452071160157
D031010,주택수선재료,A,3.4,비계절ETS,119.9111987679327,119.63,119.9111987679327,119.6512458939212,119.63,119.6512458939212,119.64208276639266,119.95,119.64208276639266,120.04639947850828,120.32,120.04639947850828,120.4789457124236,120.52,120.4789457124236,120.66624300044988,120.65,120.66624300044988,120.76926638249124,120.85,120.76926638249124,120.97382723476156,121.1,120.97382723476156,121.32190101685828,124.5,121.240577474361,125.92497570966377,125.85,125.54850163796333,127.23747872386807,126.17,126.85821486811312,126.81142088811858,127.28,126.81142088811858
D031020,설비수리비,A,5.9,비계절ETS,123.0837511586682,123.01,123.0837511586682,123.31615557203897,123.24,123.31615557203897,123.5384679486672,123.53,123.5384679486672,123.82629438994388,123.65,123.82629438994388,123.93068219437627,123.72,123.93068219437627,123.94467100019959,123.96,123.98236570405834,124.16246668747816,124.09,124.21923838425344,124.27507532641168,124.44,124.3373957457455,124.65011863196983,125.11,124.6945630686743,125.3963953863739,125.45,125.3963953863739,125.73922417882942,125.93,125.73922417882942,126.23307410294176,126.27,126.23307410294176
D041010,상수도료,A,4.5,비계절ETS,116.97904042358644,116.55,116.97904042358644,116.69323727318182,116.51,116.69323727318182,116.64624459202362,116.76,116.64624459202362,116.8979522726939,117.01,116.8979522726939,117.14957475555777,117.38,117.14957475555777,117.52449827338909,117.89,117.52449827338909,118.04340272935656,118.54,118.04340272935656,118.82019898491058,118.55,118.70668997453085,118.82622020237577,118.55,118.71005646213094,118.7036459363648,118.87,118.7036459363648,119.02670734809293,118.87,119.02670734809293,119.02062984711252,119.5,119.02062984711252
D042010,공동주택관리비,A,21.8,비계절ETS,126.99673411729351,127.72,126.99673411729351,127.84749305251334,126.92,127.84749305251334,127.50427962651368,128.29,127.50427962651368,128.391306464048,127.06,128.391306464048,127.75616597751372,127.81,127.75616597751372,128.10071323103654,128.3,128.10071323103654,128.54937640315313,131.63,128.54937640315313,131.07729841127212,131.33,131.07729841127212,131.91802997312317,130.76,131.6139439844769,131.34959958457526,131.7,131.34959958457526,132.24891583078596,131.06,131.94062558998874,131.64771887322317,130.91,131.64771887322317
E011010,장롱,A,1.3,비계절ETS,124.8483231991336,124.61,124.8483231991336,124.84552309309338,124.61,124.84552309309338,124.83995970439254,124.61,124.83995970439254,124.72325931815163,124.61,124.83404342644128,124.6939944768544,124.61,124.82819169968228,124.68486282278838,124.61,124.82253126526987,124.68122765367188,124.61,124.81708489247318,124.67910187323591,124.61,124.81183528137116,124.6774079551015,127.74,124.80677258206453,127.14025338938512,127.74,127.14025338938512,127.76924625256504,127.74,127.76924625256504,127.93295564476796,127.74,127.93295564476796
E011020,침대,A,2.7,비계절ETS,128.0481637624562,127.77,128.0481637624562,127.8674630366947,127.77,128.0417336700947,127.86228210221901,127.77,128.03559755635018,127.86053976942992,127.77,128.02973209782158,127.85889911220895,127.77,128.02411490531154,127.85730205184855,127.77,128.01872770878308,127.85574645101202,127.77,128.01355342109375,127.85423059594302,127.77,128.0085765318885,127.85275344639484,127.77,128.0037836685197,127.85131324757505,127.77,127.99916208091686,127.84990911634914,133.99,127.99470094800049,134.2082245043627,133.99,134.2082245043627
E011030,거실장,A,0.4,비계절ETS,125.88122451778096,125.94,125.88122451778096,126.16113216012305,125.94,126.16113216012305,126.24410523070858,125.94,126.24410523070858,126.15535566130016,125.94,126.26490105750749,126.12812997810589,125.94,126.26617397361476,126.11721366490191,125.94,126.26164812044638,126.11129563912827,125.94,126.2552141451464,126.06731933630313,125.94,126.2486368050578,126.05208254530805,127.83,126.2421504785562,127.559737386444,127.83,127.559737386444,127.9709907626593,127.83,127.9709907626593,128.0956472597395,127.83,128.0956472597395
E011040,소파,A,1.3,비계절ETS,131.1470074256552,133.29,131.1470074256552,133.08664967793598,133.29,133.08664967793598,133.34873928411474,124.84,133.34873928411474,126.08572014977854,125.82,126.08572014977854,125.93582706708165,133.29,125.93582706708165,132.3364139198988,133.29,132.3364139198988,133.24567583230473,133.29,133.24567583230473,133.36703753479114,133.29,133.36703753479114,133.38328465152796,137.23,133.38328465152796,136.7842557004431,137.23,136.7842557004431,137.25340681134807,137.23,137.25340681134807,137.31676574364442,137.23,137.31676574364442
E011050,책상,A,0.4,비계절ETS,131.27061088571588,129.65,131.27061088571588,130.12787813611266,129.65,130.12787813611266,129.8503230760545,129.65,129.8503230760545,129.5535528228643,129.65,129.78287341431502,129.5080142751144,129.65,129.76612232406006,129.49691432291596,129.65,129.76161604998632,129.49412792230137,129.65,129.7600703109258,129.64435494708275,129.65,129.75924327822818,129.6805691515537,131.12,129.7585939969107,130.87332465179304,131.12,130.87332465179304,131.14241869236324,131.12,131.14241869236324,131.20692080642814,131.12,131.20692080642814
E011060,의자,A,0.4,비계절ETS,112.45468257956836,116.45,112.45468257956836,116.51629290968518,116.49,116.51629290968518,116.5559487764697,116.57,116.5559487764697,116.6356255786372,116.58,116.6356255786372,116.6452714986834,116.46,116.6452714986834,116.5248591515714,116.43,116.5248591515714,116.4944912705248,116.36,116.4944912705248,116.3758586062678,116.36,116.42410752482496,116.37172795483386,116.6,116.423758334905,116.62770653415532,116.51,116.66351787007,116.52753204018421,116.5,116.57313260524217,116.56278531065811,120.19,116.56278531065811
E011070,식탁,A,0.9,비계절ETS,126.42515400207012,126.55,126.42515400207012,126.7326533241776,126.55,126.7326533241776,126.69151209754453,124.26,126.78782377990387,124.56775796803315,124.26,124.90309164845264,124.16213327833512,126.55,124.53720364105372,126.35369610919902,126.55,126.35369610919902,126.69774031584934,126.55,126.69774031584934,126.76015344479566,126.55,126.76015344479566,126.76871519278583,130.42,126.76871519278583,129.93195928058583,130.42,129.93195928058583,130.5506369833249,130.42,130.5506369833249,130.66369436379856,130.42,130.66369436379856
E011080,싱크대,A,1.3,비계절ETS,156.29665112750044,157.27,156.29665112750044,157.65658923756163,154.06,157.65658923756163,156.1735570367992,150.83,156.1735570367992,153.41088165540594,156.82,153.41088165540594,156.151274548525,156.52,156.151274548525,157.01569640612266,157.51,157.01569640612266,157.96086017002796,157.67,157.96086017002796,158.42814959649152,157.37,158.42814959649152,158.41400897873558,157.43,158.41400897873558,158.42182876136684,157.27,158.42182876136684,158.30370816089163,157.43,158.30370816089163,157.94770566125533,157.43,158.33413086861896
E021010,침구,A,2.6,비계절ETS,117.10448851539762,116.88,117.10448851539762,116.97709990634027,116.88,117.09834292808804,116.95519639514097,117.05,117.09243457896362,117.11439861281751,117.05,117.23378539175046,117.13788438296919,117.05,117.25160984904385,117.13986609703645,117.05,117.25002619810154,117.13877307994582,117.05,117.24584182608034,117.13709004564262,117.05,117.2412941228454,117.13526849703678,117.05,117.2367676937153,117.11658863355738,117.05,117.23252114171108,117.11275997265957,117.05,117.22856605580932,117.10561518167046,117.05,117.21911688549676
E021020,커튼,A,0.4,비계절ETS,105.95335748184284,107.28,105.95335748184284,106.5857524403668,107.5,106.5857524403668,107.0172114842681,107.14,107.0172114842681,107.08117399990007,107.01,107.08117399990007,107.05490282018518,107.25,107.05490282018518,107.15235812230166,107.25,107.15235812230166,107.46305677857895,107.36,107.20453241346542,107.42499038346463,107.64,107.28358351151336,107.54174770435745,107.13,107.45612393952082,107.31129121420108,107.19,107.31129121420108,107.26162602441224,107.68,107.26162602441224,107.4626914034393,108.55,107.4626914034393
E031010,전기밥솥,A,0.5,비계절ETS,99.83354136024931,99.25,99.83354136024931,98.69691040301672,99.82,99.29957386452033,99.65024422273228,99.81,99.65024422273228,99.7125163938916,101.0,99.7125163938916,100.67864255080768,102.31,100.67864255080768,101.92507005780077,101.97,101.92507005780077,102.20594163426681,104.28,101.899900479267,104.36225781169792,102.6,103.75985256859988,103.20870365177704,99.72,102.77432627908696,100.26094075478204,100.37,100.26094075478204,100.28552612410712,95.81,100.28552612410712,96.63093384032516,98.5,96.63093384032516
E031020,가스레인지,A,0.4,비계절ETS,108.49979451448966,108.67,108.49979451448966,108.63189369532098,108.96,108.63189369532098,108.87698048779518,108.23,108.87698048779518,108.4243907806097,108.7,108.4243907806097,108.63167024720411,108.54,108.63167024720411,108.57621138821308,109.16,108.57621138821308,109.00391937523254,109.02,109.00391937523254,109.02561283481728,106.38,109.02561283481728,107.14344649214672,106.75,107.14344649214672,106.87081286624311,105.16,106.87081286624311,105.65397362000914,108.47,105.65397362000914,107.67490079010662,104.96,107.67490079010662
E031030,전자레인지,A,0.1,비계절ETS,99.60254045192806,99.54,99.60254045192806,99.55172336178956,99.29,99.55172336178956,99.33906499702412,99.47,99.33906499702412,99.4454502196262,100.24,99.4454502196262,100.09111225496744,99.45,100.09111225496744,99.57060953207602,99.48,99.57060953207602,99.4970568561172,98.98,99.4970568561172,99.07725173001089,99.36,99.07725173001089,99.3067469814452,101.11,99.3067469814452,100.77140099990616,100.79,100.77140099990616,100.78654079675,104.98,100.78654079675,104.20453933517528,107.62,104.20453933517528
E031040,전기레인지,A,0.2,비계절ETS,98.70053796515367,99.43,99.63914585785716,98.86908594055384,101.56,99.46162839957098,101.24178923850056,99.8,101.24178923850056,99.48667149499627,99.69,100.02018267613232,99.47741271155414,98.81,99.7404346938494,98.80499023524501,97.42,98.9519882268113,97.41810847145253,96.65,97.6526253807247,96.48747983623859,97.16,96.80134469779752,96.61792007092222,97.46,97.1057565623038,97.40639577709128,97.44,97.40639577709128,97.43491546777835,99.1,97.43491546777835,98.84816462236788,99.42,98.84816462236788
E031050,냉장고,A,2.4,비계절ETS,103.14487550217378,103.47,103.14487550217378,103.8573305699587,102.05,103.438648420312,102.18616324404428,103.27,102.18616324404428,103.43943687344996,93.49,103.15966531150455,94.71324663814045,100.15,94.71324663814045,99.11564277171368,97.86,99.11564277171368,98.15296082563086,95.49,98.15296082563086,96.10496336046496,97.92,96.10496336046496,97.470218928926,98.5,97.470218928926,98.25194545644752,98.53,98.25194545644752,98.4631141125743,100.26,98.4631141125743,99.82864884834162,99.42,99.82864884834162
E031060,김치냉장고,A,1.1,비계절ETS,102.39624069590832,102.45,102.39624069590832,102.39686981710872,102.83,102.39686981710872,102.78958986303466,102.99,102.7222659648372,102.99870775273786,109.8,102.9074308983331,108.75718665452555,104.87,108.75718665452555,105.44770976713632,109.49,105.44770976713632,108.77289369209434,111.04,108.77289369209434,110.63799317720128,111.04,110.63799317720128,110.94406096399511,111.04,110.94406096399511,110.99436691421054,111.04,110.99436691421054,111.00290552413936,111.04,111.00290552413936,111.69357321713886,111.04,111.00456622101656
E031070,에어컨,A,1.5,비계절ETS,114.41494183746865,114.05,114.41494183746865,114.08279787476977,113.37,114.08279787476977,113.43224037359492,113.37,113.43224037359492,113.38068695458728,113.37,113.38068695458728,113.19497605947173,113.37,113.36970171814556,113.11538186315309,113.37,113.36926198145864,113.36923216705088,113.37,113.36923216705088,113.36923956191524,113.37,113.36923956191524,113.375114736473,118.8,113.375114736473,118.85532219675106,117.82,118.31364590871412,118.35692000674662,120.53,117.86353961412236,121.04280867732292,121.72,120.28281207429634
E031080,선풍기,A,0.4,비계절ETS,83.90578241659519,94.03,83.90578241659519,91.26643370096556,94.0,91.26643370096556,93.32998172791216,94.0,93.32998172791216,93.85943094993446,94.0,93.85943094993446,93.99849687076532,94.0,93.99849687076532,94.03524545991378,94.0,94.03524545991378,94.04482810691292,94.0,94.04482810691292,94.04718411775134,94.0,94.04718411775134,94.04761871316538,87.94,94.04761871316538,89.59637873820094,92.72,89.59637873820094,91.91389500091051,89.9,91.91389500091051,90.48303675794072,90.79,90.48303675794072
E031090,공기청정기,A,0.6,비계절ETS,91.2557505432747,90.69,91.2557505432747,90.80416543875128,91.6,90.80416543875128,91.43436858134064,91.39,91.43436858134064,91.39761335781796,90.79,91.39761335781796,90.9137802501854,90.52,90.9137802501854,90.59959515695212,90.14,90.59959515695212,90.10554555403158,89.58,90.2330728868638,89.57640172890542,88.73,89.71266129609654,88.6155397586984,89.3,88.92964891162404,88.94991745686332,89.41,89.2225546428173,89.37005232175595,93.09,89.37005232175595,92.32785045445594,91.67,92.32785045445594
E031100,세탁기,A,1.0,비계절ETS,97.74358179821115,96.92,97.74358179821115,96.9216651128216,98.17,96.9216651128216,98.15949735869728,98.35,98.15949735869728,98.3466169096398,97.85,98.3466169096398,97.94658083795716,99.28,97.94658083795716,99.29763404229855,99.49,99.29763404229855,99.5971969521024,100.57,99.5971969521024,100.9103751359769,100.43,100.5662942573286,100.43470641275285,100.91,100.43470641275285,101.00414873119384,101.16,101.00414873119384,101.55717995096946,102.23,101.2578360743328,102.57056225452195,103.29,102.30734390152284
E031110,의류건조기,A,1.1,비계절ETS,104.3067270634791,103.61,103.95331926962317,104.02486874764752,103.49,103.72089723331648,103.5643863533646,102.94,103.5643863533646,103.14326662740848,102.85,103.14326662740848,102.94424650185238,102.86,102.94424650185238,102.73329787601658,105.03,102.8862343519116,104.3225041555747,105.16,104.3225041555747,104.89716535561836,105.95,104.89716535561836,105.6284733505735,108.57,105.6284733505735,107.7793395696085,113.35,107.7793395696085,113.75656702059067,110.98,112.51036334910457,112.66865050487228,111.67,111.5670585181114
E031120,식기세척기,A,0.2,비계절ETS,103.3001593204974,103.58,103.3001593204974,104.16594588983747,99.51,103.50371216187712,101.12283973458234,99.6,101.12283973458234,100.00611682144589,101.32,100.00611682144589,100.8834114834639,100.74,100.8834114834639,100.8006457056351,100.32,100.8006457056351,100.50212268421704,99.31,100.50212268421704,99.14088875331683,99.45,99.74277361243897,99.32199157469631,99.58,99.55378257887465,99.57055017263976,99.46,99.57055017263976,99.28063011400994,101.66,99.49995873773688,100.88033832727038,102.09,100.88033832727038
E031130,청소기,A,1.1,비계절ETS,102.45257263884088,102.52,102.45257263884088,102.50312868773742,102.17,102.50312868773742,102.20199097650038,100.17,102.20199097650038,100.40748739498112,97.24,100.40748739498112,97.59269806154671,98.6,97.59269806154671,98.4734089640043,97.82,98.4734089640043,97.88840838363868,99.58,97.88840838363868,99.3694497886802,99.81,99.3694497886802,99.74942153168938,98.77,99.74942153168938,98.878396758148,99.14,98.878396758148,99.10043976365132,99.16,99.10043976365132,99.14468889560486,98.54,99.14468889560486
E031140,소형주방가전,A,0.8,비계절ETS,109.23385771095629,107.1,109.23385771095629,108.5092359890463,106.09,108.5092359890463,107.68818683733704,107.31,107.68818683733704,106.77706833601252,109.33,107.5526858581632,107.54280462716517,106.63,108.14152089026324,106.95205872631678,108.21,107.62619944489926,107.81403705913398,111.51,107.81403705913398,109.04613361527768,114.11,109.04613361527768,110.7430216966651,109.58,110.7430216966651,110.3440202660555,115.55,110.3440202660555,112.10637989775972,113.0,112.10637989775972,112.40821549877128,114.5,112.40821549877128
E031150,보온매트,A,0.4,비계절ETS,109.41320067720976,109.39,109.44993045193053,109.41294013154956,109.39,109.44952087788894,109.41278033399477,109.39,109.44911523346926,109.41262835694084,109.7,109.44871375828583,109.74057444361036,109.7,109.74057444361036,109.75742995730296,109.7,109.75742995730296,109.7580473660449,114.83,109.7580473660449,114.587886223699,114.83,114.587886223699,114.88023971985214,114.83,114.88023971985214,114.89496710450872,114.83,114.89496710450872,114.89537470755953,114.83,114.89537470755953,114.89498493293462,114.83,114.89498493293462
E032010,가전제품수리비,A,2.4,비계절ETS,151.4755290830779,150.43,151.4755290830779,151.42765888325067,135.63,151.42765888325067,136.15671934217497,135.63,136.15671934217497,135.909346348103,135.63,135.909346348103,135.90218664926178,140.08,135.90218664926178,140.3766049693154,145.54,140.3766049693154,145.9758439163657,146.45,145.9758439163657,146.8955516635963,146.45,146.8955516635963,146.88297279592092,146.45,146.88297279592092,146.87046330621874,146.45,146.87046330621874,146.8593744477756,161.24,146.8593744477756,161.96759785679652,161.24,161.96759785679652
E032020,가전제품렌탈비,A,2.5,비계절ETS,96.51061663365476,96.51,96.51061663365476,96.51461138996412,97.21,96.51461138996412,97.17242642552728,96.69,97.17242642552728,96.72443991668976,96.69,96.72443991668976,96.69652731107855,96.69,96.69652731107855,96.69471308283175,96.69,96.69471308283175,96.69452169177696,96.69,96.69452169177696,96.69443269053284,96.69,96.69443269053284,96.6406453659311,96.69,96.69435147777482,96.69427215828624,97.21,96.69427215828624,97.18200006446962,97.21,97.18200006446962,97.21226471383623,97.21,97.21226471383623
E041010,식기,A,0.8,비계절ETS,122.74574887713824,125.55,122.74574887713824,123.89723728084527,122.25,123.89723728084527,123.60186492332107,125.42,123.60186492332107,125.60118620095484,120.57,124.4320387402768,123.41592488177056,121.29,123.41592488177056,122.94170048212118,121.23,122.94170048212118,122.587452859988,120.37,122.587452859988,121.07762217356783,124.81,122.05224409040012,123.1501351054244,124.5,123.1501351054244,123.79025521344812,124.24,123.79025521344812,124.14262717941756,130.62,124.14262717941756,126.45547505722016,133.61,126.45547505722016
E041020,컵,A,0.5,비계절ETS,105.45107114395832,106.12,105.45107114395832,105.7250656271887,107.69,105.7250656271887,106.5098504191194,109.05,106.5098504191194,107.52812270239885,106.76,107.52812270239885,107.23570529067187,108.52,107.23570529067187,108.55967395179718,108.0,107.75543981279372,108.45804232330624,106.95,107.86456782291933,107.51556960070904,106.86,107.51556960070904,107.26873842438825,107.78,107.26873842438825,107.48191273883867,108.43,107.48191273883867,107.86746943026483,106.62,107.86746943026483,107.38717814931752,106.17,107.38717814931752
E041030,솥,A,0.2,비계절ETS,119.04753415516292,123.08,119.04753415516292,120.48525858665968,124.93,120.48525858665968,121.94391005524233,122.04,121.94391005524233,122.167535077305,125.56,122.167535077305,123.32107561659916,125.76,123.32107561659916,124.22899620760847,125.84,124.22899620760847,126.52094797516524,120.08,124.919378945023,123.78315885773245,126.13,123.78315885773245,124.65122307742664,126.24,124.65122307742664,125.31698985909424,120.55,125.31698985909424,124.21505278192885,118.8,124.21505278192885,122.85211100921272,120.16,122.85211100921272
E041040,프라이팬,A,0.6,비계절ETS,126.58008590285796,125.9,126.58008590285796,126.8598401358322,121.4,126.8598401358322,126.18096259803649,123.09,126.18096259803649,125.96026787460634,128.37,125.96026787460634,126.68114769987064,122.81,126.68114769987064,126.31248384695272,129.8,126.31248384695272,127.18002360462772,123.33,127.18002360462772,126.80277339560996,133.82,126.80277339560996,128.2574290997448,127.51,128.2574290997448,128.4483057166993,134.67,128.4483057166993,129.8435720261075,134.75,129.8435720261075,131.11588012140936,134.85,131.11588012140936
E041050,냄비,A,0.5,비계절ETS,123.58336098161284,127.92,123.58336098161284,125.09742225387416,122.59,125.09742225387416,125.11755406233227,127.45,125.11755406233227,126.13302039931796,126.94,126.13302039931796,126.83490947024458,129.81,126.83490947024458,128.02141942702823,123.04,128.02141942702823,127.4437217540355,128.34,127.4437217540355,128.01082578384612,132.89,128.01082578384612,129.46608218767102,132.43,129.46608218767102,130.6271377420272,127.44,130.6271377420272,130.44730321606673,127.22,130.44730321606673,129.93987896380838,126.27,129.93987896380838
E041060,수저,A,0.3,비계절ETS,113.81991128836783,114.46,113.81991128836783,114.3615805357936,110.2,114.3615805357936,112.5883550789208,110.0,112.5883550789208,111.11629048316176,111.43,111.11629048316176,110.9029828657264,113.8,110.9029828657264,112.6440743104395,114.71,112.6440743104395,113.86473662033218,111.26,113.86473662033218,112.53940304337286,115.42,112.53940304337286,114.16594910812998,112.95,114.16594910812998,113.65502728319204,115.62,113.65502728319204,114.78481445290464,113.72,114.78481445290464,114.38409331358078,114.63,114.38409331358078
E041070,밀폐용기,A,0.7,비계절ETS,123.97575563726456,119.49,123.97575563726456,122.5305978032534,127.53,122.5305978032534,124.28357451916447,121.27,124.28357451916447,123.3461461362064,127.25,123.3461461362064,124.7175676006416,123.4,124.7175676006416,124.3474654764106,127.97,124.3474654764106,125.62240156762772,121.76,125.62240156762772,124.40618593423436,127.55,124.40618593423436,125.51698969809615,124.38,125.51698969809615,125.20768568882104,127.84,125.20768568882104,126.14786325284854,129.86,126.14786325284854,127.45024747069142,123.74,127.45024747069142
E041080,부엌용용구,A,0.4,비계절ETS,121.05207317195976,120.37,121.05207317195976,120.48708194556342,121.3,120.48708194556342,121.26297404857004,120.61,121.26297404857004,120.73615562049127,121.55,120.73615562049127,121.52080436297004,121.19,121.52080436297004,121.32173120110544,119.14,121.32173120110544,119.22509919033752,119.6,119.22509919033752,119.26518707669145,120.47,119.26518707669145,120.24760143583602,119.55,120.24760143583602,119.59073748117508,122.14,119.59073748117508,121.98988114712166,124.09,121.98988114712166,124.42470996357058,129.03,124.42470996357058
E051010,보일러,A,1.5,비계절ETS,120.2929040554722,120.35,120.2929040554722,120.33410036061836,120.36,120.33410036061836,120.35353001629088,120.42,120.35353001629088,120.43086541932053,120.41,120.43086541932053,120.41365666479368,120.43,120.41365666479368,120.43686920660166,120.47,120.43686920660166,120.48349075019205,120.5,120.48349075019205,120.51477699243053,120.4,120.51477699243053,120.38412635191916,120.38,120.38412635191916,120.36630528721194,120.37,120.36630528721194,120.35993576594365,120.37,120.35993576594365,120.3643770010847,120.37,120.3643770010847
E051020,건전지,A,0.3,비계절ETS,141.05671773572925,141.46,141.05671773572925,141.9282726972324,142.7,141.9282726972324,143.08029202373535,141.48,143.02040167436255,142.77865796095455,143.52,142.77865796095455,143.81761272839157,140.98,143.81761272839157,142.78995353707066,142.49,142.78995353707066,143.13456561924394,141.99,143.13456561924394,142.91941725183037,144.46,142.91941725183037,144.31734701670138,148.52,144.31734701670138,147.3358835412583,149.32,147.3358835412583,149.2488453757455,149.18,149.2488453757455,149.92136897538114,149.88,149.92136897538114
E051030,소형가사용품,A,1.3,비계절ETS,110.95553186250876,111.76,110.95553186250876,111.7881476053261,112.08,111.7881476053261,112.10904328537902,107.46,112.10904328537902,107.47704173532205,111.33,107.47704173532205,111.35515607192124,113.08,111.35515607192124,113.11242940840089,113.58,113.11242940840089,113.61504053392495,112.71,113.61504053392495,112.7394401560965,114.55,112.7394401560965,114.59184028854072,112.26,114.59184028854072,112.2866117485994,114.32,112.2866117485994,114.3580740482963,115.96,114.3580740482963,116.01963279824656,118.42,116.01963279824656
E061010,세탁세제,A,1.7,비계절ETS,132.92607013870352,131.65,132.92607013870352,132.1571165079217,131.41,132.1571165079217,131.70941102990278,127.03,131.70941102990278,128.86737607059587,130.63,128.86737607059587,129.94521711490742,130.85,129.94521711490742,130.49871985685587,128.68,130.49871985685587,129.40203262736745,125.64,129.40203262736745,127.12263005805735,120.6,127.12263005805735,123.1173223740292,121.92,123.1173223740292,122.37789578740914,132.82,122.37789578740914,128.7186934780051,128.08,128.7186934780051,128.33328914461515,127.71,128.33328914461515
E061020,섬유유연제,A,0.1,비계절ETS,144.73787196171915,152.79,144.73787196171915,149.18983052934627,147.8,149.18983052934627,148.74131086953776,155.36,148.74131086953776,152.53311469649248,151.6,152.53311469649248,152.40059028370635,150.88,152.40059028370635,151.93136141396013,153.18,151.93136141396013,152.9079605603142,153.18,152.9079605603142,153.3772763090359,151.31,153.3772763090359,152.59847311752762,152.35,152.59847311752762,152.74810130965497,154.45,152.74810130965497,153.92243217025356,152.05,153.92243217025356,153.22239010343253,154.82,153.22239010343253
E061030,전구,A,0.2,비계절ETS,105.32773592000612,108.53,105.32773592000612,106.74194995861023,106.96,106.74194995861023,106.88153686711154,107.55,106.88153686711154,107.23238624997808,108.42,107.23238624997808,107.84199698315554,109.41,107.84199698315554,109.58899420332679,109.25,108.6641470091736,109.80768741008987,109.24,109.06466270889338,109.71556447521247,109.4,109.27523245290472,109.88402198773285,105.21,109.45301821485454,107.54827210347702,108.47,107.54827210347702,107.95964459249272,108.38,107.95964459249272,108.1551477214117,111.11,108.1551477214117
E061040,부엌용세제,A,0.6,비계절ETS,118.94995484550095,127.22,118.94995484550095,126.2296290226019,125.12,126.2296290226019,125.32806923678858,125.15,125.32806923678858,125.25012162273278,122.82,125.25012162273278,123.28003038314594,120.78,123.28003038314594,121.20549083602756,123.52,121.20549083602756,123.22312376843362,123.5,123.22312376843362,123.52506888079444,121.15,123.52506888079444,121.60638688985932,121.38,121.60638688985932,121.4837284847606,121.41,121.4837284847606,121.48897424005187,122.58,121.48897424005187,122.4695454367548,122.82,122.4695454367548
E061050,청소용세제,A,0.2,비계절ETS,137.41292530395563,137.43,137.41292530395563,137.81802172903352,137.74,137.81802172903352,138.0061867116052,137.53,138.0061867116052,137.47278713765914,137.67,137.47278713765914,137.73600701632122,137.88,137.73600701632122,138.0143344403981,138.05,138.0143344403981,138.17766645012122,138.38,138.17766645012122,138.59675013705723,138.56,138.59675013705723,138.71258112285835,138.67,138.71258112285835,138.76794939670907,138.97,138.76794939670907,139.16276912765997,138.85,139.16276912765997,138.82733107250658,139.58,138.82733107250658
