품목코드,품목명,Tier,가중치,모델,pred_2025-08,actual_2025-08,raw_pred_2025-08,pred_2025-09,actual_2025-09,raw_pred_2025-09,pred_2025-10,actual_2025-10,raw_pred_2025-10,pred_2025-11,actual_2025-11,raw_pred_2025-11,pred_2025-12,actual_2025-12,raw_pred_2025-12,pred_2026-01,actual_2026-01,raw_pred_2026-01,pred_2026-02,actual_2026-02,raw_pred_2026-02,pred_2026-03,actual_2026-03,raw_pred_2026-03,pred_2026-04,actual_2026-04,raw_pred_2026-04,pred_2026-05,actual_2026-05,raw_pred_2026-05,pred_2026-06,actual_2026-06,raw_pred_2026-06,pred_2026-07,actual_2026-07,raw_pred_2026-07
A011110,당면,A,0.2,비계절ETS,137.77023035531727,137.0,137.77023035531727,137.60128786315587,137.9,137.60128786315587,138.09680249477438,129.67,138.09680249477438,133.03918382798747,135.64,133.03918382798747,134.91325398797355,135.57,134.91325398797355,135.55669788717802,137.31,135.55669788717802,136.88686869976002,122.43,136.88686869976002,128.24481333677736,136.35,128.24481333677736,132.96078366622132,136.91,132.96078366622132,135.55469466604944,137.12,135.55469466604944,136.68579945475693,138.15,136.68579945475693,137.7708613367778,140.63,137.7708613367778
A011120,두부,A,1.2,비계절ETS,111.07943052145214,110.16,111.07943052145214,110.22863803802622,109.93,110.22863803802622,109.99815174780984,110.13,109.99815174780984,110.1978735834263,109.36,110.1978735834263,109.27492494681094,108.28,109.27492494681094,108.1408850893232,109.1,108.1408850893232,109.01619107878,109.19,109.01619107878,109.11704525321969,108.51,109.11704525321969,108.40871713000256,108.42,108.40871713000256,108.3208701190431,108.58,108.3208701190431,108.49370339503336,109.17,108.49370339503336,109.26236980519765,107.72,109.11511101173784
A011130,시리얼,A,0.4,비계절ETS,138.82563135689566,138.53,138.82563135689566,138.7319471951707,118.04,138.7319471951707,127.79202740764929,117.08,127.79202740764929,121.1600829835068,131.74,121.1600829835068,127.31145299478317,143.32,127.31145299478317,135.93743988646824,127.97,135.93743988646824,131.7498747764061,115.73,131.7498747764061,123.87377956709383,114.21,123.87377956709383,118.37476442597202,117.9,118.37476442597202,118.16236476877135,120.34,118.16236476877135,119.41719379735846,131.2,119.41719379735846,125.75360759098491,117.96,125.75360759098491
A011140,부침가루,A,0.6,비계절ETS,144.299144898098,143.7,144.299144898098,144.03502831243176,144.72,144.03502831243176,144.40260665073384,137.16,144.40260665073384,140.6832595344966,143.95,140.6832595344966,142.055241620155,143.7,142.055241620155,142.78636710278,144.11,142.78636710278,143.45073643224245,128.94,143.45073643224245,136.09926222187315,140.13,136.09926222187315,137.45230294184037,141.5,137.45230294184037,139.0816206116355,142.1,139.0816206116355,140.47279690224664,139.97,140.47279690224664,140.2497448456675,143.69,140.2497448456675
A011150,케이크,A,1.6,비계절ETS,132.0024219880605,131.59,132.0024219880605,132.01138782833667,131.87,132.01138782833667,132.10987913345076,131.92,132.28298737266252,132.15680230249586,131.93,132.31495277571676,132.07877797206055,131.94,132.30622136436895,132.0848642360215,132.09,132.29837142428875,132.24978360161296,132.13,132.43741787695637,132.28481512533975,132.16,132.46194898957276,132.28325373457452,131.14,132.47644371493112,130.99273437360128,131.14,131.28326998818474,130.98889323459056,131.15,131.25526057042083,131.0066188505556,132.12,131.24689010699106
A011160,빵,A,6.8,비계절ETS,139.02917799958,138.61,139.02917799958,138.97850457145492,138.65,139.0717458975037,138.81443937665102,138.68,139.0946633304301,138.8363067390722,138.71,139.10816874280644,138.86218892889642,138.72,139.12248694382666,138.864288223329,138.72,139.1168169605076,138.85611574960518,138.75,139.10142173707064,138.87904808783196,138.53,139.11757844904648,138.620426580169,138.47,138.8755401965378,138.54532229206458,138.48,138.79952359504415,138.55000399857383,138.48,138.79634078677717,138.54533242846077,138.51,138.78305460095916
A011170,떡,A,1.9,비계절ETS,125.29249667611104,125.45,125.29249667611104,125.81635935400148,125.81,125.81635935400148,126.14710712446973,126.33,126.14710712446973,126.69984634073688,127.43,126.69984634073688,128.00485570041826,127.9,128.00485570041826,128.40183970334337,128.29,128.40183970334337,128.7217157694837,128.79,128.7217157694837,129.21365264284836,129.02,129.21365264284836,129.35254273364157,129.18,129.35254273364157,129.43336661479358,129.96,129.43336661479358,130.3614978347846,130.01,130.3614978347846,130.27577192534025,130.44,130.27577192534025
A011180,파스타면,A,0.1,비계절ETS,131.94760946162492,133.55,131.94760946162492,133.4600426982793,128.64,133.4600426982793,128.97179042180494,133.74,128.97179042180494,133.26123174495805,131.56,133.26123174495805,131.7492127255349,133.2,131.7492127255349,133.03147647042056,131.12,133.03147647042056,131.34853592740302,129.47,131.34853592740302,129.68567277528555,132.46,129.68567277528555,132.12005309906894,131.09,132.12005309906894,131.21946138485214,127.66,131.21946138485214,128.09854399732546,133.25,128.09854399732546,132.4991113141401,133.56,132.4991113141401
A012010,국산쇠고기,A,8.6,비계절ETS,104.48962097623748,105.93,104.48962097623748,106.43988263018576,107.64,106.43988263018576,108.44560599568682,109.84,108.44560599568682,110.95968345736206,109.26,110.95968345736206,109.5931888530269,111.13,109.5931888530269,112.42269738308711,112.39,111.89026901146336,113.59776381859326,113.59,113.1605889109895,114.68239387456336,111.65,114.3463157604348,111.3977315451576,110.5,111.3977315451576,110.0028347922793,109.01,110.0028347922793,108.2818107416761,111.28,108.2818107416761,111.64661261554492,110.35,111.64661261554492
A012020,수입쇠고기,A,3.1,비계절ETS,132.66625870449892,133.01,132.66625870449892,133.19065989870512,135.36,133.19065989870512,135.57165350635992,138.37,135.57165350635992,138.62409146107714,140.81,138.62409146107714,141.53565987433944,144.65,141.10076223439924,145.77102911495837,147.19,145.00896694800025,148.92118205136347,144.1,147.59842132666753,145.36192687241692,144.14,144.42338240993783,144.4562196321415,145.29,144.4562196321415,145.62065407615097,145.43,145.62065407615097,145.75528219649976,144.95,145.75528219649976,145.25854737891083,144.03,145.25854737891083
A012030,돼지고기,A,9.8,비계절ETS,132.3224220383187,136.64,132.3224220383187,138.42206698658717,136.35,136.743998988586,138.2458086855746,135.98,136.4532912750902,136.0825517861098,129.94,136.0825517861098,130.03915713208465,129.12,130.03915713208465,129.21823318365375,126.65,129.21823318365375,126.74656248165086,127.96,126.74656248165086,127.12825221427177,125.21,128.0566316989893,124.13122484261524,127.7,125.3048675983731,127.79519949061068,132.99,127.79519949061068,133.0872695380843,135.77,133.0872695380843,135.8679529488136,134.56,135.8679529488136
A012040,닭고기,A,1.5,비계절ETS,133.29516260522766,133.94,132.91665788775893,134.47329554502772,132.67,134.02672115067452,132.7556365259529,130.84,132.7556365259529,130.92430029897926,129.77,130.92430029897926,129.85425614386835,128.83,129.85425614386835,128.26887958584302,132.0,128.9124448662871,132.0834526373731,131.84,132.0834526373731,131.66224382855685,135.13,131.92292499087037,135.2139535150441,139.37,135.2139535150441,139.4562031525821,139.24,139.4562031525821,139.3256784105428,137.91,139.3256784105428,137.99382112595126,134.86,137.99382112595126
A012050,소시지,A,2.0,비계절ETS,119.52538470867684,121.97,119.52538470867684,122.48593292517751,119.56,121.42969221410716,120.1190763590162,120.6,120.1190763590162,120.5550029329156,115.03,120.5550029329156,116.538323990668,119.07,116.538323990668,118.47891468125466,119.02,118.47891468125466,118.95081240695036,119.7,118.95081240695036,119.5747581415218,119.72,119.5747581415218,119.75741911687788,120.29,119.75741911687788,120.22276136213551,120.45,120.22276136213551,120.93753156491854,118.84,120.46483053485936,119.41106238891778,121.45,119.35401201327774
A012060,햄및베이컨,A,2.7,비계절ETS,123.24845171131278,124.3,123.24845171131278,124.22827278346476,121.4,124.22827278346476,121.93335212818468,124.07,121.93335212818468,123.8015273278233,120.64,123.8015273278233,121.28584092235,120.49,121.28584092235,120.71057397923764,121.26,120.71057397923764,121.2476090847678,121.92,121.2476090847678,121.88608472265788,121.07,121.88608472265788,121.29655472885518,118.21,121.29655472885518,118.82232909423035,121.28,118.82232909423035,120.9119580599817,125.24,120.9119580599817,124.58511738329618,126.33,124.58511738329618
A012070,기타육류가공품,A,0.9,비계절ETS,133.581918677995,133.36,133.581918677995,133.00598079950865,133.24,133.00598079950865,132.88843994205718,127.64,132.88843994205718,127.7537707009594,130.84,127.7537707009594,129.10909740964985,133.61,129.10909740964985,132.87164038251092,136.32,132.87164038251092,136.53631053415708,137.89,136.53631053415708,138.25997216035594,139.39,138.25997216035594,139.78608327266073,140.22,139.78608327266073,142.06324952667825,135.63,140.66793697270765,136.38667561106092,136.12,136.38667561106092,136.49780219230513,137.77,136.49780219230513
