품목명,Tier,가중치,MAPE_보정전,MAPE_보정후,개선
장신구,A,1.0,0.3428142263075638,0.3441644961094429,-0.0013502698018790782
가방,A,2.7,0.3787480972202353,0.3557730902153239,0.022975007004911396
핸드백,A,1.4,2.1044693415354403,2.105873321346988,-0.0014039798115477176
우산,A,0.2,0.21474223152821562,0.22742956609539608,-0.012687334567180464
유모차,A,0.2,0.2583909988426545,0.28858265213630857,-0.030191653293654086
선글라스,A,0.4,0.2292784481497359,0.2217045259014553,0.0075739222482805735
지갑,A,0.5,3.3764907745474425e-06,3.3764907745474425e-06,0.0
산후조리원이용료,A,0.7,0.22591416935728664,0.2538940932872175,-0.027979923929930872
보험서비스료,A,8.6,1.4089885802877138,1.3615349755127568,0.04745360477495697
자동차보험료,A,3.7,0.14413892600307093,0.15882644017768918,-0.01468751417461825
금융수수료,A,0.2,0.0008845343401198136,0.0008845343401198136,0.0
대입전형료,A,0.1,0.7050054273498009,0.7209398349058238,-0.015934407556022934
시험응시료,A,0.4,0.1204101334589563,0.041771127204409626,0.07863900625454667
장례비,A,2.6,0.17197779947442662,0.16463186120445106,0.007345938269975566
갈치,B,1.1,2.672721682178844,2.672721682178844,0.0
명태,B,0.7,1.9945793940011725,1.9945793940011725,0.0
조기,B,0.9,0.7161242971140127,0.6852218583936324,0.030902438720380343
고등어,B,2.0,1.7469633807361624,1.7921594662068625,-0.04519608547070009
오징어,B,1.0,1.717641813878625,1.717641813878625,0.0
게,B,0.9,1.053677092241462,1.0660130663234748,-0.012335974082012813
굴,B,0.4,2.2914413985763327,2.2914413985763327,0.0
