월,분류,방식,예측,실제,오차,오차%
2024-10,"04 주택, 수도, 전기 및 연료",바텀업,115.21658358413991,115.51,-0.2934164158600936,-0.25401819397462866
2024-10,05 가정용품 및 가사 서비스,바텀업,115.635326702181,115.44,0.19532670218100634,0.1692019249662217
2024-10,06 보건,바텀업,104.93467090831251,104.44,0.49467090831251426,0.47364123737314656
2024-10,07 교통,바텀업,113.1925014420683,112.56,0.6325014420683033,0.5619238113613213
2024-10,08 통신,바텀업,101.21101192265789,101.32,-0.10898807734210436,-0.10756817740041884
2024-10,09 오락 및 문화,바텀업,109.74565191620371,108.71,1.0356519162037188,0.9526740099381095
2024-10,10 교육,바텀업,106.89479357311433,106.56,0.3347935731143252,0.3141831579526325
2024-10,11 음식 및 숙박,바텀업,121.25948442061802,121.63,-0.37051557938197277,-0.3046251577587542
2024-10,12 기타 상품 및 서비스,바텀업,119.50258248502715,120.08,-0.5774175149728507,-0.48086068868491894
2024-11,01 식료품 및 비주류음료,탑다운,122.92353836678954,121.32,1.6035383667895502,1.3217428015080368
2024-11,02 주류 및 담배,탑다운,104.58098193247575,104.81,-0.22901806752425102,-0.2185078404009646
2024-11,03 의류 및 신발,탑다운,115.74944911941108,115.48,0.2694491194110782,0.23332968428392636
2024-11,"04 주택, 수도, 전기 및 연료",탑다운,115.25849808920519,115.48,-0.22150191079481374,-0.1918097599539433
2024-11,05 가정용품 및 가사 서비스,탑다운,115.51879570813739,114.99,0.5287957081373946,0.4598623429319024
2024-11,06 보건,탑다운,104.39821174975279,104.56,-0.16178825024721277,-0.15473245050422033
2024-11,07 교통,탑다운,112.09894508224899,113.69,-1.5910549177510092,-1.3994677788292806
2024-11,08 통신,탑다운,101.60932811386805,101.32,0.28932811386805213,0.2855587385195935
2024-11,09 오락 및 문화,탑다운,108.22148792956209,108.15,0.07148792956208183,0.06610072081560964
2024-11,10 교육,탑다운,106.49000874541463,106.63,-0.1399912545853681,-0.1312869310563332
2024-11,11 음식 및 숙박,탑다운,121.80042017056832,121.87,-0.06957982943168872,-0.05709348439459155
2024-11,12 기타 상품 및 서비스,탑다운,120.16045423770696,120.2,-0.03954576229304507,-0.03289996862982119
2024-11,01 식료품 및 비주류음료,바텀업,121.68595016674644,121.32,0.365950166746444,0.3016404275852654
2024-11,02 주류 및 담배,바텀업,104.64040793846141,104.81,-0.1695920615385944,-0.16180904640644442
2024-11,03 의류 및 신발,바텀업,114.75095870706508,115.48,-0.729041292934923,-0.6313139010520635
2024-11,"04 주택, 수도, 전기 및 연료",바텀업,115.3492874520332,115.48,-0.13071254796680876,-0.11319063731105711
2024-11,05 가정용품 및 가사 서비스,바텀업,115.66862898327261,114.99,0.6786289832726169,0.5901634779307913
2024-11,06 보건,바텀업,104.90772703325419,104.56,0.34772703325418775,0.33256219706789186
2024-11,07 교통,바텀업,113.91466120009358,113.69,0.22466120009357837,0.19760858483030908
2024-11,08 통신,바텀업,101.21440778068714,101.32,-0.10559221931285379,-0.10421656071146249
2024-11,09 오락 및 문화,바텀업,109.55799867712487,108.15,1.4079986771248656,1.3018942923022334
2024-11,10 교육,바텀업,106.95648438283999,106.63,0.32648438283999326,0.3061843597861702
2024-11,11 음식 및 숙박,바텀업,121.73802156630673,121.87,-0.131978433693277,-0.10829443972534421
2024-11,12 기타 상품 및 서비스,바텀업,119.99368613518942,120.2,-0.206313864810582,-0.17164215042477704
2024-12,01 식료품 및 비주류음료,탑다운,121.97382511504826,123.61,-1.6361748849517426,-1.3236589959968794
2024-12,02 주류 및 담배,탑다운,104.68102592712673,104.58,0.10102592712672731,0.09660157499208961
2024-12,03 의류 및 신발,탑다운,115.59079341113348,115.49,0.1007934111334805,0.0872745788669846
2024-12,"04 주택, 수도, 전기 및 연료",탑다운,115.33987984283578,115.67,-0.3301201571642167,-0.2853982512010173
2024-12,05 가정용품 및 가사 서비스,탑다운,115.34926402234515,115.84,-0.49073597765485033,-0.4236325773954164
2024-12,06 보건,탑다운,104.54046020797638,104.56,-0.01953979202362177,-0.01868763582978364
2024-12,07 교통,탑다운,113.15632552897397,114.32,-1.1636744710260274,-1.0179097892110107
2024-12,08 통신,탑다운,101.59848528921516,101.34,0.2584852892151588,0.25506738623954883
2024-12,09 오락 및 문화,탑다운,108.37189732680105,108.66,-0.28810267319894933,-0.26514142573067306
2024-12,10 교육,탑다운,106.63835622941504,106.74,-0.10164377058495688,-0.0952255673458468
2024-12,11 음식 및 숙박,탑다운,122.35346644873792,122.18,0.17346644873791206,0.1419761407250876
2024-12,12 기타 상품 및 서비스,탑다운,120.58406507205567,119.71,0.8740650720556715,0.7301520942742223
2024-12,01 식료품 및 비주류음료,바텀업,121.67548589157903,123.61,-1.93451410842097,-1.5650142451427638
2024-12,02 주류 및 담배,바텀업,104.70268285075052,104.58,0.12268285075052177,0.11731005044035357
2024-12,03 의류 및 신발,바텀업,115.43390772084824,115.49,-0.05609227915175552,-0.048568948958139686
2024-12,"04 주택, 수도, 전기 및 연료",바텀업,115.34345096935012,115.67,-0.32654903064988616,-0.28231091091025
2024-12,05 가정용품 및 가사 서비스,바텀업,115.59726442127547,115.84,-0.24273557872453466,-0.20954383522490905
2024-12,06 보건,바텀업,104.97035283860697,104.56,0.41035283860696836,0.3924568081550959
2024-12,07 교통,바텀업,114.8526737662678,114.32,0.5326737662678056,0.46594976055616305
2024-12,08 통신,바텀업,101.21314212815697,101.34,-0.1268578718430291,-0.1251804537626101
2024-12,09 오락 및 문화,바텀업,109.12808987536769,108.66,0.46808987536769564,0.4307839824845349
2024-12,10 교육,바텀업,107.00892046279112,106.74,0.26892046279112947,0.2519397253055363
2024-12,11 음식 및 숙박,바텀업,122.21238249046351,122.18,0.03238249046350461,0.026503920824606817
2024-12,12 기타 상품 및 서비스,바텀업,120.31677063825742,119.71,0.60677063825743,0.5068671274391697
2025-01,01 식료품 및 비주류음료,탑다운,124.94059977240141,125.13,-0.18940022759858266,-0.15136276480347052
2025-01,02 주류 및 담배,탑다운,106.27651359388584,104.61,1.6665135938858384,1.5930729317329493
2025-01,03 의류 및 신발,탑다운,115.398151658296,115.46,-0.06184834170399256,-0.05356689910271311
2025-01,"04 주택, 수도, 전기 및 연료",탑다운,115.77970696633608,115.87,-0.09029303366392583,-0.0779261531577853
2025-01,05 가정용품 및 가사 서비스,탑다운,116.03221539571953,116.17,-0.13778460428046913,-0.11860601212057255
2025-01,06 보건,탑다운,105.66378380235784,105.42,0.24378380235783936,0.23125004966594512
2025-01,07 교통,탑다운,114.40034464328593,115.62,-1.219655356714071,-1.0548826818146264
2025-01,08 통신,탑다운,101.3406484070576,101.34,0.0006484070575965006,0.0006398332914905276
2025-01,09 오락 및 문화,탑다운,108.99031271920855,109.63,-0.6396872807914491,-0.5834965618821938
2025-01,10 교육,탑다운,106.8366961656003,107.17,-0.33330383439970035,-0.31100479089269417
2025-01,11 음식 및 숙박,탑다운,122.50413644097544,122.65,-0.14586355902456205,-0.11892666858912518
2025-01,12 기타 상품 및 서비스,탑다운,120.77808991128391,123.0,-2.2219100887160863,-1.8064309664358427
